rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,passes_completed,passes_attempted,pass_completion_pct,total_distance,progressive_distance,assists,expected_assists,expected_assists_minus_xag,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,expected_assists_xa,season,table_type,processed_at
974,Þórir Jóhann Helgason,ISL,MF,Lecce,Serie A,0.0,2000.0,0.1,5,6,83.3,78,34,0,0.1,-0.1,1,0,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
975,Ísak Jóhannesson,ISL,MF,Köln,Bundesliga,0.0,2003.0,5.1,183,226,81.0,3634,995,0,0.4,-0.4,4,30,9,2,28,1.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
976,Dennis Johnsen,NOR,"FW,MF",Cremonese,Serie A,0.0,1998.0,1.4,15,36,41.7,252,49,0,0.0,0.0,1,1,1,1,3,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
977,Brennan Johnson,WAL,FW,Tottenham,Premier League,0.0,2001.0,3.0,48,72,66.7,730,179,0,0.2,-0.2,3,5,2,1,6,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
978,Karl-Johan Johnsson,SWE,GK,Strasbourg,Ligue 1,0.0,1990.0,1.0,27,34,79.4,604,391,0,0.0,0.0,0,0,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
979,Sam Johnstone,ENG,GK,Wolves,Premier League,0.0,1993.0,3.0,79,141,56.0,2531,1909,0,0.0,0.0,0,3,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
980,Curtis Jones,ENG,MF,Liverpool,Premier League,0.0,2001.0,2.5,147,161,91.3,2543,811,0,0.4,-0.4,3,21,8,1,28,0.4,2025-2026,stats_passing,2025-10-18 04:36:54.414223
981,Frenkie de Jong,NED,MF,Barcelona,La Liga,0.0,1997.0,5.1,397,422,94.1,6051,1792,1,0.3,0.7,7,55,6,2,48,0.6,2025-2026,stats_passing,2025-10-18 04:36:54.414223
982,Josan,ESP,"DF,FW",Elche,La Liga,0.0,1989.0,1.8,71,91,78.0,1200,328,1,1.7,-0.7,7,1,4,4,6,1.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
983,Mateo Joseph,ESP,"FW,MF",Mallorca,La Liga,0.0,2003.0,4.4,49,63,77.8,653,123,1,0.1,0.9,3,1,1,0,4,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
984,Lazar Jovanović,SRB,"FW,MF",Stuttgart,Bundesliga,0.0,2006.0,0.4,5,10,50.0,66,12,0,0.1,-0.1,1,0,0,0,1,0.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
985,Juanmi,ESP,FW,Getafe,La Liga,0.0,1993.0,0.2,4,5,80.0,30,3,0,0.0,0.0,0,1,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
986,Abdulai Juma Bah,SLE,DF,Nice,Ligue 1,0.0,2006.0,5.0,321,343,93.6,5386,1829,0,0.2,-0.2,1,11,0,0,14,0.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
987,Anthony Jung,GER,DF,Freiburg,Bundesliga,0.0,1991.0,1.3,57,74,77.0,1001,308,0,0.0,0.0,1,7,1,0,5,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
988,Eli Junior Kroupi,FRA,"FW,MF",Bournemouth,Premier League,0.0,2006.0,0.3,4,9,44.4,67,0,0,0.0,0.0,0,0,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
989,Luiz Lúcio Reis Júnior,BRA,GK,Villarreal,La Liga,0.0,2001.0,6.0,106,131,80.9,2152,1384,0,0.0,0.0,0,0,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
990,Hamed Junior Traorè,CIV,MF,Bournemouth,Premier League,0.0,2000.0,0.2,2,3,66.7,23,18,1,0.2,0.8,1,0,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
991,Hamed Junior Traorè,CIV,"MF,FW",Marseille,Ligue 1,0.0,2000.0,0.9,12,22,54.5,226,94,0,0.0,0.0,0,1,1,0,1,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
992,Vinicius Júnior,BRA,"FW,MF",Real Madrid,La Liga,0.0,2000.0,6.5,258,308,83.8,3701,769,4,2.0,2.0,20,9,15,2,31,1.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
993,Josip Juranović,CRO,DF,Union Berlin,Bundesliga,0.0,1995.0,0.1,1,4,25.0,36,19,0,0.0,0.0,1,0,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
994,James Justin,ENG,DF,Leeds United,Premier League,0.0,1998.0,0.2,3,6,50.0,101,43,0,0.0,0.0,0,1,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
995,Ferran Jutglà,ESP,"FW,MF",Celta Vigo,La Liga,0.0,1999.0,3.3,61,85,71.8,934,157,0,0.4,-0.4,3,5,2,2,6,0.5,2025-2026,stats_passing,2025-10-18 04:36:54.414223
996,Filip Jørgensen,DEN,GK,Chelsea,Premier League,0.0,2002.0,0.9,27,35,77.1,616,444,0,0.0,0.0,0,0,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
997,Martijn Kaars,NED,"FW,MF",St. Pauli,Bundesliga,0.0,1999.0,2.3,43,60,71.7,548,103,0,0.0,0.0,2,1,2,1,4,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
998,Mohamed Kaba,FRA,"MF,FW",Lecce,Serie A,0.0,2001.0,1.6,40,53,75.5,658,185,0,0.0,0.0,1,6,0,0,9,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
999,Christian Kabasele,BEL,DF,Udinese,Serie A,0.0,1991.0,0.7,41,43,95.3,1028,477,0,0.0,0.0,0,3,1,0,3,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1000,Anton Kade,GER,DF,Augsburg,Bundesliga,0.0,2004.0,0.5,15,18,83.3,212,60,0,0.0,0.0,1,0,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1001,Ferdi Kadioglu,TUR,"DF,FW",Brighton,Premier League,0.0,1999.0,4.2,147,178,82.6,2395,913,0,0.4,-0.4,2,19,6,4,24,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1002,Florian Kainz,AUT,"MF,DF",Köln,Bundesliga,0.0,1992.0,0.7,50,63,79.4,856,391,0,0.2,-0.2,5,5,2,0,7,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1003,Sasa Kalajdzic,AUT,FW,Wolves,Premier League,0.0,1997.0,0.2,4,6,66.7,41,0,0,0.0,0.0,0,0,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1004,Arnaud Kalimuendo,FRA,FW,Nott'ham Forest,Premier League,0.0,2002.0,0.8,23,29,79.3,328,32,0,0.0,0.0,1,1,1,0,2,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1005,Pierre Kalulu,FRA,DF,Juventus,Serie A,0.0,2000.0,6.0,316,379,83.4,5223,1438,0,0.8,-0.8,9,16,10,4,28,0.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1006,Justin-Noël Kalumba,FRA,"FW,MF",Angers,Ligue 1,0.0,2004.0,2.5,66,92,71.7,1160,420,0,0.2,-0.2,4,8,9,2,15,0.4,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1007,Daichi Kamada,JPN,MF,Crystal Palace,Premier League,0.0,1996.0,4.8,137,176,77.8,2288,691,0,0.9,-0.9,5,14,5,1,19,0.7,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1008,Warren Kamanzi,NOR,"MF,DF",Toulouse,Ligue 1,0.0,2000.0,2.9,71,85,83.5,948,303,0,0.3,-0.3,4,8,3,0,15,0.5,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1009,Abu Kamara,ENG,"FW,MF",Getafe,La Liga,0.0,2003.0,1.3,13,25,52.0,191,25,0,0.0,0.0,0,1,0,0,1,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1010,Bingourou Kamara,SEN,GK,Lorient,Ligue 1,0.0,1996.0,3.0,60,74,81.1,1588,1253,0,0.0,0.0,0,3,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1011,Boubacar Kamara,FRA,MF,Aston Villa,Premier League,0.0,1999.0,3.3,166,188,88.3,2761,793,2,0.3,1.7,4,22,4,0,25,0.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1012,Hassane Kamara,CIV,DF,Udinese,Serie A,0.0,1994.0,2.0,74,96,77.1,1339,417,0,0.5,-0.5,4,7,1,0,9,0.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1013,Jakub Kamiński,POL,"MF,FW",Köln,Bundesliga,0.0,2002.0,6.0,144,192,75.0,2081,492,0,0.9,-0.9,10,9,1,1,16,0.9,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1014,Kevin Kampl,SVN,MF,RB Leipzig,Bundesliga,0.0,1990.0,0.0,1,2,50.0,13,6,0,0.0,0.0,0,0,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1015,Harry Kane,ENG,"FW,MF",Bayern Munich,Bundesliga,0.0,1993.0,5.4,126,159,79.2,2379,896,3,2.3,0.7,13,17,7,0,25,1.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1016,Lee Kang-in,KOR,"MF,FW",Paris S-G,Ligue 1,0.0,2001.0,3.6,250,279,89.6,4358,881,0,0.8,-0.8,10,25,5,1,30,0.9,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1017,Adam Karabec,CZE,FW,Lyon,Ligue 1,0.0,2003.0,4.6,111,150,74.0,1752,428,0,0.4,-0.4,8,4,6,1,13,0.6,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1018,Atakan Karazor,None,MF,Stuttgart,Bundesliga,0.0,1996.0,4.2,196,229,85.6,3218,750,0,0.0,0.0,0,12,1,0,13,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1019,Dermane Karim,TOG,"MF,FW",Lorient,Ligue 1,0.0,2003.0,4.4,120,150,80.0,2056,553,1,1.2,-0.2,4,16,1,0,18,0.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1020,Lennart Karl,GER,FW,Bayern Munich,Bundesliga,0.0,2008.0,1.4,71,84,84.5,986,128,1,0.2,0.8,3,1,3,0,3,0.4,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1021,Jesper Karlström,SWE,MF,Udinese,Serie A,0.0,1995.0,6.0,221,265,83.4,4018,1231,0,0.5,-0.5,5,26,1,0,29,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1022,Jon Karrikaburu,ESP,"FW,MF",Real Sociedad,La Liga,0.0,2002.0,0.7,5,9,55.6,70,9,0,0.0,0.0,1,0,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1023,Grigoris Kastanos,CYP,MF,Hellas Verona,Serie A,0.0,1998.0,0.2,5,11,45.5,90,59,0,0.0,0.0,1,1,0,0,0,0.4,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1024,Panos Katseris,GRE,"MF,DF",Lorient,Ligue 1,0.0,2001.0,1.4,59,77,76.6,1077,245,0,0.5,-0.5,3,2,3,1,7,0.4,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1025,Mikkel Kaufmann,DEN,FW,Heidenheim,Bundesliga,0.0,2001.0,3.7,31,54,57.4,411,141,1,0.9,0.1,2,2,2,0,8,0.4,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1026,Sota Kawasaki,JPN,MF,Mainz 05,Bundesliga,0.0,2001.0,0.2,3,5,60.0,48,19,0,0.0,0.0,0,1,0,0,2,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1027,Michael Kayode,ITA,DF,Brentford,Premier League,0.0,2004.0,6.8,189,261,72.4,3056,852,0,0.4,-0.4,4,9,1,0,14,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1028,Moise Kean,ITA,FW,Fiorentina,Serie A,0.0,2000.0,6.0,35,49,71.4,484,62,0,0.0,0.0,0,2,0,0,2,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1029,Michael Keane,ENG,DF,Everton,Premier League,0.0,1993.0,6.7,220,263,83.7,4656,1583,0,0.1,-0.1,1,10,0,0,16,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1030,Ilan Kebbal,ALG,"FW,MF",Paris FC,Ligue 1,0.0,1998.0,6.7,366,454,80.6,6158,1758,2,1.2,0.8,14,29,8,2,45,1.5,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1031,Yassine Kechta,MAR,MF,Le Havre,Ligue 1,0.0,2002.0,4.5,102,136,75.0,1629,421,1,0.4,0.6,4,7,4,2,14,0.6,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1032,Thilo Kehrer,GER,DF,Monaco,Ligue 1,0.0,1996.0,2.4,182,206,88.3,3395,1008,0,0.0,0.0,0,27,1,0,20,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1033,Mandela Keita,BEL,MF,Parma,Serie A,0.0,2002.0,4.9,138,161,85.7,2137,436,0,0.0,0.0,2,12,0,0,9,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1034,Caoimhín Kelleher,IRL,GK,Brentford,Premier League,0.0,1998.0,7.0,180,260,69.2,5288,3731,0,0.0,0.0,1,6,0,0,1,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1035,Lloyd Kelly,ENG,DF,Juventus,Serie A,0.0,1998.0,6.0,299,341,87.7,5237,1491,0,0.2,-0.2,3,31,0,0,34,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1036,Aljoscha Kemlein,GER,MF,Union Berlin,Bundesliga,0.0,2004.0,0.8,32,39,82.1,612,228,0,0.1,-0.1,4,8,1,0,6,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1037,Marc-Oliver Kempf,GER,DF,Como,Serie A,0.0,1995.0,4.5,248,280,88.6,4361,1126,0,0.0,0.0,0,3,0,0,5,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1038,Luca Kerber,GER,MF,Heidenheim,Bundesliga,0.0,2002.0,3.6,42,65,64.6,654,201,0,0.2,-0.2,2,4,1,0,4,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1039,Milos Kerkez,HUN,DF,Liverpool,Premier League,0.0,2003.0,5.7,248,300,82.7,3966,1180,0,0.1,-0.1,3,22,5,1,25,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1040,Kevin,BRA,"FW,MF",Fulham,Premier League,0.0,2003.0,1.0,33,48,68.8,618,130,0,0.0,0.0,1,2,3,3,3,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1041,Reda Khadra,GER,"FW,MF",Le Havre,Ligue 1,0.0,2001.0,1.2,18,29,62.1,281,80,0,0.2,-0.2,2,0,0,0,2,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1042,Bilal El Khannouss,MAR,MF,Stuttgart,Bundesliga,0.0,2004.0,3.9,162,206,78.6,2765,695,0,0.5,-0.5,10,13,5,1,23,0.4,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1043,Rani Khedira,GER,MF,Union Berlin,Bundesliga,0.0,1994.0,5.8,83,120,69.2,1404,440,0,0.1,-0.1,1,6,2,2,7,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1044,Abdukodir Khusanov,UZB,DF,Manchester City,Premier League,0.0,2004.0,2.5,121,148,81.8,1957,757,0,0.0,0.0,0,3,0,0,5,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1045,Kialonda,ANG,DF,Lecce,Serie A,0.0,1997.0,6.0,187,220,85.0,4189,1290,0,0.0,0.0,0,8,0,0,9,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1046,Kiké,ESP,FW,Espanyol,La Liga,0.0,1989.0,3.1,48,78,61.5,666,79,0,0.4,-0.4,6,2,1,0,4,0.6,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1047,Semih Kılıçsoy,TUR,FW,Cagliari,Serie A,0.0,2005.0,0.3,3,5,60.0,45,8,0,0.2,-0.2,2,0,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1048,Max Kilman,ENG,DF,West Ham,Premier League,0.0,1997.0,7.0,279,308,90.6,5394,1490,0,0.2,-0.2,2,14,1,1,16,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1049,Joshua Kimmich,GER,MF,Bayern Munich,Bundesliga,0.0,1995.0,4.7,436,487,89.5,7278,2367,1,1.0,0.0,10,60,9,1,42,1.8,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1050,Joshua King,ENG,"MF,FW",Fulham,Premier League,0.0,2007.0,5.2,92,116,79.3,1324,242,0,0.1,-0.1,3,6,3,0,16,0.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1051,Justin Kluivert,NED,MF,Bournemouth,Premier League,0.0,1999.0,1.8,52,72,72.2,813,180,0,0.3,-0.3,4,4,2,0,6,0.4,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1052,Ruben Kluivert,NED,"DF,FW",Lyon,Ligue 1,0.0,2001.0,0.1,14,14,100.0,214,32,0,0.0,0.0,0,1,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1053,Ansgar Knauff,GER,"FW,MF",Eint Frankfurt,Bundesliga,0.0,2002.0,2.3,53,75,70.7,668,157,0,0.2,-0.2,4,0,5,3,4,0.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1054,Gregor Kobel,SUI,GK,Dortmund,Bundesliga,0.0,1997.0,6.0,149,192,77.6,3674,2459,0,0.0,0.0,0,6,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1055,Robin Koch,GER,DF,Eint Frankfurt,Bundesliga,0.0,1996.0,6.0,398,438,90.9,7773,2941,0,0.1,-0.1,3,29,2,0,26,0.4,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1056,Christian Kofane,CMR,FW,Leverkusen,Bundesliga,0.0,2006.0,2.0,24,27,88.9,239,37,0,0.2,-0.2,4,1,2,0,2,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1057,Hervé Koffi,BFA,GK,Angers,Ligue 1,0.0,1996.0,7.0,153,214,71.5,4268,2652,0,0.0,0.0,0,2,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1058,Enzo Koffi Vinette,FRA,"DF,FW",Le Havre,Ligue 1,0.0,2006.0,0.1,6,8,75.0,104,34,0,0.0,0.0,0,2,0,0,2,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1059,Derrick Köhn,GHA,DF,Union Berlin,Bundesliga,0.0,1999.0,3.4,73,95,76.8,1139,323,0,0.1,-0.1,1,1,2,1,6,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1060,Philipp Köhn,SUI,GK,Monaco,Ligue 1,0.0,1998.0,4.1,90,101,89.1,2008,1501,0,0.0,0.0,0,0,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1061,Dominik Kohr,GER,DF,Mainz 05,Bundesliga,0.0,1994.0,4.2,179,216,82.9,3574,1222,0,0.4,-0.4,4,21,4,0,33,0.5,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1062,Koke,ESP,MF,Atlético Madrid,La Liga,0.0,1992.0,5.0,387,417,92.8,7032,1911,1,0.8,0.2,8,49,8,2,39,0.6,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1063,Luca Koleosho,ITA,"MF,FW",Espanyol,La Liga,0.0,2004.0,0.7,25,31,80.6,414,101,0,0.0,0.0,1,1,0,0,2,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1064,Adam Kölle,GER,"MF,DF",Heidenheim,Bundesliga,0.0,2006.0,0.3,6,14,42.9,112,25,0,0.1,-0.1,1,0,1,1,3,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1065,Timothée Kolodziejczak,FRA,DF,Paris FC,Ligue 1,0.0,1991.0,1.0,77,86,89.5,1536,761,0,0.0,0.0,1,6,1,0,6,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1066,Mert Kömür,GER,"FW,MF",Augsburg,Bundesliga,0.0,2005.0,5.4,131,180,72.8,1894,400,2,1.1,0.9,8,8,5,2,14,1.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1067,Ibrahima Konaté,FRA,DF,Liverpool,Premier League,0.0,1999.0,6.2,375,410,91.5,6630,2029,0,0.3,-0.3,3,32,1,0,29,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1068,Geoffrey Kondogbia,CTA,"MF,DF",Marseille,Ligue 1,0.0,1993.0,1.2,89,97,91.8,1393,353,0,0.0,0.0,0,11,1,0,8,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1069,Ismaël Koné,CAN,MF,Sassuolo,Serie A,0.0,2002.0,4.4,99,114,86.8,1839,413,0,0.3,-0.3,5,14,2,1,13,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1070,Manu Koné,FRA,MF,Roma,Serie A,0.0,2001.0,6.0,256,279,91.8,4317,1059,0,0.5,-0.5,3,24,4,0,37,0.6,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1071,Ransford Königsdörffer,GHA,FW,Hamburger SV,Bundesliga,0.0,2001.0,5.0,56,80,70.0,822,166,1,0.3,0.7,4,5,2,1,6,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1072,Ezri Konsa,ENG,DF,Aston Villa,Premier League,0.0,1997.0,5.7,379,398,95.2,6707,2280,0,0.0,0.0,1,32,1,0,21,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1073,Teun Koopmeiners,NED,MF,Juventus,Serie A,0.0,1998.0,3.0,135,165,81.8,2397,790,0,0.3,-0.3,6,15,1,0,20,0.5,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1074,Odilon Kossounou,CIV,DF,Atalanta,Serie A,0.0,2001.0,3.0,139,154,90.3,2136,614,0,0.0,0.0,1,10,0,0,8,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1075,Filip Kostić,SRB,"DF,FW",Juventus,Serie A,0.0,1992.0,0.4,11,16,68.8,220,90,1,0.1,0.9,1,1,1,1,2,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1076,Eddy Kouadio,CIV,DF,Fiorentina,Serie A,0.0,2006.0,0.5,10,14,71.4,153,23,0,0.0,0.0,0,0,0,0,1,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1077,Koffi Kouao,CIV,DF,Metz,Ligue 1,0.0,1998.0,6.9,266,310,85.8,4525,1483,0,0.3,-0.3,5,24,3,3,27,0.5,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1078,Arsène Kouassi,BFA,"DF,MF",Lorient,Ligue 1,0.0,2004.0,6.2,210,265,79.2,3571,1190,1,0.7,0.3,7,14,5,3,24,0.8,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1079,Christ-Owen Kouassi,FRA,DF,Lecce,Serie A,0.0,2003.0,2.5,82,107,76.6,1383,577,0,0.0,0.0,0,7,1,1,7,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1080,Konstantinos Koulierakis,GRE,DF,Wolfsburg,Bundesliga,0.0,2003.0,6.0,306,361,84.8,5949,2362,0,0.2,-0.2,2,22,1,1,21,0.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1081,Seny Koumbassa,FRA,DF,Toulouse,Ligue 1,0.0,2007.0,0.1,2,2,100.0,25,26,0,0.0,0.0,0,0,0,0,1,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1082,Jules Koundé,FRA,DF,Barcelona,La Liga,0.0,1998.0,5.4,364,420,86.7,5571,1488,0,0.0,0.0,1,31,2,2,24,0.5,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1083,Lancinet Kourouma,GUI,MF,Girona,La Liga,0.0,2004.0,0.1,0,1,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1084,Hamza Koutoune,MAR,DF,Nice,Ligue 1,0.0,2006.0,0.0,5,6,83.3,34,2,0,0.0,0.0,0,0,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1085,Goduine Koyalipou,CTA,FW,Levante,La Liga,0.0,2000.0,0.9,9,17,52.9,151,81,0,0.0,0.0,0,1,1,1,1,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1086,Alex Král,CZE,MF,Union Berlin,Bundesliga,0.0,1998.0,1.2,22,30,73.3,306,88,0,0.0,0.0,0,3,1,0,3,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1087,Andrej Kramarić,CRO,"MF,FW",Hoffenheim,Bundesliga,0.0,1991.0,3.7,141,179,78.8,2076,531,0,0.1,-0.1,2,11,4,2,12,0.4,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1088,Vladyslav Krapyvtsov,UKR,GK,Girona,La Liga,0.0,2005.0,1.5,33,47,70.2,908,667,0,0.0,0.0,0,0,0,0,0,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1089,Jean-Philippe Krasso,CIV,FW,Paris FC,Ligue 1,0.0,1997.0,2.5,37,54,68.5,504,68,1,0.5,0.5,4,3,0,0,4,0.5,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1090,Tom Krauß,GER,"DF,MF",Köln,Bundesliga,0.0,2001.0,3.2,166,186,89.2,3340,875,0,0.2,-0.2,3,24,2,0,21,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1091,Ladislav Krejčí,CZE,"DF,MF",Wolves,Premier League,0.0,1999.0,4.0,171,198,86.4,3411,1155,0,0.1,-0.1,3,18,2,0,16,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1092,Ladislav Krejčí,CZE,DF,Girona,La Liga,0.0,1999.0,2.0,92,104,88.5,1526,560,0,0.0,0.0,0,5,0,0,6,0.0,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1093,Rasmus Kristensen,DEN,DF,Eint Frankfurt,Bundesliga,0.0,1997.0,2.0,101,121,83.5,1640,607,0,0.6,-0.6,3,2,1,1,7,0.2,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1094,Thomas Kristensen,DEN,DF,Udinese,Serie A,0.0,2002.0,5.0,224,255,87.8,4956,1587,0,0.0,0.0,2,16,1,1,10,0.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1095,Nikola Krstović,MNE,FW,Atalanta,Serie A,0.0,2000.0,3.6,82,101,81.2,1217,256,3,0.5,2.5,7,3,2,0,10,0.4,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1096,Lukas Kübler,GER,DF,Freiburg,Bundesliga,0.0,1992.0,4.3,155,194,79.9,2586,911,1,0.1,0.9,3,7,3,1,13,0.3,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1097,Takefusa Kubo,JPN,"MF,FW",Real Sociedad,La Liga,0.0,2001.0,5.2,132,182,72.5,1896,575,0,1.0,-1.0,10,7,6,0,15,1.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
1098,Mohammed Kudus,GHA,FW,Tottenham,Premier League,0.0,2000.0,6.9,158,215,73.5,2726,671,4,1.9,2.1,13,11,9,6,17,1.1,2025-2026,stats_passing,2025-10-18 04:36:54.414223
