rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,goals,shots,shots_on_target,shots_on_target_pct,shots_per_90,shots_on_target_per_90,goals_per_shot,goals_per_shot_on_target,avg_distance,free_kicks,penalty_goals,penalty_attempts,expected_goals,non_penalty_xg,npxg_per_shot,goals_minus_xg,non_penalty_goals_minus_xg,shot_creating_actions_shot,passes_free_kick,season,table_type,processed_at
913,Hong Hyunseok,KOR,MF,Nantes,Ligue 1,0.0,1999.0,3.2,0,0,2,50.0,1.27,0.63,0.0,0.0,21.7,0,0,0,0.5,0.5,0.12,-0.5,-0.5,4,1,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
914,Lucas Høgsberg,DEN,DF,Strasbourg,Ligue 1,0.0,2006.0,4.8,0,0,0,0.0,0.21,0.0,0.0,0.0,8.1,0,0,0,0.0,0.0,0.04,0.0,0.0,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
915,Pierre Højbjerg,DEN,MF,Marseille,Ligue 1,0.0,1995.0,6.3,1,0,2,16.7,1.89,0.32,0.08,0.5,13.9,0,0,0,1.1,1.1,0.09,-0.1,-0.1,12,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
916,Oscar Højlund,DEN,MF,Eint Frankfurt,Bundesliga,0.0,2005.0,1.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
917,Rasmus Højlund,DEN,FW,Napoli,Serie A,0.0,2003.0,3.4,2,0,2,50.0,1.19,0.6,0.5,1.0,9.5,0,0,0,1.2,1.2,0.3,0.8,0.8,4,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
918,Edoardo Iannoni,ITA,MF,Sassuolo,Serie A,0.0,2001.0,0.3,1,0,1,50.0,6.0,3.0,0.5,1.0,7.8,0,0,0,0.4,0.4,0.2,0.6,0.6,2,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
919,Pablo Ibáñez,ESP,MF,Alavés,La Liga,0.0,1998.0,6.1,0,0,1,10.0,1.65,0.16,0.0,0.0,24.0,0,0,0,0.5,0.5,0.05,-0.5,-0.5,10,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
920,Arijon Ibrahimović,GER,"MF,FW",Heidenheim,Bundesliga,0.0,2005.0,5.1,0,0,3,50.0,1.17,0.59,0.0,0.0,17.3,0,0,0,1.3,1.3,0.22,-1.3,-1.3,6,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
921,Riyad Idrissi,ITA,DF,Cagliari,Serie A,0.0,2005.0,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
922,Stanis Idumbo,BEL,MF,Sevilla,La Liga,0.0,2005.0,0.5,0,0,0,0.0,2.0,0.0,0.0,0.0,16.7,0,0,0,0.0,0.0,0.03,0.0,0.0,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
923,Stanis Idumbo,BEL,MF,Monaco,Ligue 1,0.0,2005.0,0.7,0,0,1,20.0,7.63,1.53,0.0,0.0,18.0,0,0,0,0.4,0.4,0.08,-0.4,-0.4,5,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
924,Jay Idzes,IDN,DF,Sassuolo,Serie A,0.0,2000.0,5.0,0,0,0,0.0,0.2,0.0,0.0,0.0,28.2,0,0,0,0.0,0.0,0.01,0.0,0.0,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
925,Hamza Igamane,MAR,"FW,MF",Lille,Ligue 1,0.0,2002.0,1.3,2,0,3,42.9,5.48,2.35,0.29,0.67,13.6,0,0,0,1.7,1.7,0.24,0.3,0.3,7,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
926,Iglesias,ESP,DF,Getafe,La Liga,0.0,1998.0,6.3,1,0,2,66.7,0.48,0.32,0.33,0.5,17.1,0,0,0,0.3,0.3,0.11,0.7,0.7,3,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
927,Borja Iglesias,ESP,FW,Celta Vigo,La Liga,0.0,1993.0,4.8,4,0,7,50.0,2.91,1.45,0.21,0.43,14.6,0,1,1,3.0,2.2,0.16,1.0,0.8,14,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
928,Igor,BRA,DF,West Ham,Premier League,0.0,1998.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
929,Jonathan Ikone,FRA,FW,Paris FC,Ligue 1,0.0,1998.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
930,George Ilenikhena,NGA,"FW,MF",Monaco,Ligue 1,0.0,2006.0,1.6,2,0,3,50.0,3.75,1.87,0.33,0.67,11.6,0,0,0,0.8,0.8,0.13,1.2,1.2,6,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
931,Andrej Ilic,SRB,FW,Union Berlin,Bundesliga,0.0,2000.0,6.0,0,0,3,20.0,2.5,0.5,0.0,0.0,10.6,0,0,1,3.2,2.4,0.16,-3.2,-2.4,15,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
932,Ivan Ilić,SRB,MF,Torino,Serie A,0.0,2001.0,1.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
933,Luka Ilić,SRB,"MF,FW",Oviedo,La Liga,0.0,1999.0,4.8,1,0,2,66.7,0.63,0.42,0.33,0.5,15.7,0,0,0,0.3,0.3,0.09,0.7,0.7,3,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
934,Emirhan İlkhan,TUR,MF,Torino,Serie A,0.0,2004.0,0.6,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
935,Ciro Immobile,ITA,FW,Bologna,Serie A,0.0,1990.0,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
936,Cyriaque Irié,BFA,FW,Freiburg,Bundesliga,0.0,2005.0,0.3,0,0,0,0.0,2.9,0.0,0.0,0.0,26.5,0,0,0,0.0,0.0,0.03,0.0,0.0,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
937,Tim Iroegbunam,ENG,MF,Everton,Premier League,0.0,2003.0,2.7,0,0,0,0.0,1.1,0.0,0.0,0.0,24.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,3,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
938,Andy Irving,SCO,MF,West Ham,Premier League,0.0,2000.0,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
939,Alexander Isak,SWE,FW,Liverpool,Premier League,0.0,1999.0,2.0,0,0,0,0.0,2.0,0.0,0.0,0.0,9.9,0,0,0,0.6,0.6,0.15,-0.6,-0.6,4,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
940,Gustav Isaksen,DEN,FW,Lazio,Serie A,0.0,2001.0,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
941,Wilson Isidor,FRA,FW,Sunderland,Premier League,0.0,2000.0,4.2,3,0,5,33.3,3.56,1.19,0.2,0.6,15.0,0,0,0,1.2,1.2,0.08,1.8,1.8,15,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
942,Ardian Ismajli,ALB,DF,Torino,Serie A,0.0,1996.0,2.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
943,Franco Israel,URU,GK,Torino,Serie A,0.0,2000.0,6.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
944,Alex Iwobi,NGA,"FW,MF",Fulham,Premier League,0.0,1996.0,6.0,1,0,3,30.0,1.66,0.5,0.1,0.33,23.1,0,0,0,0.4,0.4,0.04,0.6,0.6,10,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
945,Urko Izeta,ESP,MF,Athletic Club,La Liga,0.0,1999.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
946,Jairo Izquierdo,ESP,"MF,DF",Elche,La Liga,0.0,1993.0,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
947,Nicolas Jackson,SEN,FW,Bayern Munich,Bundesliga,0.0,2001.0,1.4,0,0,3,100.0,2.16,2.16,0.0,0.0,18.4,0,0,0,0.4,0.4,0.12,-0.4,-0.4,3,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
948,Jérémy Jacquet,FRA,DF,Rennes,Ligue 1,0.0,2005.0,7.0,0,0,0,0.0,0.14,0.0,0.0,0.0,3.8,0,0,0,0.3,0.3,0.29,-0.3,-0.3,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
949,Lee Jae-sung,KOR,"MF,FW",Mainz 05,Bundesliga,0.0,1992.0,3.5,0,0,2,25.0,2.31,0.58,0.0,0.0,9.8,0,0,0,0.8,0.8,0.09,-0.8,-0.8,8,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
950,Kristijan Jakić,CRO,"MF,DF",Augsburg,Bundesliga,0.0,1997.0,5.0,1,0,2,50.0,0.8,0.4,0.25,0.5,22.3,0,0,0,0.3,0.3,0.07,0.7,0.7,4,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
951,Karl Jakob Hein,EST,GK,Werder Bremen,Bundesliga,0.0,2002.0,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
952,Daniel James,WAL,FW,Leeds United,Premier League,0.0,1997.0,2.4,0,0,0,0.0,2.11,0.0,0.0,0.0,16.2,0,0,0,0.4,0.4,0.09,-0.4,-0.4,5,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
953,Reece James,ENG,DF,Chelsea,Premier League,0.0,1999.0,4.7,0,0,2,50.0,0.85,0.42,0.0,0.0,25.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,4,1,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
954,Vitaly Janelt,GER,MF,Brentford,Premier League,0.0,1998.0,0.5,0,0,0,0.0,2.05,0.0,0.0,0.0,16.6,0,0,0,0.1,0.1,0.11,-0.1,-0.1,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
955,Mathis Jangeal,FRA,MF,Paris S-G,Ligue 1,0.0,2008.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
956,Isak Jansson,SWE,"MF,FW",Nice,Ligue 1,0.0,2002.0,2.9,0,0,3,50.0,2.05,1.03,0.0,0.0,14.3,0,0,0,0.4,0.4,0.06,-0.4,-0.4,6,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
957,Adnan Januzaj,BEL,"FW,MF",Sevilla,La Liga,0.0,1995.0,1.4,0,0,0,0.0,0.69,0.0,0.0,0.0,18.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
958,Luca Jaquez,SUI,DF,Stuttgart,Bundesliga,0.0,2003.0,2.6,0,0,0,0.0,0.39,0.0,0.0,0.0,32.2,0,0,0,0.0,0.0,0.01,0.0,0.0,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
959,Ardon Jashari,SUI,MF,Milan,Serie A,0.0,2002.0,0.2,0,0,0,0.0,5.29,0.0,0.0,0.0,27.8,0,0,0,0.0,0.0,0.02,0.0,0.0,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
960,Mikel Jauregizar,ESP,MF,Athletic Club,La Liga,0.0,2003.0,7.9,1,0,3,27.3,1.39,0.38,0.09,0.33,23.3,0,0,0,0.5,0.5,0.04,0.5,0.5,11,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
961,Finn Jeltsch,GER,DF,Stuttgart,Bundesliga,0.0,2006.0,3.0,0,0,0,0.0,0.33,0.0,0.0,0.0,11.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
962,Castrop Jens,KOR,MF,Gladbach,Bundesliga,0.0,2003.0,3.1,1,0,2,66.7,0.98,0.65,0.33,0.5,10.3,0,0,0,0.4,0.4,0.13,0.6,0.6,3,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
963,Mathias Jensen,DEN,MF,Brentford,Premier League,0.0,1996.0,2.0,1,0,1,50.0,1.02,0.51,0.5,1.0,19.0,0,0,0,0.2,0.2,0.11,0.8,0.8,2,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
964,Oliver Jensen,DEN,MF,Parma,Serie A,0.0,2002.0,4.0,0,0,0,0.0,0.25,0.0,0.0,0.0,12.6,0,0,0,0.1,0.1,0.09,-0.1,-0.1,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
965,Moritz Jenz,GER,DF,Wolfsburg,Bundesliga,0.0,1999.0,6.0,0,0,0,0.0,0.33,0.0,0.0,0.0,9.8,0,0,0,0.2,0.2,0.11,-0.2,-0.2,2,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
966,Igor Jesus,BRA,"FW,MF",Nott'ham Forest,Premier League,0.0,2001.0,1.2,0,0,2,50.0,3.4,1.7,0.0,0.0,12.1,0,0,0,0.3,0.3,0.08,-0.3,-0.3,4,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
967,Juan Jesus,BRA,DF,Napoli,Serie A,0.0,1991.0,3.9,0,0,0,0.0,0.26,0.0,0.0,0.0,6.3,0,0,0,0.0,0.0,0.03,0.0,0.0,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
968,Álex Jiménez,ESP,DF,Bournemouth,Premier League,0.0,2005.0,1.7,0,0,0,0.0,1.19,0.0,0.0,0.0,21.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,2,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
969,Álex Jiménez,ESP,DF,Milan,Serie A,0.0,2005.0,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
970,Raúl Jiménez,MEX,FW,Fulham,Premier League,0.0,1991.0,1.6,1,0,1,20.0,3.12,0.62,0.2,1.0,12.6,0,0,0,0.5,0.5,0.09,0.5,0.5,5,1,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
971,João Pedro,BRA,"FW,MF",Chelsea,Premier League,0.0,2001.0,6.5,2,0,3,30.0,1.54,0.46,0.2,0.67,16.1,0,0,0,1.5,1.5,0.15,0.5,0.5,10,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
972,Joelinton,BRA,MF,Newcastle Utd,Premier League,0.0,1996.0,4.4,0,0,2,33.3,1.35,0.45,0.0,0.0,19.4,0,0,0,0.6,0.6,0.1,-0.6,-0.6,6,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
973,Jofre,ESP,"FW,MF",Espanyol,La Liga,0.0,2001.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
974,Þórir Jóhann Helgason,ISL,MF,Lecce,Serie A,0.0,2000.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
975,Ísak Jóhannesson,ISL,MF,Köln,Bundesliga,0.0,2003.0,5.1,1,0,1,33.3,0.59,0.2,0.33,1.0,17.8,0,0,0,0.5,0.5,0.16,0.5,0.5,3,1,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
976,Dennis Johnsen,NOR,"FW,MF",Cremonese,Serie A,0.0,1998.0,1.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
977,Brennan Johnson,WAL,FW,Tottenham,Premier League,0.0,2001.0,3.0,2,0,2,50.0,1.34,0.67,0.5,1.0,17.7,0,0,0,0.9,0.9,0.22,1.1,1.1,4,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
978,Karl-Johan Johnsson,SWE,GK,Strasbourg,Ligue 1,0.0,1990.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
979,Sam Johnstone,ENG,GK,Wolves,Premier League,0.0,1993.0,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
980,Curtis Jones,ENG,MF,Liverpool,Premier League,0.0,2001.0,2.5,0,0,0,0.0,0.79,0.0,0.0,0.0,19.5,0,0,0,0.2,0.2,0.1,-0.2,-0.2,2,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
981,Frenkie de Jong,NED,MF,Barcelona,La Liga,0.0,1997.0,5.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
982,Josan,ESP,"DF,FW",Elche,La Liga,0.0,1989.0,1.8,0,0,0,0.0,0.55,0.0,0.0,0.0,6.2,0,0,0,0.1,0.1,0.12,-0.1,-0.1,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
983,Mateo Joseph,ESP,"FW,MF",Mallorca,La Liga,0.0,2003.0,4.4,0,0,3,30.0,2.26,0.68,0.0,0.0,14.2,0,0,0,1.4,1.4,0.14,-1.4,-1.4,10,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
984,Lazar Jovanović,SRB,"FW,MF",Stuttgart,Bundesliga,0.0,2006.0,0.4,0,0,0,0.0,2.5,0.0,0.0,0.0,10.3,0,0,0,0.1,0.1,0.07,-0.1,-0.1,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
985,Juanmi,ESP,FW,Getafe,La Liga,0.0,1993.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
986,Abdulai Juma Bah,SLE,DF,Nice,Ligue 1,0.0,2006.0,5.0,0,0,0,0.0,0.2,0.0,0.0,0.0,11.6,0,0,0,0.0,0.0,0.04,0.0,0.0,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
987,Anthony Jung,GER,DF,Freiburg,Bundesliga,0.0,1991.0,1.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
988,Eli Junior Kroupi,FRA,"FW,MF",Bournemouth,Premier League,0.0,2006.0,0.3,1,0,2,66.7,11.25,7.5,0.33,0.5,17.5,0,0,0,0.2,0.2,0.07,0.8,0.8,3,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
989,Luiz Lúcio Reis Júnior,BRA,GK,Villarreal,La Liga,0.0,2001.0,6.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
990,Hamed Junior Traorè,CIV,MF,Bournemouth,Premier League,0.0,2000.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
991,Hamed Junior Traorè,CIV,"MF,FW",Marseille,Ligue 1,0.0,2000.0,0.9,0,0,1,50.0,2.12,1.06,0.0,0.0,22.3,0,0,0,0.5,0.5,0.26,-0.5,-0.5,2,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
992,Vinicius Júnior,BRA,"FW,MF",Real Madrid,La Liga,0.0,2000.0,6.5,5,0,11,52.4,3.21,1.68,0.19,0.36,17.4,0,1,1,2.9,2.1,0.1,2.1,1.9,21,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
993,Josip Juranović,CRO,DF,Union Berlin,Bundesliga,0.0,1995.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
994,James Justin,ENG,DF,Leeds United,Premier League,0.0,1998.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
995,Ferran Jutglà,ESP,"FW,MF",Celta Vigo,La Liga,0.0,1999.0,3.3,0,0,6,54.5,3.38,1.84,0.0,0.0,17.2,0,0,0,0.9,0.9,0.09,-0.9,-0.9,11,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
996,Filip Jørgensen,DEN,GK,Chelsea,Premier League,0.0,2002.0,0.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
997,Martijn Kaars,NED,"FW,MF",St. Pauli,Bundesliga,0.0,1999.0,2.3,0,0,1,16.7,2.58,0.43,0.0,0.0,14.3,0,0,0,0.6,0.6,0.1,-0.6,-0.6,6,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
998,Mohamed Kaba,FRA,"MF,FW",Lecce,Serie A,0.0,2001.0,1.6,0,0,2,66.7,1.9,1.27,0.0,0.0,15.4,0,0,0,0.1,0.1,0.05,-0.1,-0.1,3,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
999,Christian Kabasele,BEL,DF,Udinese,Serie A,0.0,1991.0,0.7,1,0,1,50.0,2.73,1.36,0.5,1.0,8.6,0,0,0,0.3,0.3,0.16,0.7,0.7,2,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
1000,Anton Kade,GER,DF,Augsburg,Bundesliga,0.0,2004.0,0.5,0,0,0,0.0,1.91,0.0,0.0,0.0,28.8,0,0,0,0.0,0.0,0.01,0.0,0.0,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
1001,Ferdi Kadioglu,TUR,"DF,FW",Brighton,Premier League,0.0,1999.0,4.2,0,0,1,50.0,0.48,0.24,0.0,0.0,11.9,0,0,0,0.1,0.1,0.06,-0.1,-0.1,2,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
1002,Florian Kainz,AUT,"MF,DF",Köln,Bundesliga,0.0,1992.0,0.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
1003,Sasa Kalajdzic,AUT,FW,Wolves,Premier League,0.0,1997.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
1004,Arnaud Kalimuendo,FRA,FW,Nott'ham Forest,Premier League,0.0,2002.0,0.8,0,0,0,0.0,3.91,0.0,0.0,0.0,15.5,0,0,0,0.4,0.4,0.12,-0.4,-0.4,3,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
1005,Pierre Kalulu,FRA,DF,Juventus,Serie A,0.0,2000.0,6.0,0,0,0,0.0,0.83,0.0,0.0,0.0,12.5,0,0,0,0.4,0.4,0.08,-0.4,-0.4,5,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
1006,Justin-Noël Kalumba,FRA,"FW,MF",Angers,Ligue 1,0.0,2004.0,2.5,0,0,0,0.0,0.4,0.0,0.0,0.0,22.3,0,0,0,0.0,0.0,0.02,0.0,0.0,1,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
1007,Daichi Kamada,JPN,MF,Crystal Palace,Premier League,0.0,1996.0,4.8,0,0,2,40.0,1.03,0.41,0.0,0.0,19.4,0,0,0,0.4,0.4,0.08,-0.4,-0.4,5,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
1008,Warren Kamanzi,NOR,"MF,DF",Toulouse,Ligue 1,0.0,2000.0,2.9,0,0,1,20.0,1.75,0.35,0.0,0.0,16.0,0,0,0,0.4,0.4,0.08,-0.4,-0.4,5,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
1009,Abu Kamara,ENG,"FW,MF",Getafe,La Liga,0.0,2003.0,1.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
1010,Bingourou Kamara,SEN,GK,Lorient,Ligue 1,0.0,1996.0,3.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
1011,Boubacar Kamara,FRA,MF,Aston Villa,Premier League,0.0,1999.0,3.3,0,0,1,50.0,0.61,0.31,0.0,0.0,12.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,2,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
1012,Hassane Kamara,CIV,DF,Udinese,Serie A,0.0,1994.0,2.0,0,0,0,0.0,2.56,0.0,0.0,0.0,19.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1,5,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
1013,Jakub Kamiński,POL,"MF,FW",Köln,Bundesliga,0.0,2002.0,6.0,3,0,7,41.2,2.83,1.17,0.18,0.43,15.1,0,0,0,2.1,2.1,0.12,0.9,0.9,17,1,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
1014,Kevin Kampl,SVN,MF,RB Leipzig,Bundesliga,0.0,1990.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
1015,Harry Kane,ENG,"FW,MF",Bayern Munich,Bundesliga,0.0,1993.0,5.4,11,0,10,58.8,3.13,1.84,0.41,0.7,17.4,0,4,4,5.9,2.7,0.16,5.1,4.3,17,0,2025-2026,stats_shooting,2025-10-18 04:36:55.035604
