Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Unnamed: 8_level_0_90s,Unnamed: 9_level_0_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Unnamed: 24_level_0_Matches
821,Jeff Ekhator,it ITA,"FW,MF",Genoa,it Serie A,17,2006,8.5,165,156,7,0,3,0,10,2,1,0,0,0,110,2,6,Matches
822,Hugo Ekitike,fr FRA,FW,Eint Frankfurt,de Bundesliga,22,2002,28.5,644,586,56,2,6,5,17,1,0,0,0,0,486,2,23,Matches
823,Jurgen Ekkelenkamp,nl NED,MF,Udinese,it Serie A,24,2000,21.0,690,644,43,6,2,5,12,32,4,1,1,0,550,3,17,Matches
824,Jacques Ekomie,ga GAB,"DF,FW",Angers,fr Ligue 1,20,2003,7.7,260,192,66,1,0,1,23,65,0,0,0,0,183,2,14,Matches
825,Emmanuel Ekong,se SWE,"MF,FW",Empoli,it Serie A,22,2002,2.1,44,43,1,0,0,0,0,1,0,0,0,0,30,0,2,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
826,Caleb Ekuban,gh GHA,FW,Genoa,it Serie A,30,1994,6.2,107,99,7,0,1,0,3,0,0,0,0,0,72,1,4,Matches
827,Pierre Ekwah Elimby,fr FRA,MF,Saint-Étienne,fr Ligue 1,22,2002,28.6,1593,1536,57,53,3,12,5,2,1,1,0,0,1405,0,16,Matches
828,Anthony Elanga,se SWE,"FW,MF",Nott'ham Forest,eng Premier League,22,2002,27.8,827,697,126,31,3,0,185,6,86,43,39,0,540,4,24,Matches
829,Meschak Elia,cd COD,FW,Nantes,fr Ligue 1,26,1997,1.9,62,58,4,1,0,0,14,2,1,0,1,0,35,0,3,Matches
830,Mikael Ellertsson,is ISL,"DF,MF",Venezia,it Serie A,22,2002,27.4,607,552,54,1,2,2,28,52,0,0,0,0,431,1,20,Matches
831,Harvey Elliott,eng ENG,MF,Liverpool,eng Premier League,21,2003,4.1,292,267,22,2,1,3,12,8,6,3,1,0,240,3,4,Matches
832,Elif Elmas,mk MKD,"FW,MF",Torino,it Serie A,24,1999,11.3,336,321,13,0,0,3,23,10,2,1,0,0,270,2,4,Matches
833,Elif Elmas,mk MKD,MF,RB Leipzig,de Bundesliga,24,1999,0.5,16,16,0,0,1,0,0,0,0,0,0,0,13,0,1,Matches
834,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,30,1994,16.2,907,844,59,29,3,5,4,28,0,0,0,0,775,4,9,Matches
835,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,27,1996,23.7,1522,1399,120,27,3,1,1,1,0,0,0,0,1400,3,9,Matches
836,Adri Embarba,es ESP,"FW,MF",Rayo Vallecano,es La Liga,32,1992,17.9,599,527,69,20,4,2,114,11,35,20,9,0,383,3,27,Matches
837,Breel Embolo,ch SUI,"FW,MF",Monaco,fr Ligue 1,27,1997,20.5,432,397,30,2,8,1,6,0,0,0,0,0,299,5,9,Matches
838,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,21,2003,25.5,340,316,22,0,0,0,0,1,0,0,0,0,273,2,7,Matches
839,Emerson,br BRA,DF,Milan,it Serie A,25,1999,15.3,909,796,110,26,0,3,45,84,0,0,0,0,784,3,23,Matches
840,Yunus Emre Konak,tr TUR,"FW,MF",Brentford,eng Premier League,18,2006,0.5,36,35,1,0,0,0,0,1,0,0,0,0,26,0,1,Matches
841,Julio Enciso,py PAR,"MF,FW",Ipswich Town,eng Premier League,20,2004,9.7,248,210,37,8,4,0,21,2,13,11,1,0,171,1,11,Matches
842,Julio Enciso,py PAR,"MF,FW",Brighton,eng Premier League,20,2004,3.3,150,134,16,4,0,1,20,0,12,6,3,0,99,0,5,Matches
843,Wataru Endo,jp JPN,"MF,DF",Liverpool,eng Premier League,31,1993,3.0,194,188,6,2,0,0,1,4,0,0,0,0,182,0,2,Matches
844,Endrick,br BRA,FW,Real Madrid,es La Liga,18,2006,4.0,75,69,6,0,0,1,2,2,0,0,0,0,59,0,0,Matches
845,Yannik Engelhardt,de GER,"MF,DF",Como,it Serie A,23,2001,12.9,701,648,52,24,1,3,1,28,0,0,0,0,622,1,11,Matches
846,Arne Engels,be BEL,"MF,FW",Augsburg,de Bundesliga,20,2003,0.9,27,24,3,0,0,0,4,0,2,2,0,0,19,0,1,Matches
847,Christian Eriksen,dk DEN,MF,Manchester Utd,eng Premier League,32,1992,11.8,749,645,102,31,8,8,85,5,62,24,20,5,590,2,6,Matches
848,Martin Erlic,hr CRO,DF,Bologna,it Serie A,26,1998,3.7,240,232,8,6,0,1,0,0,0,0,0,0,220,0,0,Matches
849,Patrick Erras,de GER,DF,Holstein Kiel,de Bundesliga,29,1995,9.2,510,490,20,12,0,0,0,0,0,0,0,0,469,0,3,Matches
850,Alfonso Espino,uy URU,DF,Rayo Vallecano,es La Liga,32,1992,9.3,491,403,84,9,0,0,24,75,0,0,0,0,365,4,12,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
851,Sebastiano Esposito,it ITA,"FW,MF",Empoli,it Serie A,22,2002,25.9,739,678,56,15,7,6,55,7,19,9,4,0,445,5,41,Matches
852,Romain Esse,eng ENG,MF,Crystal Palace,eng Premier League,19,2005,1.5,42,42,0,0,1,0,0,0,0,0,0,0,32,0,1,Matches
853,Samuel Essende,cd COD,FW,Augsburg,de Bundesliga,26,1998,18.2,301,278,19,2,0,0,5,0,0,0,0,0,195,4,12,Matches
854,Dario Essugo,pt POR,MF,Las Palmas,es La Liga,19,2005,21.5,951,934,15,12,4,10,1,1,0,0,0,0,812,2,7,Matches
855,Estanis,es ESP,FW,Bologna,it Serie A,20,2003,0.1,8,8,0,0,0,0,0,0,0,0,0,0,7,0,1,Matches
856,Nahuel Estévez,ar ARG,MF,Parma,it Serie A,28,1995,7.3,313,282,30,17,1,1,16,1,12,4,3,0,237,1,8,Matches
857,Pervis Estupiñán,ec ECU,DF,Brighton,eng Premier League,26,1998,26.7,1610,1370,237,20,0,5,119,180,37,23,9,3,1338,3,28,Matches
858,Etienne Eto'o,cm CMR,FW,Rayo Vallecano,es La Liga,21,2002,0.4,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
859,Karl Etta Eyong,cm CMR,"MF,FW",Villarreal,es La Liga,20,2003,0.4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
860,Evanilson,br BRA,FW,Bournemouth,eng Premier League,24,1999,25.8,342,337,4,1,4,4,0,0,0,0,0,0,244,1,11,Matches
861,Jake Evans,eng ENG,FW,Leicester City,eng Premier League,15,2008,0.3,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,Matches
862,Jonny Evans,nir NIR,DF,Manchester Utd,eng Premier League,36,1988,3.5,217,197,20,5,0,0,0,3,0,0,0,0,192,0,1,Matches
863,Edu Expósito,es ESP,MF,Espanyol,es La Liga,27,1996,11.6,485,407,73,38,13,5,66,1,33,9,19,1,318,5,8,Matches
864,Eberechi Eze,eng ENG,"MF,FW",Crystal Palace,eng Premier League,26,1998,28.8,1047,849,180,70,11,6,112,3,62,39,10,0,777,18,17,Matches
865,Abde Ezzalzouli,ma MAR,"FW,MF",Betis,es La Liga,22,2001,22.0,757,732,23,6,2,4,49,15,1,0,0,0,542,2,27,Matches
866,Giovanni Fabbian,it ITA,MF,Bologna,it Serie A,21,2003,11.4,210,201,7,2,2,1,9,4,0,0,0,0,151,2,9,Matches
867,Łukasz Fabiański,pl POL,GK,West Ham,eng Premier League,39,1985,12.9,495,351,143,43,0,0,0,0,0,0,0,0,332,1,0,Matches
868,Alieu Fadera,gm GAM,"FW,DF",Como,it Serie A,22,2001,18.3,591,541,49,1,3,3,39,48,0,0,0,0,441,1,28,Matches
869,Wout Faes,be BEL,DF,Leicester City,eng Premier League,26,1998,31.3,1564,1507,54,27,2,7,5,6,0,0,0,0,1376,3,7,Matches
870,Nicolò Fagioli,it ITA,MF,Fiorentina,it Serie A,23,2001,10.7,617,572,43,27,1,7,27,5,7,6,1,0,519,2,10,Matches
871,Nicolò Fagioli,it ITA,MF,Juventus,it Serie A,23,2001,6.3,418,404,14,8,2,6,13,1,5,1,3,0,370,0,3,Matches
872,Romain Faivre,fr FRA,"MF,FW",Brest,fr Ligue 1,26,1998,10.0,379,349,29,7,4,0,26,4,17,11,4,0,311,1,8,Matches
873,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,29,1995,38.0,1200,892,303,125,0,1,0,0,0,0,0,0,731,5,0,Matches
874,Davide Faraoni,it ITA,DF,Hellas Verona,it Serie A,32,1991,2.9,95,79,16,1,0,0,12,15,0,0,0,0,65,0,2,Matches
875,Abdul Fatawu Issahaku,gh GHA,FW,Leicester City,eng Premier League,20,2004,6.4,197,186,11,1,2,2,30,9,1,0,0,0,123,0,18,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
876,Ansu Fati,es ESP,FW,Barcelona,es La Liga,21,2002,2.6,125,119,4,3,2,0,0,0,1,0,0,0,104,2,3,Matches
877,Khalil Fayad,fr FRA,"MF,FW",Montpellier,fr Ligue 1,20,2004,11.4,514,492,22,12,2,4,20,3,7,4,0,0,426,0,12,Matches
878,Jacopo Fazzini,it ITA,MF,Empoli,it Serie A,21,2003,15.4,426,391,31,9,4,0,32,1,14,3,3,0,305,4,19,Matches
879,Nabil Fekir,fr FRA,MF,Betis,es La Liga,31,1993,2.0,82,71,11,3,1,1,10,0,8,3,3,0,67,0,4,Matches
880,Mattia Felici,it ITA,"MF,FW",Cagliari,it Serie A,23,2001,10.3,277,255,20,1,0,2,25,7,12,6,5,0,188,2,14,Matches
881,Luiz Felipe,it ITA,DF,Marseille,fr Ligue 1,27,1997,1.4,66,62,4,1,0,0,0,2,0,0,0,0,58,0,1,Matches
882,João Félix,pt POR,"FW,MF",Chelsea,eng Premier League,24,1999,4.1,199,193,5,2,2,1,0,3,0,0,0,0,171,1,5,Matches
883,João Félix,pt POR,MF,Milan,it Serie A,24,1999,8.4,301,282,16,4,3,2,5,6,1,0,0,0,246,3,9,Matches
884,Frank Feller,de GER,GK,Heidenheim,de Bundesliga,20,2004,1.3,65,47,18,7,0,0,0,0,0,0,0,0,41,0,0,Matches
885,Kiko Femenía,es ESP,DF,Villarreal,es La Liga,33,1991,24.7,1506,1250,254,50,1,8,47,203,0,0,0,0,1339,2,14,Matches
886,Evan Ferguson,ie IRL,FW,West Ham,eng Premier League,19,2004,1.7,37,35,1,0,1,1,0,0,0,0,0,0,28,1,0,Matches
887,Evan Ferguson,ie IRL,FW,Brighton,eng Premier League,19,2004,2.7,58,52,5,0,0,0,0,0,0,0,0,0,43,1,1,Matches
888,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,24,1999,10.9,658,605,50,27,1,4,18,7,14,5,6,0,569,3,8,Matches
889,Zinedine Ferhat,dz ALG,"FW,MF",Angers,fr Ligue 1,31,1993,9.4,451,392,55,15,3,5,68,7,33,9,20,2,303,4,9,Matches
890,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,29,1994,33.5,2242,1988,237,98,31,22,186,19,91,44,22,5,1707,17,55,Matches
891,Edimilson Fernandes,ch SUI,"MF,DF",Brest,fr Ligue 1,28,1996,12.3,572,561,11,8,2,5,7,2,0,0,0,0,486,0,5,Matches
892,Mateus Fernandes,pt POR,MF,Southampton,eng Premier League,20,2004,32.3,1361,1184,175,61,9,10,113,10,54,39,14,0,1087,2,36,Matches
893,Aitor Fernández,es ESP,GK,Osasuna,es La Liga,33,1991,1.0,45,27,18,7,0,0,0,0,0,0,0,0,29,0,0,Matches
894,Álvaro Fernández,es ESP,GK,Sevilla,es La Liga,26,1998,8.3,324,258,65,19,0,0,0,0,0,0,0,0,212,1,0,Matches
895,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,23,2001,32.7,1900,1757,134,53,14,26,109,4,74,44,12,1,1518,9,46,Matches
896,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,es La Liga,21,2003,1.1,28,27,1,1,0,0,0,0,0,0,0,0,24,0,0,Matches
897,Roberto Férnandez,es ESP,FW,Espanyol,es La Liga,22,2002,16.6,259,236,23,0,2,0,2,0,0,0,0,0,187,0,12,Matches
898,Valery Fernández,es ESP,"MF,FW",Mallorca,es La Liga,24,1999,3.4,99,97,2,0,0,0,3,2,0,0,0,0,88,0,1,Matches
899,Matias Fernandez-Pardo,be BEL,"FW,MF",Lille,fr Ligue 1,19,2005,11.8,307,286,20,2,1,2,30,1,17,10,3,0,224,1,13,Matches
900,André Ferreira,pt POR,GK,Valladolid,es La Liga,28,1996,6.0,195,117,77,21,0,0,0,0,0,0,0,0,138,1,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
901,Jordan Ferri,fr FRA,MF,Montpellier,fr Ligue 1,32,1992,19.7,1267,1204,58,45,2,7,25,13,0,0,0,0,1119,5,10,Matches
902,Daniel Fila,cz CZE,FW,Venezia,it Serie A,21,2002,5.5,90,80,10,0,0,0,0,0,0,0,0,0,70,0,2,Matches
903,Karol Fila,pl POL,MF,Strasbourg,fr Ligue 1,26,1998,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,1,Matches
904,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,23,2000,25.5,1241,985,254,17,0,4,39,237,0,0,0,0,976,2,27,Matches
905,Mark Flekken,nl NED,GK,Brentford,eng Premier League,31,1993,36.4,1717,1367,343,131,0,5,0,0,0,0,0,0,1254,7,0,Matches
906,Alessandro Florenzi,it ITA,FW,Milan,it Serie A,33,1991,0.1,4,4,0,0,0,0,1,0,0,0,0,0,3,0,0,Matches
907,Mateo Flores,es ESP,MF,Betis,es La Liga,20,2004,1.7,69,67,2,2,0,0,1,0,0,0,0,0,56,0,2,Matches
908,Phil Foden,eng ENG,"MF,FW",Manchester City,eng Premier League,24,2000,19.7,941,854,83,21,7,2,80,5,46,30,8,1,791,4,26,Matches
909,Malick Fofana,be BEL,FW,Lyon,fr Ligue 1,19,2005,17.7,638,623,14,1,1,0,70,13,0,0,0,0,494,1,32,Matches
910,Rayan Fofana,fr FRA,"FW,MF",Lens,fr Ligue 1,18,2006,0.3,8,8,0,0,0,0,0,0,0,0,0,0,5,0,1,Matches
911,Seko Fofana,ci CIV,MF,Rennes,fr Ligue 1,29,1995,9.4,552,541,9,7,1,9,5,2,0,0,0,0,499,2,5,Matches
912,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,23,2000,13.0,803,758,44,23,0,0,1,20,0,0,0,0,724,1,4,Matches
913,Yahia Fofana,ci CIV,GK,Angers,fr Ligue 1,23,2000,33.0,1014,654,358,97,0,1,0,0,0,0,0,0,697,2,0,Matches
914,Youssouf Fofana,fr FRA,MF,Milan,it Serie A,25,1999,27.8,1444,1390,50,47,13,7,10,3,0,0,0,0,1237,4,7,Matches
915,Jonas Föhrenbach,de GER,DF,Heidenheim,de Bundesliga,28,1996,20.4,909,741,167,8,0,2,59,159,0,0,0,0,659,1,37,Matches
916,Michael Folorunsho,it ITA,"FW,MF",Fiorentina,it Serie A,26,1998,7.2,252,228,23,7,0,0,21,15,1,1,0,0,178,1,11,Matches
917,Michael Folorunsho,it ITA,"FW,MF",Napoli,it Serie A,26,1998,0.4,14,14,0,0,0,0,0,0,0,0,0,0,10,0,0,Matches
918,Lamine Fomba,fr FRA,MF,Saint-Étienne,fr Ligue 1,26,1998,2.4,145,144,1,1,1,2,1,0,0,0,0,0,121,0,4,Matches
919,Carlos Forbs,pt POR,"MF,FW",Wolves,eng Premier League,20,2004,2.7,91,89,2,0,0,0,9,2,0,0,0,0,60,0,9,Matches
920,Pablo Fornals,es ESP,"MF,FW",Betis,es La Liga,28,1996,20.3,1109,1051,55,20,10,10,54,12,23,7,6,0,887,3,26,Matches
921,Omari Forson,eng ENG,"MF,FW",Monza,it Serie A,20,2004,2.5,113,109,3,1,0,0,9,2,0,0,0,0,92,1,6,Matches
922,Fraser Forster,eng ENG,GK,Tottenham,eng Premier League,36,1988,7.0,198,125,72,16,0,1,0,0,0,0,0,0,168,1,0,Matches
923,Héctor Fort,es ESP,DF,Barcelona,es La Liga,17,2006,6.5,497,440,56,4,0,2,12,52,0,0,0,0,448,1,12,Matches
924,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,31,1993,25.5,1276,1000,270,44,2,4,57,226,0,0,0,0,1007,6,43,Matches
925,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,26,1998,16.9,963,864,98,46,3,6,4,35,0,0,0,0,838,1,8,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
926,Fran,es ESP,GK,Real Madrid,es La Liga,19,2005,1.0,20,15,5,1,0,0,0,0,0,0,0,0,19,0,0,Matches
927,Matheus França,br BRA,"MF,FW",Crystal Palace,eng Premier League,20,2004,0.6,17,14,1,0,0,0,1,0,0,0,0,0,10,2,1,Matches
928,Alejandro Francés,es ESP,DF,Girona,es La Liga,21,2002,13.0,813,695,116,20,1,10,25,96,0,0,0,0,685,2,21,Matches
929,Przemysław Frankowski,pl POL,DF,Lens,fr Ligue 1,29,1995,15.4,1092,930,156,11,4,2,78,132,13,4,9,0,875,6,31,Matches
930,Enric Franquesa,es ESP,"DF,FW",Leganés,es La Liga,27,1997,6.8,225,179,43,0,0,0,16,43,0,0,0,0,158,3,9,Matches
931,Ryan Fraser,sct SCO,"FW,DF",Southampton,eng Premier League,30,1994,3.4,103,97,5,0,0,0,12,3,2,2,0,0,77,1,2,Matches
932,Davide Frattesi,it ITA,MF,Inter,it Serie A,24,1999,13.6,360,344,14,10,5,0,8,4,0,0,0,0,297,2,10,Matches
933,Tyler Fredricson,eng ENG,DF,Manchester Utd,eng Premier League,19,2005,1.8,122,119,3,3,0,0,0,0,0,0,0,0,110,0,2,Matches
934,Morten Frendrup,dk DEN,MF,Genoa,it Serie A,23,2001,34.5,1250,1210,34,23,3,3,3,10,0,0,0,0,1067,6,23,Matches
935,Martin Frese,dk DEN,DF,Hellas Verona,it Serie A,26,1998,6.1,256,220,35,3,0,0,10,32,0,0,0,0,182,1,3,Matches
936,Remo Freuler,ch SUI,MF,Bologna,it Serie A,32,1992,35.6,1944,1825,113,94,3,5,19,17,0,0,0,0,1704,6,16,Matches
937,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,26,1998,24.0,1468,1397,68,57,0,4,2,4,0,0,0,0,1324,3,6,Matches
938,Marvin Friedrich,de GER,DF,Gladbach,de Bundesliga,28,1995,11.0,706,686,19,10,0,0,0,1,0,0,0,0,624,1,6,Matches
939,Jeremie Frimpong,nl NED,"DF,MF",Leverkusen,de Bundesliga,23,2000,25.7,940,844,94,2,0,2,116,92,0,0,0,0,715,2,29,Matches
940,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,es La Liga,27,1997,27.7,666,643,19,1,3,1,69,16,0,0,0,0,455,4,44,Matches
941,Darío Fuentes,es ESP,DF,Sevilla,es La Liga,21,2003,0.1,2,0,2,0,0,0,0,2,0,0,0,0,0,0,0,Matches
942,Chris Führich,de GER,"MF,FW",Stuttgart,de Bundesliga,26,1998,22.0,1003,915,84,9,8,1,82,30,45,17,1,0,807,4,20,Matches
943,Shiō Fukuda,jp JPN,FW,Gladbach,de Bundesliga,20,2004,0.7,10,10,0,0,0,0,1,0,0,0,0,0,5,0,2,Matches
944,Angelo Fulgini,fr FRA,"MF,FW",Lens,fr Ligue 1,27,1996,11.6,652,604,42,11,7,5,44,9,13,4,7,0,509,6,15,Matches
945,Niclas Füllkrug,de GER,FW,West Ham,eng Premier League,31,1993,8.8,198,190,7,0,0,2,1,0,0,0,0,0,133,1,7,Matches
946,Kyogo Furuhashi,jp JPN,FW,Rennes,fr Ligue 1,29,1995,1.4,11,9,2,0,0,0,0,0,0,0,0,0,3,0,1,Matches
947,Manuel Fuster,es ESP,"FW,MF",Las Palmas,es La Liga,26,1997,11.1,624,559,61,25,3,10,67,13,22,7,10,1,478,4,17,Matches
948,Matteo Gabbia,it ITA,DF,Milan,it Serie A,24,1999,23.9,1443,1397,42,35,0,11,2,4,0,0,0,0,1316,4,6,Matches
949,Tommaso Gabellini,it ITA,FW,Torino,it Serie A,17,2006,0.1,3,2,0,0,0,0,0,0,0,0,0,0,1,1,0,Matches
950,Tiago Gabriel,pt POR,DF,Lecce,it Serie A,19,2004,1.1,40,39,1,1,1,0,0,0,0,0,0,0,35,0,2,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
951,Alessandro Gabrielloni,it ITA,"FW,MF",Como,it Serie A,30,1994,1.6,49,46,3,0,0,0,1,1,0,0,0,0,28,0,4,Matches
952,Gianluca Gaetano,it ITA,"MF,FW",Cagliari,it Serie A,24,2000,11.2,357,334,23,5,3,5,24,3,10,3,7,0,258,0,11,Matches
953,Roberto Gagliardini,it ITA,"MF,DF",Monza,it Serie A,30,1994,2.0,124,118,6,6,0,1,1,0,0,0,0,0,107,0,2,Matches
954,Cody Gakpo,nl NED,FW,Liverpool,eng Premier League,25,1999,21.5,634,616,16,4,3,4,74,11,1,0,0,0,480,2,10,Matches
955,Javi Galán,es ESP,DF,Atlético Madrid,es La Liga,29,1994,19.8,1028,838,186,19,1,2,57,167,0,0,0,0,852,4,24,Matches
956,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,es La Liga,30,1993,16.4,844,805,34,26,6,8,29,0,6,1,5,0,683,5,18,Matches
957,Conor Gallagher,eng ENG,MF,Atlético Madrid,es La Liga,24,2000,18.1,840,818,16,6,3,1,13,8,1,1,0,0,714,6,18,Matches
958,Antonino Gallo,it ITA,DF,Lecce,it Serie A,24,2000,29.0,1241,946,290,22,1,4,116,247,21,10,8,0,822,5,32,Matches
959,Gauthier Gallon,fr FRA,GK,Rennes,fr Ligue 1,31,1993,0.5,19,15,4,0,0,0,0,0,0,0,0,0,16,0,0,Matches
960,Cristian Gamboa,cr CRC,DF,Bochum,de Bundesliga,34,1989,2.5,124,104,20,2,1,2,7,18,0,0,0,0,75,0,3,Matches
961,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,34,1989,34.0,1422,1388,27,7,2,7,7,7,0,0,0,0,1230,7,22,Matches
962,Ignatius Ganago,cm CMR,"FW,MF",Nantes,fr Ligue 1,25,1999,2.7,77,72,5,0,0,0,3,1,0,0,0,0,59,0,1,Matches
963,Silvère Ganvoula M'Boussy,cg CGO,FW,Monza,it Serie A,28,1996,3.6,60,51,9,0,0,0,0,0,0,0,0,0,37,0,4,Matches
964,Facundo Garcés,my MAS,DF,Alavés,es La Liga,24,1999,7.5,197,185,12,11,0,0,1,1,0,0,0,0,150,0,2,Matches
965,Aleix García,es ESP,MF,Leverkusen,de Bundesliga,27,1997,16.2,1390,1270,118,49,2,33,92,10,58,31,16,0,1212,2,16,Matches
966,Álvaro García,es ESP,"FW,MF",Rayo Vallecano,es La Liga,31,1992,28.4,841,818,18,1,2,6,109,7,1,1,0,0,543,5,43,Matches
967,Andrés García,es ESP,"DF,MF",Aston Villa,eng Premier League,21,2003,3.5,201,176,25,0,0,0,18,25,0,0,0,0,174,0,5,Matches
968,Eric García,es ESP,"DF,MF",Barcelona,es La Liga,23,2001,17.4,1340,1269,69,24,4,3,7,44,0,0,0,0,1234,2,12,Matches
969,Fran Garcia,es ESP,DF,Real Madrid,es La Liga,24,1999,24.1,1551,1350,199,30,1,5,66,169,0,0,0,0,1344,2,38,Matches
970,Gonzalo García,es ESP,"FW,DF",Real Madrid,es La Liga,20,2004,0.6,20,20,0,0,0,0,0,0,0,0,0,0,19,0,0,Matches
971,Joan García,es ESP,GK,Espanyol,es La Liga,23,2001,38.0,1259,913,343,127,0,5,0,0,0,0,0,0,901,3,1,Matches
972,Pablo Garcia,es ESP,FW,Betis,es La Liga,18,2006,0.4,14,13,1,0,0,1,2,1,0,0,0,0,10,0,1,Matches
973,Rubén García,es ESP,"FW,MF",Osasuna,es La Liga,31,1993,26.8,1215,1069,139,44,1,25,136,12,72,31,14,2,903,7,37,Matches
974,Ulisses Garcia,ch SUI,DF,Marseille,fr Ligue 1,28,1996,10.3,632,536,94,15,0,2,35,74,0,0,0,0,535,2,15,Matches
975,Unai García,es ESP,DF,Osasuna,es La Liga,32,1992,0.7,38,36,2,2,0,1,0,0,0,0,0,0,36,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
976,Alejandro Garnacho,ar ARG,"MF,FW",Manchester Utd,eng Premier League,20,2004,24.4,823,798,24,3,2,9,56,16,2,1,0,0,649,1,54,Matches
977,James Garner,eng ENG,"MF,DF",Everton,eng Premier League,23,2001,17.7,803,687,110,17,2,2,57,42,23,16,4,2,611,6,23,Matches
978,Yarek Gasiorowski,es ESP,DF,Valencia,es La Liga,19,2005,10.5,482,448,34,17,1,1,3,16,0,0,0,0,387,0,7,Matches
979,Federico Gatti,it ITA,DF,Juventus,it Serie A,26,1998,24.4,1460,1419,39,25,0,1,1,4,0,0,0,0,1387,2,6,Matches
980,Gavi,es ESP,"MF,FW",Barcelona,es La Liga,19,2004,12.1,814,792,21,13,1,5,9,5,1,0,0,0,733,1,7,Matches
981,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,32,1992,35.5,1211,971,235,55,0,1,0,0,0,0,0,0,969,5,1,Matches
982,Jean-Philippe Gbamin,ci CIV,MF,Nantes,fr Ligue 1,28,1995,2.4,115,113,2,2,0,2,0,0,0,0,0,0,90,0,2,Matches
983,Mory Gbane,ci CIV,"DF,MF",Reims,fr Ligue 1,23,2000,12.5,524,499,25,11,3,8,2,11,0,0,0,0,447,0,6,Matches
984,Yann Gboho,fr FRA,"MF,FW",Toulouse,fr Ligue 1,23,2001,25.9,644,633,6,2,7,1,26,0,0,0,0,0,478,5,33,Matches
985,David de Gea,es ESP,GK,Fiorentina,it Serie A,33,1990,35.0,1136,803,324,83,0,1,0,0,0,0,0,0,832,9,0,Matches
986,Viggo Gebel,de GER,MF,RB Leipzig,de Bundesliga,16,2007,0.2,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,Matches
987,Lutsharel Geertruida,nl NED,DF,RB Leipzig,de Bundesliga,24,2000,17.3,1109,974,132,22,1,3,13,110,0,0,0,0,961,3,12,Matches
988,Dennis Geiger,de GER,"MF,FW",Hoffenheim,de Bundesliga,26,1998,8.2,362,341,18,12,2,0,5,2,2,1,1,0,316,3,4,Matches
989,Valentin Gendrey,fr FRA,DF,Lecce,it Serie A,24,2000,2.0,55,41,14,0,0,0,3,14,0,0,0,0,42,0,0,Matches
