Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1664,Giorgos Masouras,gr GRE,"FW,MF",Bochum,de Bundesliga,30,1994,11.7,200,284,70.4,2740,688,1,1.1,1.1,-0.1,10,11,7,4,19,Matches
1665,Erhan Mašović,rs SRB,DF,Bochum,de Bundesliga,25,1998,10.1,349,422,82.7,7445,2958,1,0.9,0.5,+0.1,3,28,0,0,35,Matches
1666,Han-Noah Massengo,fr FRA,MF,Auxerre,fr Ligue 1,23,2001,11.6,375,443,84.7,5808,1487,0,0.4,0.6,-0.4,3,23,3,2,28,Matches
1667,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,31,1992,26.3,1448,1636,88.5,23759,8137,4,1.4,2.2,+2.6,11,86,14,7,88,Matches
1668,Jaime Mata,es ESP,"FW,MF",Las Palmas,es La Liga,35,1988,7.3,127,187,67.9,1817,282,0,0.1,0.3,-0.1,3,8,3,1,10,Matches
1669,Igor Matanovic,hr CRO,FW,Eint Frankfurt,de Bundesliga,21,2003,3.5,57,75,76.0,837,209,0,0.0,0.1,0.0,1,8,1,0,6,Matches
1670,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,21,2002,21.3,889,1029,86.4,13609,3128,2,1.6,0.8,+0.4,15,85,12,2,88,Matches
1671,Eliot Matazo,be BEL,MF,Monaco,fr Ligue 1,22,2002,0.8,35,41,85.4,533,168,0,0.1,0.0,-0.1,1,1,0,0,7,Matches
1672,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,27,1997,29.4,291,447,65.1,3849,1016,2,3.2,2.3,-1.2,29,34,16,2,52,Matches
1673,Nemanja Matić,rs SRB,MF,Lyon,fr Ligue 1,35,1988,22.3,1230,1415,86.9,20931,6355,1,1.3,2.0,-0.3,17,164,16,1,150,Matches
1674,Rudy Matondo,fr FRA,MF,Auxerre,fr Ligue 1,16,2008,0.7,22,24,91.7,340,65,0,0.0,0.0,0.0,0,0,0,0,2,Matches
1675,Chrislain Matsima,fr FRA,DF,Augsburg,de Bundesliga,22,2002,28.3,1139,1324,86.0,20152,6622,1,0.3,0.7,+0.7,5,95,7,0,84,Matches
1676,Jean Mattéo Bahoya,fr FRA,"MF,FW",Eint Frankfurt,de Bundesliga,19,2005,10.2,260,350,74.3,3692,1155,3,1.7,2.3,+1.3,18,15,11,4,28,Matches
1677,Alan Matturro,uy URU,DF,Genoa,it Serie A,19,2004,10.0,280,359,78.0,5637,1806,0,0.2,0.3,-0.2,3,10,4,2,15,Matches
1678,Azor Matusiwa,nl NED,MF,Rennes,fr Ligue 1,26,1998,23.1,975,1119,87.1,16247,4831,3,1.8,1.6,+1.2,17,109,18,1,134,Matches
1679,Neal Maupay,fr FRA,FW,Marseille,fr Ligue 1,27,1996,11.6,250,297,84.2,3404,651,4,2.2,1.3,+1.8,13,15,12,0,37,Matches
1680,Maurides,br BRA,FW,St. Pauli,de Bundesliga,30,1994,0.0,1,2,50.0,12,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1681,Stephy Mavididi,eng ENG,FW,Leicester City,eng Premier League,26,1998,17.9,460,613,75.0,6191,1429,1,2.6,3.3,-1.6,22,32,26,7,57,Matches
1682,Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,26,1997,22.7,1092,1265,86.3,21548,7277,0,0.5,0.4,-0.5,5,64,4,1,61,Matches
1683,Christian Mawissa,fr FRA,DF,Monaco,fr Ligue 1,19,2005,16.7,827,945,87.5,13430,4378,0,0.0,0.1,0.0,1,51,0,0,44,Matches
1684,Keke Maximilian Topp,de GER,"FW,MF",Werder Bremen,de Bundesliga,20,2004,2.8,48,88,54.5,637,193,2,2.0,0.8,0.0,10,4,5,2,9,Matches
1685,Borja Mayoral,es ESP,FW,Getafe,es La Liga,27,1997,12.4,197,254,77.6,2876,459,1,0.9,0.3,+0.1,8,11,2,0,13,Matches
1686,Senny Mayulu,fr FRA,MF,Paris S-G,fr Ligue 1,18,2006,9.0,404,460,87.8,6268,1045,2,2.1,2.0,-0.1,12,32,14,1,46,Matches
1687,Noussair Mazraoui,ma MAR,DF,Manchester Utd,eng Premier League,26,1997,31.5,1526,1781,85.7,23059,8056,1,1.5,1.9,-0.5,20,125,20,5,115,Matches
1688,Andrea Mazza,it ITA,GK,Monza,it Serie A,20,2004,0.1,6,7,85.7,134,94,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1689,Luca Mazzitelli,it ITA,MF,Como,it Serie A,28,1995,3.7,156,197,79.2,2770,917,1,0.6,0.6,+0.4,6,21,4,0,27,Matches
1690,Pasquale Mazzocchi,it ITA,"DF,FW",Napoli,it Serie A,29,1995,7.8,244,304,80.3,3786,1012,0,0.4,0.6,-0.4,5,6,8,3,23,Matches
1691,Samuel Mbangula,be BEL,FW,Juventus,it Serie A,20,2004,7.9,230,269,85.5,3018,589,3,1.4,0.8,+1.6,15,15,10,4,17,Matches
1692,Ethan Mbappé,fr FRA,"MF,FW",Lille,fr Ligue 1,17,2006,2.5,105,139,75.5,1752,478,0,1.5,1.2,-1.5,6,8,5,3,8,Matches
1693,Kylian Mbappé,fr FRA,FW,Real Madrid,es La Liga,25,1998,32.3,949,1145,82.9,13622,2382,3,7.7,6.6,-4.7,51,75,52,3,140,Matches
1694,Ibrahim Mbaye,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,16,2008,3.8,128,148,86.5,1753,259,1,1.1,0.3,-0.1,3,6,3,0,9,Matches
1695,Bryan Mbeumo,cm CMR,FW,Brentford,eng Premier League,24,1999,37.9,872,1319,66.1,13902,4325,7,8.3,9.3,-1.3,70,63,59,19,141,Matches
1696,James Mcatee,eng ENG,"MF,FW",Manchester City,eng Premier League,21,2002,3.9,100,125,80.0,1491,254,0,0.5,0.8,-0.5,3,7,2,0,7,Matches
1697,Kasey McAteer,ie IRL,FW,Leicester City,eng Premier League,22,2001,9.5,183,252,72.6,2556,613,1,0.7,0.6,+0.3,9,13,6,2,14,Matches
1698,Oliver McBurnie,sct SCO,FW,Las Palmas,es La Liga,28,1996,20.4,276,419,65.9,3391,779,6,2.8,1.0,+3.2,24,23,7,1,27,Matches
1699,Alex McCarthy,eng ENG,GK,Southampton,eng Premier League,34,1989,5.0,117,156,75.0,2823,1985,0,0.0,0.0,0.0,0,5,0,0,0,Matches
1700,John McGinn,sct SCO,"MF,FW",Aston Villa,eng Premier League,29,1994,24.7,699,854,81.9,11807,3243,4,3.5,2.7,+0.5,31,70,29,8,103,Matches
1701,Scott McKenna,sct SCO,DF,Las Palmas,es La Liga,27,1996,27.4,1276,1471,86.7,23646,7874,0,0.7,0.4,-0.7,4,50,1,0,45,Matches
1702,Weston McKennie,us USA,"MF,DF",Juventus,it Serie A,25,1998,25.7,928,1117,83.1,14100,3768,4,3.5,3.5,+0.5,32,70,22,2,101,Matches
1703,Mark McKenzie,us USA,DF,Toulouse,fr Ligue 1,25,1999,27.7,1167,1356,86.1,21104,8135,1,0.5,0.2,+0.5,4,101,0,0,97,Matches
1704,Dwight McNeil,eng ENG,"MF,FW",Everton,eng Premier League,24,1999,15.2,461,619,74.5,8501,2790,6,5.2,4.3,+0.8,37,40,36,10,69,Matches
1705,Scott McTominay,sct SCO,MF,Manchester Utd,eng Premier League,27,1996,0.2,10,10,100.0,186,99,0,0.0,0.0,0.0,0,2,0,0,1,Matches
1706,Scott McTominay,sct SCO,MF,Napoli,it Serie A,27,1996,32.6,777,924,84.1,12625,2930,4,2.7,1.7,+1.3,26,72,22,1,112,Matches
1707,Jakov Medić,hr CRO,DF,Bochum,de Bundesliga,25,1998,17.8,667,763,87.4,13727,4502,0,0.2,0.5,-0.2,3,31,4,1,27,Matches
1708,Facundo Medina,ar ARG,DF,Lens,fr Ligue 1,25,1999,28.3,1655,1889,87.6,27012,9960,1,2.0,3.4,-1.0,24,157,30,2,174,Matches
1709,Ben Mee,eng ENG,DF,Brentford,eng Premier League,34,1989,2.0,93,120,77.5,1751,688,0,0.0,0.0,0.0,0,10,0,0,11,Matches
1710,Jayden Meghoma,eng ENG,DF,Brentford,eng Premier League,18,2006,0.1,3,3,100.0,28,7,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1711,Henrik Meister,dk DEN,FW,Rennes,fr Ligue 1,20,2003,0.7,11,14,78.6,94,32,0,0.3,0.0,-0.3,2,1,0,0,1,Matches
1712,Bamo Meïté,ci CIV,DF,Montpellier,fr Ligue 1,22,2001,4.7,153,173,88.4,2471,785,0,0.0,0.0,0.0,0,4,0,0,7,Matches
1713,Bamo Meïté,ci CIV,DF,Marseille,fr Ligue 1,22,2001,0.3,26,28,92.9,333,121,0,0.0,0.0,0.0,0,2,0,0,0,Matches
1714,Mohamed Meité,fr FRA,FW,Rennes,fr Ligue 1,16,2007,6.0,62,94,66.0,781,184,0,0.6,0.4,-0.6,5,3,3,0,6,Matches
1715,Mateo Mejía,es ESP,FW,Sevilla,es La Liga,21,2003,0.1,0,1,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1716,Farid El Melali,dz ALG,FW,Angers,fr Ligue 1,27,1997,21.0,372,532,69.9,5612,1779,3,3.1,3.0,-0.1,25,18,14,2,43,Matches
1717,Filippo Melegoni,it ITA,"MF,FW",Genoa,it Serie A,25,1999,1.0,9,16,56.3,197,105,1,0.5,0.2,+0.5,1,1,1,0,1,Matches
1718,Arthur Melo,br BRA,MF,Girona,es La Liga,27,1996,10.5,668,723,92.4,12132,2545,0,0.2,0.6,-0.2,5,70,4,1,70,Matches
1719,Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,22,2002,18.6,1293,1488,86.9,22683,6256,3,5.0,4.1,-2.0,30,119,34,13,127,Matches
1720,Brais Méndez,es ESP,MF,Real Sociedad,es La Liga,27,1997,17.0,631,810,77.9,9572,2725,2,2.0,2.3,0.0,23,68,13,3,91,Matches
1721,Antoine Mendy,sn SEN,DF,Nice,fr Ligue 1,20,2004,9.2,394,486,81.1,6764,2080,0,0.1,0.3,-0.1,2,29,7,3,35,Matches
1722,Ferland Mendy,fr FRA,DF,Real Madrid,es La Liga,29,1995,11.2,630,671,93.9,9091,2431,1,0.5,0.7,+0.5,3,44,1,0,36,Matches
1723,Nampalys Mendy,sn SEN,MF,Lens,fr Ligue 1,32,1992,6.5,260,290,89.7,4085,1076,1,0.1,0.2,+0.9,1,34,2,1,28,Matches
1724,Nobel Mendy,fr FRA,DF,Betis,es La Liga,19,2004,1.2,46,53,86.8,1082,444,0,0.0,0.0,0.0,0,5,0,0,3,Matches
1725,Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,26,1998,25.3,1056,1321,79.9,17277,6655,1,2.6,1.7,-1.6,22,68,26,14,93,Matches
1726,Alex Meret,it ITA,GK,Napoli,it Serie A,27,1997,33.4,1050,1223,85.9,26863,16237,0,0.0,0.0,0.0,0,5,0,0,1,Matches
1727,Mikel Merino,es ESP,"MF,FW",Arsenal,eng Premier League,28,1996,17.6,451,577,78.2,6182,1776,2,2.0,1.2,0.0,17,40,24,4,69,Matches
1728,Quentin Merlin,fr FRA,DF,Marseille,fr Ligue 1,22,2002,17.7,943,1145,82.4,15694,3325,3,3.0,2.4,0.0,25,57,27,9,86,Matches
1729,Víctor Meseguer,es ESP,MF,Valladolid,es La Liga,25,1999,4.6,148,189,78.3,2262,703,0,0.0,0.3,0.0,1,17,1,1,22,Matches
1730,Rafik Messali,fr FRA,DF,Toulouse,fr Ligue 1,21,2003,5.1,166,227,73.1,2756,890,1,1.0,1.0,0.0,11,15,8,3,21,Matches
1731,Junior Messias,br BRA,"MF,FW",Genoa,it Serie A,33,1991,9.4,149,234,63.7,2611,897,1,0.7,0.6,+0.3,8,23,8,2,32,Matches
1732,Connor Metcalfe,au AUS,"MF,FW",St. Pauli,de Bundesliga,24,1999,4.0,76,118,64.4,1191,445,0,0.2,0.2,-0.2,3,6,2,1,8,Matches
1733,Karol Mets,ee EST,DF,St. Pauli,de Bundesliga,31,1993,10.0,526,631,83.4,10181,3728,0,0.2,0.4,-0.2,3,49,3,1,54,Matches
1734,Thomas Meunier,be BEL,DF,Lille,fr Ligue 1,32,1991,21.4,1188,1477,80.4,20433,6391,0,0.7,2.4,-0.7,13,123,31,7,136,Matches
1735,Alexander Meyer,de GER,GK,Dortmund,de Bundesliga,33,1991,2.0,54,83,65.1,1541,1064,0,0.1,0.0,-0.1,1,2,0,0,0,Matches
1736,Shumaira Mheuka,eng ENG,MF,Chelsea,eng Premier League,16,2007,0.0,0,0,,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1737,Lucas Michal,fr FRA,"FW,MF",Monaco,fr Ligue 1,19,2005,1.3,36,44,81.8,411,71,0,0.9,0.6,-0.9,1,0,2,0,4,Matches
1738,Florian Micheler,at AUT,MF,Hoffenheim,de Bundesliga,19,2005,0.4,11,12,91.7,158,45,0,0.0,0.0,0.0,0,1,0,0,1,Matches
1739,Miguel,es ESP,FW,Leganés,es La Liga,24,1999,19.2,139,237,58.6,2021,381,3,1.4,0.8,+1.6,7,9,5,1,16,Matches
1740,Valentin Mihaila,ro ROU,"FW,MF",Parma,it Serie A,24,2000,14.3,325,431,75.4,4879,1423,3,1.2,1.1,+1.8,17,28,17,3,41,Matches
1741,Georges Mikautadze,ge GEO,FW,Lyon,fr Ligue 1,23,2000,16.1,326,426,76.5,4382,925,6,4.3,3.7,+1.7,21,21,14,0,54,Matches
1742,Igor Miladinović,rs SRB,"FW,MF",Saint-Étienne,fr Ligue 1,21,2003,0.3,12,15,80.0,199,27,0,0.0,0.0,0.0,0,2,0,0,1,Matches
1743,Nikola Milenković,rs SRB,DF,Nott'ham Forest,eng Premier League,26,1997,37.0,850,1033,82.3,17093,6325,2,1.1,0.5,+0.9,9,53,2,0,51,Matches
1744,Lewis Miley,eng ENG,MF,Newcastle Utd,eng Premier League,18,2006,3.5,168,191,88.0,2439,402,0,0.0,0.3,0.0,1,11,4,0,17,Matches
1745,Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,27,1997,37.0,1107,1628,68.0,33277,23338,0,0.1,0.3,-0.1,3,61,6,0,0,Matches
1746,Éder Militão,br BRA,DF,Real Madrid,es La Liga,26,1998,10.4,636,712,89.3,13095,4633,1,0.5,0.2,+0.5,6,56,3,0,46,Matches
1747,Luis Milla,es ESP,MF,Getafe,es La Liga,29,1994,31.9,1129,1536,73.5,20495,6152,4,3.9,4.9,+0.1,70,149,26,10,152,Matches
1748,Pere Milla,es ESP,"MF,FW",Espanyol,es La Liga,31,1992,5.1,97,165,58.8,1707,456,0,0.3,0.3,-0.3,5,9,5,0,13,Matches
1749,Enzo Millot,fr FRA,"MF,FW",Stuttgart,de Bundesliga,22,2002,20.5,967,1140,84.8,13665,3306,5,3.1,3.5,+1.9,23,89,30,3,118,Matches
1750,James Milner,eng ENG,MF,Brighton,eng Premier League,38,1986,1.9,55,74,74.3,899,347,0,0.2,0.2,-0.2,4,3,1,1,10,Matches
1751,Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,27,1996,25.4,2340,2530,92.5,39041,15291,0,0.3,0.9,-0.3,6,236,2,0,181,Matches
1752,Yerry Mina,co COL,DF,Cagliari,it Serie A,29,1994,28.5,1198,1394,85.9,22018,8376,0,0.3,0.7,-0.3,4,63,6,1,76,Matches
1753,Takumi Minamino,jp JPN,"MF,FW",Monaco,fr Ligue 1,29,1995,24.8,520,736,70.7,7341,2545,3,6.6,4.8,-3.6,40,66,33,0,114,Matches
1754,Lucas Mincarelli,fr FRA,DF,Montpellier,fr Ligue 1,20,2004,7.9,309,379,81.5,5124,1980,0,0.3,0.6,-0.3,3,24,2,2,25,Matches
1755,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,31,1993,12.4,596,676,88.2,10642,3364,0,0.2,0.2,-0.2,3,48,5,0,40,Matches
1756,Óscar Mingueza,es ESP,"MF,DF",Celta Vigo,es La Liga,25,1999,30.3,1692,2197,77.0,29803,11814,6,5.6,6.4,+0.4,35,176,69,11,200,Matches
1757,Kim Minsu,kr KOR,"MF,FW",Girona,es La Liga,18,2006,0.2,9,10,90.0,105,8,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1758,Yankuba Minteh,gm GAM,"FW,MF",Brighton,eng Premier League,20,2004,20.4,348,557,62.5,5531,1843,4,5.0,5.0,-1.0,29,14,36,9,48,Matches
1759,Bojan Miovski,mk MKD,FW,Girona,es La Liga,25,1999,9.7,86,113,76.1,1260,106,1,0.2,0.2,+0.8,4,2,1,1,4,Matches
1760,Rafa Mir,es ESP,"FW,MF",Valencia,es La Liga,27,1997,8.4,144,200,72.0,2224,401,2,0.7,0.5,+1.3,4,15,4,2,20,Matches
1761,Juan Miranda,es ESP,DF,Bologna,it Serie A,24,2000,25.3,1420,1877,75.7,27816,10135,6,6.1,5.6,-0.1,57,156,52,30,163,Matches
1762,Fabio Miretti,it ITA,"MF,FW",Genoa,it Serie A,20,2003,18.6,422,567,74.4,7280,2006,3,2.0,2.1,+1.0,22,24,13,2,54,Matches
1763,Tyrick Mitchell,eng ENG,DF,Crystal Palace,eng Premier League,24,1999,34.4,976,1355,72.0,15688,5986,5,6.4,3.7,-1.4,41,51,33,16,70,Matches
1764,Kaoru Mitoma,jp JPN,"FW,MF",Brighton,eng Premier League,27,1997,28.9,749,988,75.8,9777,2226,4,4.6,4.0,-0.6,37,36,36,8,89,Matches
1765,Maximilian Mittelstädt,de GER,DF,Stuttgart,de Bundesliga,27,1997,27.4,1698,2035,83.4,27337,8592,7,4.7,7.0,+2.3,47,160,61,31,182,Matches
1766,Koji Miyoshi,jp JPN,"FW,MF",Bochum,de Bundesliga,27,1997,5.2,77,130,59.2,1216,422,0,0.8,0.6,-0.8,5,10,4,0,15,Matches
1767,Henrikh Mkhitaryan,am ARM,MF,Inter,it Serie A,35,1989,26.6,1326,1518,87.4,21510,5499,4,2.7,4.1,+1.3,29,156,53,5,199,Matches
1768,Jakub Moder,pl POL,MF,Brighton,eng Premier League,25,1999,0.1,18,22,81.8,254,82,0,0.2,0.5,-0.2,3,0,1,1,4,Matches
1769,Rui Modesto,ao ANG,"DF,MF",Udinese,it Serie A,24,1999,6.8,231,310,74.5,3481,983,1,0.8,0.5,+0.2,14,15,6,5,22,Matches
1770,Luka Modrić,hr CRO,MF,Real Madrid,es La Liga,38,1985,20.3,1724,1969,87.6,29739,9647,6,7.0,6.3,-1.0,66,225,34,2,208,Matches
1771,Max Moerstedt,de GER,FW,Hoffenheim,de Bundesliga,18,2006,5.0,69,103,67.0,784,204,0,0.6,0.6,-0.6,7,5,2,0,10,Matches
1772,Terem Moffi,ng NGA,FW,Nice,fr Ligue 1,25,1999,0.6,6,10,60.0,93,30,0,0.0,0.0,0.0,0,2,0,0,1,Matches
1773,Mostafa Mohamed,eg EGY,FW,Nantes,fr Ligue 1,26,1997,13.9,160,247,64.8,2461,647,0,0.4,0.4,-0.4,6,16,6,0,20,Matches
1774,Johan Mojica,co COL,DF,Mallorca,es La Liga,31,1992,30.6,1217,1641,74.2,21542,9303,2,4.1,4.4,-2.1,40,102,53,33,130,Matches
1775,David Mokwa,fr FRA,"DF,FW",Hoffenheim,de Bundesliga,20,2004,0.2,1,4,25.0,9,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1776,Alberto Moleiro,es ESP,"FW,MF",Las Palmas,es La Liga,20,2003,30.2,845,1039,81.3,11961,2734,1,3.3,3.6,-2.3,41,75,29,5,116,Matches
1777,Nahuel Molina,ar ARG,DF,Atlético Madrid,es La Liga,26,1998,17.7,945,1182,79.9,14192,5083,3,1.5,1.9,+1.5,13,43,19,5,61,Matches
1778,Florent Mollet,fr FRA,"MF,FW",Nantes,fr Ligue 1,32,1991,2.7,83,106,78.3,1300,307,0,0.3,0.2,-0.3,6,9,3,1,9,Matches
1779,Jon Moncayola,es ESP,MF,Osasuna,es La Liga,26,1998,23.3,738,992,74.4,13615,4472,0,3.7,4.6,-3.7,33,76,25,13,107,Matches
1780,Jeremy Monga,,"FW,MF",Leicester City,eng Premier League,15,2009,1.2,18,29,62.1,215,53,0,0.0,0.0,0.0,1,2,1,0,3,Matches
1781,Gonzalo Montiel,ar ARG,"DF,MF",Sevilla,es La Liga,27,1997,1.3,68,78,87.2,1288,364,0,0.0,0.1,0.0,0,8,1,1,2,Matches
1782,Lorenzo Montipò,it ITA,GK,Hellas Verona,it Serie A,28,1996,36.0,520,1068,48.7,18974,16089,0,0.0,0.1,0.0,0,37,0,0,1,Matches
1783,Mikey Moore,eng ENG,FW,Tottenham,eng Premier League,16,2007,4.1,67,96,69.8,853,226,1,0.3,0.6,+0.7,3,2,5,1,9,Matches
1784,Álvaro Morata,es ESP,"FW,MF",Milan,it Serie A,31,1992,12.2,202,268,75.4,3147,538,0,0.8,0.3,-0.8,7,15,3,0,26,Matches
1785,Morato,br BRA,DF,Nott'ham Forest,eng Premier League,23,2001,10.1,238,309,77.0,3987,1931,0,0.0,0.0,0.0,0,19,0,0,19,Matches
1786,Diego Moreira,be BEL,"DF,MF",Strasbourg,fr Ligue 1,19,2004,28.5,1028,1327,77.5,16315,3941,7,7.3,7.4,-0.3,30,30,37,10,87,Matches
1787,Alberto Moreno,es ESP,DF,Como,it Serie A,32,1992,19.2,893,1082,82.5,15712,5538,0,1.2,1.6,-1.2,19,63,23,12,81,Matches
1788,Álex Moreno,es ESP,"DF,MF",Nott'ham Forest,eng Premier League,31,1993,10.6,308,428,72.0,4574,1911,1,1.3,1.1,-0.3,8,25,9,2,34,Matches
1789,Gerard Moreno,es ESP,FW,Villarreal,es La Liga,32,1992,8.0,235,305,77.0,4192,1161,2,3.6,1.9,-1.6,17,30,15,2,53,Matches
1790,Matias Moreno,ar ARG,DF,Fiorentina,it Serie A,20,2003,1.6,58,71,81.7,1022,367,0,0.0,0.0,0.0,1,5,2,0,6,Matches
1791,Xavier Moreno,es ESP,FW,Valladolid,es La Liga,19,2004,0.5,3,13,23.1,66,11,0,0.0,0.0,0.0,0,0,0,0,1,Matches
1792,Tete Morente,es ESP,"FW,MF",Lecce,it Serie A,27,1996,22.5,545,729,74.8,9087,2766,2,1.6,1.2,+0.4,25,54,23,9,102,Matches
1793,Mateu Morey,es ESP,DF,Mallorca,es La Liga,24,2000,8.2,301,390,77.2,4650,1337,0,0.3,0.2,-0.3,4,14,3,1,17,Matches
1794,Ilaix Moriba,gn GUI,MF,Celta Vigo,es La Liga,21,2003,23.7,843,984,85.7,13441,3569,1,1.5,2.4,-0.5,20,107,19,2,119,Matches
1795,Manu Morlanes,es ESP,MF,Mallorca,es La Liga,25,1999,14.9,630,709,88.9,10235,3100,0,0.3,0.7,-0.3,10,84,10,3,88,Matches
1796,Nikola Moro,hr CRO,MF,Bologna,it Serie A,26,1998,13.4,646,805,80.2,12659,3406,2,0.8,1.0,+1.2,20,98,10,2,93,Matches
1797,Raúl Moro,es ESP,"MF,FW",Valladolid,es La Liga,21,2002,26.0,517,797,64.9,10214,3063,5,5.7,5.5,-0.7,44,41,38,22,81,Matches
1798,Sam Morsy,eg EGY,MF,Ipswich Town,eng Premier League,32,1991,30.6,1249,1445,86.4,20142,5579,1,1.2,1.5,-0.2,24,149,17,4,120,Matches
1799,Gabriel Moscardo,br BRA,"MF,DF",Reims,fr Ligue 1,18,2005,0.9,30,38,78.9,414,80,0,0.0,0.1,0.0,0,1,2,0,3,Matches
1800,Cristhian Mosquera,es ESP,DF,Valencia,es La Liga,20,2004,36.9,1858,2053,90.5,32827,11556,0,0.0,0.3,0.0,0,118,1,0,123,Matches
1801,Daniel Mosquera,co COL,FW,Hellas Verona,it Serie A,24,1999,15.3,230,335,68.7,2878,544,1,1.3,0.9,-0.3,12,21,4,0,25,Matches
1802,Yerson Mosquera,co COL,DF,Wolves,eng Premier League,23,2001,4.9,205,240,85.4,3996,1184,0,0.1,0.0,-0.1,2,16,1,1,7,Matches
1803,Dany Mota,pt POR,"FW,MF",Monza,it Serie A,26,1998,23.4,412,569,72.4,6464,1039,2,1.8,1.7,+0.2,22,27,19,6,47,Matches
1804,Yael Mouanga,fr FRA,DF,Montpellier,fr Ligue 1,19,2005,10.5,420,479,87.7,7555,2597,0,0.2,0.1,-0.2,2,25,1,1,22,Matches
1805,Aimen Moueffek,fr FRA,MF,Saint-Étienne,fr Ligue 1,23,2001,11.5,336,396,84.8,4817,1133,1,1.1,1.0,-0.1,10,39,8,1,43,Matches
1806,Youssoufa Moukoko,de GER,"FW,MF",Nice,fr Ligue 1,19,2004,2.3,36,44,81.8,522,206,1,0.8,0.2,+0.2,5,2,1,1,6,Matches
1807,Steve Mounié,bj BEN,"FW,MF",Augsburg,de Bundesliga,29,1994,3.9,69,110,62.7,1037,191,0,0.0,0.2,0.0,1,5,1,0,11,Matches
1808,Mason Mount,eng ENG,MF,Manchester Utd,eng Premier League,25,1999,6.9,207,253,81.8,3015,709,0,0.6,0.6,-0.6,8,19,8,2,33,Matches
1809,Santiago Mouriño,uy URU,DF,Alavés,es La Liga,22,2002,20.5,539,691,78.0,9882,4329,1,0.9,0.6,+0.1,7,47,5,2,46,Matches
1810,Louis Mouton,fr FRA,MF,Saint-Étienne,fr Ligue 1,22,2002,11.6,442,551,80.2,7284,2076,1,1.3,1.3,-0.3,16,42,13,1,54,Matches
1811,Divin Mubama,eng ENG,FW,Manchester City,eng Premier League,19,2004,0.3,2,3,66.7,44,18,0,0.0,0.0,0.0,0,0,0,0,1,Matches
1812,Mykhailo Mudryk,ua UKR,FW,Chelsea,eng Premier League,23,2001,1.7,28,42,66.7,431,165,0,1.0,0.5,-1.0,2,2,2,1,5,Matches
1813,Ngal'Ayel Mukau,cd COD,MF,Lille,fr Ligue 1,19,2004,13.2,575,645,89.1,9354,1964,1,0.7,0.7,+0.3,12,52,8,1,57,Matches
1814,Nordi Mukiele,fr FRA,DF,Leverkusen,de Bundesliga,26,1997,10.0,488,607,80.4,7457,2544,0,1.0,0.9,-1.0,9,44,4,2,36,Matches
1815,Florian Müller,de GER,GK,Freiburg,de Bundesliga,26,1997,8.4,206,326,63.2,6261,5083,0,0.0,0.0,0.0,0,10,0,0,0,Matches
1816,Kevin Müller,de GER,GK,Heidenheim,de Bundesliga,33,1991,32.7,987,1306,75.6,27796,17938,0,0.0,0.1,0.0,0,16,1,0,1,Matches
1817,Marius Müller,de GER,GK,Wolfsburg,de Bundesliga,31,1993,5.3,154,218,70.6,4852,3396,0,0.0,0.0,0.0,0,7,0,0,0,Matches
1818,Thomas Müller,de GER,"MF,FW",Bayern Munich,de Bundesliga,34,1989,13.6,473,631,75.0,6759,1456,4,2.9,4.1,+1.1,35,24,24,12,50,Matches
1819,Abdul Mumin,gh GHA,DF,Rayo Vallecano,es La Liga,26,1998,22.4,900,1085,82.9,17231,7016,1,0.2,0.1,+0.8,1,40,1,0,40,Matches
1820,Marshall Munetsi,zw ZIM,"MF,FW",Wolves,eng Premier League,28,1996,12.0,152,212,71.7,1898,390,1,1.8,1.1,-0.8,9,7,3,2,10,Matches
1821,Marshall Munetsi,zw ZIM,MF,Reims,fr Ligue 1,28,1996,18.8,263,384,68.5,3758,1197,2,2.0,1.8,0.0,19,14,5,2,26,Matches
1822,Rodrigo Muniz,br BRA,FW,Fulham,eng Premier League,23,2001,10.7,92,142,64.8,1540,528,1,0.7,0.2,+0.3,7,13,3,0,27,Matches
1823,Aihen Muñoz,es ESP,DF,Real Sociedad,es La Liga,26,1997,12.2,448,631,71.0,7078,2813,0,0.3,0.3,-0.3,3,38,3,2,38,Matches
