rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,shot_creating_actions,shot_creating_actions_per_90,shot_creating_actions_live_pass,shot_creating_actions_dead_pass,shot_creating_actions_take_on,shot_creating_actions_shot,shot_creating_actions_foul_drawn,goal_creating_actions,goal_creating_actions_per_90,goal_creating_actions_def,season,table_type,processed_at
2394,Nélson Semedo,POR,DF,Wolves,Premier League,30.0,1993.0,32.1,60,1.87,44,1,8,1,3,6,0.19,3,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2395,Antoine Semenyo,GHA,FW,Bournemouth,Premier League,24.0,2000.0,35.6,132,3.71,85,4,21,15,5,13,0.37,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2396,Marvin Senaya,TOG,DF,Strasbourg,Ligue 1,23.0,2001.0,2.5,3,1.19,2,0,0,1,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2397,Marcos Senesi,ARG,DF,Bournemouth,Premier League,27.0,1997.0,12.3,16,1.3,16,0,0,0,0,1,0.08,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2398,Stefano Sensi,ITA,MF,Monza,Serie A,28.0,1995.0,3.0,15,4.89,13,1,0,0,1,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2399,Suat Serdar,GER,MF,Hellas Verona,Serie A,27.0,1997.0,15.3,29,1.9,19,0,3,3,4,1,0.07,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2400,Sergi,ESP,DF,Leganés,La Liga,32.0,1992.0,32.9,12,0.37,11,0,0,0,1,3,0.09,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2401,Nicolás Serrano,ESP,FW,Athletic Club,La Liga,21.0,2003.0,1.2,2,1.61,2,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2402,Benjamin Šeško,SVN,"FW,MF",RB Leipzig,Bundesliga,21.0,2003.0,26.4,51,1.93,31,0,11,7,2,9,0.34,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2403,Ryan Sessegnon,ENG,"FW,DF",Fulham,Premier League,24.0,2000.0,6.4,24,3.72,20,0,1,2,1,4,0.62,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2404,Stephan El Shaarawy,ITA,"DF,MF",Roma,Serie A,31.0,1992.0,12.2,47,3.85,37,1,2,4,3,9,0.74,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2405,Luke Shaw,ENG,DF,Manchester Utd,Premier League,29.0,1995.0,3.9,10,2.58,8,2,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2406,Alen Sherri,ALB,GK,Cagliari,Serie A,26.0,1997.0,6.9,2,0.29,2,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2407,Eldor Shomurodov,UZB,"FW,MF",Roma,Serie A,29.0,1995.0,12.2,32,2.62,27,0,0,4,0,7,0.57,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2408,Djibril Sidibé,FRA,DF,Toulouse,Ligue 1,32.0,1992.0,23.3,35,1.5,34,0,0,0,1,7,0.3,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2409,Armindo Sieb,GER,"FW,MF",Mainz 05,Bundesliga,21.0,2003.0,8.5,17,2.0,10,0,2,4,1,4,0.47,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2410,Benjamin Siegrist,SUI,GK,Genoa,Serie A,32.0,1992.0,1.7,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2411,Vincent Sierro,SUI,MF,Toulouse,Ligue 1,28.0,1995.0,26.7,63,2.36,39,16,1,4,2,4,0.15,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2412,Tim Siersleben,GER,DF,Heidenheim,Bundesliga,24.0,2000.0,13.1,15,1.14,14,1,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2413,Zain Silcott-Duberry,MSR,FW,Bournemouth,Premier League,19.0,2005.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2414,Kiliann Sildillia,FRA,DF,Freiburg,Bundesliga,22.0,2002.0,8.9,16,1.8,9,6,0,1,0,1,0.11,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2415,André Silva,POR,FW,Werder Bremen,Bundesliga,28.0,1995.0,4.2,15,3.6,11,0,1,2,1,1,0.24,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2416,André Silva,POR,"FW,MF",RB Leipzig,Bundesliga,28.0,1995.0,1.5,7,4.81,5,0,0,1,1,2,1.37,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2417,Bernardo Silva,POR,"MF,FW",Manchester City,Premier League,29.0,1994.0,29.7,92,3.1,81,3,4,1,3,8,0.27,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2418,Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,27.0,1997.0,21.4,64,2.99,42,17,2,0,3,9,0.42,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2419,Fábio Silva,POR,FW,Las Palmas,La Liga,22.0,2002.0,20.7,43,2.08,30,0,4,3,5,5,0.24,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2420,Jota Silva,POR,"FW,MF",Nott'ham Forest,Premier League,24.0,1999.0,9.5,29,3.06,22,0,1,3,3,3,0.32,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2421,Eric da Silva Moreira,GER,"MF,DF",Nott'ham Forest,Premier League,18.0,2006.0,0.3,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2422,Rui Silva,POR,GK,Betis,La Liga,30.0,1994.0,15.0,5,0.33,5,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2423,Marco Silvestri,ITA,GK,Empoli,Serie A,33.0,1991.0,5.0,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2424,Abdallah Sima,SEN,"FW,MF",Brest,Ligue 1,23.0,2001.0,13.8,28,2.04,20,0,1,4,3,3,0.22,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2425,Mohamed Simakan,FRA,DF,RB Leipzig,Bundesliga,24.0,2000.0,0.6,3,5.0,3,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2426,Giovanni Simeone,ARG,FW,Napoli,Serie A,29.0,1995.0,4.7,12,2.59,9,0,1,1,1,2,0.43,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2427,Giuliano Simeone,ARG,MF,Atlético Madrid,La Liga,21.0,2002.0,21.4,50,2.34,40,0,5,2,3,9,0.42,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2428,Moses Simon,NGA,"FW,MF",Nantes,Ligue 1,29.0,1995.0,29.0,108,3.73,55,20,20,6,6,15,0.52,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2429,Unai Simón,ESP,GK,Athletic Club,La Liga,27.0,1997.0,21.0,6,0.29,5,1,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2430,Xavi Simons,NED,MF,RB Leipzig,Bundesliga,21.0,2003.0,23.9,108,4.52,77,13,3,3,11,12,0.5,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2431,Jahmai Simpson-Pusey,ENG,DF,Manchester City,Premier League,18.0,2005.0,1.1,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2432,Danel Sinani,LUX,"FW,MF",St. Pauli,Bundesliga,27.0,1997.0,13.9,60,4.32,32,18,1,5,3,4,0.29,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2433,Lassine Sinayoko,MLI,"FW,MF",Auxerre,Ligue 1,24.0,1999.0,25.5,96,3.76,68,1,12,9,5,20,0.78,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2434,Wilfried Singo,CIV,DF,Monaco,Ligue 1,23.0,2000.0,23.3,19,0.82,14,1,0,2,0,2,0.09,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2435,Luis Sinisterra,COL,"FW,MF",Bournemouth,Premier League,25.0,1999.0,2.6,14,5.29,11,0,1,2,0,1,0.38,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2436,Daley Sinkgraven,NED,DF,Las Palmas,La Liga,29.0,1995.0,1.0,2,1.98,2,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2437,Tobias Sippel,GER,GK,Gladbach,Bundesliga,36.0,1988.0,0.7,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2438,Jailson Siqueira,BRA,"DF,MF",Celta Vigo,La Liga,28.0,1995.0,6.8,8,1.17,5,0,0,1,0,0,0.0,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2439,Ayanda Sishuba,BEL,FW,Rennes,Ligue 1,19.0,2005.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2440,Ibrahim Sissoko,MLI,FW,Saint-Étienne,Ligue 1,28.0,1995.0,9.1,21,2.31,10,0,1,4,4,1,0.11,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2441,Ibrahima Sissoko,MLI,MF,Bochum,Bundesliga,26.0,1997.0,29.0,65,2.24,53,0,3,1,4,3,0.1,4,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2442,Niama Sissoko,MLI,"FW,MF",Reims,Ligue 1,18.0,2005.0,0.5,1,1.91,0,0,0,1,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2443,Antonio Sivera,ESP,GK,Alavés,La Liga,27.0,1996.0,31.2,11,0.35,6,5,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2444,Tim Skarke,GER,"FW,MF",Union Berlin,Bundesliga,27.0,1996.0,12.9,34,2.63,26,0,2,3,3,4,0.31,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2445,Ellyes Skhiri,TUN,MF,Eint Frankfurt,Bundesliga,29.0,1995.0,24.8,49,1.98,42,0,0,2,1,5,0.2,4,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2446,Oliver Skipp,ENG,MF,Leicester City,Premier League,23.0,2000.0,12.5,15,1.2,13,1,0,0,1,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2447,Leo Skiri Østigård,NOR,DF,Rennes,Ligue 1,24.0,1999.0,13.6,8,0.59,7,0,0,1,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2448,Leo Skiri Østigård,NOR,DF,Hoffenheim,Bundesliga,24.0,1999.0,10.3,9,0.87,9,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2449,Łukasz Skorupski,POL,GK,Bologna,Serie A,33.0,1991.0,26.3,4,0.15,4,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2450,Andreas Skov Olsen,DEN,"FW,MF",Wolfsburg,Bundesliga,24.0,1999.0,5.9,32,5.38,24,4,1,2,1,1,0.17,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2451,Robert Skov,DEN,"DF,MF",Union Berlin,Bundesliga,28.0,1996.0,9.5,37,3.9,20,13,1,2,1,5,0.53,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2452,Milan Škriniar,SVK,DF,Paris S-G,Ligue 1,29.0,1995.0,4.2,6,1.41,5,0,0,1,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2453,Steven Skrzybski,GER,"MF,FW",Holstein Kiel,Bundesliga,31.0,1992.0,14.7,51,3.47,34,2,2,8,4,5,0.34,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2454,Naatan Skyttä,FIN,FW,Toulouse,Ligue 1,22.0,2002.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2455,William Smallbone,IRL,MF,Southampton,Premier League,24.0,2000.0,7.7,16,2.09,12,3,0,1,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2456,Adam Smith,ENG,DF,Bournemouth,Premier League,33.0,1991.0,17.7,23,1.3,17,1,1,0,3,2,0.11,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2457,Eric Smith,SWE,"DF,MF",St. Pauli,Bundesliga,27.0,1997.0,31.4,66,2.1,33,27,0,4,1,2,0.06,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2458,Justin Smith,CAN,MF,Espanyol,La Liga,21.0,2003.0,2.3,2,0.86,2,0,0,0,0,1,0.43,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2459,Emile Smith Rowe,ENG,MF,Fulham,Premier League,24.0,2000.0,22.7,73,3.22,57,0,3,8,2,12,0.53,3,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2460,Ivan Smolčić,CRO,DF,Como,Serie A,23.0,2000.0,7.0,8,1.14,4,2,0,2,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2461,Eduard Sobol,UKR,DF,Strasbourg,Ligue 1,29.0,1995.0,1.1,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2462,Simon Sohm,SUI,MF,Parma,Serie A,23.0,2001.0,33.2,78,2.35,65,2,5,1,3,3,0.09,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2463,Alex Sola,ESP,"MF,FW",Getafe,La Liga,25.0,1999.0,11.4,26,2.28,17,0,6,0,3,2,0.18,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2464,Arnau Solà,ESP,MF,Villarreal,La Liga,21.0,2003.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2465,Dominic Solanke,ENG,FW,Tottenham,Premier League,26.0,1997.0,24.5,37,1.51,25,0,0,9,2,8,0.33,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2466,Ola Solbakken,NOR,"MF,FW",Empoli,Serie A,25.0,1998.0,8.4,12,1.42,11,0,1,0,0,1,0.12,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2467,Carlos Soler,ESP,"MF,FW",West Ham,Premier League,27.0,1997.0,15.7,51,3.26,31,9,2,5,3,2,0.13,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2468,Julio Soler,ARG,"DF,FW",Bournemouth,Premier League,19.0,2005.0,0.1,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2469,Oumar Solet,FRA,DF,Udinese,Serie A,24.0,2000.0,18.6,33,1.78,27,1,4,0,0,3,0.16,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2470,Jhon Solis,COL,MF,Girona,La Liga,19.0,2004.0,5.9,6,1.01,5,0,0,1,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2471,Daniele Sommariva,ITA,GK,Genoa,Serie A,27.0,1997.0,0.3,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2472,Yann Sommer,SUI,GK,Inter,Serie A,35.0,1988.0,33.0,6,0.18,6,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2473,David Soria,ESP,GK,Getafe,La Liga,31.0,1993.0,38.0,8,0.21,5,3,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2474,Juan Soriano,ESP,GK,Leganés,La Liga,26.0,1997.0,6.0,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2475,Borna Sosa,CRO,DF,Torino,Serie A,26.0,1998.0,13.1,24,1.83,17,2,2,1,0,1,0.08,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2476,Ramón Sosa,PAR,"FW,MF",Nott'ham Forest,Premier League,24.0,1999.0,3.3,14,4.23,11,0,2,1,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2477,Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,20.0,2003.0,13.9,40,2.87,27,12,0,0,0,0,0.0,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2478,Florian Sotoca,FRA,"FW,MF",Lens,Ligue 1,33.0,1990.0,19.9,53,2.66,44,0,4,2,3,3,0.15,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2479,Riccardo Sottil,ITA,"FW,MF",Fiorentina,Serie A,25.0,1999.0,9.3,35,3.78,23,0,5,3,4,4,0.43,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2480,Riccardo Sottil,ITA,"FW,MF",Milan,Serie A,25.0,1999.0,1.4,5,3.6,4,0,1,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2481,Tomáš Souček,CZE,MF,West Ham,Premier League,29.0,1995.0,28.5,44,1.54,35,0,0,6,2,3,0.11,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2482,Matìas Soulé,ARG,"MF,DF",Roma,Serie A,21.0,2003.0,19.8,90,4.55,63,17,3,5,2,8,0.4,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2483,Boubakary Soumaré,FRA,MF,Leicester City,Premier League,25.0,1999.0,24.1,35,1.45,27,0,5,1,2,3,0.12,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2484,Issa Soumaré,SEN,"FW,MF",Le Havre,Ligue 1,23.0,2000.0,21.1,52,2.46,36,0,3,5,7,9,0.43,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2485,Djibril Sow,SUI,MF,Sevilla,La Liga,27.0,1997.0,22.9,64,2.79,58,0,0,1,3,4,0.17,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2486,Saidou Sow,GUI,DF,Strasbourg,Ligue 1,22.0,2002.0,11.3,6,0.53,6,0,0,0,0,1,0.09,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2487,Saidou Sow,GUI,DF,Nantes,Ligue 1,22.0,2002.0,8.9,9,1.01,8,0,0,1,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2488,Djed Spence,ENG,DF,Tottenham,Premier League,23.0,2000.0,19.9,29,1.46,23,1,4,1,0,5,0.25,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2489,Leonardo Spinazzola,ITA,"DF,FW",Napoli,Serie A,31.0,1993.0,16.9,47,2.79,38,4,3,1,1,3,0.18,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2490,Marco Sportiello,ITA,GK,Milan,Serie A,32.0,1992.0,1.4,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2491,Anton Stach,GER,"MF,DF",Hoffenheim,Bundesliga,25.0,1998.0,28.7,63,2.19,50,1,4,4,3,5,0.17,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2492,Jens Stage,DEN,MF,Werder Bremen,Bundesliga,27.0,1996.0,24.5,63,2.57,52,0,1,3,4,15,0.61,3,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2493,Josip Stanišić,CRO,DF,Bayern Munich,Bundesliga,24.0,2000.0,9.7,23,2.36,22,0,1,0,0,4,0.41,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2494,Filip Stankovic,SRB,GK,Venezia,Serie A,22.0,2002.0,15.2,1,0.07,1,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2495,Jay Stansfield,ENG,MF,Fulham,Premier League,21.0,2002.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2496,Carl Starfelt,SWE,DF,Celta Vigo,La Liga,29.0,1995.0,25.2,18,0.71,16,0,0,1,0,1,0.04,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2497,Niklas Stark,GER,DF,Werder Bremen,Bundesliga,29.0,1995.0,23.4,11,0.47,9,1,0,0,1,2,0.09,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2498,Lucas Stassin,BEL,FW,Saint-Étienne,Ligue 1,19.0,2004.0,21.0,34,1.7,27,0,3,2,2,8,0.4,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2499,Jason Steele,ENG,GK,Brighton,Premier League,33.0,1990.0,2.0,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2500,Orri Steinn Óskarsson,ISL,FW,Real Sociedad,La Liga,19.0,2004.0,10.5,10,0.95,8,0,0,1,1,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2501,Pascal Stenzel,GER,DF,Stuttgart,Bundesliga,28.0,1996.0,3.2,13,4.03,5,5,0,3,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2502,Jack Stephens,ENG,DF,Southampton,Premier League,30.0,1994.0,15.4,13,0.84,13,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2503,Leonidas Stergiou,SUI,DF,Stuttgart,Bundesliga,22.0,2002.0,9.5,12,1.27,9,1,2,0,0,6,0.63,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2504,Raheem Sterling,ENG,"FW,MF",Arsenal,Premier League,29.0,1994.0,5.5,19,3.43,14,0,3,2,0,3,0.54,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2505,Enzo Sternal,FRA,"FW,MF",Marseille,Ligue 1,17.0,2007.0,0.3,1,3.75,1,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2506,Finley Stevens,WAL,DF,St. Pauli,Bundesliga,21.0,2003.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2507,Ross Stewart,SCO,FW,Southampton,Premier League,28.0,1996.0,4.3,5,1.16,1,0,1,2,1,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2508,Angelo Stiller,GER,MF,Stuttgart,Bundesliga,23.0,2001.0,30.5,111,3.64,88,17,2,0,3,10,0.33,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2509,Kevin Stöger,AUT,MF,Gladbach,Bundesliga,30.0,1993.0,17.2,106,6.15,60,30,5,2,9,8,0.46,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2510,Stoichkov,ESP,"MF,FW",Alavés,La Liga,30.0,1993.0,7.8,28,3.6,17,0,2,3,4,2,0.26,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2511,Petar Stojanović,SVN,MF,Empoli,Serie A,28.0,1995.0,0.0,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2512,Jakub Stolarczyk,POL,GK,Leicester City,Premier League,23.0,2000.0,10.0,0,0.0,0,0,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2513,John Stones,ENG,"DF,MF",Manchester City,Premier League,30.0,1994.0,6.1,8,1.31,8,0,0,0,0,2,0.33,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2514,Jørgen Strand Larsen,NOR,FW,Wolves,Premier League,24.0,2000.0,28.7,42,1.46,33,1,1,3,2,6,0.21,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2515,Gabriel Strefezza,BRA,"FW,MF",Como,Serie A,27.0,1997.0,29.1,111,3.82,76,23,3,3,4,4,0.14,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2516,Cristhian Stuani,URU,FW,Girona,La Liga,37.0,1986.0,12.0,14,1.17,10,0,1,3,0,3,0.25,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2517,Álex Suárez,ESP,DF,Las Palmas,La Liga,31.0,1993.0,27.3,14,0.51,12,0,0,2,0,2,0.07,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2518,Denis Suárez,ESP,MF,Villarreal,La Liga,30.0,1994.0,6.8,28,4.14,20,6,0,2,0,3,0.44,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2519,Gabriel Suazo,CHI,DF,Toulouse,Ligue 1,26.0,1997.0,24.0,82,3.41,60,18,1,0,2,11,0.46,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2520,Luka Sučić,CRO,MF,Real Sociedad,La Liga,21.0,2002.0,19.9,55,2.76,44,0,3,5,2,5,0.25,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2521,Yukinari Sugawara,JPN,"DF,MF",Southampton,Premier League,24.0,2000.0,17.3,39,2.25,30,5,1,3,0,1,0.06,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2522,Niklas Süle,GER,DF,Dortmund,Bundesliga,28.0,1995.0,11.7,15,1.28,14,0,0,0,1,1,0.09,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2523,Ibrahim Sulemana,GHA,MF,Atalanta,Serie A,21.0,2003.0,3.1,3,0.95,1,0,1,1,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2524,Kamaldeen Sulemana,GHA,"FW,MF",Southampton,Premier League,22.0,2002.0,15.6,30,1.93,15,1,10,3,1,3,0.19,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2525,Crysencio Summerville,NED,"FW,MF",West Ham,Premier League,22.0,2001.0,8.7,35,4.01,21,3,5,0,5,1,0.11,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2526,Tomáš Suslov,SVK,"MF,FW",Hellas Verona,Serie A,22.0,2002.0,23.1,74,3.2,47,12,5,2,6,4,0.17,2,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2527,Suso,ESP,"FW,MF",Sevilla,La Liga,30.0,1993.0,6.7,45,6.68,25,8,8,3,1,3,0.45,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2528,Zion Suzuki,JPN,GK,Parma,Serie A,21.0,2002.0,36.8,9,0.24,8,1,0,0,0,1,0.03,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2529,Mattias Svanberg,SWE,MF,Wolfsburg,Bundesliga,25.0,1999.0,13.5,29,2.14,13,9,1,1,4,5,0.37,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2530,Daniel Svensson,SWE,"DF,FW",Dortmund,Bundesliga,22.0,2002.0,8.7,20,2.3,16,4,0,0,0,3,0.35,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2531,Marin Šverko,CRO,DF,Venezia,Serie A,26.0,1998.0,12.4,13,1.05,9,2,0,0,1,1,0.08,1,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2532,Mile Svilar,SRB,GK,Roma,Serie A,24.0,1999.0,38.0,6,0.16,5,1,0,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2533,Michael Svoboda,AUT,DF,Venezia,Serie A,25.0,1998.0,14.6,16,1.1,14,1,1,0,0,0,0.0,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2534,Williot Swedberg,SWE,"FW,MF",Celta Vigo,La Liga,20.0,2004.0,15.0,36,2.4,24,0,3,8,1,8,0.53,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
2535,Abakar Sylla,CIV,DF,Strasbourg,Ligue 1,21.0,2002.0,10.6,4,0.38,3,0,0,1,0,1,0.09,0,2024-2025,stats_gca,2025-10-18 04:36:50.757682
