rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,goals,shots,shots_on_target,shots_on_target_pct,shots_per_90,shots_on_target_per_90,goals_per_shot,goals_per_shot_on_target,avg_distance,free_kicks,penalty_goals,penalty_attempts,expected_goals,non_penalty_xg,npxg_per_shot,goals_minus_xg,non_penalty_goals_minus_xg,shot_creating_actions_shot,passes_free_kick,season,table_type,processed_at
2232,Álvaro Rodríguez,URU,FW,Getafe,La Liga,20.0,2004.0,9.5,2,0,10,40.0,2.64,1.06,0.08,0.2,16.8,0,0,0,1.2,1.2,0.05,0.8,0.8,25,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2233,Óscar Rodríguez Arnaiz,ESP,"MF,FW",Leganés,La Liga,26.0,1998.0,14.8,1,0,6,18.2,2.23,0.41,0.03,0.17,25.1,0,0,0,2.1,2.1,0.06,-1.1,-1.1,33,9,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2234,Arturo Rodríguez,ESP,FW,Las Palmas,La Liga,17.0,2006.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2235,Damián Rodríguez,ESP,MF,Celta Vigo,La Liga,21.0,2003.0,10.3,0,0,0,0.0,0.39,0.0,0.0,0.0,27.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,4,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2236,Dani Rodríguez,ESP,"MF,FW",Mallorca,La Liga,36.0,1988.0,24.0,4,0,10,32.3,1.29,0.42,0.13,0.4,17.9,0,0,0,2.8,2.8,0.09,1.2,1.2,31,1,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2237,Daniel Rodriguez,ESP,FW,Barcelona,La Liga,18.0,2005.0,0.4,0,0,0,0.0,4.86,0.0,0.0,0.0,22.2,0,0,0,0.0,0.0,0.01,0.0,0.0,2,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2238,Guido Rodríguez,ARG,MF,West Ham,Premier League,30.0,1994.0,12.8,0,0,1,12.5,0.63,0.08,0.0,0.0,27.8,0,0,0,0.2,0.2,0.03,-0.2,-0.2,8,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2239,James Rodríguez,COL,"MF,FW",Rayo Vallecano,La Liga,33.0,1991.0,1.6,0,0,2,50.0,2.57,1.29,0.0,0.0,18.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3,4,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2240,Javi Rodríguez,ESP,DF,Celta Vigo,La Liga,21.0,2003.0,27.9,3,0,5,41.7,0.43,0.18,0.25,0.6,10.8,0,0,0,2.3,2.3,0.2,0.7,0.7,12,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2241,Jesus Rodríguez,ESP,FW,Betis,La Liga,18.0,2005.0,12.3,2,0,8,34.8,1.86,0.65,0.09,0.25,17.9,0,0,0,2.3,2.3,0.1,-0.3,-0.3,23,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2242,Kirian Rodríguez,ESP,MF,Las Palmas,La Liga,28.0,1996.0,19.5,0,0,8,38.1,1.08,0.41,0.0,0.0,21.8,0,0,0,1.6,1.6,0.08,-1.6,-1.6,21,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2243,Ricardo Rodríguez,SUI,DF,Betis,La Liga,31.0,1992.0,14.2,0,0,1,20.0,0.35,0.07,0.0,0.0,26.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,5,2,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2244,Rodrygo,BRA,"FW,MF",Real Madrid,La Liga,23.0,2001.0,21.4,6,0,20,37.0,2.52,0.93,0.11,0.3,16.4,0,0,0,4.0,3.9,0.07,2.0,2.1,54,3,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2245,Mads Roerslev,DEN,DF,Brentford,Premier League,25.0,1999.0,12.2,0,0,2,40.0,0.41,0.16,0.0,0.0,20.8,0,0,0,0.2,0.2,0.04,-0.2,-0.2,5,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2246,Mads Roerslev,DEN,DF,Wolfsburg,Bundesliga,25.0,1999.0,3.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2247,Morgan Rogers,ENG,"FW,MF",Aston Villa,Premier League,22.0,2002.0,34.6,8,0,20,36.4,1.59,0.58,0.15,0.4,15.9,0,0,0,6.6,6.6,0.12,1.4,1.4,55,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2248,Merlin Röhl,GER,"MF,FW",Freiburg,Bundesliga,22.0,2002.0,10.7,0,0,3,25.0,1.12,0.28,0.0,0.0,18.2,0,0,0,0.8,0.8,0.06,-0.8,-0.8,12,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2249,Alessio Romagnoli,ITA,DF,Lazio,Serie A,29.0,1995.0,29.7,2,0,7,35.0,0.67,0.24,0.1,0.29,9.8,0,0,0,2.4,2.4,0.12,-0.4,-0.4,20,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2250,Leo Román,ESP,GK,Mallorca,La Liga,24.0,2000.0,7.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2251,Carlos Romero,ESP,DF,Espanyol,La Liga,22.0,2001.0,28.4,2,0,6,20.7,1.02,0.21,0.07,0.33,20.8,0,0,0,2.0,2.0,0.07,0.0,0.0,29,1,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2252,Cristian Romero,ARG,DF,Tottenham,Premier League,26.0,1998.0,15.7,1,0,8,50.0,1.02,0.51,0.06,0.13,9.1,0,0,0,1.6,1.6,0.1,-0.6,-0.6,16,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2253,Isaac Romero,ESP,FW,Sevilla,La Liga,24.0,2000.0,24.0,4,0,17,32.1,2.21,0.71,0.08,0.24,16.9,0,0,1,6.8,6.0,0.11,-2.8,-2.0,53,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2254,Luka Romero,ARG,"FW,MF",Alavés,La Liga,19.0,2004.0,2.2,0,0,0,0.0,0.45,0.0,0.0,0.0,38.7,0,0,1,0.8,0.0,0.02,-0.8,0.0,1,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2255,Oriol Romeu,ESP,MF,Girona,La Liga,32.0,1991.0,15.1,0,0,1,20.0,0.33,0.07,0.0,0.0,22.5,0,0,0,0.1,0.1,0.03,-0.1,-0.1,5,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2256,Valentin Rongier,FRA,"MF,DF",Marseille,Ligue 1,29.0,1994.0,17.4,3,0,7,50.0,0.81,0.4,0.21,0.43,21.6,0,0,0,1.0,1.0,0.07,2.0,2.0,14,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2257,Marten de Roon,NED,"MF,DF",Atalanta,Serie A,33.0,1991.0,34.0,4,0,4,28.6,0.41,0.12,0.29,1.0,22.7,0,0,0,0.9,0.9,0.06,3.1,3.1,14,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2258,Vitor Roque,BRA,FW,Betis,La Liga,19.0,2005.0,13.7,4,0,18,43.9,2.99,1.31,0.1,0.22,14.5,0,0,0,6.1,6.1,0.15,-2.1,-2.1,41,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2259,Pablo Rosario,DOM,"MF,DF",Nice,Ligue 1,27.0,1997.0,19.7,3,0,7,43.8,0.81,0.35,0.13,0.29,16.1,0,1,1,3.8,3.0,0.19,-0.8,-1.0,16,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2260,Lasse Rosenboom,GER,DF,Holstein Kiel,Bundesliga,22.0,2002.0,19.3,2,0,5,41.7,0.62,0.26,0.17,0.4,12.7,0,0,0,1.9,1.9,0.16,0.1,0.1,12,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2261,Max Rosenfelder,GER,DF,Freiburg,Bundesliga,21.0,2003.0,13.9,1,0,1,20.0,0.36,0.07,0.2,1.0,12.3,0,0,0,0.4,0.4,0.08,0.6,0.6,5,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2262,Valentin Rosier,FRA,DF,Leganés,La Liga,27.0,1996.0,28.8,1,0,4,28.6,0.49,0.14,0.07,0.25,18.7,0,0,0,0.9,0.9,0.06,0.1,0.1,14,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2263,Tom Rothe,GER,"DF,MF",Union Berlin,Bundesliga,19.0,2004.0,18.6,3,0,9,39.1,1.24,0.49,0.13,0.33,11.7,0,0,0,1.8,1.8,0.08,1.2,1.2,23,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2264,Anthony Rouault,FRA,DF,Rennes,Ligue 1,23.0,2001.0,10.8,0,0,3,42.9,0.65,0.28,0.0,0.0,11.0,0,0,0,0.5,0.5,0.07,-0.5,-0.5,7,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2265,Anthony Rouault,FRA,DF,Stuttgart,Bundesliga,23.0,2001.0,13.5,1,0,1,20.0,0.37,0.07,0.2,1.0,6.5,0,0,0,0.5,0.5,0.1,0.5,0.5,5,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2266,Jonas Rouhi,SWE,DF,Juventus,Serie A,20.0,2004.0,2.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2267,Jérôme Roussillon,FRA,"DF,MF",Union Berlin,Bundesliga,31.0,1993.0,1.5,0,0,0,0.0,1.32,0.0,0.0,0.0,20.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,2,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2268,Nicolò Rovella,ITA,MF,Lazio,Serie A,22.0,2001.0,30.2,0,0,8,28.6,0.93,0.26,0.0,0.0,23.4,0,0,0,1.5,1.5,0.06,-1.5,-1.5,28,2,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2269,Jonathan Rowe,ENG,"FW,MF",Marseille,Ligue 1,21.0,2003.0,9.0,3,0,15,41.7,4.01,1.67,0.08,0.2,16.8,0,0,0,3.5,3.5,0.1,-0.5,-0.5,36,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2270,Amir Rrahmani,KVX,DF,Napoli,Serie A,30.0,1994.0,37.8,1,0,3,10.7,0.74,0.08,0.04,0.33,9.2,0,0,0,2.9,2.9,0.1,-1.9,-1.9,28,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2271,Tommaso Rubino,ITA,MF,Fiorentina,Serie A,17.0,2006.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2272,Antonio Rüdiger,GER,DF,Real Madrid,La Liga,31.0,1993.0,25.5,0,0,4,16.7,0.94,0.16,0.0,0.0,18.0,0,0,0,1.7,1.7,0.07,-1.7,-1.7,24,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2273,Matteo Ruggeri,ITA,DF,Atalanta,Serie A,22.0,2002.0,19.5,0,0,2,66.7,0.15,0.1,0.0,0.0,20.4,0,0,0,0.2,0.2,0.08,-0.2,-0.2,3,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2274,Aitor Ruibal,ESP,"DF,FW",Betis,La Liga,28.0,1996.0,14.6,1,0,4,25.0,1.1,0.27,0.06,0.25,19.0,0,0,0,0.9,0.9,0.06,0.1,0.1,16,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2275,Abel Ruiz,ESP,FW,Girona,La Liga,24.0,2000.0,15.0,4,0,7,33.3,1.4,0.47,0.14,0.43,14.0,0,1,2,4.6,3.0,0.14,-0.6,0.0,21,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2276,Ferrán Ruiz,ESP,MF,Girona,La Liga,21.0,2003.0,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2277,Fabián Ruiz Peña,ESP,MF,Paris S-G,Ligue 1,28.0,1996.0,21.4,4,0,12,27.9,2.01,0.56,0.09,0.33,18.7,0,0,0,4.3,4.3,0.1,-0.3,-0.3,43,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2278,Gerónimo Rulli,ARG,GK,Marseille,Ligue 1,32.0,1992.0,34.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2279,Georginio Rutter,FRA,"MF,FW",Brighton,Premier League,22.0,2002.0,18.4,5,0,12,24.0,2.72,0.65,0.1,0.42,15.5,0,0,0,4.6,4.6,0.09,0.4,0.4,50,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2280,Mathew Ryan,AUS,GK,Lens,Ligue 1,32.0,1992.0,14.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2281,Julian Ryerson,NOR,DF,Dortmund,Bundesliga,26.0,1997.0,25.1,2,0,5,27.8,0.72,0.2,0.11,0.4,20.4,0,0,0,0.7,0.7,0.04,1.3,1.3,18,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2282,Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,31.0,1992.0,28.0,0,0,0,0.0,0.04,0.0,0.0,0.0,7.7,0,0,0,0.1,0.1,0.09,-0.1,-0.1,1,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2283,José Sá,POR,GK,Wolves,Premier League,31.0,1993.0,29.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2284,Elias Saad,TUN,"FW,MF",St. Pauli,Bundesliga,24.0,1999.0,10.0,3,0,8,30.8,2.6,0.8,0.12,0.38,17.6,0,0,0,2.8,2.8,0.11,0.2,0.2,26,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2285,Youssouf Sabaly,SEN,DF,Betis,La Liga,31.0,1993.0,17.6,0,0,0,0.0,0.28,0.0,0.0,0.0,20.3,0,0,0,0.2,0.2,0.04,-0.2,-0.2,5,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2286,Emmanuel Sabbi,USA,"FW,MF",Le Havre,Ligue 1,26.0,1997.0,7.3,0,0,4,26.7,2.07,0.55,0.0,0.0,12.5,0,0,0,1.9,1.9,0.13,-1.9,-1.9,15,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2287,Stefano Sabelli,ITA,DF,Genoa,Serie A,31.0,1993.0,22.9,0,0,1,16.7,0.26,0.04,0.0,0.0,22.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,6,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2288,Marcel Sabitzer,AUT,MF,Dortmund,Bundesliga,30.0,1994.0,18.0,1,0,8,38.1,1.17,0.45,0.05,0.13,20.8,0,0,0,1.8,1.8,0.08,-0.8,-0.8,21,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2289,Falaye Sacko,MLI,DF,Montpellier,Ligue 1,29.0,1995.0,13.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2290,Umar Sadiq,NGA,FW,Valencia,La Liga,27.0,1997.0,9.2,5,0,7,35.0,2.18,0.76,0.25,0.71,13.2,0,0,0,3.4,3.4,0.19,1.6,1.6,20,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2291,Umar Sadiq,NGA,FW,Real Sociedad,La Liga,27.0,1997.0,2.5,0,0,0,0.0,1.98,0.0,0.0,0.0,18.7,0,0,0,0.2,0.2,0.04,-0.2,-0.2,5,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2292,Alexis Saelemaekers,BEL,"DF,FW",Roma,Serie A,25.0,1999.0,15.4,7,0,12,48.0,1.62,0.78,0.28,0.58,16.7,0,0,0,2.5,2.5,0.1,4.5,4.5,25,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2293,Alexis Saelemaekers,BEL,"DF,FW",Milan,Serie A,25.0,1999.0,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2294,Jorge Sáenz,ESP,DF,Leganés,La Liga,27.0,1996.0,18.8,1,0,3,37.5,0.43,0.16,0.13,0.33,8.9,0,0,0,1.3,1.3,0.16,-0.3,-0.3,8,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2295,Matvei Safonov,RUS,GK,Paris S-G,Ligue 1,25.0,1999.0,9.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2296,Modibo Sagnan,MLI,DF,Montpellier,Ligue 1,25.0,1999.0,23.8,2,0,3,27.3,0.46,0.13,0.18,0.67,11.5,0,0,0,0.7,0.7,0.07,1.3,1.3,11,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2297,Richie Sagrado,BEL,DF,Venezia,Serie A,20.0,2004.0,1.6,0,0,0,0.0,0.64,0.0,0.0,0.0,23.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,1,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2298,Osame Sahraoui,MAR,"FW,MF",Lille,Ligue 1,23.0,2001.0,14.4,3,0,8,34.8,1.6,0.56,0.13,0.38,15.6,0,0,0,2.9,2.9,0.13,0.1,0.1,23,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2299,Wesley Saïd,FRA,FW,Lens,Ligue 1,29.0,1995.0,10.1,3,0,7,41.2,1.69,0.7,0.18,0.43,11.2,0,0,0,3.2,3.2,0.19,-0.2,-0.2,17,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2300,Théo Sainte-Luce,FRA,DF,Montpellier,Ligue 1,25.0,1998.0,11.3,1,0,4,50.0,0.71,0.35,0.13,0.25,10.8,0,0,0,1.0,1.0,0.15,0.0,0.0,8,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2301,Bukayo Saka,ENG,"FW,MF",Arsenal,Premier League,22.0,2001.0,19.2,6,0,22,33.3,3.44,1.15,0.08,0.23,15.6,0,1,1,6.8,6.0,0.09,-0.8,-1.0,66,1,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2302,Faik Sakar,GER,MF,RB Leipzig,Bundesliga,16.0,2008.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2303,Marco Sala,ITA,DF,Como,Serie A,25.0,1999.0,2.9,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2304,Marco Sala,ITA,DF,Lecce,Serie A,25.0,1999.0,0.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2305,Ibrahim Salah,MAR,FW,Brest,Ligue 1,22.0,2001.0,4.0,1,0,4,30.8,3.27,1.01,0.08,0.25,19.7,0,0,0,0.6,0.6,0.04,0.4,0.4,13,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2306,Mohamed Salah,EGY,FW,Liverpool,Premier League,32.0,1992.0,37.5,29,0,50,41.3,3.23,1.33,0.17,0.4,14.5,0,9,9,25.2,18.2,0.15,3.8,1.8,121,1,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2307,Anass Salah-Eddine,NED,DF,Roma,Serie A,22.0,2002.0,1.7,0,0,1,50.0,1.18,0.59,0.0,0.0,13.0,0,0,0,0.3,0.3,0.16,-0.3,-0.3,2,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2308,Amine Salama,FRA,FW,Reims,Ligue 1,24.0,2000.0,4.1,0,0,3,33.3,2.17,0.72,0.0,0.0,16.3,0,0,0,0.7,0.7,0.08,-0.7,-0.7,9,1,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2309,Jan Salas,ESP,"MF,FW",Mallorca,La Liga,18.0,2005.0,0.5,0,0,0,0.0,4.19,0.0,0.0,0.0,22.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1,2,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2310,Kike Salas,ESP,DF,Sevilla,La Liga,22.0,2002.0,24.9,3,0,6,26.1,0.92,0.24,0.13,0.5,12.7,0,0,0,1.9,1.9,0.08,1.1,1.1,23,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2311,Manolis Saliakas,GRE,"MF,DF",St. Pauli,Bundesliga,27.0,1996.0,25.7,2,0,6,20.7,1.13,0.23,0.07,0.33,22.3,0,0,0,1.5,1.5,0.05,0.5,0.5,29,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2312,William Saliba,FRA,DF,Arsenal,Premier League,23.0,2001.0,33.8,2,0,2,33.3,0.18,0.06,0.33,1.0,5.4,0,0,0,2.3,2.3,0.38,-0.3,-0.3,6,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2313,Mohammed Salisu,GHA,DF,Monaco,Ligue 1,25.0,1999.0,11.4,1,0,4,50.0,0.7,0.35,0.13,0.25,8.1,0,0,0,0.8,0.8,0.1,0.2,0.2,8,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2314,Roland Sallai,HUN,"FW,MF",Freiburg,Bundesliga,27.0,1997.0,0.5,0,0,1,33.3,5.87,1.96,0.0,0.0,22.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,3,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2315,Yoann Salmier,GUF,DF,Le Havre,Ligue 1,31.0,1992.0,8.9,0,0,2,40.0,0.56,0.23,0.0,0.0,9.8,0,0,0,0.8,0.8,0.17,-0.8,-0.8,5,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2316,Lazar Samardzic,SRB,MF,Atalanta,Serie A,22.0,2002.0,13.0,2,0,12,36.4,2.54,0.92,0.06,0.17,19.6,0,0,0,2.0,2.0,0.06,0.0,0.0,33,3,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2317,Diadie Samassékou,MLI,MF,Hoffenheim,Bundesliga,28.0,1996.0,3.2,0,0,1,33.3,0.93,0.31,0.0,0.0,25.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,3,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2318,Mama Samba Baldé,GNB,FW,Lyon,Ligue 1,28.0,1995.0,0.4,0,0,0,0.0,2.73,0.0,0.0,0.0,8.7,0,0,0,0.1,0.1,0.11,-0.1,-0.1,1,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2319,Mama Samba Baldé,GNB,FW,Brest,Ligue 1,28.0,1995.0,12.8,2,0,8,27.6,2.27,0.63,0.07,0.25,15.8,0,0,0,3.0,3.0,0.1,-1.0,-1.0,29,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2320,Brice Samba,FRA,GK,Rennes,Ligue 1,30.0,1994.0,17.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2321,Brice Samba,FRA,GK,Lens,Ligue 1,30.0,1994.0,15.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2322,Albert Sambi Lokonga,BEL,MF,Sevilla,La Liga,24.0,1999.0,16.3,0,0,5,38.5,0.8,0.31,0.0,0.0,19.8,0,0,0,0.9,0.9,0.07,-0.9,-0.9,13,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2323,Junior Sambia,FRA,"DF,FW",Empoli,Serie A,27.0,1996.0,4.3,0,0,1,10.0,2.33,0.23,0.0,0.0,25.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4,10,4,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2324,Chuky san jose,ESP,MF,Valladolid,La Liga,20.0,2004.0,8.1,2,0,7,43.8,1.98,0.87,0.13,0.29,19.3,0,0,0,2.2,2.2,0.14,-0.2,-0.2,16,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2325,Antonio Sanabria,PAR,FW,Torino,Serie A,28.0,1996.0,14.6,2,0,4,22.2,1.23,0.27,0.11,0.5,15.1,0,0,1,2.9,2.1,0.12,-0.9,-0.1,18,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2326,Oihan Sancet,ESP,MF,Athletic Club,La Liga,24.0,2000.0,18.0,15,0,17,36.2,2.61,0.94,0.26,0.71,16.7,0,3,3,9.7,7.3,0.16,5.3,4.7,47,1,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2327,Alexis Sánchez,CHI,FW,Udinese,Serie A,35.0,1988.0,4.9,0,0,0,0.0,1.44,0.0,0.0,0.0,15.9,0,0,0,0.8,0.8,0.12,-0.8,-0.8,7,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2328,Antonio Sánchez,ESP,"MF,DF",Mallorca,La Liga,27.0,1997.0,15.5,0,0,2,11.8,1.1,0.13,0.0,0.0,19.3,0,0,0,1.1,1.1,0.06,-1.1,-1.1,17,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2329,Iván Sánchez,ESP,"MF,FW",Valladolid,La Liga,31.0,1992.0,15.6,2,0,5,33.3,0.96,0.32,0.13,0.4,21.1,0,0,0,0.7,0.7,0.04,1.3,1.3,15,2,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2330,Javi Sánchez,ESP,DF,Valladolid,La Liga,27.0,1997.0,22.5,2,0,5,45.5,0.49,0.22,0.18,0.4,23.5,0,0,0,0.5,0.5,0.04,1.5,1.5,11,5,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2331,Juanlu Sánchez,ESP,"MF,DF",Sevilla,La Liga,20.0,2003.0,19.1,4,0,6,46.2,0.68,0.31,0.31,0.67,12.1,0,0,0,2.1,2.1,0.17,1.9,1.9,13,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2332,Manu Sánchez,ESP,DF,Alavés,La Liga,23.0,2000.0,29.3,1,0,2,16.7,0.41,0.07,0.08,0.5,16.7,0,0,0,1.7,1.7,0.15,-0.7,-0.7,12,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
2333,Robert Sánchez,ESP,GK,Chelsea,Premier League,26.0,1997.0,32.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,2024-2025,stats_shooting,2025-10-18 04:36:52.574464
