rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,yellow_cards,red_cards,second_yellow,fouls,fouled,offsides,crosses,interceptions,tackles_won,penalties_won,penalties_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerial_win_pct,shot_creating_actions_foul_drawn,passes_offsides,passes_crosses,own_goals_against,season,table_type,processed_at
120,Sofyan Amrabat,MAR,MF,Fiorentina,Serie A,27.0,1996.0,2.0,0,0,0,4,0,0,0,0,2,0,0,0,7,1,1,50.0,1,0,3,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
121,Joachim Andersen,DEN,DF,Crystal Palace,Premier League,28.0,1996.0,1.0,1,0,0,2,0,0,0,0,1,0,0,0,7,2,0,100.0,0,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
122,Joachim Andersen,DEN,DF,Fulham,Premier League,28.0,1996.0,28.7,6,1,0,18,0,0,0,34,18,0,1,0,122,70,39,64.2,19,0,12,1,2024-2025,stats_misc,2025-10-18 04:36:50.984894
123,Elliot Anderson,ENG,MF,Nott'ham Forest,Premier League,21.0,2002.0,30.3,10,0,0,49,0,0,0,31,56,0,0,0,207,56,30,65.1,58,4,86,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
124,André,BRA,MF,Wolves,Premier League,23.0,2001.0,27.5,7,0,0,36,0,0,0,37,55,0,1,0,194,2,6,25.0,34,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
125,Benjamin André,FRA,MF,Lille,Ligue 1,33.0,1990.0,29.9,12,0,0,50,0,0,0,48,57,1,0,0,189,94,82,53.4,49,3,16,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
126,Marcos André,BRA,FW,Valladolid,La Liga,27.0,1996.0,13.2,5,0,0,12,0,0,0,3,6,0,0,0,44,47,44,51.6,28,5,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
127,Robert Andrich,GER,"MF,DF",Leverkusen,Bundesliga,29.0,1994.0,17.8,7,0,0,29,0,0,0,29,12,0,1,0,73,21,12,63.6,17,0,12,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
128,Angeliño,ESP,DF,Roma,Serie A,27.0,1997.0,35.3,1,0,0,32,0,0,0,28,24,1,0,0,101,30,27,52.6,33,5,116,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
129,Lorenzo Anghelè,ITA,FW,Juventus,Serie A,19.0,2005.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
130,Faustino Anjorin,ENG,MF,Empoli,Serie A,22.0,2001.0,12.4,3,0,0,24,0,0,0,13,13,0,1,0,65,9,15,37.5,19,0,17,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
131,Waldemar Anton,GER,DF,Dortmund,Bundesliga,28.0,1996.0,21.7,4,0,0,20,0,0,0,30,21,0,0,0,122,46,27,63.0,20,1,24,1,2024-2025,stats_misc,2025-10-18 04:36:50.984894
132,Leandro Antonetti,PUR,FW,Sevilla,La Liga,21.0,2003.0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
133,Kyllian Antonio,FRA,"DF,MF",Lens,Ligue 1,16.0,2008.0,1.5,0,0,0,2,0,0,0,3,2,0,0,0,5,2,2,50.0,3,0,2,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
134,Michail Antonio,JAM,FW,West Ham,Premier League,34.0,1990.0,9.3,1,0,0,12,0,0,0,0,2,0,0,0,22,17,22,43.6,7,4,25,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
135,Antoniu,ESP,"FW,MF",Espanyol,La Liga,21.0,2002.0,11.4,3,0,0,19,0,0,0,8,10,0,0,0,39,6,18,25.0,23,4,20,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
136,Antony,BRA,"DF,MF",Manchester Utd,Premier League,24.0,2000.0,1.6,0,0,0,2,0,0,0,2,3,0,0,0,11,0,1,0.0,5,0,5,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
137,Antony,BRA,FW,Betis,La Liga,24.0,2000.0,15.1,2,1,0,15,0,0,0,10,11,1,0,0,73,5,14,26.3,27,1,40,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
138,Anuar,MAR,"MF,FW",Valladolid,La Liga,29.0,1995.0,19.1,7,0,0,30,0,0,0,18,27,1,0,0,71,23,35,39.7,48,10,22,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
139,Dennis Appiah,FRA,DF,Saint-Étienne,Ligue 1,32.0,1992.0,23.6,2,0,0,37,0,0,0,29,43,0,2,0,90,27,31,46.6,9,2,52,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
140,Aritz Arambarri,ESP,DF,Leganés,La Liga,26.0,1998.0,2.0,0,0,0,0,0,0,0,3,1,0,0,0,4,6,8,42.9,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
141,Mauro Arambarri,URU,MF,Getafe,La Liga,28.0,1995.0,29.6,10,0,0,51,0,0,0,15,29,0,0,0,137,59,54,52.2,52,3,14,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
142,Jon Aramburu,VEN,DF,Real Sociedad,La Liga,22.0,2002.0,27.3,8,0,0,50,0,0,0,30,70,0,1,0,127,40,33,54.8,42,3,45,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
143,Julian Araujo,MEX,DF,Bournemouth,Premier League,22.0,2001.0,5.5,2,0,0,7,0,0,0,6,5,0,0,0,29,3,9,25.0,2,1,9,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
144,Ronald Araújo,URU,DF,Barcelona,La Liga,25.0,1999.0,8.4,3,0,0,9,0,0,0,9,9,0,0,0,27,33,20,62.3,4,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
145,Cameron Archer,ENG,FW,Southampton,Premier League,23.0,2001.0,16.0,0,0,0,16,0,0,0,2,8,0,0,0,35,9,30,23.1,13,8,3,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
146,Carlens Arcus,HAI,DF,Angers,Ligue 1,28.0,1996.0,22.7,3,0,0,38,0,0,0,27,35,0,0,0,81,31,25,55.4,21,1,55,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
147,Alphonse Areola,FRA,GK,West Ham,Premier League,31.0,1993.0,25.1,0,0,0,0,0,0,0,0,2,0,0,0,29,2,0,100.0,0,0,0,1,2024-2025,stats_misc,2025-10-18 04:36:50.984894
148,Adu Ares,ESP,FW,Athletic Club,La Liga,22.0,2001.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
149,Jesús Areso,ESP,DF,Osasuna,La Liga,25.0,1999.0,34.2,9,0,0,31,0,0,0,8,38,0,0,0,118,27,19,58.7,20,8,169,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
150,David Argüelles,ESP,MF,Getafe,La Liga,22.0,2002.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
151,Joe Aribo,NGA,"MF,DF",Southampton,Premier League,28.0,1996.0,22.4,1,0,0,20,0,0,0,20,33,0,1,0,112,25,24,51.0,28,1,10,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
152,Adam Armstrong,ENG,"FW,MF",Southampton,Premier League,27.0,1997.0,13.9,4,0,0,12,0,0,0,3,3,0,0,0,23,5,9,35.7,5,9,14,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
153,Harrison Armstrong,ENG,MF,Everton,Premier League,17.0,2007.0,0.5,1,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0.0,2,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
154,José Arnaiz,ESP,"FW,MF",Osasuna,La Liga,29.0,1995.0,1.5,0,0,0,0,0,0,0,5,5,0,0,0,16,1,3,25.0,5,4,18,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
155,Hákon Arnar Haraldsson,ISL,"MF,FW",Lille,Ligue 1,21.0,2003.0,19.5,3,0,0,19,0,0,0,8,16,1,0,0,71,2,14,12.5,27,3,59,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
156,Marko Arnautović,AUT,FW,Inter,Serie A,35.0,1989.0,6.1,1,0,0,4,0,0,0,1,6,0,0,0,10,12,7,63.2,6,8,5,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
157,Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,30.0,1994.0,26.2,7,1,0,30,0,0,0,24,20,0,0,0,154,14,23,37.8,52,0,152,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
158,Jann-Fiete Arp,GER,"FW,MF",Holstein Kiel,Bundesliga,24.0,2000.0,7.9,8,1,1,20,0,0,0,3,10,0,0,0,21,2,13,13.3,18,2,24,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
159,Sergio Arribas,ESP,DF,Betis,La Liga,21.0,2003.0,1.0,0,0,0,0,0,0,0,3,4,0,0,0,3,1,0,100.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
160,Kepa Arrizabalaga,ESP,GK,Bournemouth,Premier League,29.0,1994.0,31.0,3,0,0,2,0,0,0,0,0,0,2,0,56,7,1,87.5,6,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
161,Arthur,BRA,DF,Leverkusen,Bundesliga,21.0,2003.0,8.4,1,0,0,20,0,0,0,9,11,0,1,0,31,10,12,45.5,6,0,16,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
162,Takuma Asano,JPN,"FW,MF",Mallorca,La Liga,29.0,1994.0,11.7,0,0,0,5,0,0,0,6,9,0,0,0,42,5,26,16.1,15,6,20,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
163,Raúl Asencio,ESP,DF,Real Madrid,La Liga,21.0,2003.0,18.6,3,0,0,12,0,0,0,16,16,0,0,0,75,30,15,66.7,19,1,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
164,Marco Asensio,ESP,MF,Aston Villa,Premier League,28.0,1996.0,8.3,2,0,0,11,0,0,0,2,5,0,0,0,28,0,1,0.0,8,2,38,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
165,Marco Asensio,ESP,"FW,MF",Paris S-G,Ligue 1,28.0,1996.0,6.9,0,0,0,1,0,0,0,0,3,0,0,0,18,1,2,33.3,4,3,13,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
166,Kristjan Asllani,ALB,MF,Inter,Serie A,22.0,2002.0,11.0,4,0,0,9,0,0,0,9,3,0,0,0,49,4,3,57.1,19,0,43,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
167,Iago Aspas,ESP,"FW,MF",Celta Vigo,La Liga,36.0,1987.0,19.4,6,1,1,16,0,0,0,8,8,1,0,0,55,7,8,46.7,34,5,15,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
168,Yaser Asprilla,COL,"FW,MF",Girona,La Liga,20.0,2003.0,15.6,2,0,0,12,0,0,0,7,12,0,1,0,62,4,3,57.1,23,1,93,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
169,Lorenz Assignon,TOG,"DF,MF",Rennes,Ligue 1,24.0,2000.0,26.2,9,0,0,52,0,0,0,25,27,0,1,0,110,38,22,63.3,28,5,70,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
170,Dehmaine Assoumani,FRA,"MF,FW",Nantes,Ligue 1,19.0,2005.0,1.1,0,0,0,1,0,0,0,1,3,0,0,0,8,2,3,40.0,4,0,6,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
171,Valentin Atangana Edoa,FRA,MF,Reims,Ligue 1,18.0,2005.0,31.7,7,0,0,57,0,0,0,37,50,0,0,0,117,47,34,58.0,50,8,17,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
172,Arthur Atta,FRA,"MF,FW",Udinese,Serie A,21.0,2003.0,13.9,5,0,0,16,0,0,0,7,12,0,0,0,57,14,20,41.2,14,1,24,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
173,Noah Atubolu,GER,GK,Freiburg,Bundesliga,22.0,2002.0,25.6,2,0,0,0,0,0,0,0,0,0,0,0,53,10,1,90.9,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
174,Emil Audero,IDN,GK,Como,Serie A,27.0,1997.0,8.0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,1,66.7,1,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
175,Tommaso Augello,ITA,DF,Cagliari,Serie A,29.0,1994.0,30.1,3,0,0,15,0,0,0,16,28,0,0,0,135,49,22,69.0,11,3,207,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
176,Carlos Augusto,BRA,DF,Inter,Serie A,25.0,1999.0,18.8,1,0,0,10,0,0,0,9,14,0,0,0,70,57,35,62.0,12,3,20,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
177,Yann Aurel Bisseck,GER,DF,Inter,Serie A,23.0,2000.0,18.3,4,0,0,16,0,0,0,17,12,0,2,0,66,47,15,75.8,9,1,8,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
178,Brandon Austin,ENG,GK,Tottenham,Premier League,25.0,1999.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,100.0,2,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
179,Ezequiel Ávila,ARG,FW,Betis,La Liga,30.0,1994.0,7.5,5,1,0,13,0,0,0,2,3,0,0,0,28,6,8,42.9,18,5,29,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
180,Taiwo Awoniyi,NGA,FW,Nott'ham Forest,Premier League,26.0,1997.0,4.6,0,0,0,8,0,0,0,0,3,0,0,0,18,13,38,25.5,10,1,2,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
181,Yasin Ayari,SWE,MF,Brighton,Premier League,20.0,2003.0,21.8,3,0,0,37,0,0,0,20,32,0,1,0,118,16,20,44.4,26,3,69,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
182,Florian Ayé,FRA,FW,Auxerre,Ligue 1,27.0,1997.0,6.4,0,0,0,10,0,0,0,7,2,0,0,0,14,13,37,26.0,6,3,2,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
183,André Ayew,GHA,FW,Le Havre,Ligue 1,34.0,1989.0,16.1,2,0,0,19,0,0,0,3,10,0,0,0,26,37,63,37.0,30,6,7,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
184,Jordan Ayew,GHA,"FW,MF",Crystal Palace,Premier League,32.0,1991.0,0.2,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,50.0,0,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
185,Jordan Ayew,GHA,"FW,MF",Leicester City,Premier League,32.0,1991.0,18.2,5,0,0,30,0,0,0,12,15,0,0,0,93,37,80,31.6,59,7,60,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
186,Neil El Aynaoui,MAR,MF,Lens,Ligue 1,23.0,2001.0,17.6,4,0,0,34,0,0,0,30,21,0,0,0,90,24,15,61.5,32,0,65,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
187,Ayman Azhil,MAR,MF,Dortmund,Bundesliga,23.0,2001.0,0.3,1,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0.0,0,1,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
188,Adam Aznou,MAR,DF,Valladolid,La Liga,18.0,2006.0,9.7,1,0,0,14,0,0,0,10,21,0,0,0,56,11,4,73.3,17,0,12,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
189,Adam Aznou,MAR,DF,Bayern Munich,Bundesliga,18.0,2006.0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0.0,0,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
190,César Azpilicueta,ESP,DF,Atlético Madrid,La Liga,34.0,1989.0,9.7,1,0,0,8,0,0,0,5,14,0,0,0,28,14,14,50.0,6,3,5,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
191,Paulo Azzi,BRA,DF,Cagliari,Serie A,30.0,1994.0,4.7,2,0,0,5,0,0,0,5,9,0,0,0,24,6,5,54.5,3,0,22,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
192,Oussama El Azzouzi,MAR,MF,Bologna,Serie A,23.0,2001.0,0.2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0.0,2,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
193,Papa Ba,ESP,MF,Girona,La Liga,19.0,2004.0,0.5,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0.0,4,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
194,Shavy Babicka,GAB,"MF,FW",Toulouse,Ligue 1,24.0,2000.0,13.2,2,0,0,16,0,0,0,3,12,0,0,0,54,7,17,29.2,21,7,39,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
195,Jacopo Bacci,ITA,MF,Empoli,Serie A,19.0,2005.0,0.3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,100.0,1,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
196,Aliou Badara Baldé,GUI,"MF,FW",Bochum,Bundesliga,21.0,2002.0,1.0,1,0,0,1,0,0,0,0,1,0,0,0,3,0,2,0.0,0,2,4,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
197,Loïc Bade,FRA,DF,Sevilla,La Liga,24.0,2000.0,29.8,7,1,0,26,0,0,0,29,27,0,1,0,138,65,30,68.4,10,0,8,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
198,Milan Badelj,CRO,MF,Genoa,Serie A,35.0,1989.0,16.4,2,0,0,18,0,0,0,20,16,0,0,0,74,10,6,62.5,19,0,5,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
199,Benoît Badiashile,FRA,DF,Chelsea,Premier League,23.0,2001.0,3.7,0,0,0,6,0,0,0,6,6,0,0,0,18,8,2,80.0,2,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
200,Alex Baena,ESP,"MF,FW",Villarreal,La Liga,23.0,2001.0,28.8,9,0,0,43,0,0,0,22,15,0,0,0,140,16,19,45.7,47,5,207,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
201,Leon Bailey,JAM,"FW,MF",Aston Villa,Premier League,26.0,1997.0,12.7,3,0,0,12,0,0,0,3,5,1,0,0,59,6,9,40.0,18,3,34,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
202,Eric Bailly,CIV,DF,Villarreal,La Liga,30.0,1994.0,6.9,2,1,0,7,0,0,0,6,4,0,1,0,19,11,7,61.1,1,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
203,Theo Bair,CAN,FW,Auxerre,Ligue 1,24.0,1999.0,10.4,1,0,0,20,0,0,0,3,3,0,0,0,15,55,46,54.5,5,8,7,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
204,Stefan Bajcetic,ESP,"MF,DF",Las Palmas,La Liga,19.0,2004.0,10.8,4,0,0,21,0,0,0,15,14,0,1,0,61,17,13,56.7,14,0,4,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
205,Cédric Bakambu,COD,FW,Betis,La Liga,33.0,1991.0,7.9,4,0,0,23,0,0,0,0,4,1,0,0,25,12,26,31.6,7,12,2,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
206,Mitchel Bakker,NED,MF,Atalanta,Serie A,24.0,2000.0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,2,1,1,50.0,0,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
207,Mitchel Bakker,NED,"FW,DF",Lille,Ligue 1,24.0,2000.0,12.7,3,1,0,18,0,0,0,12,13,0,0,0,46,3,10,23.1,9,4,68,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
208,Darryl Bakola,FRA,"DF,MF",Marseille,Ligue 1,16.0,2007.0,0.2,1,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
209,Ridle Baku,GER,"FW,MF",Wolfsburg,Bundesliga,26.0,1998.0,13.0,2,0,0,13,0,0,0,15,15,0,0,0,68,5,16,23.8,10,1,37,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
210,Ridle Baku,GER,"DF,MF",RB Leipzig,Bundesliga,26.0,1998.0,14.2,1,0,0,13,0,0,0,9,19,0,0,0,45,10,17,37.0,14,3,34,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
211,Dilane Bakwa,FRA,"MF,DF",Strasbourg,Ligue 1,21.0,2002.0,27.7,4,0,0,29,0,0,0,15,14,0,0,0,92,11,8,57.9,71,5,153,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
212,Tommaso Baldanzi,ITA,"MF,FW",Roma,Serie A,21.0,2003.0,9.2,2,0,0,7,0,0,0,6,4,0,0,0,48,1,3,25.0,16,0,7,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
213,Alejandro Balde,ESP,DF,Barcelona,La Liga,20.0,2003.0,25.4,2,0,0,16,0,0,0,5,10,0,0,0,122,16,9,64.0,37,0,67,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
214,Keita Baldé,SEN,FW,Monza,Serie A,29.0,1995.0,7.1,2,0,0,7,0,0,0,2,1,0,0,0,12,5,11,31.3,23,3,6,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
215,Carlos Baleba,CMR,MF,Brighton,Premier League,20.0,2004.0,29.6,8,1,1,40,0,0,0,46,46,0,2,0,197,39,26,60.0,48,0,9,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
216,Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,25.0,1999.0,25.3,9,1,1,28,0,0,0,38,39,0,0,0,161,39,21,65.0,20,0,2,1,2024-2025,stats_misc,2025-10-18 04:36:50.984894
217,Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,32.0,1992.0,13.3,3,0,0,19,0,0,0,13,14,0,0,0,39,14,26,35.0,15,1,19,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
218,Fodé Ballo-Touré,SEN,"DF,MF",Le Havre,Ligue 1,27.0,1997.0,6.5,0,0,0,3,0,0,0,4,7,0,0,0,31,4,5,44.4,14,0,21,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
219,Botond Balogh,HUN,DF,Parma,Serie A,22.0,2002.0,22.8,5,0,0,17,0,0,0,25,16,0,2,0,64,34,29,54.0,7,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
220,Folarin Balogun,USA,FW,Monaco,Ligue 1,23.0,2001.0,6.8,0,0,0,7,0,0,0,1,1,0,0,0,15,4,20,16.7,9,8,5,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
221,Mario Balotelli,ITA,"FW,MF",Genoa,Serie A,33.0,1990.0,0.7,2,0,0,2,0,0,0,0,0,0,0,0,1,2,2,50.0,2,0,3,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
222,Abdoulaye Bamba,CIV,DF,Angers,Ligue 1,34.0,1990.0,16.8,2,0,0,10,0,0,0,19,12,0,0,0,47,11,17,39.3,7,0,5,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
223,Jonathan Bamba,CIV,"FW,MF",Celta Vigo,La Liga,28.0,1996.0,9.0,1,0,0,7,0,0,0,5,7,0,0,0,52,5,10,33.3,17,4,25,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
224,Mohamed Bamba,CIV,MF,Reims,Ligue 1,19.0,2004.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
225,Samuel Bamba,GER,"FW,MF",Bochum,Bundesliga,20.0,2004.0,0.3,0,0,0,0,0,0,0,0,1,0,0,0,2,1,2,33.3,1,1,5,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
226,Lameck Banda,ZAM,"FW,MF",Lecce,Serie A,23.0,2001.0,6.8,1,0,0,10,0,0,0,2,5,0,0,0,30,2,13,13.3,20,2,26,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
227,Daniel Bandeira,POR,MF,Hellas Verona,Serie A,24.0,2000.0,4.5,1,0,0,4,0,0,0,6,0,0,0,0,36,7,3,70.0,4,0,8,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
228,Mattia Bani,ITA,DF,Genoa,Serie A,30.0,1993.0,16.7,3,0,0,7,0,0,0,22,10,0,0,0,60,22,23,48.9,11,1,4,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
229,Noahkai Banks,USA,DF,Augsburg,Bundesliga,17.0,2006.0,3.1,2,0,0,2,0,0,0,5,5,0,0,0,13,8,8,50.0,1,0,2,1,2024-2025,stats_misc,2025-10-18 04:36:50.984894
230,Scott Banks,SCO,"FW,MF",St. Pauli,Bundesliga,22.0,2001.0,1.3,1,0,0,2,0,0,0,2,1,0,0,0,4,1,6,14.3,4,0,5,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
231,Adrian Baquerin,ESP,FW,Valladolid,La Liga,17.0,2007.0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,100.0,2,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
232,Antonín Barák,CZE,MF,Fiorentina,Serie A,29.0,1994.0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0.0,0,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
233,Federico Barba,ITA,DF,Como,Serie A,30.0,1993.0,4.8,0,0,0,3,0,0,0,4,2,0,0,0,19,5,8,38.5,1,0,3,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
234,Valentín Barco,ARG,"DF,FW",Sevilla,La Liga,20.0,2004.0,3.2,0,0,0,7,0,0,0,2,9,0,0,0,16,0,2,0.0,5,0,24,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
235,Valentín Barco,ARG,"MF,DF",Strasbourg,Ligue 1,20.0,2004.0,12.9,2,0,0,17,0,0,0,13,22,0,1,0,79,7,7,50.0,29,0,31,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
236,Bradley Barcola,FRA,FW,Paris S-G,Ligue 1,21.0,2002.0,24.2,2,0,0,30,0,0,0,19,17,0,0,0,67,14,7,66.7,22,7,25,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
237,Melvin Bard,FRA,"DF,MF",Nice,Ligue 1,23.0,2000.0,21.5,4,2,1,17,0,0,0,29,36,0,0,0,124,24,20,54.5,22,2,60,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
238,Nicolò Barella,ITA,MF,Inter,Serie A,27.0,1997.0,27.7,4,0,0,25,0,0,0,12,31,0,0,0,165,26,25,51.0,33,4,68,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
239,Gabriel Bares,SUI,"MF,DF",Montpellier,Ligue 1,23.0,2000.0,0.6,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1,0.0,1,0,1,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
240,Borna Barišić,CRO,DF,Leganés,La Liga,31.0,1992.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,2024-2025,stats_misc,2025-10-18 04:36:50.984894
