Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,Matches
204,Jean-Ricner Bellegarde,ht HAI,"MF,FW",Wolves,eng Premier League,27-110,1998,2.8,7,2.46,3,2,0,1,1,0,0,0.00,Matches
205,Héctor Bellerín,es ESP,DF,Betis,es La Liga,30-210,1995,6.9,15,2.18,14,0,1,0,0,0,1,0.15,Matches
206,Jobe Bellingham,eng ENG,MF,Dortmund,de Bundesliga,20-022,2005,2.1,4,1.90,4,0,0,0,0,0,1,0.48,Matches
207,Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,22-108,2003,1.3,11,8.39,8,0,0,1,1,1,1,0.76,Matches
208,Jeanuël Belocian,fr FRA,MF,Leverkusen,de Bundesliga,20-240,2005,0.0,0,0.00,0,0,0,0,0,0,0,0.00,Matches
209,Andrea Belotti,it ITA,FW,Cagliari,it Serie A,31-299,1993,2.1,3,1.44,1,0,0,1,1,0,2,0.96,Matches
210,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,26-254,1999,2.4,3,1.24,3,0,0,0,0,0,0,0.00,Matches
211,Lucas Beltrán,ar ARG,FW,Valencia,es La Liga,24-200,2001,1.9,5,2.62,3,0,1,0,1,0,0,0.00,Matches
212,Eliesse Ben Seghir,ma MAR,"MF,FW",Monaco,fr Ligue 1,20-241,2005,0.5,1,2.00,1,0,0,0,0,0,0,0.00,Matches
213,Eliesse Ben Seghir,ma MAR,MF,Leverkusen,de Bundesliga,20-241,2005,1.4,3,2.08,3,0,0,0,0,0,0,0.00,Matches
214,Carlos Benavídez,uy URU,MF,Alavés,es La Liga,27-199,1998,0.1,1,9.00,1,0,0,0,0,0,0,0.00,Matches
215,Adrian Benedyczak,pl POL,"MF,DF",Parma,it Serie A,24-325,2000,0.8,4,5.29,1,0,0,0,1,2,0,0.00,Matches
216,Yassine Benhattab,fr FRA,"MF,FW",Nantes,fr Ligue 1,22-331,2002,3.8,10,2.63,8,0,1,1,0,0,1,0.26,Matches
217,Iker Benito,es ESP,"FW,DF",Osasuna,es La Liga,23-066,2002,1.1,1,0.92,1,0,0,0,0,0,0,0.00,Matches
218,Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,30-182,1995,6.0,9,1.50,7,0,0,1,1,0,1,0.17,Matches
219,Nabil Bentaleb,dz ALG,MF,Lille,fr Ligue 1,30-325,1994,2.1,7,3.26,5,1,0,1,0,0,0,0.00,Matches
220,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,28-112,1997,4.6,11,2.41,10,0,1,0,0,0,2,0.44,Matches
221,Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,21-325,2003,4.8,3,0.63,3,0,0,0,0,0,1,0.21,Matches
222,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,31-075,1994,4.9,11,2.26,9,0,0,1,0,1,2,0.41,Matches
223,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,35-247,1990,7.5,14,1.87,11,1,0,1,1,0,0,0.00,Matches
224,Álex Berenguer,es ESP,"FW,MF",Athletic Club,es La Liga,30-103,1995,4.8,21,4.40,9,10,1,1,0,0,2,0.42,Matches
225,Sander Berge,no NOR,MF,Fulham,eng Premier League,27-243,1998,6.6,8,1.20,8,0,0,0,0,0,0,0.00,Matches
226,Lucas Bergvall,se SWE,MF,Tottenham,eng Premier League,19-255,2006,4.1,9,2.22,4,3,1,1,0,0,1,0.25,Matches
227,Medon Berisha,al ALB,MF,Lecce,it Serie A,21-359,2003,2.9,9,3.08,3,4,0,1,1,0,1,0.34,Matches
228,Anthony Bermont,fr FRA,"DF,MF",Lens,fr Ligue 1,20-247,2005,0.5,4,8.78,3,0,1,0,0,0,1,2.20,Matches
229,Adrian Bernabe,es ESP,MF,Parma,it Serie A,24-142,2001,5.6,22,3.93,15,4,1,2,0,0,0,0.00,Matches
230,Marc Bernal,es ESP,MF,Barcelona,es La Liga,18-142,2007,0.1,1,8.18,1,0,0,0,0,0,1,8.18,Matches
231,Federico Bernardeschi,it ITA,"MF,FW",Bologna,it Serie A,31-241,1994,2.0,17,8.32,11,1,3,1,1,0,1,0.49,Matches
232,Bernardo,br BRA,DF,Hoffenheim,de Bundesliga,30-154,1995,5.9,7,1.18,6,1,0,0,0,0,0,0.00,Matches
233,Lorenzo Bernasconi,it ITA,DF,Atalanta,it Serie A,21-333,2003,1.1,3,2.81,1,2,0,0,0,0,0,0.00,Matches
234,Antoine Bernede,fr FRA,MF,Hellas Verona,it Serie A,26-142,1999,5.5,19,3.48,16,1,0,1,1,0,0,0.00,Matches
235,Nicolò Bertola,it ITA,DF,Udinese,it Serie A,22-206,2003,2.6,3,1.16,3,0,0,0,0,0,0,0.00,Matches
236,Jan-Niklas Beste,de GER,FW,Freiburg,de Bundesliga,26-284,1999,3.5,6,1.72,2,3,0,0,1,0,1,0.29,Matches
237,Beto,gw GNB,FW,Everton,eng Premier League,27-257,1998,4.7,8,1.70,4,0,0,3,1,0,1,0.21,Matches
238,Sam Beukema,nl NED,DF,Napoli,it Serie A,26-332,1998,3.0,1,0.33,1,0,0,0,0,0,0,0.00,Matches
239,Matteo Bianchetti,it ITA,DF,Cremonese,it Serie A,32-212,1993,5.4,3,0.55,3,0,0,0,0,0,0,0.00,Matches
240,Mika Biereth,dk DEN,"FW,MF",Monaco,fr Ligue 1,22-249,2003,4.8,7,1.46,5,0,0,1,1,0,2,0.42,Matches
241,Pedro Bigas,es ESP,DF,Elche,es La Liga,35-030,1990,6.7,5,0.75,5,0,0,0,0,0,0,0.00,Matches
242,Cristiano Biraghi,it ITA,"DF,MF",Torino,it Serie A,33-044,1992,4.1,9,2.21,7,2,0,0,0,0,0,0.00,Matches
243,Tom Bischof,de GER,"MF,DF",Bayern Munich,de Bundesliga,20-109,2005,1.4,8,5.71,7,1,0,0,0,0,1,0.71,Matches
244,Leonardo Bittencourt,de GER,MF,Werder Bremen,de Bundesliga,31-300,1993,1.7,5,2.88,5,0,0,0,0,0,0,0.00,Matches
245,Emmanuel Biumla,fr FRA,DF,Angers,fr Ligue 1,20-160,2005,1.5,1,0.70,0,1,0,0,0,0,0,0.00,Matches
246,Marco Bizot,nl NED,GK,Aston Villa,eng Premier League,34-219,1991,2.0,0,0.00,0,0,0,0,0,0,0,0.00,Matches
247,Antonio Blanco,es ESP,MF,Alavés,es La Liga,25-084,2000,6.8,8,1.18,8,0,0,0,0,0,0,0.00,Matches
248,Ludovic Blas,fr FRA,"MF,FW",Rennes,fr Ligue 1,27-288,1997,4.1,15,3.63,12,0,1,1,1,0,2,0.48,Matches
249,Daley Blind,nl NED,DF,Girona,es La Liga,35-220,1990,6.9,11,1.59,10,1,0,0,0,0,0,0.00,Matches
250,Adam Boayar,ma MAR,MF,Elche,es La Liga,20-002,2005,0.1,0,0.00,0,0,0,0,0,0,0,0.00,Matches
251,Oscar Bobb,no NOR,"FW,MF",Manchester City,eng Premier League,22-095,2003,4.0,18,4.48,13,0,4,0,1,0,3,0.75,Matches
252,Ben Bobzien,de GER,FW,Mainz 05,de Bundesliga,22-169,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,Matches
253,Arnaud Bodart,be BEL,GK,Lille,fr Ligue 1,27-218,1998,1.0,0,0.00,0,0,0,0,0,0,0,0.00,Matches
254,Sacha Boey,fr FRA,DF,Bayern Munich,de Bundesliga,25-032,2000,3.5,7,1.97,6,0,0,1,0,0,1,0.28,Matches
255,Jeremie Boga,ci CIV,"MF,FW",Nice,fr Ligue 1,28-285,1997,3.8,18,4.78,13,3,2,0,0,0,0,0.00,Matches
256,Lamare Bogarde,nl NED,MF,Aston Villa,eng Premier League,21-283,2004,3.1,5,1.58,5,0,0,0,0,0,1,0.32,Matches
257,Jayden Bogle,eng ENG,DF,Leeds United,eng Premier League,25-080,2000,6.8,7,1.03,5,0,1,0,1,0,0,0.00,Matches
258,Adama Boiro,es ESP,DF,Athletic Club,es La Liga,23-115,2002,0.5,1,2.00,1,0,0,0,0,0,0,0.00,Matches
259,Morgan Bokelé Mputu,cm CMR,"DF,FW",Metz,fr Ligue 1,21-216,2004,1.5,3,1.94,1,0,0,0,2,0,0,0.00,Matches
260,Daniel Boloca,ro ROU,MF,Sassuolo,it Serie A,26-297,1998,1.5,4,2.67,3,0,0,0,0,1,0,0.00,Matches
261,Moïse Bombito,ca CAN,DF,Nice,fr Ligue 1,25-199,2000,1.6,1,0.62,1,0,0,0,0,0,0,0.00,Matches
262,Federico Bonazzoli,it ITA,FW,Cremonese,it Serie A,28-147,1997,2.8,4,1.43,4,0,0,0,0,0,1,0.36,Matches
263,Warren Bondo,fr FRA,MF,Cremonese,it Serie A,22-030,2003,4.8,6,1.26,6,0,0,0,0,0,0,0.00,Matches
264,Giovanni Bonfanti,it ITA,DF,Pisa,it Serie A,22-271,2003,2.8,3,1.07,2,1,0,0,0,0,0,0.00,Matches
265,Victor Boniface,ng NGA,"FW,MF",Werder Bremen,de Bundesliga,24-296,2000,1.0,2,2.07,1,0,1,0,0,0,1,1.03,Matches
266,Rahim Bonkano,ne NIG,DF,Oviedo,es La Liga,23-287,2002,7.2,13,1.80,11,1,1,0,0,0,0,0.00,Matches
267,Ange-Yoan Bonny,fr FRA,FW,Inter,it Serie A,21-355,2003,1.5,11,7.39,10,0,0,1,0,0,4,2.69,Matches
268,Gennaro Borrelli,it ITA,FW,Cagliari,it Serie A,25-219,2000,2.3,4,1.74,3,0,0,0,1,0,0,0.00,Matches
269,Sven Botman,nl NED,DF,Newcastle Utd,eng Premier League,25-276,2000,3.8,2,0.53,1,1,0,0,0,0,0,0.00,Matches
270,Ayyoub Bouaddi,fr FRA,MF,Lille,fr Ligue 1,18-013,2007,5.8,10,1.73,7,0,1,2,0,0,0,0.00,Matches
271,Badredine Bouanani,dz ALG,MF,Nice,fr Ligue 1,20-311,2004,1.0,3,2.90,3,0,0,0,0,0,0,0.00,Matches
272,Badredine Bouanani,dz ALG,FW,Stuttgart,de Bundesliga,20-311,2004,1.6,7,4.34,5,1,1,0,0,0,1,0.62,Matches
273,Hicham Boudaoui,dz ALG,MF,Nice,fr Ligue 1,26-022,1999,5.8,22,3.78,17,0,1,3,0,1,3,0.52,Matches
274,Justin Bourgault,fr FRA,"MF,DF",Brest,fr Ligue 1,20-031,2005,0.2,1,5.63,0,0,1,0,0,0,0,0.00,Matches
275,Jarrod Bowen,eng ENG,"FW,MF",West Ham,eng Premier League,28-299,1996,7.0,22,3.14,13,0,4,4,1,0,0,0.00,Matches
276,Lucas Boyé,ar ARG,"FW,MF",Alavés,es La Liga,29-229,1996,3.1,8,2.55,6,0,0,1,0,1,0,0.00,Matches
277,Enzo Boyomo,cm CMR,DF,Osasuna,es La Liga,24-008,2001,8.0,11,1.38,10,1,0,0,0,0,0,0.00,Matches
278,Domagoj Bradarić,hr CRO,"DF,FW",Hellas Verona,it Serie A,25-309,1999,5.6,12,2.13,10,1,0,0,0,1,0,0.00,Matches
279,Conor Bradley,nir NIR,DF,Liverpool,eng Premier League,22-098,2003,2.6,0,0.00,0,0,0,0,0,0,0,0.00,Matches
280,Bilal Brahimi,dz ALG,FW,Nice,fr Ligue 1,25-215,2000,0.0,1,90.00,1,0,0,0,0,0,0,0.00,Matches
281,Julian Brandt,de GER,"MF,FW",Dortmund,de Bundesliga,29-166,1996,2.9,6,2.08,6,0,0,0,0,0,2,0.69,Matches
282,Lilian Brassier,fr FRA,DF,Rennes,fr Ligue 1,25-347,1999,2.4,3,1.24,3,0,0,0,0,0,0,0.00,Matches
283,Iker Bravo,es ESP,FW,Udinese,it Serie A,20-275,2005,1.8,5,2.73,4,0,0,1,0,0,0,0.00,Matches
284,Josip Brekalo,hr CRO,FW,Oviedo,es La Liga,27-114,1998,3.0,7,2.35,6,0,1,0,0,0,0,0.00,Matches
285,Gleison Bremer,br BRA,DF,Juventus,it Serie A,28-211,1997,3.8,4,1.04,4,0,0,0,0,0,2,0.52,Matches
286,Marco Brescianini,it ITA,MF,Atalanta,it Serie A,25-268,2000,0.8,2,2.47,1,0,0,1,0,0,0,0.00,Matches
287,Abel Bretones,es ESP,"DF,MF",Osasuna,es La Liga,25-055,2000,6.0,11,1.84,9,1,0,0,1,0,1,0.17,Matches
288,Sascha Britschgi,ch SUI,DF,Parma,it Serie A,19-049,2006,1.5,0,0.00,0,0,0,0,0,0,0,0.00,Matches
289,Brian Brobbey,nl NED,FW,Sunderland,eng Premier League,23-256,2002,0.7,0,0.00,0,0,0,0,0,0,0,0.00,Matches
290,Marius Broholm,no NOR,FW,Lille,fr Ligue 1,20-293,2004,1.0,2,2.00,2,0,0,0,0,0,0,0.00,Matches
291,Armando Broja,al ALB,FW,Burnley,eng Premier League,24-035,2001,0.5,0,0.00,0,0,0,0,0,0,0,0.00,Matches
292,David Brooks,wls WAL,"FW,MF",Bournemouth,eng Premier League,28-099,1997,5.0,15,2.97,9,2,2,2,0,0,2,0.40,Matches
293,Nathaniel Brown,de GER,"DF,FW",Eint Frankfurt,de Bundesliga,22-121,2003,4.2,14,3.37,11,2,0,0,1,0,2,0.48,Matches
294,Brugui,es ESP,MF,Levante,es La Liga,28-345,1996,5.9,6,1.01,3,0,0,3,0,0,2,0.34,Matches
295,Paris Brunner,de GER,FW,Monaco,fr Ligue 1,19-242,2006,0.9,2,2.14,1,0,0,0,1,0,0,0.00,Matches
296,Jacob Bruun Larsen,dk DEN,"FW,MF",Burnley,eng Premier League,27-026,1998,2.6,3,1.13,3,0,0,0,0,0,1,0.38,Matches
297,Tajon Buchanan,ca CAN,MF,Villarreal,es La Liga,26-249,1999,5.8,15,2.57,9,0,1,1,4,0,1,0.17,Matches
298,Ante Budimir,hr CRO,FW,Osasuna,es La Liga,34-085,1991,7.1,6,0.85,5,0,0,1,0,0,0,0.00,Matches
299,Emi Buendía,ar ARG,"MF,FW",Aston Villa,eng Premier League,28-294,1996,3.3,13,3.91,13,0,0,0,0,0,1,0.30,Matches
300,Hugo Bueno,es ESP,"DF,MF",Wolves,eng Premier League,23-027,2002,4.9,14,2.87,11,1,1,0,1,0,0,0.00,Matches
301,Manu Bueno,es ESP,MF,Sevilla,es La Liga,21-080,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,Matches
302,Santiago Bueno,uy URU,DF,Wolves,eng Premier League,26-340,1998,3.4,4,1.18,3,0,0,0,1,0,1,0.30,Matches
303,Louis Buffon,it ITA,FW,Pisa,it Serie A,17-291,2007,0.2,0,0.00,0,0,0,0,0,0,0,0.00,Matches
304,Adam Buksa,pl POL,FW,Udinese,it Serie A,29-095,1996,1.1,3,2.62,3,0,0,0,0,0,0,0.00,Matches
305,Andrija Bulatović,me MNE,MF,Lens,fr Ligue 1,18-292,2006,0.0,0,0.00,0,0,0,0,0,0,0,0.00,Matches
306,Marius Bülter,de GER,FW,Köln,de Bundesliga,32-200,1993,3.3,11,3.30,9,0,0,1,1,0,2,0.60,Matches
307,Facundo Buonanotte,ar ARG,MF,Chelsea,eng Premier League,20-296,2004,0.5,2,4.00,2,0,0,0,0,0,0,0.00,Matches
308,Alessandro Buongiorno,it ITA,DF,Napoli,it Serie A,26-131,1999,2.1,2,0.94,2,0,0,0,0,0,1,0.47,Matches
309,Wouter Burger,nl NED,MF,Hoffenheim,de Bundesliga,24-241,2001,4.3,9,2.10,9,0,0,0,0,0,0,0.00,Matches
310,Jonathan Burkardt,de GER,FW,Eint Frankfurt,de Bundesliga,25-096,2000,3.7,6,1.64,4,0,0,0,1,1,2,0.55,Matches
311,Oliver Burke,sct SCO,"MF,FW",Union Berlin,de Bundesliga,28-191,1997,3.4,10,2.90,6,0,1,1,2,0,1,0.29,Matches
312,Vincent Burlet,be BEL,DF,Lille,fr Ligue 1,20-022,2005,0.2,2,9.47,2,0,0,0,0,0,0,0.00,Matches
313,Dan Burn,eng ENG,DF,Newcastle Utd,eng Premier League,33-159,1992,7.0,3,0.43,3,0,0,0,0,0,1,0.14,Matches
314,Marnon Busch,de GER,DF,Heidenheim,de Bundesliga,30-311,1994,3.1,6,1.91,5,0,0,0,0,1,0,0.00,Matches
315,Aurélio Buta,pt POR,DF,Eint Frankfurt,de Bundesliga,28-247,1997,1.5,2,1.31,1,0,0,0,1,0,0,0.00,Matches
316,Jean Butez,fr FRA,GK,Como,it Serie A,30-129,1995,6.0,4,0.67,4,0,0,0,0,0,0,0.00,Matches
317,Sam Byram,eng ENG,DF,Leeds United,eng Premier League,32-029,1993,0.1,0,0.00,0,0,0,0,0,0,0,0.00,Matches
318,William Bøving,dk DEN,MF,Mainz 05,de Bundesliga,22-228,2003,0.7,2,2.81,2,0,0,0,0,0,0,0.00,Matches
319,Jorge Cabello,es ESP,DF,Levante,es La Liga,21-173,2004,2.7,2,0.75,2,0,0,0,0,0,0,0.00,Matches
320,Pape Cabral,fr FRA,MF,Monaco,fr Ligue 1,18-268,2007,0.1,0,0.00,0,0,0,0,0,0,0,0.00,Matches
321,Leandro Cabrera,uy URU,DF,Espanyol,es La Liga,34-120,1991,7.0,6,0.86,4,1,0,0,1,0,1,0.14,Matches
322,Anthony Caci,fr FRA,"DF,MF",Mainz 05,de Bundesliga,28-106,1997,3.4,18,5.23,13,1,2,1,1,0,0,0.00,Matches
323,Noah Cadiou,gp GLP,MF,Lorient,fr Ligue 1,26-354,1998,0.5,0,0.00,0,0,0,0,0,0,0,0.00,Matches
324,Mathieu Cafaro,fr FRA,"FW,MF",Paris FC,fr Ligue 1,28-204,1997,0.4,1,2.73,1,0,0,0,0,0,0,0.00,Matches
325,Moisés Caicedo,ec ECU,MF,Chelsea,eng Premier League,23-347,2001,7.0,13,1.86,12,0,0,1,0,0,2,0.29,Matches
326,Tom Cairney,sct SCO,MF,Fulham,eng Premier League,34-268,1991,1.3,1,0.79,1,0,0,0,0,0,0,0.00,Matches
327,Arturo Calabresi,it ITA,DF,Pisa,it Serie A,29-212,1996,0.6,0,0.00,0,0,0,0,0,0,0,0.00,Matches
328,Riccardo Calafiori,it ITA,DF,Arsenal,eng Premier League,23-149,2002,5.8,17,2.92,9,1,1,3,2,1,5,0.86,Matches
329,Calebe,br BRA,"MF,FW",Alavés,es La Liga,25-168,2000,1.2,9,7.36,4,2,2,0,1,0,1,0.82,Matches
330,Fernando Calero,es ESP,DF,Espanyol,es La Liga,30-031,1995,5.0,3,0.61,3,0,0,0,0,0,0,0.00,Matches
331,Duje Ćaleta-Car,hr CRO,DF,Real Sociedad,es La Liga,29-028,1996,6.7,6,0.89,6,0,0,0,0,0,0,0.00,Matches
332,Hakan Çalhanoğlu,tr TUR,MF,Inter,it Serie A,31-249,1994,3.3,15,4.49,8,4,1,2,0,0,1,0.30,Matches
333,Dominic Calvert-Lewin,eng ENG,FW,Leeds United,eng Premier League,28-213,1997,4.0,9,2.27,8,0,0,0,1,0,1,0.25,Matches
334,Dani Calvo,es ESP,DF,Oviedo,es La Liga,31-197,1994,6.0,1,0.17,1,0,0,0,0,0,0,0.00,Matches
335,Adama Camara,fr FRA,MF,Paris FC,fr Ligue 1,28-362,1996,4.4,9,2.03,7,0,0,0,0,2,1,0.23,Matches
336,Amady Camara,ml MLI,"MF,FW",Nantes,fr Ligue 1,20-140,2005,1.3,3,2.27,2,0,0,1,0,0,1,0.76,Matches
337,Dawda Camara,mr MTN,FW,Girona,es La Liga,22-345,2002,0.8,0,0.00,0,0,0,0,0,0,0,0.00,Matches
338,Lamine Camara,sn SEN,MF,Monaco,fr Ligue 1,21-287,2004,3.7,13,3.52,10,2,1,0,0,0,5,1.36,Matches
339,Mahdi Camara,fr FRA,"MF,DF",Rennes,fr Ligue 1,27-107,1998,3.4,6,1.79,6,0,0,0,0,0,0,0.00,Matches
340,Ousmane Camara,ml MLI,DF,Angers,fr Ligue 1,22-223,2003,5.7,2,0.35,2,0,0,0,0,0,0,0.00,Matches
341,Francesco Camarda,it ITA,FW,Lecce,it Serie A,17-219,2008,2.3,1,0.44,0,0,1,0,0,0,0,0.00,Matches
342,Eduardo Camavinga,fr FRA,MF,Real Madrid,es La Liga,22-339,2002,0.8,0,0.00,0,0,0,0,0,0,0,0.00,Matches
343,Nicolò Cambiaghi,it ITA,FW,Bologna,it Serie A,24-291,2000,4.0,16,3.97,10,0,3,1,2,0,3,0.74,Matches
344,Andrea Cambiaso,it ITA,DF,Juventus,it Serie A,25-237,2000,3.9,17,4.35,13,4,0,0,0,0,0,0.00,Matches
345,Axel Camblan,fr FRA,"FW,MF",Brest,fr Ligue 1,22-046,2003,0.1,2,15.00,2,0,0,0,0,0,0,0.00,Matches
346,Sergio Camello,es ESP,"FW,MF",Rayo Vallecano,es La Liga,24-247,2001,1.4,5,3.63,4,0,0,0,0,1,0,0.00,Matches
347,Cole Campbell,us USA,FW,Dortmund,de Bundesliga,19-237,2006,0.2,1,5.29,1,0,0,0,0,0,0,0.00,Matches
348,Matteo Cancellieri,it ITA,FW,Lazio,it Serie A,23-245,2002,4.3,11,2.54,7,0,0,2,2,0,1,0.23,Matches
349,Fali Candé,gw GNB,DF,Sassuolo,it Serie A,27-264,1998,0.6,1,1.64,1,0,0,0,0,0,0,0.00,Matches
350,Simone Canestrelli,it ITA,DF,Pisa,it Serie A,25-034,2000,6.0,5,0.83,4,0,0,1,0,0,1,0.17,Matches
351,Jaydee Canvot,fr FRA,"MF,DF",Toulouse,fr Ligue 1,19-078,2006,2.0,0,0.00,0,0,0,0,0,0,0,0.00,Matches
352,Nicolás Capaldo,ar ARG,"MF,DF",Hamburger SV,de Bundesliga,28-031,1997,3.4,6,1.78,3,0,0,0,2,1,1,0.30,Matches
353,Pierrick Capelle,fr FRA,MF,Angers,fr Ligue 1,38-183,1987,0.6,3,5.00,3,0,0,0,0,0,0,0.00,Matches
354,Elia Caprile,it ITA,GK,Cagliari,it Serie A,24-051,2001,6.0,1,0.17,0,1,0,0,0,0,0,0.00,Matches
355,Maxence Caqueret,fr FRA,"MF,FW",Como,it Serie A,25-242,2000,1.5,6,4.09,6,0,0,0,0,0,0,0.00,Matches
356,Antonio Caracciolo,it ITA,DF,Pisa,it Serie A,35-107,1990,6.0,4,0.67,2,2,0,0,0,0,0,0.00,Matches
357,Valentin Carboni,ar ARG,"MF,FW",Genoa,it Serie A,20-224,2005,2.4,6,2.50,5,0,0,0,1,0,0,0.00,Matches
358,Sergi Cardona,es ESP,DF,Villarreal,es La Liga,26-099,1999,6.8,16,2.36,15,1,0,0,0,0,2,0.29,Matches
359,Fábio Cardoso,pt POR,DF,Sevilla,es La Liga,31-179,1994,0.8,0,0.00,0,0,0,0,0,0,0,0.00,Matches
360,Johnny Cardoso,us USA,MF,Atlético Madrid,es La Liga,24-025,2001,2.0,3,1.48,2,0,1,0,0,0,0,0.00,Matches
361,Igor Carioca,br BRA,DF,Lorient,fr Ligue 1,29-055,1996,3.0,5,1.67,2,2,0,0,0,1,0,0.00,Matches
362,Diego Carlos,br BRA,DF,Como,it Serie A,32-214,1993,3.0,0,0.00,0,0,0,0,0,0,0,0.00,Matches
363,Kevin Carlos,es ESP,FW,Nice,fr Ligue 1,24-188,2001,2.8,2,0.72,0,0,0,2,0,0,0,0.00,Matches
364,David Carmo,ao ANG,DF,Oviedo,es La Liga,26-088,1999,4.1,4,0.97,3,0,0,1,0,0,0,0.00,Matches
365,Carmona,es ESP,"DF,MF",Sevilla,es La Liga,23-259,2002,6.2,16,2.59,11,0,2,1,2,0,3,0.49,Matches
366,Marco Carnesecchi,it ITA,GK,Atalanta,it Serie A,25-106,2000,6.0,2,0.33,1,1,0,0,0,0,0,0.00,Matches
367,Sergio Carreira,es ESP,"MF,DF",Celta Vigo,es La Liga,25-002,2000,4.9,11,2.23,8,1,2,0,0,0,0,0.00,Matches
368,Álvaro Carreras,es ESP,DF,Real Madrid,es La Liga,22-206,2003,7.9,20,2.53,19,0,0,0,1,0,2,0.25,Matches
369,Dani Carvajal,es ESP,DF,Real Madrid,es La Liga,33-277,1992,4.0,4,1.01,3,0,0,1,0,0,0,0.00,Matches
370,Fabio Carvalho,pt POR,"FW,MF",Brentford,eng Premier League,23-046,2002,1.1,3,2.78,1,1,1,0,0,0,1,0.93,Matches
371,Cesare Casadei,it ITA,MF,Torino,it Serie A,22-278,2003,5.2,12,2.31,11,0,0,0,0,1,0,0.00,Matches
372,Marc Casado,es ESP,MF,Barcelona,es La Liga,22-031,2003,2.4,9,3.82,9,0,0,0,0,0,3,1.27,Matches
373,Nicolò Casale,it ITA,DF,Bologna,it Serie A,27-243,1998,0.5,0,0.00,0,0,0,0,0,0,0,0.00,Matches
374,Casemiro,br BRA,MF,Manchester Utd,eng Premier League,33-234,1992,3.6,5,1.38,4,0,0,0,0,1,1,0.28,Matches
375,Matty Cash,pl POL,DF,Aston Villa,eng Premier League,28-069,1997,6.7,11,1.63,6,5,0,0,0,0,0,0.00,Matches
376,Josué Casimir,ht HAI,"MF,DF",Auxerre,fr Ligue 1,24-021,2001,5.4,16,2.94,9,3,0,3,1,0,0,0.00,Matches
377,Cristian Cásseres Jr.,ve VEN,MF,Toulouse,fr Ligue 1,25-268,2000,5.2,14,2.70,7,7,0,0,0,0,0,0.00,Matches
378,Timothy Castagne,be BEL,"DF,FW",Fulham,eng Premier League,29-314,1995,3.4,12,3.52,7,2,0,3,0,0,0,0.00,Matches
379,Valentín Castellanos,ar ARG,FW,Lazio,it Serie A,27-012,1998,4.8,12,2.52,7,0,2,1,2,0,5,1.05,Matches
380,Castrin,es ESP,DF,Sevilla,es La Liga,22-287,2003,3.7,1,0.27,1,0,0,0,0,0,0,0.00,Matches
381,Jonny Castro,es ESP,DF,Alavés,es La Liga,31-226,1994,7.9,13,1.65,12,0,0,1,0,0,0,0.00,Matches
382,Santiago Castro,ar ARG,FW,Bologna,it Serie A,21-016,2004,3.6,7,1.92,6,0,0,1,0,0,1,0.27,Matches
383,Alessio Castro-Montes,be BEL,"DF,FW",Köln,de Bundesliga,28-151,1997,0.3,2,6.67,1,1,0,0,0,0,1,3.33,Matches
384,Danilo Cataldi,it ITA,MF,Lazio,it Serie A,31-070,1994,3.8,7,1.85,6,1,0,0,0,0,0,0.00,Matches
385,Catena,es ESP,DF,Osasuna,es La Liga,30-352,1994,8.0,6,0.75,5,0,0,0,1,0,1,0.12,Matches
386,Nicolò Cavuoti,it ITA,DF,Cagliari,it Serie A,22-194,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,Matches
387,Santi Cazorla,es ESP,"MF,FW",Oviedo,es La Liga,40-306,1984,2.2,5,2.25,2,3,0,0,0,0,0,0.00,Matches
388,Dani Ceballos,es ESP,MF,Real Madrid,es La Liga,29-069,1996,2.6,6,2.30,6,0,0,0,0,0,0,0.00,Matches
389,Federico Ceccherini,it ITA,DF,Cremonese,it Serie A,33-157,1992,1.2,0,0.00,0,0,0,0,0,0,0,0.00,Matches
390,Abdoulie Ceesay,gm GAM,"FW,DF",St. Pauli,de Bundesliga,21-283,2004,0.5,3,5.74,1,0,0,0,2,0,1,1.91,Matches
391,Zeki Çelik,tr TUR,DF,Roma,it Serie A,28-240,1997,3.2,8,2.47,8,0,0,0,0,0,1,0.31,Matches
392,Václav Černý,cz CZE,FW,Wolfsburg,de Bundesliga,27-363,1997,0.5,1,1.91,0,0,0,1,0,0,0,0.00,Matches
393,Julian Chabot,de GER,DF,Stuttgart,de Bundesliga,27-245,1998,4.9,11,2.24,9,0,1,1,0,0,1,0.20,Matches
394,Fares Chaïbi,dz ALG,MF,Eint Frankfurt,de Bundesliga,22-321,2002,5.0,27,5.45,19,7,0,0,1,0,5,1.01,Matches
395,Ilyas Chaira,ma MAR,"FW,MF",Oviedo,es La Liga,24-255,2001,3.9,12,3.08,7,0,0,2,2,1,0,0.00,Matches
