Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,Matches
2424,Nathan Tella,ng NGA,"MF,FW",Leverkusen,de Bundesliga,26-102,1999,3,251,84,46.5,2.8,3,84,0,0,,0,1.33,6,5,+1,+0.36,-0.58,4.5,3.4,+1.1,+0.41,Matches
2425,Nahuel Tenaglia,ar ARG,DF,Alavés,es La Liga,29-236,1996,7,630,90,87.5,7.0,7,90,7,0,,1,1.43,8,7,+1,+0.14,+0.14,7.3,6.5,+0.9,+0.12,Matches
2426,Arnau Tenas,es ESP,GK,Villarreal,es La Liga,24-138,2001,2,180,90,25.0,2.0,2,90,2,0,,4,1.50,3,4,-1,-0.50,-1.67,2.9,4.4,-1.5,-0.73,Matches
2427,Filippo Terracciano,it ITA,DF,Cremonese,it Serie A,22-249,2003,5,450,90,83.3,5.0,5,90,5,0,,0,1.80,6,4,+2,+0.40,+3.40,3.7,6.7,-3.0,-0.61,Matches
2428,Pietro Terracciano,it ITA,GK,Milan,it Serie A,35-221,1990,2,125,63,23.1,1.4,1,90,1,1,35,4,3.00,4,0,+4,+2.88,+2.45,2.0,0.4,+1.7,+1.20,Matches
2429,Ramón Terrats,es ESP,MF,Espanyol,es La Liga,24-362,2000,6,96,16,13.3,1.1,1,45,0,5,10,2,1.83,0,1,-1,-0.94,-1.08,1.7,2.1,-0.4,-0.42,Matches
2430,Tanner Tessmann,us USA,MF,Lyon,fr Ligue 1,24-021,2001,7,629,90,99.8,7.0,7,90,6,0,,0,2.14,9,4,+5,+0.72,+90.72,11.6,8.1,+3.4,+0.49,Matches
2431,Kenny Tete,nl NED,DF,Fulham,eng Premier League,30-006,1995,5,450,90,71.4,5.0,5,90,5,0,,0,1.60,6,5,+1,+0.20,+2.20,5.3,6.6,-1.3,-0.26,Matches
2432,Jordan Teze,nl NED,"DF,MF",Monaco,fr Ligue 1,26-015,1999,6,495,83,78.6,5.5,6,83,4,0,,1,1.67,13,9,+4,+0.73,+0.73,10.9,8.2,+2.7,+0.48,Matches
2433,Florian Thauvin,fr FRA,MF,Lens,fr Ligue 1,32-262,1993,7,516,74,81.9,5.7,6,80,1,1,34,0,1.86,7,5,+2,+0.35,-1.23,10.7,8.2,+2.5,+0.44,Matches
2434,Arthur Theate,be BEL,DF,Eint Frankfurt,de Bundesliga,25-143,2000,6,540,90,100.0,6.0,6,90,6,0,,0,1.50,17,16,+1,+0.17,,10.1,9.0,+1.1,+0.18,Matches
2435,Thiago,br BRA,FW,Brentford,eng Premier League,24-111,2001,7,562,80,89.2,6.2,7,80,3,0,,0,1.00,7,11,-4,-0.64,-1.96,7.2,9.0,-1.8,-0.29,Matches
2436,Aliou Thiaré,sn SEN,DF,Le Havre,fr Ligue 1,21-299,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
2437,Malick Thiaw,de GER,DF,Newcastle Utd,eng Premier League,24-068,2001,4,273,68,43.3,3.0,3,88,2,1,10,3,1.00,4,3,+1,+0.33,+0.33,4.1,2.9,+1.2,+0.41,Matches
2438,Jan Thielmann,de GER,"FW,MF",Köln,de Bundesliga,23-142,2002,6,371,62,68.7,4.1,6,62,0,0,,0,1.67,7,5,+2,+0.49,+0.49,5.7,6.8,-1.1,-0.27,Matches
2439,Adrien Thomasson,fr FRA,MF,Lens,fr Ligue 1,31-309,1993,7,630,90,100.0,7.0,7,90,7,0,,0,1.86,10,6,+4,+0.57,,12.8,9.9,+2.8,+0.40,Matches
2440,Morten Thorsby,no NOR,"MF,FW",Genoa,it Serie A,29-163,1996,3,60,20,11.1,0.7,0,,0,3,20,3,0.33,0,2,-2,-3.00,-2.25,0.2,0.6,-0.4,-0.61,Matches
2441,Kristian Thorstvedt,no NOR,MF,Sassuolo,it Serie A,26-216,1999,4,98,25,18.1,1.1,0,,0,4,25,0,2.25,3,1,+2,+1.84,+2.24,2.7,1.3,+1.5,+1.35,Matches
2442,Khéphren Thuram,fr FRA,MF,Juventus,it Serie A,24-203,2001,6,405,68,75.0,4.5,5,77,3,1,22,0,2.00,8,5,+3,+0.67,0.00,4.8,4.3,+0.5,+0.12,Matches
2443,Marcus Thuram,fr FRA,FW,Inter,it Serie A,28-070,1997,5,372,74,68.9,4.1,5,74,2,0,,0,1.80,10,6,+4,+0.97,-1.71,6.4,2.8,+3.5,+0.86,Matches
2444,Cheikh Tidiane Sabaly,sn SEN,"MF,FW",Metz,fr Ligue 1,26-225,1999,5,360,72,57.1,4.0,4,86,3,1,18,0,0.40,2,9,-7,-1.75,-0.42,3.1,8.7,-5.6,-1.40,Matches
2445,Youri Tielemans,be BEL,MF,Aston Villa,eng Premier League,28-161,1997,4,315,79,50.0,3.5,4,79,3,0,,0,0.50,0,4,-4,-1.14,-2.00,2.6,6.4,-3.8,-1.08,Matches
2446,Phillip Tietz,de GER,"FW,MF",Augsburg,de Bundesliga,28-098,1997,5,127,25,23.5,1.4,0,,0,5,25,1,0.60,3,2,+1,+0.71,+1.36,1.3,2.8,-1.5,-1.09,Matches
2447,Malik Tillman,us USA,MF,Leverkusen,de Bundesliga,23-140,2002,5,375,75,69.4,4.2,5,75,2,0,,0,2.20,9,4,+5,+1.20,+1.75,8.0,4.0,+4.0,+0.95,Matches
2448,Jurriën Timber,nl NED,DF,Arsenal,eng Premier League,24-120,2001,7,522,75,82.9,5.8,6,84,4,1,20,0,2.29,11,3,+8,+1.38,-1.12,9.7,3.3,+6.4,+1.11,Matches
2449,Jean-Clair Todibo,fr FRA,DF,West Ham,eng Premier League,25-289,1999,2,126,63,20.0,1.4,2,63,0,0,,2,0.00,1,5,-4,-2.86,-1.79,0.5,2.3,-1.8,-1.28,Matches
2450,Umut Tohumcu,de GER,MF,Hoffenheim,de Bundesliga,21-065,2004,4,118,30,21.9,1.3,1,58,0,3,20,2,1.00,1,4,-3,-2.29,-2.29,1.2,2.4,-1.2,-0.94,Matches
2451,Corentin Tolisso,fr FRA,"MF,FW",Lyon,fr Ligue 1,31-073,1994,7,604,86,95.9,6.7,7,86,5,0,,0,2.14,8,5,+3,+0.45,-3.01,10.3,7.6,+2.7,+0.40,Matches
2452,Jeremy Toljan,de GER,DF,Levante,es La Liga,31-068,1994,8,692,87,96.1,7.7,8,87,6,0,,0,1.00,13,13,0,0.00,+3.21,11.7,12.0,-0.3,-0.04,Matches
2453,Tiago Tomás,pt POR,"FW,MF",Stuttgart,de Bundesliga,23-121,2002,6,303,51,56.1,3.4,3,72,0,3,29,0,2.00,5,4,+1,+0.30,-0.08,5.1,4.6,+0.5,+0.15,Matches
2454,Bodin Tomašević,me MNE,DF,Bologna,it Serie A,19-156,2006,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
2455,Fikayo Tomori,eng ENG,DF,Milan,it Serie A,27-300,1997,6,503,84,93.1,5.6,6,84,4,0,,0,2.17,9,3,+6,+1.07,+1.07,8.0,4.0,+4.0,+0.71,Matches
2456,Sandro Tonali,it ITA,MF,Newcastle Utd,eng Premier League,25-160,2000,7,605,86,96.0,6.7,7,86,6,0,,0,1.29,5,4,+1,+0.15,+0.15,8.2,4.4,+3.9,+0.57,Matches
2457,Giacomo Toniolo,it ITA,GK,Hellas Verona,it Serie A,21-197,2004,0,,,,,0,,0,0,,4,,,,,,,,,,,Matches
2458,Pablo Torre,es ESP,"MF,FW",Mallorca,es La Liga,22-195,2003,8,473,59,65.7,5.3,6,69,1,2,30,0,0.63,4,10,-6,-1.14,-1.14,4.1,10.5,-6.4,-1.22,Matches
2459,Jofre Torrents,es ESP,DF,Barcelona,es La Liga,18-260,2007,2,40,20,5.6,0.4,0,,0,2,20,5,3.00,3,0,+3,+6.75,+5.43,1.9,0.1,+1.8,+4.14,Matches
2460,Ferrán Torres,es ESP,FW,Barcelona,es La Liga,25-228,2000,8,532,67,73.9,5.9,7,74,2,1,13,0,2.38,16,6,+10,+1.69,+0.26,12.4,6.9,+5.5,+0.93,Matches
2461,Pau Torres,es ESP,DF,Aston Villa,eng Premier League,28-272,1997,4,256,64,40.6,2.8,2,90,2,2,38,3,1.50,5,3,+2,+0.70,+1.43,3.1,3.2,-0.1,-0.05,Matches
2462,Lorenzo Torriani,it ITA,GK,Milan,it Serie A,20-257,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
2463,Lucas Torró,es ESP,MF,Osasuna,es La Liga,31-088,1994,8,617,77,85.7,6.9,8,77,5,0,,0,1.25,6,8,-2,-0.29,-1.17,7.0,8.7,-1.7,-0.25,Matches
2464,Jordan Torunarigha,de GER,DF,Hamburger SV,de Bundesliga,28-069,1997,2,180,90,33.3,2.0,2,90,2,0,,0,0.50,0,2,-2,-1.00,-1.00,0.8,2.5,-1.8,-0.88,Matches
2465,Abdoulaye Touré,gn GUI,MF,Le Havre,fr Ligue 1,31-226,1994,5,297,59,47.1,3.3,3,81,0,2,27,0,1.00,2,1,+1,+0.30,+1.11,3.9,1.9,+1.9,+0.59,Matches
2466,Alpha Touré,sn SEN,"DF,MF",Metz,fr Ligue 1,19-263,2006,7,204,29,32.4,2.3,1,90,1,6,19,0,0.29,1,6,-5,-2.21,-0.94,2.3,5.4,-3.2,-1.40,Matches
2467,Bazoumana Touré,ci CIV,"FW,MF",Hoffenheim,de Bundesliga,19-227,2006,6,527,88,97.6,5.9,6,88,5,0,,0,1.17,8,12,-4,-0.68,-7.61,8.2,9.7,-1.5,-0.25,Matches
2468,Idrissa Touré,de GER,DF,Pisa,it Serie A,27-169,1998,5,395,79,73.1,4.4,5,79,4,0,,0,0.40,1,4,-3,-0.68,+1.80,2.4,5.2,-2.7,-0.63,Matches
2469,Ousmane Toure,fr FRA,DF,Lille,fr Ligue 1,20-239,2005,1,51,51,8.1,0.6,1,51,0,0,,0,1.00,2,2,0,0.00,-0.62,0.5,1.2,-0.7,-1.23,Matches
2470,Nicolas Trabucchi,it ITA,DF,Parma,it Serie A,18-059,2007,0,,,,,0,,0,0,,4,,,,,,,,,,,Matches
2471,James Trafford,eng ENG,GK,Manchester City,eng Premier League,23-005,2002,3,270,90,42.9,3.0,3,90,3,0,,4,1.00,5,4,+1,+0.33,-1.67,5.8,3.9,+1.9,+0.62,Matches
2472,Mattéo Tramoni,fr FRA,"MF,FW",Pisa,it Serie A,25-268,2000,6,355,59,65.7,3.9,5,68,0,1,16,0,0.33,2,7,-5,-1.27,-0.29,3.2,4.8,-1.5,-0.39,Matches
2473,Adama Traoré,es ESP,FW,Fulham,eng Premier League,29-263,1996,5,148,30,23.5,1.6,0,,0,5,30,2,0.80,2,4,-2,-1.22,-1.03,2.9,2.2,+0.7,+0.42,Matches
2474,Bertrand Traoré,bf BFA,"FW,MF",Sunderland,eng Premier League,30-039,1995,2,89,45,14.1,1.0,1,57,0,1,32,2,1.50,0,2,-2,-2.02,-2.52,1.1,2.5,-1.4,-1.39,Matches
2475,Boubacar Traoré,ml MLI,MF,Metz,fr Ligue 1,24-056,2001,6,532,89,84.4,5.9,6,89,4,0,,0,0.33,3,10,-7,-1.18,+2.49,4.9,11.4,-6.5,-1.10,Matches
2476,Hamari Traoré,ml MLI,DF,Real Sociedad,es La Liga,33-261,1992,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
2477,Hamari Traoré,ml MLI,DF,Paris FC,fr Ligue 1,33-261,1992,3,224,75,35.6,2.5,3,75,0,0,,0,1.33,3,2,+1,+0.40,+0.85,3.6,1.7,+1.9,+0.78,Matches
2478,Omar Traoré,de GER,DF,Heidenheim,de Bundesliga,27-253,1998,6,404,67,74.8,4.5,4,90,4,2,22,0,0.50,3,9,-6,-1.34,-0.67,5.2,8.4,-3.2,-0.72,Matches
2479,Kevin Trapp,de GER,GK,Paris FC,fr Ligue 1,35-099,1990,1,90,90,14.3,1.0,1,90,1,0,,5,3.00,3,2,+1,+1.00,+1.33,3.2,1.8,+1.4,+1.38,Matches
2480,Mark Travers,ie IRL,GK,Everton,eng Premier League,26-150,1999,0,,,,,0,,0,0,,7,,,,,,,,,,,Matches
2481,Óscar Trejo,ar ARG,MF,Rayo Vallecano,es La Liga,37-172,1988,3,32,11,4.4,0.4,0,,0,3,11,4,0.25,1,2,-1,-2.81,-2.68,0.9,0.6,+0.3,+0.79,Matches
2482,Philipp Treu,de GER,"DF,FW",Freiburg,de Bundesliga,24-316,2000,4,171,43,31.7,1.9,1,90,1,3,27,1,1.25,1,0,+1,+0.53,+0.77,1.6,1.7,-0.1,-0.05,Matches
2483,Christopher Trimmel,at AUT,DF,Union Berlin,de Bundesliga,38-233,1987,6,468,78,86.7,5.2,6,78,2,0,,0,1.17,8,9,-1,-0.19,+4.81,7.1,10.7,-3.6,-0.70,Matches
2484,Kieran Trippier,eng ENG,DF,Newcastle Utd,eng Premier League,35-026,1990,6,429,72,68.1,4.8,5,81,3,1,24,1,1.33,4,4,0,0.00,-0.45,7.4,2.4,+5.1,+1.06,Matches
2485,Pol Tristán,es ESP,GK,Espanyol,es La Liga,23-211,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
2486,Mariano Troilo,ar ARG,DF,Parma,it Serie A,22-115,2003,0,,,,,0,,0,0,,5,,,,,,,,,,,Matches
2487,Leandro Trossard,be BEL,FW,Arsenal,eng Premier League,30-315,1994,5,294,59,46.7,3.3,3,81,0,2,25,2,2.60,6,2,+4,+1.22,-0.65,6.8,1.9,+4.9,+1.49,Matches
2488,Adrien Truffert,fr FRA,DF,Bournemouth,eng Premier League,23-329,2001,7,630,90,100.0,7.0,7,90,7,0,,0,2.00,11,8,+3,+0.43,,8.4,6.3,+2.0,+0.29,Matches
2489,Kostas Tsimikas,gr GRE,DF,Roma,it Serie A,29-156,1996,3,108,36,20.0,1.2,1,66,0,2,21,1,3.00,3,1,+2,+1.67,+1.04,2.4,0.7,+1.7,+1.41,Matches
2490,Heorhii Tsitaishvili,ge GEO,"FW,DF",Metz,fr Ligue 1,24-331,2000,7,341,49,54.1,3.8,4,71,1,3,19,0,0.29,3,6,-3,-0.79,+1.70,4.3,6.1,-1.8,-0.49,Matches
2491,Viktor Tsyhankov,ua UKR,"MF,FW",Girona,es La Liga,27-334,1997,2,167,84,23.2,1.9,2,84,1,0,,0,0.00,1,8,-7,-3.77,-2.96,0.7,5.5,-4.9,-2.62,Matches
2492,Axel Tuanzebe,cd COD,DF,Burnley,eng Premier League,27-335,1997,1,90,90,14.3,1.0,1,90,1,0,,0,0.00,1,2,-1,-1.00,+0.17,0.4,1.1,-0.7,-0.74,Matches
2493,Stefano Turati,it ITA,GK,Sassuolo,it Serie A,24-040,2001,1,90,90,16.7,1.0,1,90,1,0,,5,0.00,0,2,-2,-2.00,-2.40,0.4,1.2,-0.8,-0.79,Matches
2494,Beñat Turrientes,es ESP,MF,Real Sociedad,es La Liga,23-257,2002,5,239,48,33.2,2.7,3,66,0,2,20,3,1.00,2,5,-3,-1.13,-0.76,2.4,5.3,-2.9,-1.09,Matches
2495,Harry Tyrer,eng ENG,GK,Everton,eng Premier League,23-313,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
2496,Stefanos Tzimas,gr GRE,"MF,FW",Brighton,eng Premier League,19-282,2006,3,51,17,8.1,0.6,0,,0,3,17,1,1.33,3,0,+3,+5.29,+5.76,1.6,0.7,+0.9,+1.54,Matches
2497,Christantus Uche,ng NGA,MF,Crystal Palace,eng Premier League,22-149,2003,2,10,5,1.6,0.1,0,,0,2,5,2,0.50,0,1,-1,-9.00,-9.73,0.7,0.7,0.0,+0.41,Matches
2498,Christantus Uche,ng NGA,FW,Getafe,es La Liga,22-149,2003,3,270,90,37.5,3.0,3,90,3,0,,0,2.00,4,4,0,0.00,+0.40,2.9,2.3,+0.5,+0.18,Matches
2499,Destiny Udogie,it ITA,DF,Tottenham,eng Premier League,22-321,2002,5,303,61,48.1,3.4,3,88,2,2,20,0,1.60,4,4,0,0.00,-2.20,3.1,4.2,-1.1,-0.32,Matches
2500,Matthieu Udol,fr FRA,DF,Lens,fr Ligue 1,29-209,1996,7,619,88,98.3,6.9,7,88,6,0,,0,1.86,10,6,+4,+0.58,+0.58,12.7,9.6,+3.1,+0.45,Matches
2501,Manuel Ugarte,uy URU,MF,Manchester Utd,eng Premier League,24-187,2001,6,243,41,38.6,2.7,2,72,0,4,25,1,1.17,1,7,-6,-2.22,-3.15,2.5,5.6,-3.0,-1.13,Matches
2502,Lesley Ugochukwu,fr FRA,MF,Burnley,eng Premier League,21-203,2004,6,288,48,45.7,3.2,3,75,0,3,21,0,0.50,4,5,-1,-0.31,+1.53,2.1,6.7,-4.6,-1.44,Matches
2503,Filip Ugrinic,ch SUI,MF,Valencia,es La Liga,26-283,1999,4,93,23,12.9,1.0,0,,0,4,23,3,0.50,1,4,-3,-2.90,-2.76,0.4,3.2,-2.9,-2.77,Matches
2504,Lukas Ullrich,de GER,DF,Gladbach,de Bundesliga,21-213,2004,6,396,66,73.3,4.4,5,78,1,1,6,0,0.50,3,10,-7,-1.59,-1.59,5.1,5.9,-0.8,-0.17,Matches
2505,Sven Ulreich,de GER,GK,Bayern Munich,de Bundesliga,37-073,1988,0,,,,,0,,0,0,,4,,,,,,,,,,,Matches
2506,Deniz Undav,de GER,MF,Stuttgart,de Bundesliga,29-088,1996,2,103,52,19.1,1.1,2,52,1,0,,0,1.50,1,2,-1,-0.87,-1.49,1.8,0.3,+1.4,+1.25,Matches
2507,Dayot Upamecano,fr FRA,DF,Bayern Munich,de Bundesliga,26-353,1998,6,427,71,79.1,4.7,5,81,4,1,22,0,3.00,22,3,+19,+4.00,+1.62,14.2,2.2,+12.0,+2.53,Matches
2508,Jan Urbich,de GER,FW,Gladbach,de Bundesliga,21-114,2004,1,22,22,4.1,0.2,0,,0,1,22,0,1.00,0,0,0,0.00,+1.22,0.2,0.3,-0.1,-0.59,Matches
2509,Jonas Urbig,de GER,GK,Bayern Munich,de Bundesliga,22-068,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,Matches
2510,Can Uzun,tr TUR,MF,Eint Frankfurt,de Bundesliga,19-338,2005,6,427,71,79.1,4.7,6,71,1,0,,0,1.50,17,9,+8,+1.69,+7.26,9.3,5.8,+3.6,+0.75,Matches
2511,Josha Vagnoman,de GER,DF,Stuttgart,de Bundesliga,24-308,2000,4,338,85,62.6,3.8,4,85,2,0,,2,1.50,4,5,-1,-0.27,-1.60,4.3,4.0,+0.3,+0.09,Matches
2512,Hákon Valdimarsson,is ISL,GK,Brentford,eng Premier League,24-002,2001,0,,,,,0,,0,0,,7,,,,,,,,,,,Matches
2513,Lautaro Valenti,ar ARG,DF,Parma,it Serie A,26-274,1999,2,180,90,33.3,2.0,2,90,2,0,,0,0.50,1,3,-2,-1.00,-0.50,1.3,3.1,-1.8,-0.91,Matches
2514,Óscar Valentín,es ESP,MF,Rayo Vallecano,es La Liga,31-056,1994,6,359,60,49.9,4.0,4,84,2,2,13,2,1.33,3,3,0,0.00,+0.50,4.9,3.9,+0.9,+0.23,Matches
2515,Nicolás Valentini,ar ARG,DF,Hellas Verona,it Serie A,24-192,2001,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
2516,Germán Valera,es ESP,"FW,DF",Elche,es La Liga,23-213,2002,7,529,76,73.5,5.9,6,85,3,1,22,0,1.71,9,6,+3,+0.51,+0.98,7.7,8.3,-0.6,-0.10,Matches
2517,Emanuele Valeri,it ITA,DF,Parma,it Serie A,26-312,1998,6,475,79,88.0,5.3,6,79,5,0,,0,0.83,3,6,-3,-0.57,+0.82,5.3,5.1,+0.3,+0.05,Matches
2518,Martin Valjent,sk SVK,DF,Mallorca,es La Liga,29-308,1995,8,720,90,100.0,8.0,8,90,8,0,,0,0.63,7,13,-6,-0.75,,6.3,14.7,-8.5,-1.06,Matches
2519,Álex Valle,es ESP,DF,Como,it Serie A,21-173,2004,6,463,77,85.7,5.1,5,88,4,1,22,0,1.50,5,4,+1,+0.19,-0.97,6.1,4.5,+1.6,+0.32,Matches
2520,Álvaro Vallés,es ESP,GK,Betis,es La Liga,28-082,1997,3,270,90,37.5,3.0,3,90,3,0,,5,0.67,4,5,-1,-0.33,-1.53,3.1,2.7,+0.3,+0.10,Matches
2521,Mattia Valoti,it ITA,"FW,MF",Cremonese,it Serie A,32-039,1993,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
2522,Jean Valou,ci CIV,DF,Villarreal,es La Liga,,,0,,,,,0,,0,0,,2,,,,,,,,,,,Matches
2523,Federico Valverde,uy URU,"MF,DF",Real Madrid,es La Liga,27-085,1998,8,655,82,91.0,7.3,7,87,6,1,45,0,2.63,17,9,+8,+1.10,-1.67,14.8,9.3,+5.5,+0.75,Matches
2524,Kévin Van Den Kerkhof,dz ALG,MF,Metz,fr Ligue 1,29-215,1996,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
2525,Ignace Van Der Brempt,be BEL,DF,Como,it Serie A,23-197,2002,2,95,48,17.6,1.1,2,48,0,0,,0,1.50,1,0,+1,+0.95,+0.75,1.1,0.3,+0.8,+0.75,Matches
2526,Virgil van Dijk,nl NED,DF,Liverpool,eng Premier League,34-099,1991,7,630,90,100.0,7.0,7,90,7,0,,0,2.14,13,9,+4,+0.57,,10.9,7.9,+3.0,+0.43,Matches
2527,Vladyslav Vanat,ua UKR,FW,Girona,es La Liga,23-284,2002,5,347,69,48.2,3.9,5,69,0,0,,0,1.20,4,4,0,0.00,+2.90,3.3,5.1,-1.8,-0.46,Matches
2528,Jari Vandeputte,be BEL,MF,Cremonese,it Serie A,29-243,1996,6,301,50,55.7,3.3,4,61,0,2,30,0,1.50,4,5,-1,-0.30,-0.30,2.6,5.3,-2.7,-0.81,Matches
2529,Vanderson,br BRA,DF,Monaco,fr Ligue 1,24-116,2001,4,180,45,28.6,2.0,2,68,1,2,23,0,1.50,3,4,-1,-0.50,-1.50,2.9,3.6,-0.7,-0.34,Matches
2530,Maarten Vandevoordt,be BEL,GK,RB Leipzig,de Bundesliga,23-231,2002,0,,,,,0,,0,0,,6,,,,,,,,,,,Matches
2531,Charles Vanhoutte,be BEL,MF,Nice,fr Ligue 1,27-029,1998,4,342,86,54.3,3.8,4,86,3,0,,0,1.25,5,6,-1,-0.26,+0.36,5.5,6.7,-1.2,-0.32,Matches
2532,Jamie Vardy,eng ENG,FW,Cremonese,it Serie A,38-277,1987,2,65,33,12.0,0.7,0,,0,2,33,1,0.50,1,0,+1,+1.38,+1.76,0.7,1.5,-0.8,-1.10,Matches
2533,Ruben Vargas,ch SUI,"MF,FW",Sevilla,es La Liga,27-071,1998,7,457,65,63.5,5.1,6,71,0,1,32,0,1.86,8,7,+1,+0.20,-0.83,4.8,6.4,-1.6,-0.32,Matches
2534,Nikola Vasilj,ba BIH,GK,St. Pauli,de Bundesliga,29-317,1995,6,540,90,100.0,6.0,6,90,6,0,,0,1.17,8,9,-1,-0.17,,7.0,7.5,-0.5,-0.09,Matches
2535,Devis Vásquez,co COL,GK,Roma,it Serie A,27-156,1998,0,,,,,0,,0,0,,6,,,,,,,,,,,Matches
2536,Johan Vásquez,mx MEX,DF,Genoa,it Serie A,26-358,1998,6,540,90,100.0,6.0,6,90,6,0,,0,0.33,3,9,-6,-1.00,,5.8,7.1,-1.4,-0.23,Matches
2537,José Luis García Vayá,es ESP,MF,Valencia,es La Liga,27-065,1998,6,370,62,51.4,4.1,4,76,1,2,33,2,0.83,4,7,-3,-0.73,-0.47,5.6,4.4,+1.2,+0.30,Matches
2538,Robinio Vaz,fr FRA,FW,Marseille,fr Ligue 1,18-240,2007,6,99,17,15.7,1.1,1,63,0,5,7,0,2.00,4,2,+2,+1.82,+0.46,3.5,2.2,+1.3,+1.18,Matches
2539,Franco Vázquez,ar ARG,"FW,MF",Cremonese,it Serie A,36-235,1989,5,272,54,50.4,3.0,3,73,1,2,26,0,1.20,3,6,-3,-0.99,-1.66,2.2,5.0,-2.8,-0.93,Matches
2540,Jesus Vazquez,es ESP,DF,Valencia,es La Liga,22-286,2003,6,291,49,40.4,3.2,2,90,2,4,28,2,1.33,6,3,+3,+0.93,+2.40,4.2,3.4,+0.7,+0.23,Matches
2541,Lucas Vázquez,es ESP,DF,Leverkusen,de Bundesliga,34-106,1991,4,232,58,43.0,2.6,3,66,1,1,35,0,2.50,5,1,+4,+1.55,+1.55,4.1,2.1,+2.0,+0.77,Matches
2542,Danilo Veiga,pt POR,DF,Lecce,it Serie A,23-020,2002,5,312,62,57.8,3.5,3,82,2,2,33,1,1.00,3,4,-1,-0.29,+1.29,2.3,4.0,-1.7,-0.49,Matches
2543,Renato Veiga,pt POR,DF,Villarreal,es La Liga,22-078,2003,7,435,62,60.4,4.8,4,90,4,3,25,0,1.86,7,7,0,0.00,-1.89,7.0,7.7,-0.7,-0.15,Matches
2544,Joël Veltman,nl NED,DF,Brighton,eng Premier League,33-273,1992,4,324,81,51.4,3.6,4,81,3,0,,2,1.75,5,6,-1,-0.28,-0.57,4.3,5.7,-1.4,-0.40,Matches
2545,Micky van de Ven,nl NED,DF,Tottenham,eng Premier League,24-179,2001,7,619,88,98.3,6.9,7,88,6,0,,0,2.00,13,5,+8,+1.16,+1.16,6.9,8.7,-1.8,-0.27,Matches
2546,Unai Vencedor Paris,es ESP,MF,Athletic Club,es La Liga,24-334,2000,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
2547,Unai Vencedor Paris,es ESP,MF,Levante,es La Liga,24-334,2000,4,244,61,33.9,2.7,4,61,0,0,,1,1.75,5,4,+1,+0.37,+0.75,4.3,3.5,+0.8,+0.29,Matches
2548,Lorenzo Venturino,it ITA,DF,Genoa,it Serie A,19-115,2006,1,7,7,1.3,0.1,0,,0,1,7,5,0.00,0,0,0,0.00,+1.01,0.0,0.0,0.0,+0.05,Matches
2549,Gioele Venuti,it ITA,GK,Udinese,it Serie A,16-221,2009,0,,,,,0,,0,0,,5,,,,,,,,,,,Matches
2550,Nikolas Veratschnig,at AUT,"DF,MF",Mainz 05,de Bundesliga,22-264,2003,4,66,17,12.2,0.7,0,,0,4,17,1,1.00,1,0,+1,+1.36,+2.50,1.6,0.5,+1.1,+1.49,Matches
2551,Bart Verbruggen,nl NED,GK,Brighton,eng Premier League,23-058,2002,7,630,90,100.0,7.0,7,90,7,0,,0,1.29,10,10,0,0.00,,11.2,9.1,+2.1,+0.30,Matches
2552,Calvin Verdonk,id IDN,DF,Lille,fr Ligue 1,28-172,1997,2,163,82,25.9,1.8,1,90,1,1,73,1,0.00,0,4,-4,-2.21,-3.75,2.5,3.1,-0.6,-0.33,Matches
2553,Antonio Vergara,it ITA,MF,Napoli,it Serie A,22-272,2003,1,2,2,0.4,0.0,0,,0,1,2,5,3.00,0,0,0,0.00,-1.00,0.1,0.2,-0.1,-4.78,Matches
2554,Arthur Vermeeren,be BEL,"DF,MF",Marseille,fr Ligue 1,20-250,2005,2,19,10,3.0,0.2,0,,0,2,10,2,3.00,1,0,+1,+4.74,+3.41,0.4,0.0,+0.4,+1.75,Matches
2555,Ioan Vermeșan,ro ROU,FW,Hellas Verona,it Serie A,18-362,2006,0,,,,,0,,0,0,,3,,,,,,,,,,,Matches
2556,Théo Vermot,fr FRA,GK,Marseille,fr Ligue 1,28-261,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,Matches
2557,Jozhua Vertrouwd,nl NED,DF,Rayo Vallecano,es La Liga,21-055,2004,3,191,64,26.5,2.1,1,90,1,2,51,5,1.00,3,5,-2,-0.94,-0.94,3.2,5.3,-2.1,-0.98,Matches
