Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
1204,Kristoffer Lund,us USA,DF,Köln,de Bundesliga,23-154,2002,3.5,106,144,73.6,1853,794,0,0.1,0.2,-0.1,2,4,4,3,7,Matches
1205,Sebastiano Luperto,it ITA,DF,Cagliari,it Serie A,29-039,1996,5.0,170,190,89.5,2843,832,0,0.0,0.0,0.0,0,6,1,0,7,Matches
1206,Mateus Lusuardi,br BRA,DF,Pisa,it Serie A,21-280,2004,2.2,65,80,81.3,1013,470,0,0.2,0.0,-0.2,1,3,1,0,5,Matches
1207,Zito Luvumbo,ao ANG,"MF,DF",Cagliari,it Serie A,23-220,2002,0.9,11,14,78.6,216,55,0,0.2,0.1,-0.2,1,0,1,1,0,Matches
1208,Charalampos Lykogiannis,gr GRE,DF,Bologna,it Serie A,31-358,1993,2.6,84,131,64.1,1484,346,0,0.3,0.4,-0.3,5,5,1,1,4,Matches
1209,Senne Lynen,be BEL,MF,Werder Bremen,de Bundesliga,26-238,1999,5.8,228,263,86.7,3813,1159,0,0.2,0.3,-0.2,4,17,3,1,16,Matches
1210,Mathias Løvik,no NOR,DF,Parma,it Serie A,21-313,2003,3.4,82,108,75.9,1397,399,0,0.1,0.2,-0.1,1,5,4,2,6,Matches
1211,Ian Maatsen,nl NED,DF,Aston Villa,eng Premier League,23-219,2002,1.6,113,137,82.5,1913,524,0,0.2,0.2,-0.2,3,14,3,1,14,Matches
1212,Alexis Mac Allister,ar ARG,MF,Liverpool,eng Premier League,26-295,1998,4.3,194,231,84.0,2906,743,1,1.0,0.2,0.0,5,21,2,0,14,Matches
1213,Deiver Machado,co COL,DF,Lens,fr Ligue 1,32-043,1993,2.3,78,96,81.3,1180,383,0,0.0,0.0,0.0,0,4,1,0,5,Matches
1214,Koki Machida,jp JPN,DF,Hoffenheim,de Bundesliga,28-051,1997,0.5,32,36,88.9,634,285,0,0.0,0.0,0.0,0,1,1,0,1,Matches
1215,Lanroy Machine,fr FRA,"FW,MF",Angers,fr Ligue 1,20-002,2005,1.2,12,19,63.2,181,44,0,0.0,0.0,0.0,0,1,0,0,2,Matches
1216,Shuto Machino,jp JPN,FW,Gladbach,de Bundesliga,26-015,1999,3.6,49,77,63.6,697,128,0,0.2,0.4,-0.2,4,2,0,0,2,Matches
1217,Brian Madjo,lu LUX,FW,Metz,fr Ligue 1,16-276,2009,1.7,8,15,53.3,98,13,0,0.0,0.0,0.0,0,0,0,0,1,Matches
1218,Noni Madueke,eng ENG,FW,Arsenal,eng Premier League,23-219,2002,3.4,73,122,59.8,1044,279,0,0.8,0.8,-0.8,8,0,7,1,9,Matches
1219,Pablo Maffeo,es ESP,DF,Mallorca,es La Liga,28-095,1997,3.3,99,135,73.3,1836,673,0,0.1,0.2,-0.1,4,7,4,3,14,Matches
1220,Gabriel Magalhães,br BRA,DF,Arsenal,eng Premier League,27-300,1997,7.0,376,418,90.0,6761,1979,0,0.0,0.1,0.0,0,23,0,0,29,Matches
1221,Soungoutou Magassa,fr FRA,MF,West Ham,eng Premier League,22-007,2003,1.8,56,67,83.6,872,178,0,0.0,0.0,0.0,0,5,0,0,2,Matches
1222,Hugo Magnetti,fr FRA,MF,Brest,fr Ligue 1,27-138,1998,5.8,176,209,84.2,3066,714,0,0.1,0.1,-0.1,2,16,1,0,15,Matches
1223,Frank Magri,cm CMR,FW,Toulouse,fr Ligue 1,26-041,1999,6.3,67,94,71.3,965,218,0,0.9,0.3,-0.9,5,5,3,1,12,Matches
1224,Harry Maguire,eng ENG,DF,Manchester Utd,eng Premier League,32-224,1993,2.0,91,109,83.5,1779,522,1,0.4,0.0,+0.6,1,3,0,0,9,Matches
1225,Arne Maier,de GER,DF,Augsburg,de Bundesliga,26-280,1999,0.0,5,8,62.5,74,18,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1226,Mike Maignan,fr FRA,GK,Milan,it Serie A,30-104,1995,4.6,139,177,78.5,3653,2080,0,0.0,0.0,0.0,0,1,0,0,0,Matches
1227,Linton Maina,de GER,"DF,FW",Köln,de Bundesliga,26-114,1999,1.3,43,51,84.3,780,239,0,0.1,0.4,-0.1,2,5,5,1,10,Matches
1228,Patrick Mainka,de GER,DF,Heidenheim,de Bundesliga,30-343,1994,6.0,208,238,87.4,3805,1248,0,0.2,0.2,-0.2,1,8,0,0,19,Matches
1229,Kobbie Mainoo,eng ENG,MF,Manchester Utd,eng Premier League,20-179,2005,1.3,62,72,86.1,958,217,0,0.1,0.1,-0.1,3,7,2,1,6,Matches
1230,Ainsley Maitland-Niles,eng ENG,DF,Lyon,fr Ligue 1,28-047,1997,7.0,285,336,84.8,4409,1295,2,1.3,1.1,+0.7,6,15,5,1,18,Matches
1231,Radosław Majecki,pl POL,GK,Brest,fr Ligue 1,25-333,1999,4.6,99,163,60.7,3665,3158,0,0.0,0.0,0.0,0,2,0,0,0,Matches
1232,Lovro Majer,hr CRO,MF,Wolfsburg,de Bundesliga,27-271,1998,3.2,85,109,78.0,1355,435,1,0.6,0.2,+0.4,9,11,3,1,15,Matches
1233,Hamidou Makalou,ml MLI,"MF,FW",Brest,fr Ligue 1,19-092,2006,1.4,33,50,66.0,589,161,0,0.2,0.2,-0.2,4,3,2,0,7,Matches
1234,Jean-Victor Makengo,fr FRA,MF,Lorient,fr Ligue 1,27-125,1998,2.2,60,71,84.5,935,198,1,0.1,0.1,+0.9,3,5,1,0,9,Matches
1235,Jordy Makengo,fr FRA,DF,Freiburg,de Bundesliga,24-073,2001,3.1,107,145,73.8,1737,476,0,0.1,0.2,-0.1,2,7,3,2,13,Matches
1236,Andrija Maksimović,rs SRB,FW,RB Leipzig,de Bundesliga,18-132,2007,0.0,0,0,,0,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1237,Said El Mala,de GER,"FW,DF",Köln,de Bundesliga,19-050,2006,2.4,38,60,63.3,541,95,1,0.3,0.3,+0.7,3,1,2,0,4,Matches
1238,Julián Malatini,ar ARG,DF,Werder Bremen,de Bundesliga,24-137,2001,1.0,23,34,67.6,364,62,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1239,Daniel Maldini,it ITA,MF,Atalanta,it Serie A,24-004,2001,1.9,41,57,71.9,504,117,0,0.1,0.3,-0.1,2,4,1,0,7,Matches
1240,Donyell Malen,nl NED,FW,Aston Villa,eng Premier League,26-279,1999,2.6,41,54,75.9,611,116,0,0.2,0.1,-0.2,3,4,2,0,7,Matches
1241,Ruslan Malinovskyi,ua UKR,MF,Genoa,it Serie A,32-164,1993,3.2,108,134,80.6,2134,454,1,0.3,0.4,+0.7,4,12,2,0,17,Matches
1242,Lennard Maloney,us USA,MF,Mainz 05,de Bundesliga,26-007,1999,0.5,15,23,65.2,283,45,0,0.1,0.2,-0.1,1,1,1,1,1,Matches
1243,Giorgi Mamardashvili,ge GEO,GK,Liverpool,eng Premier League,25-016,2000,1.0,42,52,80.8,973,661,0,0.0,0.0,0.0,0,1,0,0,0,Matches
1244,Felix Mambimbi,ch SUI,"MF,FW",Le Havre,fr Ligue 1,24-270,2001,1.4,15,26,57.7,162,23,0,0.0,0.0,0.0,1,2,0,0,1,Matches
1245,Gianluca Mancini,it ITA,DF,Roma,it Serie A,29-181,1996,6.0,234,268,87.3,4662,1649,0,0.0,0.0,0.0,1,15,0,0,11,Matches
1246,Reinildo Mandava,mz MOZ,DF,Sunderland,eng Premier League,31-267,1994,4.4,190,230,82.6,3009,791,0,0.0,0.1,0.0,0,22,2,1,21,Matches
1247,Aïssa Mandi,dz ALG,DF,Lille,fr Ligue 1,33-358,1991,4.1,220,255,86.3,4140,1344,0,0.2,0.6,-0.2,3,16,2,1,24,Matches
1248,Rolando Mandragora,it ITA,MF,Fiorentina,it Serie A,28-108,1997,4.7,151,203,74.4,2787,758,0,0.2,0.1,-0.2,5,12,2,0,14,Matches
1249,Filippo Mane,it ITA,DF,Dortmund,de Bundesliga,20-221,2005,0.9,61,67,91.0,1063,376,0,0.0,0.0,0.0,0,5,0,0,4,Matches
1250,Johan Manzambi,ch SUI,MF,Freiburg,de Bundesliga,20-001,2005,3.4,112,138,81.2,1862,453,0,0.8,0.9,-0.8,4,10,4,0,20,Matches
1251,Sekou Mara,fr FRA,FW,Auxerre,fr Ligue 1,23-077,2002,2.9,37,51,72.5,458,63,0,0.1,0.1,-0.1,2,2,1,0,5,Matches
1252,Alessandro Marcandalli,it ITA,DF,Genoa,it Serie A,22-355,2002,2.0,56,67,83.6,970,284,0,0.0,0.0,0.0,0,1,0,0,0,Matches
1253,Marcão,br BRA,DF,Sevilla,es La Liga,29-132,1996,4.2,126,145,86.9,2521,1056,0,0.0,0.0,0.0,0,8,2,0,10,Matches
1254,Vincent Marchetti,fr FRA,MF,Paris FC,fr Ligue 1,28-103,1997,2.7,98,110,89.1,1507,404,0,0.1,0.1,-0.1,2,10,2,0,12,Matches
1255,Pablo Marí,es ESP,DF,Fiorentina,it Serie A,32-045,1993,2.1,98,114,86.0,1754,605,0,0.0,0.0,0.0,0,0,0,0,4,Matches
1256,Mariano,do DOM,FW,Alavés,es La Liga,32-075,1993,2.5,23,38,60.5,289,57,0,0.2,0.2,-0.2,1,1,0,0,5,Matches
1257,Luca Marianucci,it ITA,DF,Napoli,it Serie A,21-084,2004,1.0,100,102,98.0,2091,597,0,0.1,0.0,-0.1,1,24,1,0,14,Matches
1258,Rafa Marín,es ESP,DF,Villarreal,es La Liga,23-149,2002,7.0,344,377,91.2,6599,2088,0,0.0,0.1,0.0,1,24,1,0,25,Matches
1259,Marius Marin,ro ROU,MF,Pisa,it Serie A,27-046,1998,4.4,73,108,67.6,1242,463,0,0.0,0.1,0.0,0,11,2,0,11,Matches
1260,Pablo Marín,es ESP,MF,Real Sociedad,es La Liga,22-104,2003,5.1,109,136,80.1,1601,247,0,0.1,0.3,-0.1,2,3,1,1,7,Matches
1261,João Mário Lopes,pt POR,DF,Juventus,it Serie A,25-285,2000,2.4,83,107,77.6,1285,396,0,0.1,0.1,-0.1,2,8,1,1,12,Matches
1262,Guillermo Maripán,cl CHI,DF,Torino,it Serie A,31-162,1994,4.5,139,164,84.8,2460,827,0,0.1,0.0,-0.1,1,5,1,0,8,Matches
1263,Omar Marmoush,eg EGY,"FW,MF",Manchester City,eng Premier League,26-250,1999,1.7,39,49,79.6,508,88,1,1.0,0.5,0.0,2,2,1,0,5,Matches
1264,Marquinhos,br BRA,DF,Paris S-G,fr Ligue 1,31-154,1994,2.0,176,187,94.1,3260,954,0,0.0,0.2,0.0,1,31,0,0,15,Matches
1265,Callum Marshall,nir NIR,FW,West Ham,eng Premier League,20-321,2004,0.3,1,1,100.0,11,8,0,0.0,0.0,0.0,0,0,0,0,1,Matches
1266,Eric Martel,de GER,"MF,DF",Köln,de Bundesliga,23-169,2002,5.6,202,238,84.9,3242,622,2,0.8,0.4,+1.2,4,7,2,0,14,Matches
1267,Aarón Martín,es ESP,DF,Genoa,it Serie A,28-176,1997,4.9,202,282,71.6,3673,1413,0,1.7,1.1,-1.7,10,18,3,1,19,Matches
1268,Gerard Martín,es ESP,DF,Barcelona,es La Liga,23-287,2002,4.0,261,303,86.1,4163,1151,0,0.4,0.4,-0.4,6,26,4,0,27,Matches
1269,Iván Martín,es ESP,MF,Girona,es La Liga,26-243,1999,6.0,241,283,85.2,4340,1065,1,0.2,0.3,+0.8,4,19,3,0,22,Matches
1270,Jon Martin,es ESP,DF,Real Sociedad,es La Liga,19-175,2006,1.0,71,77,92.2,1230,490,0,0.0,0.0,0.0,1,4,0,0,7,Matches
1271,Mario Martín,es ESP,MF,Getafe,es La Liga,21-224,2004,5.7,117,152,77.0,2043,326,0,0.1,0.1,-0.1,1,13,1,0,13,Matches
1272,Gabriel Martinelli,br BRA,FW,Arsenal,eng Premier League,24-119,2001,2.1,18,29,62.1,346,72,0,0.1,0.1,-0.1,2,1,1,0,4,Matches
1273,Arnau Martinez,es ESP,DF,Girona,es La Liga,22-173,2003,3.9,166,210,79.0,2855,642,0,0.0,0.1,0.0,0,12,1,1,8,Matches
1274,Emiliano Martínez,ar ARG,GK,Aston Villa,eng Premier League,33-043,1992,5.0,159,194,82.0,4058,2481,0,0.0,0.0,0.0,0,7,2,0,0,Matches
1275,Josep Martinez,es ESP,GK,Inter,it Serie A,27-141,1998,2.0,55,71,77.5,1294,802,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1276,Lautaro Martínez,ar ARG,FW,Inter,it Serie A,28-054,1997,4.7,86,116,74.1,1243,271,1,1.2,0.5,-0.2,9,4,6,0,13,Matches
1277,Pablo Martínez,es ESP,MF,Levante,es La Liga,27-235,1998,4.7,114,149,76.5,2020,636,1,0.7,0.6,+0.3,5,10,2,2,14,Matches
1278,Ramón Martínez,es ESP,DF,Sevilla,es La Liga,22-358,2002,0.2,4,5,80.0,72,27,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1279,Toni Martínez,es ESP,FW,Alavés,es La Liga,28-107,1997,5.5,57,107,53.3,835,142,1,0.2,0.1,+0.8,3,4,1,0,5,Matches
1280,Adam Marušić,me MNE,DF,Lazio,it Serie A,32-363,1992,3.6,204,234,87.2,3022,964,1,0.4,0.2,+0.6,1,19,1,0,13,Matches
1281,Omar Mascarell,gq EQG,MF,Mallorca,es La Liga,32-255,1993,1.7,50,56,89.3,914,261,0,0.0,0.0,0.0,1,6,0,0,3,Matches
1282,Adam Masina,ma MAR,DF,Torino,it Serie A,31-286,1994,1.2,51,58,87.9,1087,303,1,0.2,0.4,+0.8,2,6,0,0,5,Matches
1283,Patrizio Masini,it ITA,MF,Genoa,it Serie A,24-261,2001,5.8,142,201,70.6,2377,797,0,0.0,0.1,0.0,1,12,2,1,18,Matches
1284,Han-Noah Massengo,fr FRA,MF,Augsburg,de Bundesliga,24-100,2001,5.8,207,244,84.8,3324,1059,1,0.7,0.8,+0.3,5,19,2,1,27,Matches
1285,Franco Mastantuono,ar ARG,"FW,DF",Real Madrid,es La Liga,18-062,2007,4.5,203,236,86.0,2911,572,0,0.6,1.0,-0.6,5,13,8,2,16,Matches
1286,Arthur Masuaku,cd COD,"DF,MF",Sunderland,eng Premier League,31-342,1993,1.4,45,62,72.6,732,189,0,0.1,0.1,-0.1,1,3,1,1,5,Matches
1287,Clinton Mata,ao ANG,DF,Lyon,fr Ligue 1,32-342,1992,6.9,398,436,91.3,6593,1960,0,0.1,0.1,-0.1,1,14,0,0,15,Matches
1288,Igor Matanovic,hr CRO,FW,Freiburg,de Bundesliga,22-198,2003,0.6,13,18,72.2,158,27,0,0.4,0.0,-0.4,1,1,0,0,1,Matches
1289,Pape Matar Sarr,sn SEN,MF,Tottenham,eng Premier League,23-031,2002,4.2,134,163,82.2,2083,428,2,0.5,0.3,+1.5,2,16,0,0,12,Matches
1290,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,eng Premier League,28-109,1997,6.7,52,82,63.4,794,152,0,0.1,0.4,-0.1,1,3,2,1,6,Matches
1291,Nemanja Matić,rs SRB,MF,Sassuolo,it Serie A,37-075,1988,4.9,196,251,78.1,3525,1068,0,0.0,0.1,0.0,2,21,1,0,19,Matches
1292,Rudy Matondo,fr FRA,MF,Auxerre,fr Ligue 1,17-216,2008,0.6,32,37,86.5,479,113,0,0.0,0.0,0.0,0,5,0,0,6,Matches
1293,Chrislain Matsima,fr FRA,DF,Augsburg,de Bundesliga,23-153,2002,6.0,257,312,82.4,4534,1443,1,0.5,0.4,+0.5,3,14,2,1,16,Matches
1294,Jean Mattéo Bahoya,fr FRA,FW,Eint Frankfurt,de Bundesliga,20-161,2005,3.9,90,119,75.6,1442,313,1,1.4,1.5,-0.4,7,1,4,3,5,Matches
1295,Konstantinos Mavropanos,gr GRE,DF,West Ham,eng Premier League,27-308,1997,5.0,208,236,88.1,4193,1628,0,0.0,0.0,0.0,0,15,1,0,17,Matches
1296,Christian Mawissa,fr FRA,DF,Monaco,fr Ligue 1,20-180,2005,4.0,317,335,94.6,5368,1273,0,0.0,0.1,0.0,0,21,0,0,15,Matches
1297,Keke Maximilian Topp,de GER,FW,Werder Bremen,de Bundesliga,21-204,2004,0.6,18,23,78.3,232,57,1,0.8,0.1,+0.2,1,0,0,0,2,Matches
1298,Eliezer Mayenda,es ESP,FW,Sunderland,eng Premier League,20-160,2005,2.7,11,16,68.8,145,53,0,0.5,0.1,-0.5,2,0,1,0,3,Matches
1299,Borja Mayoral,es ESP,FW,Getafe,es La Liga,28-193,1997,4.2,61,78,78.2,859,137,1,0.2,0.1,+0.8,4,4,1,0,8,Matches
1300,Senny Mayulu,fr FRA,MF,Paris S-G,fr Ligue 1,19-151,2006,1.9,84,100,84.0,1253,208,1,0.5,0.4,+0.5,3,3,2,1,4,Matches
1301,Ibrahim Maza,dz ALG,"MF,DF",Leverkusen,de Bundesliga,19-325,2005,2.4,63,75,84.0,1039,189,0,0.0,0.1,0.0,1,7,1,0,9,Matches
1302,Noussair Mazraoui,ma MAR,DF,Manchester Utd,eng Premier League,27-335,1997,1.5,74,97,76.3,1269,521,0,0.0,0.1,0.0,0,12,2,2,19,Matches
1303,Luca Mazzitelli,it ITA,MF,Cagliari,it Serie A,29-334,1995,0.4,12,14,85.7,261,170,0,0.1,0.0,-0.1,1,3,0,0,4,Matches
1304,Samuel Mbangula,be BEL,FW,Werder Bremen,de Bundesliga,21-272,2004,4.1,116,145,80.0,1553,344,1,0.4,0.4,+0.6,3,7,2,1,13,Matches
1305,Ethan Mbappé,fr FRA,FW,Lille,fr Ligue 1,18-290,2006,0.4,23,28,82.1,346,92,0,0.2,0.1,-0.2,4,3,0,0,2,Matches
1306,Kylian Mbappé,fr FRA,FW,Real Madrid,es La Liga,26-299,1998,7.7,306,341,89.7,4165,555,2,1.9,1.5,+0.1,21,19,10,1,36,Matches
1307,Ibrahim Mbaye,fr FRA,FW,Paris S-G,fr Ligue 1,17-264,2008,3.3,162,192,84.4,2099,251,0,0.6,0.5,-0.6,6,4,4,1,7,Matches
1308,Chancel Mbemba,cd COD,DF,Lille,fr Ligue 1,31-068,1994,1.5,100,104,96.2,2016,611,0,0.0,0.0,0.0,1,7,0,0,7,Matches
1309,Bryan Mbeumo,cm CMR,MF,Manchester Utd,eng Premier League,26-069,1999,6.6,172,239,72.0,2862,734,1,1.6,1.5,-0.6,13,10,11,6,15,Matches
1310,Michel Mboula,ga GAB,DF,Metz,fr Ligue 1,22-168,2003,1.9,79,96,82.3,1453,505,0,0.0,0.0,0.0,0,4,0,0,7,Matches
1311,Pathé Mboup,sn SEN,"FW,MF",Brest,fr Ligue 1,22-050,2003,2.3,23,39,59.0,415,153,0,0.5,0.4,-0.5,2,3,3,0,6,Matches
1312,Moustapha Mbow,sn SEN,DF,Paris FC,fr Ligue 1,25-221,2000,7.0,399,429,93.0,8306,2692,0,0.0,0.1,0.0,1,33,0,0,27,Matches
1313,James Mcatee,eng ENG,"MF,FW",Nott'ham Forest,eng Premier League,22-362,2002,1.4,55,62,88.7,771,203,0,0.4,0.2,-0.4,3,5,4,0,9,Matches
1314,John McGinn,sct SCO,"MF,FW",Aston Villa,eng Premier League,30-362,1994,6.1,195,246,79.3,3676,900,0,0.8,0.8,-0.8,7,12,11,6,25,Matches
1315,Weston McKennie,us USA,"MF,DF",Juventus,it Serie A,27-048,1998,2.3,61,79,77.2,1094,210,0,0.0,0.1,0.0,2,5,1,0,7,Matches
1316,Mark McKenzie,us USA,DF,Toulouse,fr Ligue 1,26-232,1999,7.0,256,299,85.6,4908,2098,0,0.2,0.2,-0.2,3,24,0,0,14,Matches
1317,Dwight McNeil,eng ENG,FW,Everton,eng Premier League,25-327,1999,0.2,5,6,83.3,66,8,0,0.1,0.0,-0.1,1,0,0,0,0,Matches
1318,Scott McTominay,sct SCO,MF,Napoli,it Serie A,28-311,1996,5.8,153,182,84.1,2286,439,1,0.4,0.4,+0.6,5,7,2,1,16,Matches
1319,Facundo Medina,ar ARG,DF,Marseille,fr Ligue 1,26-140,1999,1.6,131,137,95.6,2007,592,0,0.0,0.1,0.0,0,16,2,0,13,Matches
1320,Jonas Meffert,de GER,MF,Hamburger SV,de Bundesliga,31-041,1994,0.9,35,46,76.1,541,127,0,0.0,0.0,0.0,0,1,0,0,3,Matches
1321,Henrik Meister,dk DEN,FW,Pisa,it Serie A,21-332,2003,3.7,14,35,40.0,194,86,0,0.0,0.0,0.0,0,2,0,0,5,Matches
1322,Bamo Meïté,ci CIV,DF,Lorient,fr Ligue 1,23-316,2001,4.0,184,216,85.2,3051,1201,0,0.0,0.1,0.0,0,20,0,0,15,Matches
1323,Mohamed Meité,fr FRA,FW,Rennes,fr Ligue 1,18-004,2007,1.6,19,28,67.9,212,37,1,0.4,0.1,+0.6,2,2,1,0,2,Matches
1324,Hannibal Mejbri,tn TUN,MF,Burnley,eng Premier League,22-267,2003,2.8,46,58,79.3,738,165,0,0.4,0.2,-0.4,2,2,2,1,5,Matches
1325,Nuno Mendes,pt POR,DF,Paris S-G,fr Ligue 1,23-118,2002,3.4,232,261,88.9,3768,878,1,0.9,0.6,+0.1,8,28,2,0,19,Matches
1326,Brais Méndez,es ESP,MF,Real Sociedad,es La Liga,28-281,1997,4.3,162,219,74.0,2665,741,1,0.3,0.6,+0.7,5,26,6,1,30,Matches
1327,Rodrigo Mendoza,es ESP,"MF,FW",Elche,es La Liga,20-214,2005,4.0,148,179,82.7,2302,517,0,0.3,0.5,-0.3,6,12,9,3,14,Matches
1328,Antoine Mendy,sn SEN,DF,Nice,fr Ligue 1,21-141,2004,4.7,252,305,82.6,3964,1333,0,0.0,0.2,0.0,0,21,0,0,22,Matches
1329,Batista Mendy,fr FRA,MF,Sevilla,es La Liga,25-276,2000,4.0,86,108,79.6,1302,225,0,0.1,0.1,-0.1,1,13,0,0,5,Matches
1330,Formose Mendy,sn SEN,DF,Lorient,fr Ligue 1,24-286,2001,1.5,78,92,84.8,1526,521,0,0.0,0.0,0.0,0,8,0,0,5,Matches
1331,Gideon Mensah,gh GHA,DF,Auxerre,fr Ligue 1,27-089,1998,6.7,270,338,79.9,4654,1730,0,0.1,0.2,-0.1,2,26,4,1,19,Matches
1332,Khalis Merah,fr FRA,"FW,MF",Lyon,fr Ligue 1,18-233,2007,3.6,120,137,87.6,1859,212,0,0.6,0.3,-0.6,5,8,2,0,17,Matches
1333,Alex Meret,it ITA,GK,Napoli,it Serie A,28-207,1997,4.0,98,110,89.1,2196,1431,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1334,Mikel Merino,es ESP,MF,Arsenal,eng Premier League,29-115,1996,2.7,79,101,78.2,1012,290,0,0.1,0.1,-0.1,2,9,3,0,10,Matches
1335,Quentin Merlin,fr FRA,DF,Rennes,fr Ligue 1,23-152,2002,6.9,289,402,71.9,5028,1372,2,1.6,1.3,+0.4,7,17,5,1,28,Matches
1336,Rafik Messali,fr FRA,MF,Toulouse,fr Ligue 1,22-170,2003,0.2,2,3,66.7,13,8,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1337,Junior Messias,br BRA,"FW,MF",Genoa,it Serie A,34-155,1991,0.7,17,21,81.0,311,64,0,0.0,0.0,0.0,0,1,1,0,2,Matches
1338,Connor Metcalfe,au AUS,MF,St. Pauli,de Bundesliga,25-344,1999,0.8,39,48,81.3,532,132,0,0.0,0.1,0.0,0,2,3,0,6,Matches
1339,Dayann Methalie,fr FRA,"MF,DF",Toulouse,fr Ligue 1,19-242,2006,4.9,92,125,73.6,1631,406,0,0.2,0.2,-0.2,2,4,1,1,4,Matches
1340,Thomas Meunier,be BEL,DF,Lille,fr Ligue 1,34-033,1991,2.8,104,130,80.0,1731,469,0,0.4,0.2,-0.4,1,10,3,0,13,Matches
1341,Georges Mikautadze,ge GEO,FW,Villarreal,es La Liga,24-349,2000,3.4,38,63,60.3,487,86,1,0.7,0.7,+0.3,3,2,1,0,5,Matches
1342,Georges Mikautadze,ge GEO,FW,Lyon,fr Ligue 1,24-349,2000,2.0,27,32,84.4,365,106,0,0.0,0.1,0.0,0,1,1,0,3,Matches
1343,Wisdom Mike,de GER,FW,Bayern Munich,de Bundesliga,17-021,2008,0.1,2,3,66.7,11,2,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1344,William Mikelbrencis,fr FRA,"DF,MF",Hamburger SV,de Bundesliga,21-232,2004,1.3,35,59,59.3,538,210,0,0.0,0.1,0.0,0,2,1,1,1,Matches
1345,Antoni Milambo,nl NED,MF,Brentford,eng Premier League,20-195,2005,0.5,8,11,72.7,116,49,0,0.0,0.0,0.0,0,2,0,0,3,Matches
1346,Nikola Milenković,rs SRB,DF,Nott'ham Forest,eng Premier League,28-003,1997,7.0,341,372,91.7,6309,2206,0,0.3,0.2,-0.3,1,32,3,0,20,Matches
1347,Lewis Miley,eng ENG,MF,Newcastle Utd,eng Premier League,19-167,2006,1.9,80,100,80.0,1325,286,0,0.1,0.0,-0.1,2,6,0,0,5,Matches
1348,Vanja Milinković-Savić,rs SRB,GK,Napoli,it Serie A,28-237,1997,2.0,52,78,66.7,1459,1108,0,0.0,0.0,0.0,0,3,0,0,0,Matches
1349,Éder Militão,br BRA,DF,Real Madrid,es La Liga,27-270,1998,5.5,320,350,91.4,6442,2167,0,0.1,0.1,-0.1,2,33,0,0,19,Matches
1350,Luis Milla,es ESP,MF,Getafe,es La Liga,31-008,1994,8.0,283,373,75.9,5350,1649,5,1.7,1.2,+3.3,19,30,6,2,29,Matches
1351,Pere Milla,es ESP,"MF,FW",Espanyol,es La Liga,33-022,1992,3.9,67,101,66.3,976,280,0,0.9,0.5,-0.9,7,7,3,0,10,Matches
1352,Lennon Miller,sct SCO,MF,Udinese,it Serie A,19-051,2006,0.6,9,12,75.0,128,38,0,0.1,0.0,-0.1,1,2,0,0,2,Matches
1353,James Milner,eng ENG,MF,Brighton,eng Premier League,39-284,1986,1.6,61,73,83.6,1287,525,0,0.0,0.1,0.0,2,10,2,0,7,Matches
1354,Veljko Milosavljević,rs SRB,DF,Bournemouth,eng Premier League,18-109,2007,1.1,35,42,83.3,598,208,0,0.1,0.2,-0.1,1,4,0,0,3,Matches
1355,Kim Min-jae,kr KOR,DF,Bayern Munich,de Bundesliga,28-334,1996,1.0,80,84,95.2,1380,496,1,0.3,0.1,+0.7,1,5,0,0,1,Matches
1356,Yerry Mina,co COL,DF,Cagliari,it Serie A,31-022,1994,5.2,224,248,90.3,3953,1477,0,0.1,0.2,-0.1,1,7,0,0,9,Matches
1357,Takumi Minamino,jp JPN,"MF,FW",Monaco,fr Ligue 1,30-272,1995,5.1,118,165,71.5,1689,368,1,0.9,0.9,+0.1,2,9,6,0,19,Matches
1358,Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,32-216,1993,5.3,302,338,89.3,5767,2069,0,0.1,0.1,-0.1,3,28,1,0,27,Matches
1359,Óscar Mingueza,es ESP,"DF,MF",Celta Vigo,es La Liga,26-155,1999,5.0,309,382,80.9,5437,1874,0,1.4,1.9,-1.4,10,27,16,4,32,Matches
1360,Yankuba Minteh,gm GAM,FW,Brighton,eng Premier League,21-085,2004,6.6,96,170,56.5,1492,497,2,2.0,1.2,0.0,12,6,6,5,7,Matches
1361,Bojan Miovski,mk MKD,FW,Girona,es La Liga,26-113,1999,0.5,2,3,66.7,24,0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
1362,Rafa Mir,es ESP,FW,Elche,es La Liga,28-119,1997,5.5,95,118,80.5,1272,280,0,0.0,0.1,0.0,0,5,2,0,15,Matches
1363,Juan Miranda,es ESP,DF,Bologna,it Serie A,25-269,2000,3.4,185,242,76.4,3697,1326,0,0.8,0.2,-0.8,5,15,0,0,18,Matches
