Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
627,Emersonn,br BRA,FW,Toulouse,fr Ligue 1,21-091,2004,1.1,12,11,1,0,0,0,0,0,0,0,0,0,9,0,1,Matches
628,Julio Enciso,py PAR,MF,Strasbourg,fr Ligue 1,21-265,2004,0.2,8,7,0,0,0,0,0,0,0,0,0,0,4,1,0,Matches
629,Wataru Endo,jp JPN,"MF,DF",Liverpool,eng Premier League,32-248,1993,0.4,22,22,0,0,0,0,0,0,0,0,0,0,19,0,0,Matches
630,Yannik Engelhardt,de GER,MF,Gladbach,de Bundesliga,24-250,2001,3.3,145,139,6,5,0,0,2,1,0,0,0,0,131,0,2,Matches
631,Christian Eriksen,dk DEN,MF,Wolfsburg,de Bundesliga,33-243,1992,1.1,58,56,2,1,2,0,2,0,1,0,1,0,43,0,4,Matches
632,Aarón Escandell,es ESP,GK,Oviedo,es La Liga,30-018,1995,8.0,280,215,64,18,0,1,0,0,0,0,0,0,198,1,0,Matches
633,Carlos Espí,es ESP,FW,Levante,es La Liga,20-083,2005,0.3,6,6,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
634,Alfonso Espino,uy URU,"DF,FW",Rayo Vallecano,es La Liga,33-283,1992,1.2,93,77,16,0,1,0,6,16,0,0,0,0,67,0,3,Matches
635,Francesco Esposito,it ITA,FW,Inter,it Serie A,20-109,2005,1.7,39,38,1,0,1,0,0,0,0,0,0,0,27,0,0,Matches
636,Sebastiano Esposito,it ITA,"FW,MF",Cagliari,it Serie A,23-105,2002,4.8,143,126,15,6,1,2,18,2,5,1,4,0,98,2,9,Matches
637,Romain Esse,eng ENG,FW,Crystal Palace,eng Premier League,20-155,2005,0.3,7,7,0,0,0,0,0,0,0,0,0,0,5,0,1,Matches
638,Samuel Essende,cd COD,FW,Augsburg,de Bundesliga,27-265,1998,1.6,31,27,4,1,0,0,0,1,0,0,0,0,23,0,0,Matches
639,Marco Esteban,es ESP,DF,Oviedo,es La Liga,19-287,2006,0.5,13,12,1,1,0,0,0,0,0,0,0,0,11,0,0,Matches
640,Maxime Estève,fr FRA,DF,Burnley,eng Premier League,23-142,2002,6.9,229,225,3,3,0,4,0,0,0,0,0,0,204,1,2,Matches
641,Nahuel Estévez,ar ARG,MF,Parma,it Serie A,29-335,1995,0.4,35,27,8,3,0,0,6,1,4,2,2,0,16,0,0,Matches
642,Pervis Estupiñán,ec ECU,DF,Milan,it Serie A,27-267,1998,4.1,211,171,40,4,1,1,4,36,0,0,0,0,175,0,2,Matches
643,Karl Etta Eyong,cm CMR,FW,Villarreal,es La Liga,22-001,2003,2.8,29,28,0,0,0,0,0,0,0,0,0,0,23,1,1,Matches
644,Karl Etta Eyong,cm CMR,FW,Levante,es La Liga,22-001,2003,4.2,62,56,5,0,0,0,0,0,0,0,0,0,45,1,1,Matches
645,Evanilson,br BRA,FW,Bournemouth,eng Premier League,26-009,1999,6.8,106,101,4,0,0,0,1,0,0,0,0,0,89,1,4,Matches
646,Edu Expósito,es ESP,MF,Espanyol,es La Liga,29-075,1996,5.5,271,226,44,16,1,0,50,3,22,10,8,2,203,1,5,Matches
647,Eberechi Eze,eng ENG,"MF,FW",Arsenal,eng Premier League,27-108,1998,3.5,125,119,6,1,3,1,2,0,1,1,0,0,105,0,1,Matches
648,Eberechi Eze,eng ENG,MF,Crystal Palace,eng Premier League,27-108,1998,0.9,25,19,6,3,0,1,4,0,2,2,0,0,16,0,0,Matches
649,Abde Ezzalzouli,ma MAR,FW,Betis,es La Liga,23-302,2001,2.8,105,102,2,1,0,0,8,1,0,0,0,0,85,1,4,Matches
650,Giovanni Fabbian,it ITA,MF,Bologna,it Serie A,22-274,2003,2.8,65,62,3,2,0,2,2,1,0,0,0,0,52,0,2,Matches
651,Alieu Fadera,gm GAM,"FW,MF",Sassuolo,it Serie A,23-346,2001,1.7,39,39,0,0,0,0,2,0,0,0,0,0,33,0,3,Matches
652,Nicolò Fagioli,it ITA,MF,Fiorentina,it Serie A,24-245,2001,2.5,157,141,16,13,0,1,4,0,2,2,0,0,136,0,1,Matches
653,Omar Falah,es ESP,"DF,MF",Oviedo,es La Liga,22-036,2003,0.2,9,7,2,0,0,1,0,2,0,0,0,0,8,0,1,Matches
654,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,30-186,1995,6.0,187,126,59,35,0,0,0,0,0,0,0,0,93,2,0,Matches
655,Ansu Fati,es ESP,"MF,FW",Monaco,fr Ligue 1,22-349,2002,1.8,78,74,4,0,0,0,0,2,0,0,0,0,64,0,3,Matches
656,Abdoulaye Faye,sn SEN,DF,Lorient,fr Ligue 1,21-023,2004,5.4,307,279,28,7,0,0,0,1,0,0,0,0,272,0,1,Matches
657,Jacopo Fazzini,it ITA,MF,Fiorentina,it Serie A,22-213,2003,3.0,90,85,3,1,1,0,4,0,2,2,0,0,65,2,3,Matches
658,Aleix Febas,es ESP,MF,Elche,es La Liga,29-255,1996,8.0,515,507,7,3,2,0,2,1,0,0,0,0,469,1,5,Matches
659,Mattia Felici,it ITA,"MF,DF",Cagliari,it Serie A,24-181,2001,1.4,36,29,6,0,0,0,6,2,4,1,2,0,19,1,2,Matches
660,Luiz Felipe,it ITA,DF,Rayo Vallecano,es La Liga,28-207,1997,2.4,119,106,13,1,0,1,0,0,0,0,0,0,110,0,0,Matches
661,Robin Fellhauer,de GER,"DF,MF",Augsburg,de Bundesliga,27-267,1998,4.6,143,116,26,0,0,0,16,25,0,0,0,0,105,1,7,Matches
662,Kiko Femenía,es ESP,"DF,FW",Getafe,es La Liga,34-255,1991,4.2,159,126,33,3,0,0,10,30,0,0,0,0,129,0,2,Matches
663,Evan Ferguson,ie IRL,FW,Roma,it Serie A,20-361,2004,3.2,68,66,2,0,0,0,1,0,0,0,0,0,53,0,4,Matches
664,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,26-052,1999,2.2,178,168,10,8,0,1,2,1,0,0,0,0,162,0,2,Matches
665,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,31-037,1994,7.0,457,406,48,33,5,8,28,3,12,11,0,1,352,3,10,Matches
666,Mateus Fernandes,pt POR,"MF,FW",West Ham,eng Premier League,21-097,2004,4.4,167,159,8,3,1,1,3,1,1,0,1,0,151,0,1,Matches
667,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,24-271,2001,6.9,404,377,26,13,1,2,15,2,10,7,0,0,332,1,4,Matches
668,Ezequiél Fernández,ar ARG,MF,Leverkusen,de Bundesliga,23-082,2002,1.6,138,138,0,0,0,0,0,0,0,0,0,0,125,0,1,Matches
669,Manu Fernández,es ESP,DF,Celta Vigo,es La Liga,24-175,2001,3.7,262,255,7,4,1,1,0,3,0,0,0,0,238,0,1,Matches
670,Pedro Fernandez,es ESP,MF,Barcelona,es La Liga,17-276,2008,0.5,25,23,2,0,0,0,0,0,0,0,0,0,23,0,1,Matches
671,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,es La Liga,22-169,2003,0.5,35,33,2,1,0,0,0,0,0,0,0,0,30,0,0,Matches
672,Roberto Férnandez,es ESP,"FW,MF",Espanyol,es La Liga,23-104,2002,5.9,89,80,8,0,0,0,0,0,0,0,0,0,61,1,2,Matches
673,Matias Fernandez-Pardo,be BEL,FW,Lille,fr Ligue 1,20-254,2005,5.5,161,155,6,0,2,0,17,1,5,1,2,0,126,0,8,Matches
674,Junior Firpo,do DOM,DF,Betis,es La Liga,29-054,1996,3.5,218,183,35,1,0,0,6,34,0,0,0,0,172,0,6,Matches
675,Jonathan Fischer,dk DEN,GK,Metz,fr Ligue 1,23-340,2001,7.0,288,256,32,10,0,0,0,0,0,0,0,0,253,0,0,Matches
676,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,25-003,2000,6.0,329,270,59,8,0,2,12,51,0,0,0,0,267,0,10,Matches
677,Mark Flekken,nl NED,GK,Leverkusen,de Bundesliga,32-124,1993,6.0,227,176,51,13,0,0,0,0,0,0,0,0,169,0,2,Matches
678,Zian Flemming,nl NED,"FW,MF",Burnley,eng Premier League,27-075,1998,0.4,8,7,1,0,0,0,0,1,0,0,0,0,2,0,2,Matches
679,Romano Floriani,it ITA,DF,Cremonese,it Serie A,22-261,2003,1.8,40,39,1,0,0,0,5,1,0,0,0,0,23,0,3,Matches
680,Phil Foden,eng ENG,MF,Manchester City,eng Premier League,25-140,2000,3.9,237,216,21,3,1,3,20,1,17,4,12,0,192,0,7,Matches
681,Malick Fofana,be BEL,FW,Lyon,fr Ligue 1,20-198,2005,6.4,189,184,5,1,2,1,19,4,0,0,0,0,146,0,13,Matches
682,Rayan Fofana,fr FRA,FW,Lens,fr Ligue 1,19-245,2006,4.2,67,58,8,0,0,0,1,1,0,0,0,0,47,1,2,Matches
683,Seko Fofana,ci CIV,MF,Rennes,fr Ligue 1,30-161,1995,5.4,290,286,3,3,0,2,4,0,0,0,0,0,260,1,1,Matches
684,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,24-302,2000,1.4,105,97,7,0,0,0,0,7,0,0,0,0,96,1,0,Matches
685,Youssouf Fofana,fr FRA,MF,Milan,it Serie A,26-278,1999,5.0,167,164,2,0,4,2,2,1,0,0,0,0,145,1,1,Matches
686,Jonas Föhrenbach,de GER,DF,Heidenheim,de Bundesliga,29-262,1996,5.6,198,154,43,4,0,0,20,32,7,1,4,0,145,1,8,Matches
687,Michael Folorunsho,it ITA,"MF,FW",Cagliari,it Serie A,27-250,1998,5.7,139,135,3,0,0,0,5,3,0,0,0,0,92,1,6,Matches
688,Álex Forés,es ESP,FW,Oviedo,es La Liga,24-186,2001,1.1,22,17,5,0,0,0,1,1,0,0,0,0,14,0,1,Matches
689,Pablo Fornals,es ESP,MF,Betis,es La Liga,29-235,1996,7.4,450,418,31,14,5,9,22,2,14,5,6,0,382,1,9,Matches
690,Héctor Fort,es ESP,DF,Elche,es La Liga,19-074,2006,1.0,39,36,3,0,0,0,0,3,0,0,0,0,31,0,2,Matches
691,Niccolò Fortini,it ITA,"MF,DF",Fiorentina,it Serie A,19-244,2006,0.9,33,32,1,0,0,0,6,1,0,0,0,0,24,0,1,Matches
692,Lyle Foster,za RSA,FW,Burnley,eng Premier League,25-042,2000,6.3,106,104,1,0,0,2,3,0,0,0,0,0,66,1,9,Matches
693,Dimitri Foulquier,fr FRA,DF,Valencia,es La Liga,32-206,1993,7.0,362,292,69,8,0,2,7,61,0,0,0,0,309,1,7,Matches
694,Juan Foyth,ar ARG,DF,Villarreal,es La Liga,27-276,1998,4.0,235,225,10,4,0,0,0,0,0,0,0,0,220,0,0,Matches
695,Alejandro Francés,es ESP,DF,Girona,es La Liga,23-075,2002,2.9,159,148,9,9,1,4,2,0,0,0,0,0,119,2,2,Matches
696,Przemysław Frankowski,pl POL,DF,Rennes,fr Ligue 1,30-186,1995,3.4,201,175,26,5,0,0,19,17,4,3,0,0,149,0,11,Matches
697,Davide Frattesi,it ITA,"MF,FW",Inter,it Serie A,25-358,1999,1.6,33,33,0,0,0,0,0,0,0,0,0,0,26,0,1,Matches
698,Oscar Fraulo,dk DEN,MF,Gladbach,de Bundesliga,21-313,2003,0.2,10,10,0,0,0,1,0,0,0,0,0,0,10,0,0,Matches
699,Morten Frendrup,dk DEN,MF,Genoa,it Serie A,24-191,2001,5.8,181,167,13,7,1,0,3,6,0,0,0,0,141,1,4,Matches
700,Martin Frese,dk DEN,DF,Hellas Verona,it Serie A,27-284,1998,5.3,248,208,40,5,0,0,18,27,8,0,8,0,171,0,4,Matches
701,Remo Freuler,ch SUI,MF,Bologna,it Serie A,33-183,1992,4.9,267,251,15,14,0,1,4,0,0,0,0,0,222,1,3,Matches
702,Marco Friedl,at AUT,DF,Werder Bremen,de Bundesliga,27-213,1998,4.9,299,281,18,10,0,6,0,2,0,0,0,0,274,0,2,Matches
703,Jeremie Frimpong,nl NED,DF,Liverpool,eng Premier League,24-309,2000,0.9,41,38,3,0,0,0,4,3,0,0,0,0,31,0,0,Matches
704,Jorge de Frutos,es ESP,"FW,MF",Rayo Vallecano,es La Liga,28-237,1997,6.2,106,98,7,0,1,1,10,1,0,0,0,0,72,1,8,Matches
705,Chris Führich,de GER,FW,Stuttgart,de Bundesliga,27-279,1998,1.8,111,107,4,1,0,1,5,2,1,0,0,0,87,0,4,Matches
706,Joel Fujita,jp JPN,MF,St. Pauli,de Bundesliga,23-241,2002,5.9,330,327,2,1,3,1,6,1,0,0,0,0,261,1,2,Matches
707,Niclas Füllkrug,de GER,FW,West Ham,eng Premier League,32-248,1993,4.2,87,86,1,0,0,1,0,1,0,0,0,0,53,0,4,Matches
708,Matteo Gabbia,it ITA,DF,Milan,it Serie A,25-359,1999,6.0,295,287,8,7,0,0,0,0,0,0,0,0,270,0,1,Matches
709,Tiago Gabriel,pt POR,DF,Lecce,it Serie A,20-293,2004,5.1,213,186,26,6,0,1,0,1,0,0,0,0,190,1,1,Matches
710,Gianluca Gaetano,it ITA,"MF,FW",Cagliari,it Serie A,25-163,2000,1.8,86,76,10,5,0,1,5,1,2,1,1,0,62,0,0,Matches
711,Roberto Gagliardini,it ITA,MF,Hellas Verona,it Serie A,31-191,1994,1.5,100,98,2,2,0,3,0,0,0,0,0,0,88,0,0,Matches
712,Cody Gakpo,nl NED,FW,Liverpool,eng Premier League,26-161,1999,6.2,202,193,9,0,2,0,24,1,8,7,0,0,146,0,6,Matches
713,Javi Galán,es ESP,DF,Atlético Madrid,es La Liga,30-330,1994,1.5,70,60,9,0,0,0,5,9,0,0,0,0,56,1,3,Matches
714,Iñigo Ruiz de Galarreta,es ESP,MF,Athletic Club,es La Liga,32-070,1993,5.1,256,249,6,5,4,3,9,0,0,0,0,0,207,1,4,Matches
715,Conor Gallagher,eng ENG,MF,Atlético Madrid,es La Liga,25-251,2000,2.7,144,141,3,2,1,0,5,1,0,0,0,0,127,0,1,Matches
716,Antonino Gallo,it ITA,DF,Lecce,it Serie A,25-283,2000,5.3,244,183,60,8,0,0,24,48,4,1,2,0,162,1,1,Matches
717,Idrissa Gana Gueye,sn SEN,MF,Everton,eng Premier League,36-019,1989,6.8,327,324,2,1,2,2,7,0,0,0,0,0,283,1,2,Matches
718,Ismaëlo Ganiou,bf BFA,DF,Lens,fr Ligue 1,20-215,2005,0.8,45,43,2,2,0,0,1,0,0,0,0,0,38,0,0,Matches
719,Ben Gannon-Doak,sct SCO,FW,Bournemouth,eng Premier League,19-338,2005,0.3,13,13,0,0,0,0,1,0,0,0,0,0,11,0,0,Matches
720,Facundo Garcés,my MAS,DF,Alavés,es La Liga,26-040,1999,6.0,214,200,13,12,0,1,0,1,0,0,0,0,178,1,0,Matches
721,Aleix García,es ESP,MF,Leverkusen,de Bundesliga,28-109,1997,5.5,561,534,27,14,2,11,20,2,11,7,2,0,509,0,9,Matches
722,Álvaro García,es ESP,"MF,FW",Rayo Vallecano,es La Liga,32-353,1992,6.4,203,193,7,0,2,1,34,4,1,0,0,0,113,3,15,Matches
723,Eric García,es ESP,DF,Barcelona,es La Liga,24-279,2001,6.6,555,522,31,8,1,0,6,23,0,0,0,0,497,2,7,Matches
724,Fran Garcia,es ESP,"DF,MF",Real Madrid,es La Liga,26-062,1999,1.3,78,67,10,2,0,0,5,8,0,0,0,0,63,1,1,Matches
725,Gonzalo García,es ESP,"FW,MF",Real Madrid,es La Liga,21-205,2004,1.0,34,33,1,0,0,0,0,0,0,0,0,0,31,0,0,Matches
726,Joan García,es ESP,GK,Barcelona,es La Liga,24-164,2001,6.0,181,162,19,5,0,0,0,0,0,0,0,0,169,0,0,Matches
727,Pablo Garcia,es ESP,FW,Betis,es La Liga,19-124,2006,2.0,50,50,0,0,0,1,0,0,0,0,0,0,41,0,1,Matches
728,Rubén García,es ESP,"MF,FW",Osasuna,es La Liga,32-093,1993,2.7,120,111,8,5,1,3,9,0,3,1,2,0,101,1,2,Matches
729,Ulisses Garcia,ch SUI,DF,Marseille,fr Ligue 1,29-277,1996,1.6,71,61,10,1,0,0,1,9,0,0,0,0,63,0,0,Matches
730,Víctor García,es ESP,"MF,DF",Levante,es La Liga,28-029,1997,1.0,33,24,8,0,0,0,3,8,0,0,0,0,22,1,2,Matches
731,Alejandro Garnacho,ar ARG,FW,Chelsea,eng Premier League,21-106,2004,1.0,28,28,0,0,0,0,3,0,0,0,0,0,22,0,0,Matches
732,James Garner,eng ENG,"MF,DF",Everton,eng Premier League,24-216,2001,7.0,387,320,66,17,1,3,25,30,13,8,1,1,319,1,8,Matches
733,Federico Gatti,it ITA,DF,Juventus,it Serie A,27-113,1998,5.2,300,291,9,4,0,2,1,2,0,0,0,0,268,0,3,Matches
734,Gavi,es ESP,"MF,DF",Barcelona,es La Liga,21-071,2004,0.7,68,67,1,1,0,0,1,0,0,0,0,0,63,0,1,Matches
735,Jusuf Gazibegović,ba BIH,DF,Köln,de Bundesliga,25-218,2000,0.3,10,7,3,0,0,0,1,3,0,0,0,0,8,0,0,Matches
736,Paulo Gazzaniga,ar ARG,GK,Girona,es La Liga,33-286,1992,6.5,231,186,43,12,0,1,0,0,0,0,0,0,150,2,0,Matches
737,Jean-Philippe Gbamin,ci CIV,DF,Metz,fr Ligue 1,30-020,1995,6.2,449,411,37,15,0,10,0,2,0,0,0,0,405,1,5,Matches
738,Yann Gboho,fr FRA,"FW,MF",Toulouse,fr Ligue 1,24-274,2001,6.2,134,133,1,0,3,0,7,0,0,0,0,0,97,0,7,Matches
739,David de Gea,es ESP,GK,Fiorentina,it Serie A,34-342,1990,6.0,198,169,29,11,0,0,0,0,0,0,0,0,151,0,0,Matches
740,Lutsharel Geertruida,nl NED,"DF,MF",Sunderland,eng Premier League,25-089,2000,0.7,25,22,3,0,0,0,0,3,0,0,0,0,16,0,1,Matches
741,Tyrique George,eng ENG,FW,Chelsea,eng Premier League,19-253,2006,1.5,22,20,2,0,0,0,1,0,0,0,0,0,19,0,0,Matches
742,Yannick Gerhardt,de GER,DF,Wolfsburg,de Bundesliga,31-216,1994,0.0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,Matches
743,Willem Geubbels,fr FRA,FW,Paris FC,fr Ligue 1,24-060,2001,3.7,73,61,12,0,0,0,3,0,0,0,0,0,53,0,2,Matches
744,Ismaël Gharbi,tn TUN,MF,Augsburg,de Bundesliga,21-188,2004,0.1,3,2,1,0,0,0,0,1,0,0,0,0,2,0,0,Matches
745,Mourad El Ghezouani,ma MAR,FW,Elche,es La Liga,27-141,1998,0.6,15,15,0,0,0,0,0,0,0,0,0,0,11,0,1,Matches
746,Rachid Ghezzal,dz ALG,"FW,MF",Lyon,fr Ligue 1,33-159,1992,0.3,15,15,0,0,0,0,1,0,0,0,0,0,11,0,0,Matches
747,Andrea Ghion,it ITA,"FW,MF",Sassuolo,it Serie A,25-234,2000,0.1,2,1,1,0,0,0,1,0,1,1,0,0,1,0,0,Matches
748,Dimitris Giannoulis,gr GRE,"DF,MF",Augsburg,de Bundesliga,29-363,1995,2.5,110,88,22,0,0,0,7,22,0,0,0,0,74,0,6,Matches
749,Morgan Gibbs-White,eng ENG,"MF,FW",Nott'ham Forest,eng Premier League,25-261,2000,6.1,328,319,7,3,3,1,9,1,0,0,0,0,265,2,7,Matches
750,Bryan Gil,es ESP,"FW,MF",Girona,es La Liga,24-246,2001,1.6,55,51,3,1,0,1,3,0,2,1,0,0,38,1,2,Matches
751,Mario Gila,es ESP,DF,Lazio,it Serie A,25-047,2000,5.9,364,351,12,12,0,1,0,0,0,0,0,0,325,1,3,Matches
752,Billy Gilmour,sct SCO,MF,Napoli,it Serie A,24-126,2001,1.3,133,129,4,4,1,2,0,0,0,0,0,0,122,0,0,Matches
753,Benedikt Gimber,de GER,"DF,MF",Heidenheim,de Bundesliga,28-238,1997,3.3,142,132,10,5,0,2,0,2,0,0,0,0,117,0,1,Matches
754,Santiago Giménez,mx MEX,FW,Milan,it Serie A,24-180,2001,5.0,63,57,6,0,0,0,1,0,0,0,0,0,48,0,2,Matches
755,Gvidas Gineitis,lt LTU,"MF,FW",Torino,it Serie A,21-183,2004,1.3,39,39,0,0,1,0,2,0,0,0,0,0,25,0,3,Matches
756,Matthias Ginter,de GER,DF,Freiburg,de Bundesliga,31-269,1994,6.0,321,306,14,12,1,1,5,2,0,0,0,0,268,1,0,Matches
757,Giovane,br BRA,FW,Hellas Verona,it Serie A,21-325,2003,5.4,120,114,5,0,4,1,3,0,0,0,0,0,78,1,5,Matches
758,Olivier Giroud,fr FRA,FW,Lille,fr Ligue 1,39-015,1986,5.7,112,104,8,1,2,0,0,1,0,0,0,0,76,0,8,Matches
759,Jamie Gittens,eng ENG,FW,Chelsea,eng Premier League,21-068,2004,1.8,43,42,0,0,0,0,2,0,0,0,0,0,38,1,3,Matches
760,Robert Glatzel,de GER,FW,Hamburger SV,de Bundesliga,31-280,1994,0.7,16,16,0,0,0,0,0,0,0,0,0,0,12,0,0,Matches
761,Serge Gnabry,de GER,MF,Bayern Munich,de Bundesliga,30-093,1995,4.0,206,201,5,0,3,1,4,3,2,2,0,0,178,0,4,Matches
762,Wilfried Gnonto,it ITA,FW,Leeds United,eng Premier League,21-344,2003,2.1,71,71,0,0,0,0,4,0,0,0,0,0,55,0,2,Matches
763,Giorgi Gocholeishvili,ge GEO,MF,Hamburger SV,de Bundesliga,24-243,2001,4.6,156,118,36,0,0,4,11,36,0,0,0,0,122,2,4,Matches
764,Martial Godo,eng ENG,"MF,FW",Strasbourg,fr Ligue 1,22-215,2003,1.6,58,57,1,0,0,0,3,1,0,0,0,0,49,0,1,Matches
765,Maxima Goffi,fr FRA,DF,Lille,fr Ligue 1,17-265,2008,0.4,28,22,6,1,0,0,1,5,0,0,0,0,22,0,1,Matches
766,Saba Goglichidze,ge GEO,DF,Udinese,it Serie A,21-112,2004,1.7,76,73,3,2,0,0,2,1,0,0,0,0,62,0,0,Matches
767,Edoardo Goldaniga,it ITA,DF,Como,it Serie A,31-347,1993,0.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Matches
768,Aleksandr Golovin,ru RUS,"FW,MF",Monaco,fr Ligue 1,29-138,1996,2.7,122,116,4,1,0,0,4,1,1,0,0,0,96,2,3,Matches
769,Angel Gomes,eng ENG,MF,Marseille,fr Ligue 1,25-045,2000,5.6,380,373,6,3,2,2,1,2,1,0,1,0,345,1,2,Matches
770,João Gomes,br BRA,MF,Wolves,eng Premier League,24-245,2001,6.7,325,314,11,3,0,4,5,7,0,0,0,0,280,0,9,Matches
771,Rodrigo Gomes,pt POR,"DF,MF",Wolves,eng Premier League,22-100,2003,1.8,52,42,10,0,0,0,3,10,0,0,0,0,40,0,0,Matches
772,Toti Gomes,pt POR,DF,Wolves,eng Premier League,26-272,1999,4.3,295,278,17,11,0,0,3,6,0,0,0,0,250,0,0,Matches
773,Diego Gómez,py PAR,MF,Brighton,eng Premier League,22-202,2003,3.5,94,85,7,1,0,0,4,0,1,1,0,0,69,2,3,Matches
774,Joe Gomez,eng ENG,DF,Liverpool,eng Premier League,28-145,1997,0.3,19,12,7,0,0,0,0,7,0,0,0,0,14,0,0,Matches
775,Moi Gómez,es ESP,MF,Osasuna,es La Liga,31-114,1994,4.5,291,273,17,10,1,3,13,0,3,1,2,0,252,1,4,Matches
776,Sergio Gómez,es ESP,DF,Real Sociedad,es La Liga,25-041,2000,5.3,422,355,67,17,0,0,29,38,12,9,0,0,344,0,5,Matches
777,Unai Gómez,es ESP,"FW,MF",Athletic Club,es La Liga,22-143,2003,1.0,49,44,5,2,0,0,8,0,1,1,0,0,34,0,2,Matches
778,Valentín Gómez,ar ARG,DF,Betis,es La Liga,22-111,2003,3.5,184,176,8,7,0,2,0,1,0,0,0,0,164,0,4,Matches
779,Rafael Gonçalves,pt POR,MF,Strasbourg,fr Ligue 1,20-239,2005,2.1,121,119,1,1,1,1,1,0,0,0,0,0,107,1,2,Matches
780,Nicolás González,es ESP,MF,Manchester City,eng Premier League,23-285,2002,3.9,292,280,12,11,0,1,0,1,0,0,0,0,263,0,2,Matches
781,Nicolás González,ar ARG,"MF,DF",Juventus,it Serie A,27-192,1998,0.2,9,5,4,0,0,0,0,4,0,0,0,0,4,0,0,Matches
782,Nicolás González,ar ARG,MF,Atlético Madrid,es La Liga,27-192,1998,4.0,161,156,5,1,2,2,8,4,0,0,0,0,123,0,6,Matches
783,Urko González,es ESP,MF,Espanyol,es La Liga,24-209,2001,3.6,127,126,1,1,0,0,1,0,0,0,0,0,104,0,4,Matches
784,Urko González,es ESP,MF,Real Sociedad,es La Liga,24-209,2001,0.1,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
785,Anthony Gordon,eng ENG,FW,Newcastle Utd,eng Premier League,24-233,2001,3.0,76,72,4,1,0,2,5,1,1,1,0,0,51,0,2,Matches
786,Leon Goretzka,de GER,MF,Bayern Munich,de Bundesliga,30-251,1995,3.4,224,213,10,10,1,4,1,0,0,0,0,0,202,1,5,Matches
787,Andoni Gorosabel,es ESP,DF,Athletic Club,es La Liga,29-072,1996,0.8,48,41,6,0,0,0,2,6,0,0,0,0,39,1,3,Matches
788,Jon Gorrotxategi,es ESP,MF,Real Sociedad,es La Liga,23-255,2002,5.7,287,283,3,3,0,2,0,0,0,0,0,0,243,1,5,Matches
789,Alimami Gory,ml MLI,"FW,MF",Paris FC,fr Ligue 1,29-046,1996,1.5,32,29,3,0,0,0,1,3,0,0,0,0,29,0,2,Matches
790,Robin Gosens,de GER,DF,Fiorentina,it Serie A,31-102,1994,5.8,232,191,39,1,0,0,13,38,0,0,0,0,162,2,8,Matches
791,Mikel Goti,es ESP,MF,Real Sociedad,es La Liga,23-145,2002,0.6,23,23,0,0,0,0,3,0,0,0,0,0,11,0,3,Matches
792,Mario Götze,de GER,"MF,FW",Eint Frankfurt,de Bundesliga,33-134,1992,0.7,27,26,1,0,0,0,1,0,0,0,0,0,24,0,0,Matches
793,Amine Gouiri,dz ALG,"FW,MF",Marseille,fr Ligue 1,25-241,2000,4.2,119,103,16,3,1,0,13,0,12,5,3,0,94,0,2,Matches
794,Tiago Gouveia,pt POR,DF,Nice,fr Ligue 1,24-119,2001,0.9,46,39,6,0,0,0,0,6,0,0,0,0,37,1,0,Matches
795,Jeffrey Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,34-097,1991,3.7,184,171,10,5,0,1,3,2,0,0,0,0,151,3,2,Matches
796,Kamil Grabara,pl POL,GK,Wolfsburg,de Bundesliga,26-280,1999,6.0,227,185,41,21,0,0,0,0,0,0,0,0,178,1,0,Matches
797,Jonathan Gradit,fr FRA,DF,Lens,fr Ligue 1,32-325,1992,4.0,180,169,10,9,0,0,1,1,0,0,0,0,163,1,0,Matches
798,Alberto Grassi,it ITA,MF,Cremonese,it Serie A,30-222,1995,4.1,183,171,12,10,0,0,0,0,0,0,0,0,154,0,2,Matches
799,Ryan Gravenberch,nl NED,"MF,DF",Liverpool,eng Premier League,23-152,2002,6.0,390,390,0,0,2,2,1,0,0,0,0,0,343,0,6,Matches
800,Archie Gray,eng ENG,MF,Tottenham,eng Premier League,19-217,2006,0.8,43,43,0,0,0,0,0,0,0,0,0,0,40,0,0,Matches
801,Jack Grealish,eng ENG,FW,Everton,eng Premier League,30-035,1995,6.2,244,233,9,3,3,0,14,6,0,0,0,0,200,2,12,Matches
802,Mason Greenwood,eng ENG,"FW,MF",Marseille,fr Ligue 1,24-014,2001,5.8,322,287,33,7,2,11,29,5,19,8,9,0,250,2,8,Matches
803,Dominik Greif,sk SVK,GK,Lyon,fr Ligue 1,28-192,1997,3.0,131,110,21,10,0,0,0,0,0,0,0,0,112,0,0,Matches
