Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Expected_xG,Expected_npxG,Expected_xAG,Expected_npxG+xAG,Progression_PrgC,Progression_PrgP,Progression_PrgR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,Per 90 Minutes_xG,Per 90 Minutes_xAG,Per 90 Minutes_xG+xAG,Per 90 Minutes_npxG,Per 90 Minutes_npxG+xAG,Unnamed: 37_level_0_Matches
84,Nadiem Amiri,de GER,MF,Mainz 05,de Bundesliga,29-030,1996,11,11,944,10.5,3,1,4,0,3,3,5,0,3.1,0.7,1.5,2.2,19,93,22,0.29,0.10,0.38,0.00,0.10,0.29,0.14,0.44,0.07,0.21,Matches
85,Samuel Amo-Ameyaw,eng ENG,"DF,MF",Strasbourg,fr Ligue 1,19-131,2006,8,2,304,3.4,0,1,1,0,0,0,1,0,0.2,0.2,0.4,0.6,20,12,27,0.00,0.30,0.30,0.00,0.30,0.07,0.12,0.19,0.07,0.19,Matches
86,Mathis Amougou,fr FRA,MF,Strasbourg,fr Ligue 1,19-312,2006,7,2,232,2.6,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,7,14,11,0.00,0.00,0.00,0.00,0.00,0.07,0.07,0.14,0.07,0.14,Matches
87,Mohamed Amoura,dz ALG,FW,Wolfsburg,de Bundesliga,25-201,2000,11,8,714,7.9,4,1,5,3,1,1,2,0,3.6,2.9,1.9,4.8,21,11,54,0.50,0.13,0.63,0.38,0.50,0.46,0.25,0.70,0.36,0.61,Matches
88,Ethan Ampadu,wls WAL,MF,Leeds United,eng Premier League,25-073,2000,10,10,877,9.7,0,0,0,0,0,0,4,0,0.4,0.4,0.1,0.5,12,36,10,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.06,0.04,0.06,Matches
89,Sofyan Amrabat,ma MAR,MF,Betis,es La Liga,29-097,1996,8,6,603,6.7,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.3,9,43,3,0.00,0.00,0.00,0.00,0.00,0.02,0.03,0.05,0.02,0.05,Matches
90,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,29-179,1996,11,11,941,10.5,0,0,0,0,0,0,0,0,0.5,0.5,0.7,1.2,9,39,4,0.00,0.00,0.00,0.00,0.00,0.05,0.07,0.12,0.05,0.12,Matches
91,Elliot Anderson,eng ENG,MF,Nott'ham Forest,eng Premier League,23-020,2002,12,12,1080,12.0,1,1,2,0,1,1,2,0,1.7,0.9,1.8,2.6,15,100,32,0.08,0.08,0.17,0.00,0.08,0.14,0.15,0.28,0.07,0.22,Matches
92,André,br BRA,MF,Wolves,eng Premier League,24-133,2001,12,9,795,8.8,0,0,0,0,0,0,3,0,0.0,0.0,0.1,0.1,7,29,3,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches
93,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,35-115,1990,10,10,889,9.9,1,1,2,1,0,0,5,0,1.4,1.4,0.8,2.3,11,73,31,0.10,0.10,0.20,0.10,0.20,0.15,0.09,0.23,0.15,0.23,Matches
94,Robert Andrich,de GER,"MF,DF",Leverkusen,de Bundesliga,31-065,1994,10,8,689,7.7,0,0,0,0,0,0,3,1,0.0,0.0,0.2,0.3,12,21,11,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.03,0.01,0.03,Matches
95,Miguel Ángel Rubio,es ESP,DF,Espanyol,es La Liga,27-260,1998,5,1,137,1.5,1,0,1,1,0,0,0,0,0.7,0.7,0.0,0.7,0,1,0,0.66,0.00,0.66,0.66,0.66,0.43,0.00,0.43,0.43,0.43,Matches
96,Angeliño,es ESP,"DF,MF",Roma,it Serie A,28-326,1997,5,5,387,4.3,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,6,25,31,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
97,Samuele Angori,it ITA,DF,Pisa,it Serie A,22-050,2003,9,6,527,5.9,0,1,1,0,0,0,0,0,0.0,0.0,1.4,1.4,2,6,17,0.00,0.17,0.17,0.00,0.17,0.00,0.24,0.24,0.00,0.24,Matches
98,Faustino Anjorin,eng ENG,"MF,FW",Torino,it Serie A,24-003,2001,5,0,66,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,3,2,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.07,0.07,0.07,Matches
99,Ilyas Ansah,de GER,"MF,FW",Union Berlin,de Bundesliga,21-018,2004,11,9,755,8.4,4,0,4,4,0,0,0,0,1.5,1.5,0.4,1.9,18,16,35,0.48,0.00,0.48,0.48,0.48,0.17,0.05,0.22,0.17,0.22,Matches
100,Aaron Anselmino,ar ARG,DF,Dortmund,de Bundesliga,20-211,2005,3,2,166,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,13,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
101,Jaidon Anthony,eng ENG,"MF,FW",Burnley,eng Premier League,25-360,1999,12,12,957,10.6,4,1,5,4,0,0,3,0,2.3,2.3,0.5,2.8,24,14,49,0.38,0.09,0.47,0.38,0.47,0.22,0.05,0.27,0.22,0.27,Matches
102,Waldemar Anton,de GER,DF,Dortmund,de Bundesliga,29-129,1996,11,11,990,11.0,1,0,1,1,0,0,1,0,0.3,0.3,0.1,0.4,13,64,5,0.09,0.00,0.09,0.09,0.09,0.03,0.01,0.03,0.03,0.03,Matches
103,Antoniu,es ESP,"FW,MF",Espanyol,es La Liga,23-082,2002,6,1,86,1.0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.2,5,5,9,0.00,0.00,0.00,0.00,0.00,0.16,0.10,0.25,0.16,0.25,Matches
104,Antony,br BRA,FW,Betis,es La Liga,25-275,2000,9,9,767,8.5,4,1,5,4,0,0,1,1,3.2,3.2,1.2,4.4,52,43,90,0.47,0.12,0.59,0.47,0.59,0.38,0.14,0.52,0.38,0.52,Matches
105,Youssef El-Arabi,ma MAR,FW,Nantes,fr Ligue 1,38-296,1987,11,5,401,4.5,2,0,2,2,0,0,0,0,0.5,0.5,0.3,0.9,6,9,17,0.45,0.00,0.45,0.45,0.45,0.12,0.07,0.20,0.12,0.20,Matches
106,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,30-057,1995,13,13,1149,12.8,1,0,1,1,0,0,2,0,1.7,1.7,0.1,1.8,7,36,24,0.08,0.00,0.08,0.08,0.08,0.13,0.01,0.14,0.13,0.14,Matches
107,Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,23-126,2002,12,11,992,11.0,0,0,0,0,0,0,3,0,0.9,0.9,0.2,1.1,8,50,26,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10,Matches
108,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,26-264,1999,11,7,649,7.2,2,0,2,2,0,0,2,0,0.4,0.4,0.0,0.4,11,29,4,0.28,0.00,0.28,0.28,0.28,0.05,0.00,0.06,0.05,0.06,Matches
109,Carlens Arcus,ht HAI,DF,Angers,fr Ligue 1,29-151,1996,12,12,1057,11.7,0,0,0,0,0,0,3,0,0.1,0.1,0.2,0.3,12,36,12,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
110,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,32-272,1993,8,8,720,8.0,0,1,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.12,0.12,0.00,0.12,0.00,0.00,0.00,0.00,0.00,Matches
111,Jesús Areso,es ESP,DF,Athletic Club,es La Liga,26-147,1999,11,7,742,8.2,0,1,1,0,0,0,1,0,0.0,0.0,0.6,0.6,23,20,52,0.00,0.12,0.12,0.00,0.12,0.00,0.07,0.07,0.00,0.07,Matches
112,Iñigo Arguibide,es ESP,DF,Osasuna,es La Liga,20-221,2005,1,0,16,0.2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,1,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
113,Jhon Arias,co COL,FW,Wolves,eng Premier League,28-066,1997,11,7,563,6.3,0,0,0,0,0,0,0,0,1.9,1.9,0.5,2.3,10,19,30,0.00,0.00,0.00,0.00,0.00,0.30,0.07,0.37,0.30,0.37,Matches
114,Harrison Armstrong,eng ENG,FW,Everton,eng Premier League,18-311,2007,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
115,Hákon Arnar Haraldsson,is ISL,"MF,FW",Lille,fr Ligue 1,22-230,2003,12,11,938,10.4,4,1,5,4,0,0,2,0,3.8,3.8,1.8,5.6,32,57,65,0.38,0.10,0.48,0.38,0.48,0.37,0.17,0.54,0.37,0.54,Matches
116,Maximilian Arnold,de GER,MF,Wolfsburg,de Bundesliga,31-183,1994,10,10,900,10.0,1,3,4,1,0,0,2,0,0.2,0.2,2.6,2.8,0,36,8,0.10,0.30,0.40,0.10,0.40,0.02,0.26,0.28,0.02,0.28,Matches
117,Tolu Arokodare,ng NGA,FW,Wolves,eng Premier League,25-003,2000,8,3,276,3.1,0,0,0,0,0,0,1,0,0.4,0.4,0.2,0.7,3,0,12,0.00,0.00,0.00,0.00,0.00,0.14,0.08,0.21,0.14,0.21,Matches
118,Kervin Arriaga,hn HON,MF,Levante,es La Liga,27-325,1998,10,6,583,6.5,1,0,1,1,0,0,1,0,0.1,0.1,0.1,0.2,6,27,3,0.15,0.00,0.15,0.15,0.15,0.02,0.01,0.03,0.02,0.03,Matches
119,Arthur,br BRA,DF,Leverkusen,de Bundesliga,22-254,2003,6,5,405,4.5,0,1,1,0,0,0,0,0,0.6,0.6,0.5,1.1,5,15,44,0.00,0.22,0.22,0.00,0.22,0.14,0.11,0.25,0.14,0.25,Matches
120,Takuma Asano,jp JPN,FW,Mallorca,es La Liga,31-016,1994,8,4,293,3.3,1,0,1,1,0,0,1,0,0.5,0.5,0.3,0.9,6,2,15,0.31,0.00,0.31,0.31,0.31,0.16,0.11,0.27,0.16,0.27,Matches
121,Raúl Asencio,es ESP,DF,Real Madrid,es La Liga,22-286,2003,8,4,496,5.5,0,0,0,0,0,0,1,0,0.4,0.4,0.1,0.5,5,23,4,0.00,0.00,0.00,0.00,0.00,0.08,0.02,0.10,0.08,0.10,Matches
122,Fisnik Asllani,xk KVX,"FW,MF",Hoffenheim,de Bundesliga,23-110,2002,11,10,759,8.4,5,2,7,5,0,0,1,0,3.5,3.5,1.6,5.1,7,21,60,0.59,0.24,0.83,0.59,0.83,0.41,0.19,0.60,0.41,0.60,Matches
123,Kristjan Asllani,al ALB,MF,Torino,it Serie A,23-262,2002,10,8,698,7.8,0,0,0,0,0,0,3,0,0.4,0.4,0.5,0.9,2,36,7,0.00,0.00,0.00,0.00,0.00,0.05,0.07,0.12,0.05,0.12,Matches
124,Joel Asoro,se SWE,FW,Metz,fr Ligue 1,26-213,1999,4,1,88,1.0,0,0,0,0,0,0,0,0,0.4,0.4,0.0,0.4,0,1,0,0.00,0.00,0.00,0.00,0.00,0.46,0.00,0.46,0.46,0.46,Matches
125,Iago Aspas,es ESP,"FW,MF",Celta Vigo,es La Liga,38-117,1987,11,5,481,5.3,2,1,3,1,1,1,1,0,2.5,1.7,1.6,3.3,14,60,38,0.37,0.19,0.56,0.19,0.37,0.47,0.29,0.76,0.32,0.61,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
126,Yaser Asprilla,co COL,"FW,MF",Girona,es La Liga,22-007,2003,10,5,450,5.0,0,0,0,0,0,0,0,0,0.5,0.5,1.4,1.9,15,18,43,0.00,0.00,0.00,0.00,0.00,0.11,0.27,0.38,0.11,0.38,Matches
127,Lorenz Assignon,tg TOG,DF,Stuttgart,de Bundesliga,25-157,2000,8,5,497,5.5,0,0,0,0,0,0,2,0,0.3,0.3,0.6,0.9,10,15,36,0.00,0.00,0.00,0.00,0.00,0.06,0.10,0.16,0.06,0.16,Matches
128,Dehmaine Assoumani,fr FRA,MF,Nantes,fr Ligue 1,20-223,2005,13,8,611,6.8,0,0,0,0,0,0,1,0,0.4,0.4,0.6,1.1,11,18,26,0.00,0.00,0.00,0.00,0.00,0.07,0.09,0.16,0.07,0.16,Matches
129,Otavio Ataide,br BRA,DF,Paris FC,fr Ligue 1,23-219,2002,10,9,848,9.4,0,0,0,0,0,0,3,1,0.2,0.2,0.0,0.2,6,29,3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Matches
130,Zachary Athekame,ch SUI,"DF,FW",Milan,it Serie A,20-348,2004,7,1,112,1.2,1,0,1,1,0,0,2,0,0.0,0.0,0.0,0.0,4,3,17,0.80,0.00,0.80,0.80,0.80,0.03,0.00,0.03,0.03,0.03,Matches
131,Arthur Atta,fr FRA,MF,Udinese,it Serie A,22-316,2003,12,12,1037,11.5,1,2,3,1,0,0,1,0,1.5,1.5,1.2,2.8,38,51,68,0.09,0.17,0.26,0.09,0.26,0.13,0.11,0.24,0.13,0.24,Matches
132,Noah Atubolu,de GER,GK,Freiburg,de Bundesliga,23-185,2002,11,11,990,11.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
133,Pierre-Emerick Aubameyang,ga GAB,FW,Marseille,fr Ligue 1,36-161,1989,11,7,705,7.8,5,4,9,5,0,0,0,0,5.6,5.6,2.1,7.6,14,17,47,0.64,0.51,1.15,0.64,1.15,0.71,0.27,0.98,0.71,0.98,Matches
134,Emil Audero,id IDN,GK,Cremonese,it Serie A,28-312,1997,8,8,720,8.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
135,Carlos Augusto,br BRA,DF,Inter,it Serie A,26-323,1999,11,5,473,5.3,0,1,1,0,0,0,1,0,0.5,0.5,0.3,0.8,10,21,28,0.00,0.19,0.19,0.00,0.19,0.10,0.05,0.15,0.10,0.15,Matches
136,Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,24-362,2000,3,3,270,3.0,0,0,0,0,0,0,1,0,0.4,0.4,0.0,0.4,3,15,2,0.00,0.00,0.00,0.00,0.00,0.12,0.00,0.12,0.12,0.12,Matches
137,Leon Avdullahu,xk KVX,MF,Hoffenheim,de Bundesliga,21-276,2004,11,11,936,10.4,0,1,1,0,0,0,2,0,0.2,0.2,0.5,0.7,7,49,11,0.00,0.10,0.10,0.00,0.10,0.02,0.05,0.07,0.02,0.07,Matches
138,Ezequiel Ávila,ar ARG,"FW,MF",Betis,es La Liga,31-293,1994,4,0,44,0.5,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,1,1,0,0.00,0.00,0.00,0.00,0.00,0.55,0.00,0.55,0.55,0.55,Matches
139,Arthur Avom,cm CMR,MF,Lorient,fr Ligue 1,20-346,2004,13,11,998,11.1,0,1,1,0,0,0,3,0,0.6,0.6,1.5,2.0,25,62,25,0.00,0.09,0.09,0.00,0.09,0.05,0.13,0.18,0.05,0.18,Matches
140,Chidozie Awaziem,ng NGA,DF,Nantes,fr Ligue 1,28-329,1997,13,13,1155,12.8,1,0,1,1,0,0,4,0,0.5,0.5,0.2,0.7,6,36,0,0.08,0.00,0.08,0.08,0.08,0.04,0.02,0.06,0.04,0.06,Matches
141,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,28-106,1997,4,1,135,1.5,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,1,1,6,0.00,0.00,0.00,0.00,0.00,0.13,0.10,0.22,0.13,0.22,Matches
142,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,22-051,2003,12,10,962,10.7,1,0,1,1,0,0,0,0,1.0,1.0,0.4,1.4,10,36,16,0.09,0.00,0.09,0.09,0.09,0.09,0.03,0.13,0.09,0.13,Matches
143,Neil El Aynaoui,ma MAR,MF,Roma,it Serie A,24-147,2001,10,3,343,3.8,0,1,1,0,0,0,2,0,0.1,0.1,0.5,0.6,8,13,7,0.00,0.26,0.26,0.00,0.26,0.03,0.13,0.17,0.03,0.17,Matches
144,César Azpilicueta,es ESP,DF,Sevilla,es La Liga,36-090,1989,7,7,497,5.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,5,13,9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
145,Oussama El Azzouzi,ma MAR,"MF,DF",Auxerre,fr Ligue 1,24-181,2001,5,4,286,3.2,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,3,15,3,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.04,0.01,0.04,Matches
146,Mio Backhaus,de GER,GK,Werder Bremen,de Bundesliga,21-224,2004,9,9,810,9.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
147,Loïc Bade,fr FRA,DF,Leverkusen,de Bundesliga,25-229,2000,10,9,801,8.9,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,0,27,1,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.03,0.01,0.03,Matches
148,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,24-245,2001,3,1,111,1.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
149,Alex Baena,es ESP,MF,Atlético Madrid,es La Liga,24-129,2001,8,6,445,4.9,1,1,2,1,0,0,1,0,0.6,0.6,2.5,3.1,12,30,39,0.20,0.20,0.40,0.20,0.40,0.12,0.51,0.63,0.12,0.63,Matches
150,Samson Baidoo,at AUT,DF,Lens,fr Ligue 1,21-240,2004,12,11,1035,11.5,2,0,2,2,0,0,2,0,1.0,1.0,0.5,1.5,2,29,1,0.17,0.00,0.17,0.17,0.17,0.09,0.05,0.13,0.09,0.13,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
151,Leon Bailey,jm JAM,"FW,MF",Roma,it Serie A,28-109,1997,4,1,146,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,2,2,10,0.00,0.00,0.00,0.00,0.00,0.07,0.02,0.08,0.07,0.08,Matches
152,Eric Bailly,ci CIV,DF,Oviedo,es La Liga,31-228,1994,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
153,Theo Bair,ca CAN,"MF,FW",Auxerre,fr Ligue 1,26-091,1999,2,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
154,Cédric Bakambu,cd COD,FW,Betis,es La Liga,34-229,1991,7,0,71,0.8,1,0,1,1,0,0,0,0,0.4,0.4,0.0,0.5,1,0,7,1.27,0.00,1.27,1.27,1.27,0.57,0.02,0.58,0.57,0.58,Matches
155,Johan Bakayoko,be BEL,FW,RB Leipzig,de Bundesliga,22-220,2003,10,7,582,6.5,2,0,2,2,0,0,1,0,1.4,1.4,0.6,2.0,21,14,58,0.31,0.00,0.31,0.31,0.31,0.21,0.10,0.31,0.21,0.31,Matches
156,Darryl Bakola,fr FRA,MF,Marseille,fr Ligue 1,17-361,2007,5,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,5,2,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Matches
157,Ridle Baku,de GER,DF,RB Leipzig,de Bundesliga,27-232,1998,11,11,974,10.8,0,2,2,0,0,0,2,0,1.0,1.0,2.4,3.4,27,74,43,0.00,0.18,0.18,0.00,0.18,0.09,0.22,0.31,0.09,0.31,Matches
158,Dilane Bakwa,fr FRA,"FW,MF",Nott'ham Forest,eng Premier League,23-092,2002,4,2,174,1.9,0,0,0,0,0,0,0,0,0.1,0.1,0.4,0.5,6,9,22,0.00,0.00,0.00,0.00,0.00,0.07,0.20,0.27,0.07,0.27,Matches
159,Dilane Bakwa,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,23-092,2002,3,0,107,1.2,1,2,3,1,0,0,0,0,0.1,0.1,0.4,0.5,10,6,17,0.84,1.68,2.52,0.84,2.52,0.12,0.30,0.42,0.12,0.42,Matches
160,Tommaso Baldanzi,it ITA,"FW,MF",Roma,it Serie A,22-248,2003,7,2,254,2.8,0,0,0,0,0,0,1,0,0.5,0.5,0.4,0.9,5,10,20,0.00,0.00,0.00,0.00,0.00,0.19,0.13,0.31,0.19,0.31,Matches
161,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,22-039,2003,9,8,631,7.0,0,1,1,0,0,0,2,0,0.1,0.1,0.7,0.8,18,28,48,0.00,0.14,0.14,0.00,0.14,0.01,0.11,0.12,0.01,0.12,Matches
162,Fabio Baldé,pt POR,"FW,MF",Hamburger SV,de Bundesliga,20-129,2005,6,0,78,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2,0,6,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,Matches
163,Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,21-327,2004,12,11,690,7.7,0,0,0,0,0,0,4,0,0.2,0.2,0.1,0.2,7,14,7,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.03,0.02,0.03,Matches
164,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,26-304,1999,9,7,682,7.6,0,1,1,0,0,0,3,0,0.9,0.9,0.1,1.0,1,21,2,0.00,0.13,0.13,0.00,0.13,0.12,0.01,0.14,0.12,0.14,Matches
165,Daniel Ballard,nir NIR,DF,Sunderland,eng Premier League,26-065,1999,10,7,672,7.5,2,0,2,2,0,0,1,0,1.0,1.0,0.7,1.6,2,17,3,0.27,0.00,0.27,0.27,0.27,0.13,0.09,0.22,0.13,0.22,Matches
166,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,33-329,1992,4,1,133,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,4,17,5,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Matches
167,Fodé Ballo-Touré,sn SEN,DF,Metz,fr Ligue 1,28-327,1997,4,3,245,2.7,0,0,0,0,0,0,1,0,0.1,0.1,0.2,0.2,8,7,12,0.00,0.00,0.00,0.00,0.00,0.02,0.06,0.08,0.02,0.08,Matches
168,Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,24-146,2001,10,6,580,6.4,4,1,5,3,1,1,0,1,4.7,3.9,0.9,4.8,13,10,50,0.62,0.16,0.78,0.47,0.62,0.73,0.14,0.87,0.61,0.75,Matches
169,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,35-215,1990,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
170,Aladji Bamba,fr FRA,MF,Monaco,fr Ligue 1,19-135,2006,5,2,131,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,10,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
171,Mohamed Bamba,ci CIV,FW,Lorient,fr Ligue 1,23-351,2001,13,7,593,6.6,1,1,2,1,0,1,2,0,2.2,1.4,1.1,2.6,4,5,22,0.15,0.15,0.30,0.15,0.30,0.34,0.17,0.51,0.22,0.39,Matches
172,Lameck Banda,zm ZAM,FW,Lecce,it Serie A,24-301,2001,9,4,414,4.6,0,0,0,0,0,0,2,0,0.3,0.3,0.2,0.5,10,6,32,0.00,0.00,0.00,0.00,0.00,0.07,0.04,0.11,0.07,0.11,Matches
173,Noahkai Banks,us USA,DF,Augsburg,de Bundesliga,18-360,2006,8,6,531,5.9,1,0,1,1,0,0,2,0,0.9,0.9,0.0,0.9,4,23,5,0.17,0.00,0.17,0.17,0.17,0.15,0.00,0.15,0.15,0.15,Matches
174,Ezechiel Banzuzi,nl NED,MF,RB Leipzig,de Bundesliga,20-283,2005,10,1,292,3.2,0,1,1,0,0,0,2,0,0.4,0.4,0.2,0.6,2,11,7,0.00,0.31,0.31,0.00,0.31,0.13,0.06,0.19,0.13,0.19,Matches
175,Tommaso Barbieri,it ITA,"FW,DF",Cremonese,it Serie A,23-092,2002,7,5,497,5.5,0,0,0,0,0,0,1,0,0.5,0.5,0.4,0.9,12,15,25,0.00,0.00,0.00,0.00,0.00,0.09,0.06,0.15,0.09,0.15,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches
176,Valentín Barco,ar ARG,"MF,DF",Strasbourg,fr Ligue 1,21-126,2004,13,12,1062,11.8,1,4,5,1,0,0,2,1,1.3,1.3,3.4,4.7,19,88,41,0.08,0.34,0.42,0.08,0.42,0.11,0.29,0.40,0.11,0.40,Matches
177,Bradley Barcola,fr FRA,FW,Paris S-G,fr Ligue 1,23-085,2002,11,8,670,7.4,5,0,5,5,0,0,2,0,3.5,3.5,1.3,4.8,32,28,112,0.67,0.00,0.67,0.67,0.67,0.47,0.18,0.65,0.47,0.65,Matches
178,Melvin Bard,fr FRA,"DF,MF",Nice,fr Ligue 1,25-020,2000,13,11,1080,12.0,1,0,1,1,0,0,2,0,0.4,0.4,0.4,0.8,26,37,47,0.08,0.00,0.08,0.08,0.08,0.03,0.04,0.07,0.03,0.07,Matches
179,Roony Bardghji,se SWE,FW,Barcelona,es La Liga,20-011,2005,7,2,177,2.0,0,0,0,0,0,0,0,0,0.6,0.6,0.5,1.1,7,10,25,0.00,0.00,0.00,0.00,0.00,0.30,0.27,0.57,0.30,0.57,Matches
