Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Unnamed: 8_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Challenges_Tkl,Challenges_Att,Challenges_Tkl%,Challenges_Lost,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 21_level_0_Int,Unnamed: 22_level_0_Tkl+Int,Unnamed: 23_level_0_Clr,Unnamed: 24_level_0_Err,Unnamed: 25_level_0_Matches
137,Yann Aurel Bisseck,de GER,DF,Inter,it Serie A,25-002,2000,3.3,4,3,2,2,0,1,2,50.0,1,3,1,2,4,8,18,0,Matches
138,Leon Avdullahu,xk KVX,MF,Hoffenheim,de Bundesliga,21-281,2004,11.4,13,10,3,8,2,9,19,47.4,10,14,4,10,16,29,16,0,Matches
139,Ezequiel Ávila,ar ARG,"FW,MF",Betis,es La Liga,31-298,1994,0.5,0,0,0,0,0,0,0,,0,0,0,0,0,0,3,0,Matches
140,Arthur Avom,cm CMR,MF,Lorient,fr Ligue 1,20-351,2004,12.1,30,19,9,19,2,15,26,57.7,11,12,1,11,21,51,10,0,Matches
141,Chidozie Awaziem,ng NGA,DF,Nantes,fr Ligue 1,28-334,1997,13.8,10,7,8,2,0,6,13,46.2,7,17,12,5,11,21,114,3,Matches
142,Taiwo Awoniyi,ng NGA,FW,Nott'ham Forest,eng Premier League,28-111,1997,1.5,1,1,0,1,0,0,3,0.0,3,0,0,0,1,2,1,0,Matches
143,Yasin Ayari,se SWE,MF,Brighton,eng Premier League,22-056,2003,11.7,29,16,9,13,7,12,30,40.0,18,5,1,4,14,43,10,1,Matches
144,Neil El Aynaoui,ma MAR,MF,Roma,it Serie A,24-152,2001,4.1,7,4,5,1,1,4,6,66.7,2,3,1,2,6,13,5,0,Matches
145,César Azpilicueta,es ESP,DF,Sevilla,es La Liga,36-095,1989,6.5,14,8,10,4,0,5,15,33.3,10,13,6,7,14,28,24,0,Matches
146,Oussama El Azzouzi,ma MAR,MF,Auxerre,fr Ligue 1,24-186,2001,4.1,7,6,2,5,0,3,10,30.0,7,2,1,1,9,16,4,0,Matches
147,Mio Backhaus,de GER,GK,Werder Bremen,de Bundesliga,21-229,2004,10.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,10,0,Matches
148,Loïc Bade,fr FRA,DF,Leverkusen,de Bundesliga,25-234,2000,9.9,18,10,14,2,2,9,10,90.0,1,11,5,6,11,29,52,1,Matches
149,Benoît Badiashile,fr FRA,DF,Chelsea,eng Premier League,24-250,2001,1.2,1,0,0,1,0,0,0,,0,2,1,1,3,4,3,0,Matches
150,Alex Baena,es ESP,MF,Atlético Madrid,es La Liga,24-134,2001,5.4,7,4,3,3,1,4,7,57.1,3,4,1,3,6,13,3,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
151,Samson Baidoo,at AUT,DF,Lens,fr Ligue 1,21-245,2004,12.5,19,13,16,2,1,11,18,61.1,7,28,20,8,14,33,45,0,Matches
152,Leon Bailey,jm JAM,"FW,MF",Roma,it Serie A,28-114,1997,1.7,2,0,1,0,1,1,2,50.0,1,1,0,1,0,2,0,0,Matches
153,Eric Bailly,ci CIV,DF,Oviedo,es La Liga,31-233,1994,3.0,1,1,0,1,0,1,1,100.0,0,7,7,0,7,8,16,0,Matches
154,Theo Bair,ca CAN,"MF,FW",Auxerre,fr Ligue 1,26-096,1999,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
155,Cédric Bakambu,cd COD,FW,Betis,es La Liga,34-234,1991,0.8,0,0,0,0,0,0,0,,0,1,0,1,1,1,4,0,Matches
156,Johan Bakayoko,be BEL,FW,RB Leipzig,de Bundesliga,22-225,2003,6.7,4,2,2,2,0,1,5,20.0,4,3,0,3,1,5,3,0,Matches
157,Darryl Bakola,fr FRA,MF,Marseille,fr Ligue 1,18-001,2007,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
158,Ridle Baku,de GER,DF,RB Leipzig,de Bundesliga,27-237,1998,11.8,31,19,22,6,3,21,37,56.8,16,23,5,18,11,42,44,2,Matches
159,Dilane Bakwa,fr FRA,"FW,MF",Nott'ham Forest,eng Premier League,23-097,2002,1.9,0,0,0,0,0,0,2,0.0,2,2,1,1,0,0,2,0,Matches
160,Dilane Bakwa,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,23-097,2002,1.2,1,1,1,0,0,1,2,50.0,1,2,0,2,1,2,1,0,Matches
161,Tommaso Baldanzi,it ITA,"FW,MF",Roma,it Serie A,22-253,2003,3.3,4,1,1,1,2,0,1,0.0,1,0,0,0,2,6,1,0,Matches
162,Alejandro Balde,es ESP,DF,Barcelona,es La Liga,22-044,2003,8.0,16,10,7,8,1,10,12,83.3,2,8,4,4,3,19,14,0,Matches
163,Fabio Baldé,pt POR,"FW,MF",Hamburger SV,de Bundesliga,20-134,2005,1.1,3,1,1,1,1,1,3,33.3,2,1,0,1,0,3,1,0,Matches
164,Carlos Baleba,cm CMR,MF,Brighton,eng Premier League,21-332,2004,7.7,12,8,1,9,2,4,12,33.3,8,6,1,5,12,24,15,1,Matches
165,Leonardo Balerdi,ar ARG,DF,Marseille,fr Ligue 1,26-309,1999,7.7,20,11,10,8,2,9,13,69.2,4,6,2,4,9,29,39,0,Matches
166,Daniel Ballard,nir NIR,DF,Sunderland,eng Premier League,26-070,1999,8.5,10,5,6,2,2,4,5,80.0,1,13,11,2,6,16,67,1,Matches
167,Iván Balliu,al ALB,DF,Rayo Vallecano,es La Liga,33-334,1992,1.5,3,3,2,1,0,2,3,66.7,1,2,1,1,1,4,2,0,Matches
168,Fodé Ballo-Touré,sn SEN,DF,Metz,fr Ligue 1,28-332,1997,3.6,9,4,4,2,3,1,2,50.0,1,2,0,2,2,11,3,0,Matches
169,Folarin Balogun,us USA,FW,Monaco,fr Ligue 1,24-151,2001,7.4,4,4,1,1,2,1,3,33.3,2,4,1,3,3,7,4,0,Matches
170,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,35-220,1990,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
171,Aladji Bamba,fr FRA,MF,Monaco,fr Ligue 1,19-140,2006,1.5,8,5,0,7,1,1,2,50.0,1,4,0,4,2,10,4,0,Matches
172,Mohamed Bamba,ci CIV,FW,Lorient,fr Ligue 1,23-356,2001,6.6,3,2,2,1,0,1,3,33.3,2,4,0,4,1,4,6,0,Matches
173,Lameck Banda,zm ZAM,FW,Lecce,it Serie A,24-306,2001,5.3,8,3,3,5,0,3,8,37.5,5,4,0,4,3,11,6,0,Matches
174,Noahkai Banks,us USA,DF,Augsburg,de Bundesliga,19-000,2006,6.9,11,5,6,3,2,9,11,81.8,2,9,5,4,6,17,33,0,Matches
175,Ezechiel Banzuzi,nl NED,MF,RB Leipzig,de Bundesliga,20-288,2005,3.5,9,6,7,1,1,3,4,75.0,1,7,3,4,4,13,22,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
176,Tommaso Barbieri,it ITA,"FW,DF",Cremonese,it Serie A,23-097,2002,5.5,21,12,9,9,3,8,13,61.5,5,9,5,4,5,26,8,0,Matches
177,Valentín Barco,ar ARG,"MF,DF",Strasbourg,fr Ligue 1,21-131,2004,11.8,29,18,15,9,5,18,21,85.7,3,9,0,9,7,36,10,0,Matches
178,Bradley Barcola,fr FRA,FW,Paris S-G,fr Ligue 1,23-090,2002,7.4,10,4,3,4,3,4,9,44.4,5,3,0,3,3,13,2,0,Matches
179,Melvin Bard,fr FRA,"DF,MF",Nice,fr Ligue 1,25-025,2000,13.0,15,8,13,0,2,5,16,31.3,11,11,6,5,14,29,45,2,Matches
180,Roony Bardghji,se SWE,FW,Barcelona,es La Liga,20-016,2005,2.0,2,1,1,0,1,2,2,100.0,0,1,0,1,0,2,0,1,Matches
181,Nicolò Barella,it ITA,MF,Inter,it Serie A,28-297,1997,11.3,20,11,7,9,4,9,21,42.9,12,11,1,10,2,22,6,0,Matches
182,Kike Barja,es ESP,"FW,MF",Osasuna,es La Liga,28-244,1997,1.6,1,1,0,1,0,1,2,50.0,1,1,0,1,0,1,3,0,Matches
183,Ross Barkley,eng ENG,MF,Aston Villa,eng Premier League,31-361,1993,1.3,3,2,0,3,0,2,5,40.0,3,1,1,0,0,3,1,0,Matches
184,Ashley Barnes,eng ENG,FW,Burnley,eng Premier League,36-032,1989,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
185,Harvey Barnes,eng ENG,FW,Newcastle Utd,eng Premier League,27-357,1997,6.9,3,1,0,3,0,2,6,33.3,4,4,0,4,1,4,7,0,Matches
186,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,es La Liga,23-339,2001,10.0,9,4,4,4,1,0,6,0.0,6,12,2,10,5,14,7,0,Matches
187,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,22-169,2003,10.8,16,9,7,6,3,6,14,42.9,8,9,0,9,16,32,10,4,Matches
188,Thierno Barry,fr FRA,FW,Everton,eng Premier League,23-041,2002,6.1,0,0,0,0,0,0,4,0.0,4,4,1,3,2,2,8,0,Matches
189,Davide Bartesaghi,it ITA,"DF,FW",Milan,it Serie A,19-337,2005,7.4,10,7,6,2,2,8,13,61.5,5,10,3,7,3,13,19,1,Matches
190,Marc Bartra,es ESP,DF,Betis,es La Liga,34-320,1991,9.5,28,12,18,9,1,17,31,54.8,14,16,10,6,15,43,60,2,Matches
191,Federico Baschirotto,it ITA,DF,Cremonese,it Serie A,29-072,1996,12.0,9,4,7,2,0,3,7,42.9,4,17,12,5,11,20,82,2,Matches
192,Toma Bašić,hr CRO,MF,Lazio,it Serie A,29-006,1996,7.5,8,6,2,5,1,2,6,33.3,4,5,3,2,5,13,14,1,Matches
193,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,25-335,1999,12.1,22,11,17,5,0,14,19,73.7,5,16,9,7,7,29,49,5,Matches
194,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,26-232,1999,11.6,23,18,10,9,4,13,16,81.3,3,6,0,6,8,31,34,0,Matches
195,Augusto Batalla,ar ARG,GK,Rayo Vallecano,es La Liga,29-215,1996,13.0,1,1,1,0,0,1,2,50.0,1,0,0,0,0,1,9,1,Matches
196,Michy Batshuayi,be BEL,FW,Eint Frankfurt,de Bundesliga,32-060,1993,1.0,1,1,0,1,0,1,1,100.0,0,1,0,1,0,1,1,0,Matches
197,Martin Baturina,hr CRO,"FW,MF",Como,it Serie A,22-288,2003,1.9,4,2,0,2,2,2,7,28.6,5,3,0,3,0,4,0,0,Matches
198,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,35-182,1990,12.0,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,8,1,Matches
199,Christoph Baumgartner,at AUT,MF,RB Leipzig,de Bundesliga,26-122,1999,10.6,18,11,7,8,3,6,21,28.6,15,8,2,6,8,26,18,2,Matches
200,Altay Bayındır,tr TUR,GK,Manchester Utd,eng Premier League,27-231,1998,6.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
201,Vakoun Bayo,ci CIV,FW,Udinese,it Serie A,28-325,1997,3.2,2,1,2,0,0,1,1,100.0,0,3,0,3,0,2,1,0,Matches
202,Ihlas Bebou,tg TOG,FW,Hoffenheim,de Bundesliga,31-222,1994,0.9,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0,Matches
203,Samu Becerra,es ESP,"DF,MF",Rayo Vallecano,es La Liga,19-334,2006,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
204,Adrian Beck,de GER,"MF,FW",Heidenheim,de Bundesliga,28-175,1997,5.1,8,6,2,5,1,4,12,33.3,8,4,2,2,2,10,5,0,Matches
205,Sheraldo Becker,sr SUR,"MF,FW",Osasuna,es La Liga,30-295,1995,1.3,0,0,0,0,0,0,0,,0,0,0,0,2,2,3,0,Matches
206,Donny van de Beek,nl NED,MF,Girona,es La Liga,28-227,1997,0.5,0,0,0,0,0,0,0,,0,1,1,0,0,0,2,0,Matches
207,Tjaš Begić,si SVN,DF,Parma,it Serie A,22-154,2003,0.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
208,Maximilian Beier,de GER,"MF,FW",Dortmund,de Bundesliga,23-045,2002,7.2,5,5,2,2,1,4,10,40.0,6,9,2,7,3,8,7,1,Matches
209,Ismael Bekhoucha,ma MAR,DF,Getafe,es La Liga,21-011,2004,1.2,6,5,3,2,1,5,8,62.5,3,1,0,1,2,8,4,0,Matches
210,Reda Belahyane,ma MAR,MF,Lazio,it Serie A,21-183,2004,1.7,6,5,1,3,2,2,2,100.0,0,2,0,2,2,8,3,0,Matches
211,Rafik Belghali,dz ALG,"DF,FW",Hellas Verona,it Serie A,23-177,2002,10.3,13,7,7,4,2,7,11,63.6,4,10,1,9,10,23,18,0,Matches
212,Haris Belkebla,dz ALG,MF,Angers,fr Ligue 1,31-307,1994,13.8,30,17,16,12,2,18,34,52.9,16,17,7,10,12,42,19,1,Matches
213,Yassin Belkhdim,fr FRA,"MF,FW",Angers,fr Ligue 1,23-290,2002,12.2,32,24,14,16,2,10,18,55.6,8,16,3,13,16,48,19,0,Matches
214,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,34-099,1991,4.4,4,3,3,1,0,3,4,75.0,1,8,5,3,9,13,35,0,Matches
215,Armel Bella Kotchap,de GER,DF,Hellas Verona,it Serie A,23-355,2001,5.6,4,1,1,3,0,2,2,100.0,0,9,7,2,12,16,33,0,Matches
216,Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,25-198,2000,9.3,13,5,7,4,2,7,10,70.0,3,7,2,5,5,18,21,0,Matches
217,Jean-Ricner Bellegarde,ht HAI,"MF,FW",Wolves,eng Premier League,27-157,1998,6.3,14,10,5,7,2,2,2,100.0,0,7,1,6,7,21,8,2,Matches
218,Héctor Bellerín,es ESP,DF,Betis,es La Liga,30-257,1995,11.1,13,5,8,5,0,6,15,40.0,9,8,1,7,7,20,54,0,Matches
219,Jobe Bellingham,eng ENG,MF,Dortmund,de Bundesliga,20-069,2005,4.8,9,7,4,4,1,4,5,80.0,1,7,2,5,10,19,8,1,Matches
220,Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,22-155,2003,7.2,20,14,7,7,6,9,12,75.0,3,5,0,5,6,26,4,0,Matches
221,Jeanuël Belocian,fr FRA,DF,Leverkusen,de Bundesliga,20-287,2005,1.7,0,0,0,0,0,0,0,,0,2,0,2,0,0,5,0,Matches
222,Andrea Belotti,it ITA,FW,Cagliari,it Serie A,31-346,1993,2.1,0,0,0,0,0,0,1,0.0,1,0,0,0,3,3,1,0,Matches
223,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,26-301,1999,5.1,5,2,1,4,0,2,5,40.0,3,5,2,3,7,12,3,0,Matches
224,Lucas Beltrán,ar ARG,FW,Valencia,es La Liga,24-247,2001,4.4,5,3,1,4,0,2,6,33.3,4,5,0,5,1,6,3,0,Matches
225,Eliesse Ben Seghir,ma MAR,"MF,FW",Monaco,fr Ligue 1,20-288,2005,0.5,2,0,1,0,1,0,1,0.0,1,1,0,1,0,2,0,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
226,Eliesse Ben Seghir,ma MAR,MF,Leverkusen,de Bundesliga,20-288,2005,1.9,2,1,1,0,1,1,2,50.0,1,0,0,0,1,3,1,0,Matches
227,Carlos Benavídez,uy URU,"MF,DF",Alavés,es La Liga,27-246,1998,0.4,0,0,0,0,0,0,0,,0,1,1,0,0,0,3,0,Matches
228,Adrian Benedyczak,pl POL,"MF,FW",Parma,it Serie A,25-007,2000,2.4,4,4,1,1,2,2,4,50.0,2,0,0,0,0,4,2,0,Matches
229,Yassine Benhattab,fr FRA,"MF,FW",Nantes,fr Ligue 1,23-013,2002,4.6,9,6,6,2,1,2,3,66.7,1,2,0,2,0,9,3,1,Matches
230,Iker Benito,es ESP,"DF,FW",Osasuna,es La Liga,23-113,2002,1.7,1,0,0,1,0,1,4,25.0,3,1,1,0,2,3,5,0,Matches
231,Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,30-229,1995,8.5,12,7,10,1,1,8,11,72.7,3,9,5,4,9,21,55,1,Matches
232,Nabil Bentaleb,dz ALG,MF,Lille,fr Ligue 1,31-007,1994,3.8,3,1,0,3,0,1,2,50.0,1,3,2,1,1,4,11,0,Matches
233,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,28-159,1997,8.4,17,8,5,10,2,8,12,66.7,4,15,3,12,6,23,21,1,Matches
234,Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,22-007,2003,7.1,10,6,8,2,0,6,11,54.5,5,9,5,4,7,17,42,0,Matches
235,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,31-122,1994,9.9,14,10,7,4,3,10,19,52.6,9,9,0,9,12,26,12,0,Matches
236,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,35-294,1990,13.5,18,13,8,5,5,12,19,63.2,7,14,1,13,13,31,56,0,Matches
237,Álex Berenguer,es ESP,"FW,MF",Athletic Club,es La Liga,30-150,1995,10.0,12,5,0,10,2,5,15,33.3,10,12,0,12,2,14,10,1,Matches
238,Sander Berge,no NOR,MF,Fulham,eng Premier League,27-290,1998,12.6,18,13,6,10,2,7,11,63.6,4,12,4,8,8,26,19,0,Matches
239,Lucas Bergström,fi FIN,GK,Mallorca,es La Liga,23-087,2002,4.0,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,0,Matches
240,Lucas Bergvall,se SWE,MF,Tottenham,eng Premier League,19-302,2006,5.4,15,8,3,11,1,4,7,57.1,3,5,0,5,2,17,9,1,Matches
241,Medon Berisha,al ALB,MF,Lecce,it Serie A,22-041,2003,8.7,21,12,8,10,3,7,9,77.8,2,7,1,6,4,25,4,1,Matches
242,Anthony Bermont,fr FRA,"DF,MF",Lens,fr Ligue 1,20-294,2005,0.5,0,0,0,0,0,0,0,,0,0,0,0,2,2,0,0,Matches
243,Adrian Bernabe,es ESP,MF,Parma,it Serie A,24-189,2001,11.4,17,11,9,7,1,16,28,57.1,12,11,3,8,5,22,7,0,Matches
244,Marc Bernal,es ESP,MF,Barcelona,es La Liga,18-189,2007,0.8,2,2,1,1,0,0,1,0.0,1,1,0,1,0,2,2,0,Matches
245,Federico Bernardeschi,it ITA,"FW,MF",Bologna,it Serie A,31-288,1994,4.2,3,2,1,0,2,1,2,50.0,1,2,1,1,2,5,2,1,Matches
246,Bernardo,br BRA,DF,Hoffenheim,de Bundesliga,30-201,1995,11.7,32,18,14,10,8,15,25,60.0,10,32,7,25,17,49,66,1,Matches
247,Lorenzo Bernasconi,it ITA,DF,Atalanta,it Serie A,22-015,2003,2.8,9,4,1,6,2,2,6,33.3,4,2,2,0,5,14,6,0,Matches
248,Antoine Bernede,fr FRA,MF,Hellas Verona,it Serie A,26-189,1999,10.1,26,11,7,17,2,9,23,39.1,14,25,4,21,7,33,5,0,Matches
249,Nicolò Bertola,it ITA,DF,Udinese,it Serie A,22-253,2003,6.8,17,9,12,5,0,9,12,75.0,3,10,7,3,8,25,37,2,Matches
250,Jan-Niklas Beste,de GER,"FW,MF",Freiburg,de Bundesliga,26-331,1999,8.1,16,12,5,10,1,5,11,45.5,6,16,0,16,4,20,9,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
251,Beto,gw GNB,FW,Everton,eng Premier League,27-304,1998,6.9,6,2,2,2,2,2,2,100.0,0,7,1,6,0,6,17,0,Matches
252,Sam Beukema,nl NED,DF,Napoli,it Serie A,27-014,1998,6.0,8,6,4,4,0,5,6,83.3,1,6,5,1,7,15,26,1,Matches
253,Matteo Bianchetti,it ITA,DF,Cremonese,it Serie A,32-259,1993,10.6,22,15,14,5,3,12,17,70.6,5,14,7,7,5,27,61,2,Matches
254,Mika Biereth,dk DEN,"FW,MF",Monaco,fr Ligue 1,22-296,2003,7.2,6,3,1,1,4,3,9,33.3,6,8,1,7,0,6,4,0,Matches
255,Pedro Bigas,es ESP,DF,Elche,es La Liga,35-077,1990,9.3,19,11,13,6,0,10,15,66.7,5,15,9,6,15,34,37,2,Matches
256,Jaka Bijol,si SVN,DF,Leeds United,eng Premier League,26-299,1999,3.4,5,3,3,1,1,2,4,50.0,2,0,0,0,4,9,19,0,Matches
257,Cristiano Biraghi,it ITA,"DF,MF",Torino,it Serie A,33-091,1992,5.1,9,7,4,3,2,6,10,60.0,4,2,0,2,2,11,13,0,Matches
258,Tom Bischof,de GER,"DF,MF",Bayern Munich,de Bundesliga,20-156,2005,5.5,7,7,4,3,0,5,9,55.6,4,7,1,6,5,12,2,0,Matches
259,Leonardo Bittencourt,de GER,MF,Werder Bremen,de Bundesliga,31-347,1993,2.0,5,3,2,1,2,4,6,66.7,2,2,0,2,2,7,2,0,Matches
260,Emmanuel Biumla,fr FRA,DF,Angers,fr Ligue 1,20-207,2005,1.5,4,2,3,1,0,3,5,60.0,2,1,0,1,1,5,8,2,Matches
261,Marco Bizot,nl NED,GK,Aston Villa,eng Premier League,34-266,1991,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
262,Antonio Blanco,es ESP,MF,Alavés,es La Liga,25-131,2000,12.4,31,16,12,18,1,13,30,43.3,17,17,5,12,24,55,16,1,Matches
263,Ludovic Blas,fr FRA,"MF,DF",Rennes,fr Ligue 1,27-335,1997,7.0,5,4,0,4,1,3,13,23.1,10,9,1,8,7,12,6,0,Matches
264,Daley Blind,nl NED,DF,Girona,es La Liga,35-267,1990,10.6,23,14,14,6,3,8,14,57.1,6,13,8,5,14,37,54,1,Matches
265,Adam Boayar,ma MAR,MF,Elche,es La Liga,20-049,2005,0.1,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0,Matches
266,Oscar Bobb,no NOR,"MF,FW",Manchester City,eng Premier League,22-142,2003,5.2,8,5,3,3,2,4,7,57.1,3,9,0,9,3,11,1,0,Matches
267,Ben Bobzien,de GER,FW,Mainz 05,de Bundesliga,22-216,2003,0.1,2,2,0,2,0,1,1,100.0,0,0,0,0,0,2,0,0,Matches
268,Arnaud Bodart,be BEL,GK,Lille,fr Ligue 1,27-265,1998,2.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,Matches
269,Sacha Boey,fr FRA,DF,Bayern Munich,de Bundesliga,25-079,2000,5.1,6,4,2,3,1,2,5,40.0,3,4,0,4,5,11,9,1,Matches
270,Jeremie Boga,ci CIV,"FW,MF",Nice,fr Ligue 1,28-332,1997,7.2,4,4,0,3,1,3,4,75.0,1,2,0,2,3,7,2,1,Matches
271,Lamare Bogarde,nl NED,MF,Aston Villa,eng Premier League,21-330,2004,3.3,6,4,4,1,1,3,5,60.0,2,4,2,2,1,7,4,1,Matches
272,Jayden Bogle,eng ENG,DF,Leeds United,eng Premier League,25-127,2000,12.6,30,17,15,13,2,18,31,58.1,13,9,2,7,14,44,30,1,Matches
273,Adama Boiro,es ESP,"DF,MF",Athletic Club,es La Liga,23-162,2002,0.8,1,0,1,0,0,1,1,100.0,0,2,1,1,1,2,1,0,Matches
274,Morgan Bokelé Mputu,cm CMR,"FW,DF",Metz,fr Ligue 1,21-263,2004,2.4,5,4,3,2,0,2,5,40.0,3,3,1,2,1,6,2,0,Matches
275,Daniel Boloca,ro ROU,MF,Sassuolo,it Serie A,26-344,1998,1.5,2,2,1,0,1,1,2,50.0,1,0,0,0,2,4,3,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
276,Moïse Bombito,ca CAN,DF,Nice,fr Ligue 1,25-246,2000,1.6,2,2,1,1,0,2,2,100.0,0,3,3,0,2,4,6,0,Matches
277,Federico Bonazzoli,it ITA,FW,Cremonese,it Serie A,28-194,1997,6.2,4,3,1,2,1,1,3,33.3,2,3,0,3,1,5,3,0,Matches
278,Warren Bondo,fr FRA,MF,Cremonese,it Serie A,22-077,2003,9.4,20,8,8,8,4,10,13,76.9,3,6,1,5,3,23,4,1,Matches
279,Giovanni Bonfanti,it ITA,DF,Pisa,it Serie A,22-318,2003,3.6,9,3,5,3,1,0,2,0.0,2,3,2,1,3,12,16,0,Matches
280,Victor Boniface,ng NGA,"FW,MF",Werder Bremen,de Bundesliga,24-343,2000,3.6,2,1,0,1,1,0,0,,0,1,0,1,0,2,8,0,Matches
281,Rahim Bonkano,ne NIG,DF,Oviedo,es La Liga,23-334,2002,9.9,20,9,13,6,1,13,17,76.5,4,12,5,7,13,33,40,1,Matches
282,Ange-Yoan Bonny,fr FRA,FW,Inter,it Serie A,22-037,2003,4.9,4,2,2,1,1,0,0,,0,0,0,0,0,4,4,0,Matches
283,Gennaro Borrelli,it ITA,FW,Cagliari,it Serie A,25-266,2000,7.3,11,4,8,3,0,4,6,66.7,2,5,1,4,2,13,11,0,Matches
284,Olivier Boscagli,fr FRA,DF,Brighton,eng Premier League,28-013,1997,0.5,2,1,0,2,0,2,2,100.0,0,0,0,0,2,4,4,0,Matches
285,Sven Botman,nl NED,DF,Newcastle Utd,eng Premier League,25-323,2000,7.3,6,3,3,3,0,2,2,100.0,0,11,8,3,6,12,48,1,Matches
286,Ayyoub Bouaddi,fr FRA,MF,Lille,fr Ligue 1,18-060,2007,11.5,21,13,6,8,7,11,16,68.8,5,23,5,18,10,31,14,1,Matches
287,Badredine Bouanani,dz ALG,MF,Nice,fr Ligue 1,20-358,2004,1.0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,Matches
288,Badredine Bouanani,dz ALG,"FW,MF",Stuttgart,de Bundesliga,20-358,2004,3.5,2,1,0,1,1,0,2,0.0,2,2,0,2,4,6,5,0,Matches
289,Hicham Boudaoui,dz ALG,MF,Nice,fr Ligue 1,26-069,1999,9.1,11,8,6,5,0,7,12,58.3,5,6,4,2,13,24,17,1,Matches
290,Justin Bourgault,fr FRA,"MF,DF",Brest,fr Ligue 1,20-078,2005,0.2,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,Matches
291,Jarrod Bowen,eng ENG,"FW,MF",West Ham,eng Premier League,28-346,1996,13.0,12,7,4,5,3,6,15,40.0,9,6,1,5,8,20,12,0,Matches
292,Lucas Boyé,ar ARG,"FW,MF",Alavés,es La Liga,29-276,1996,8.1,17,13,3,8,6,9,15,60.0,6,12,2,10,3,20,4,0,Matches
