Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Unnamed: 8_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 25_level_0_Matches
1840,Lucas Rosier,fr FRA,FW,Rennes,fr Ligue 1,18-264,2007,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1841,Valentin Rosier,fr FRA,"DF,MF",Osasuna,es La Liga,29-104,1996,6.8,11,1.62,10,1,0,0,0,0,1,0.15,1,0,0,0,0,0,Matches
1842,Tom Rothe,de GER,DF,Union Berlin,de Bundesliga,21-033,2004,5.8,6,1.03,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1843,Anthony Rouault,fr FRA,DF,Rennes,fr Ligue 1,24-186,2001,8.3,7,0.84,5,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
1844,Nicolò Rovella,it ITA,MF,Lazio,it Serie A,23-362,2001,2.2,10,4.50,6,4,0,0,0,0,2,0.90,1,1,0,0,0,0,Matches
1845,Jonathan Rowe,eng ENG,FW,Bologna,it Serie A,22-215,2003,3.0,11,3.71,8,0,1,0,0,2,1,0.34,1,0,0,0,0,0,Matches
1846,Jonathan Rowe,eng ENG,FW,Marseille,fr Ligue 1,22-215,2003,0.7,1,1.45,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1847,Amir Rrahmani,xk KVX,DF,Napoli,it Serie A,31-280,1994,5.7,6,1.05,6,0,0,0,0,0,1,0.18,1,0,0,0,0,0,Matches
1848,Rubén,es ESP,DF,Espanyol,es La Liga,24-300,2001,3.3,11,3.33,8,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1849,Antonio Rüdiger,de GER,DF,Real Madrid,es La Liga,32-273,1993,2.0,1,0.50,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1850,Javier Rueda Garcia,es ESP,"MF,DF",Celta Vigo,es La Liga,23-207,2002,5.7,7,1.23,5,1,0,0,1,0,2,0.35,1,0,0,0,1,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1851,Daniele Rugani,it ITA,DF,Juventus,it Serie A,31-125,1994,2.4,1,0.41,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1852,Matteo Ruggeri,it ITA,DF,Atlético Madrid,es La Liga,23-143,2002,5.8,11,1.90,11,0,0,0,0,0,1,0.17,1,0,0,0,0,0,Matches
1853,Aitor Ruibal,es ESP,"FW,DF",Betis,es La Liga,29-254,1996,5.1,14,2.74,11,1,2,0,0,0,1,0.20,0,0,1,0,0,0,Matches
1854,Abel Ruiz,es ESP,"FW,MF",Girona,es La Liga,25-307,2000,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1855,Fabián Ruiz Peña,es ESP,MF,Paris S-G,fr Ligue 1,29-242,1996,6.1,29,4.74,28,0,0,0,0,1,3,0.49,3,0,0,0,0,0,Matches
1856,Gerónimo Rulli,ar ARG,GK,Marseille,fr Ligue 1,33-195,1992,11.0,3,0.27,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1857,Georginio Rutter,fr FRA,"MF,FW",Brighton,eng Premier League,23-225,2002,9.1,26,2.85,18,0,1,2,5,0,6,0.66,5,0,0,0,1,0,Matches
1858,Mathew Ryan,au AUS,GK,Levante,es La Liga,33-237,1992,12.0,1,0.08,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1859,Julian Ryerson,no NOR,"DF,MF",Dortmund,de Bundesliga,28-014,1997,7.6,33,4.32,21,7,1,3,1,0,5,0.66,4,0,0,1,0,0,Matches
1860,Frederik Rønnow,dk DEN,GK,Union Berlin,de Bundesliga,33-119,1992,12.0,2,0.17,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1861,Alexander Røssing-Lelesiit,no NOR,"FW,MF",Hamburger SV,de Bundesliga,18-315,2007,3.2,7,2.22,5,0,2,0,0,0,2,0.63,1,0,1,0,0,0,Matches
1862,José Sá,pt POR,GK,Wolves,eng Premier League,32-318,1993,4.0,3,0.75,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1863,Elias Saad,tn TUN,"MF,FW",Augsburg,de Bundesliga,25-339,1999,5.5,20,3.61,15,0,4,0,1,0,2,0.36,2,0,0,0,0,0,Matches
1864,Stefano Sabelli,it ITA,DF,Genoa,it Serie A,32-322,1993,2.9,2,0.69,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1865,Abdelhamid Sabiri,ma MAR,MF,Fiorentina,it Serie A,29-003,1996,0.3,4,13.33,1,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1866,Marcel Sabitzer,at AUT,MF,Dortmund,de Bundesliga,31-259,1994,7.0,10,1.42,9,0,0,0,0,1,2,0.28,2,0,0,0,0,0,Matches
1867,Noah Sadiki,cd COD,MF,Sunderland,eng Premier League,20-349,2004,12.9,20,1.55,15,0,2,1,2,0,0,0.00,0,0,0,0,0,0,Matches
1868,Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,28-302,1997,1.1,3,2.76,1,0,0,0,2,0,1,0.92,0,0,0,0,1,0,Matches
1869,Alexis Saelemaekers,be BEL,"DF,FW",Milan,it Serie A,26-157,1999,12.5,39,3.11,25,1,6,3,4,0,9,0.72,4,1,1,1,2,0,Matches
1870,Emir Sahiti,xk KVX,FW,Hamburger SV,de Bundesliga,27-002,1998,1.3,2,1.50,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1871,Osame Sahraoui,ma MAR,"FW,MF",Lille,fr Ligue 1,24-173,2001,3.6,18,4.95,15,1,0,0,2,0,3,0.83,3,0,0,0,0,0,Matches
1872,Wesley Saïd,fr FRA,MF,Lens,fr Ligue 1,30-226,1995,10.3,21,2.04,16,0,3,2,0,0,2,0.19,2,0,0,0,0,0,Matches
1873,Bukayo Saka,eng ENG,FW,Arsenal,eng Premier League,24-087,2001,9.6,41,4.29,25,4,3,4,4,1,2,0.21,1,0,0,0,1,0,Matches
1874,Mathis Saka,fr FRA,MF,Toulouse,fr Ligue 1,19-072,2006,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1875,Álex Sala,es ESP,MF,Lecce,it Serie A,24-236,2001,1.2,5,4.13,4,0,0,0,0,1,1,0.83,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1876,Ibrahim Salah,ma MAR,FW,Rennes,fr Ligue 1,24-093,2001,0.4,2,5.14,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1877,Mohamed Salah,eg EGY,FW,Liverpool,eng Premier League,33-169,1992,11.9,39,3.27,31,2,4,2,0,0,4,0.34,4,0,0,0,0,0,Matches
1878,Jan Salas,es ESP,MF,Mallorca,es La Liga,20-113,2005,0.2,1,5.29,1,0,0,0,0,0,1,5.29,1,0,0,0,0,0,Matches
1879,Kike Salas,es ESP,DF,Sevilla,es La Liga,23-222,2002,4.5,4,0.89,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1880,Manolis Saliakas,gr GRE,DF,St. Pauli,de Bundesliga,29-080,1996,5.0,11,2.20,9,0,0,1,1,0,2,0.40,1,0,0,0,1,0,Matches
1881,William Saliba,fr FRA,DF,Arsenal,eng Premier League,24-252,2001,9.0,9,1.00,9,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
1882,José Salinas,es ESP,"DF,FW",Espanyol,es La Liga,25-062,2000,1.5,8,5.41,7,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1883,Mohammed Salisu,gh GHA,DF,Monaco,fr Ligue 1,26-228,1999,9.0,7,0.78,7,0,0,0,0,0,1,0.11,1,0,0,0,0,0,Matches
1884,Lazar Samardzic,rs SRB,MF,Atalanta,it Serie A,23-280,2002,5.2,33,6.29,24,5,1,3,0,0,2,0.38,1,0,0,1,0,0,Matches
1885,Mbwana Samatta,tz TAN,FW,Le Havre,fr Ligue 1,32-343,1992,6.0,12,2.00,8,0,0,2,2,0,0,0.00,0,0,0,0,0,0,Matches
1886,Mama Samba Baldé,gw GNB,FW,Brest,fr Ligue 1,30-025,1995,5.5,18,3.29,10,0,1,2,3,2,3,0.55,3,0,0,0,0,0,Matches
1887,Brice Samba,fr FRA,GK,Rennes,fr Ligue 1,31-220,1994,14.0,4,0.29,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1888,Albert Sambi Lokonga,be BEL,MF,Hamburger SV,de Bundesliga,26-040,1999,6.2,20,3.21,15,1,1,1,1,1,3,0.48,3,0,0,0,0,0,Matches
1889,Antonio Sanabria,py PAR,FW,Cremonese,it Serie A,29-272,1996,4.3,3,0.70,1,0,1,1,0,0,2,0.47,1,0,0,1,0,0,Matches
1890,Oihan Sancet,es ESP,MF,Athletic Club,es La Liga,25-220,2000,7.4,24,3.22,16,0,0,3,2,3,2,0.27,0,0,0,0,1,1,Matches
1891,Alexis Sánchez,cl CHI,"FW,MF",Sevilla,es La Liga,36-347,1988,4.9,16,3.26,12,3,0,0,1,0,2,0.41,2,0,0,0,0,0,Matches
1892,Antonio Sánchez,es ESP,"FW,MF",Mallorca,es La Liga,28-334,1997,4.7,10,2.14,9,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1893,Juanlu Sánchez,es ESP,"DF,FW",Sevilla,es La Liga,22-108,2003,9.4,22,2.34,17,1,1,0,2,1,4,0.43,2,0,1,0,1,0,Matches
1894,Borja Sánchez Laborde,es ESP,MF,Oviedo,es La Liga,29-278,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1895,Manu Sánchez,es ESP,DF,Levante,es La Liga,25-099,2000,12.5,25,2.01,20,3,0,1,1,0,1,0.08,1,0,0,0,0,0,Matches
1896,Robert Sánchez,es ESP,GK,Chelsea,eng Premier League,28-013,1997,12.0,4,0.33,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1897,Selton Sánchez,es ESP,"MF,FW",Athletic Club,es La Liga,18-284,2007,0.8,4,4.93,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1898,Jadon Sancho,eng ENG,FW,Aston Villa,eng Premier League,25-251,2000,1.3,10,7.76,8,0,1,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1899,Álex Sancris,es ESP,"MF,FW",Getafe,es La Liga,28-317,1997,5.2,10,1.93,6,1,0,2,1,0,1,0.19,1,0,0,0,0,0,Matches
1900,Philipp Sander,de GER,"MF,DF",Gladbach,de Bundesliga,27-283,1998,7.4,8,1.09,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1901,James Sands,us USA,MF,St. Pauli,de Bundesliga,25-148,2000,10.1,16,1.59,14,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1902,Ibou Sané,sn SEN,"FW,MF",Metz,fr Ligue 1,20-248,2005,4.0,10,2.52,8,0,0,0,2,0,2,0.50,1,0,0,0,1,0,Matches
1903,Sadibou Sané,sn SEN,DF,Metz,fr Ligue 1,21-174,2004,4.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1904,Arouna Sangante,sn SEN,DF,Le Havre,fr Ligue 1,23-233,2002,12.7,8,0.63,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1905,Ibrahim Sangaré,ci CIV,MF,Nott'ham Forest,eng Premier League,27-364,1997,7.4,3,0.41,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1906,Mamadou Sangare,ml MLI,MF,Lens,fr Ligue 1,23-158,2002,11.6,29,2.49,21,0,2,4,1,1,3,0.26,1,0,1,1,0,0,Matches
1907,Nhoa Sangui,fr FRA,DF,Paris FC,fr Ligue 1,19-277,2006,3.7,10,2.69,10,0,0,0,0,0,1,0.27,1,0,0,0,0,0,Matches
1908,Maroan Sannadi,ma MAR,FW,Athletic Club,es La Liga,24-303,2001,2.9,5,1.74,4,0,0,1,0,0,2,0.69,1,0,0,1,0,0,Matches
1909,Kaishu Sano,jp JPN,MF,Mainz 05,de Bundesliga,24-336,2000,12.0,16,1.33,13,0,1,1,0,1,3,0.25,1,0,1,0,0,1,Matches
1910,Morgan Sanson,fr FRA,MF,Nice,fr Ligue 1,31-105,1994,2.8,5,1.76,4,0,0,1,0,0,1,0.35,1,0,0,0,0,0,Matches
1911,Baptiste Santamaria,fr FRA,MF,Valencia,es La Liga,30-267,1995,7.2,12,1.67,12,0,0,0,0,0,1,0.14,1,0,0,0,0,0,Matches
1912,Yago Santiago,es ESP,"MF,DF",Elche,es La Liga,22-230,2003,0.4,3,6.75,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1913,Yellu Santiago,es ESP,MF,Hellas Verona,it Serie A,21-190,2004,0.1,2,30.00,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1914,Andrey Santos,br BRA,MF,Chelsea,eng Premier League,21-212,2004,3.6,8,2.23,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1915,Kauã Santos,br BRA,GK,Eint Frankfurt,de Bundesliga,22-234,2003,4.0,2,0.50,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1916,Tiago Santos,pt POR,DF,Lille,fr Ligue 1,23-131,2002,1.2,2,1.73,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
1917,Alejo Sarco,ar ARG,FW,Leverkusen,de Bundesliga,19-329,2006,0.4,2,5.14,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1918,Jeremy Sarmiento,ec ECU,"MF,FW",Cremonese,it Serie A,23-168,2002,1.6,5,3.17,2,1,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1919,Amin Sarr,se SWE,FW,Hellas Verona,it Serie A,24-265,2001,3.8,12,3.12,10,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1920,Ismaila Sarr,sn SEN,"MF,FW",Crystal Palace,eng Premier League,27-279,1998,10.2,21,2.06,12,0,2,2,3,2,2,0.20,2,0,0,0,0,0,Matches
1921,Malang Sarr,fr FRA,DF,Lens,fr Ligue 1,26-312,1999,13.0,6,0.46,4,0,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
1922,Mamadou Sarr,sn SEN,DF,Strasbourg,fr Ligue 1,20-094,2005,11.0,9,0.82,8,0,0,0,0,1,1,0.09,0,0,0,0,0,1,Matches
1923,Martin Satriano,uy URU,FW,Lyon,fr Ligue 1,24-284,2001,5.9,11,1.87,7,0,1,2,0,1,2,0.34,1,0,0,1,0,0,Matches
1924,Mario Sauer,sk SVK,MF,Toulouse,fr Ligue 1,21-200,2004,5.2,14,2.68,8,1,1,2,1,1,3,0.57,0,0,1,2,0,0,Matches
1925,Razvan Sava,ro ROU,GK,Udinese,it Serie A,23-163,2002,6.0,3,0.50,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1926,Sávio,br BRA,"MF,FW",Manchester City,eng Premier League,21-235,2004,4.5,15,3.32,10,0,3,2,0,0,1,0.22,1,0,0,0,0,0,Matches
1927,Nicolò Savona,it ITA,"DF,MF",Nott'ham Forest,eng Premier League,22-257,2003,6.8,8,1.18,6,1,0,1,0,0,1,0.15,1,0,0,0,0,0,Matches
1928,Joe Scally,us USA,DF,Gladbach,de Bundesliga,22-335,2002,10.0,17,1.71,13,0,1,1,1,1,2,0.20,2,0,0,0,0,0,Matches
1929,Giorgio Scalvini,it ITA,DF,Atalanta,it Serie A,21-355,2003,3.2,10,3.12,10,0,0,0,0,0,2,0.62,2,0,0,0,0,0,Matches
1930,Gianluca Scamacca,it ITA,FW,Atalanta,it Serie A,26-334,1999,4.2,14,3.32,12,0,0,2,0,0,1,0.24,0,0,0,1,0,0,Matches
1931,Oliver Scarles,eng ENG,"DF,MF",West Ham,eng Premier League,19-354,2005,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1932,Kevin Schade,de GER,FW,Brentford,eng Premier League,24-004,2001,12.0,20,1.66,14,1,1,1,3,0,3,0.25,1,1,1,0,0,0,Matches
1933,András Schäfer,hu HUN,MF,Union Berlin,de Bundesliga,26-232,1999,4.5,2,0.44,0,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
1934,Fabian Schär,ch SUI,DF,Newcastle Utd,eng Premier League,33-346,1991,5.7,4,0.70,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
1935,Derry Scherhant,de GER,"FW,MF",Freiburg,de Bundesliga,23-021,2002,4.3,19,4.40,7,5,0,3,4,0,1,0.23,0,0,0,1,0,0,Matches
1936,Patrik Schick,cz CZE,FW,Leverkusen,de Bundesliga,29-311,1996,7.6,9,1.18,7,0,0,2,0,0,3,0.39,2,0,0,1,0,0,Matches
1937,Stefan Schimmer,de GER,FW,Heidenheim,de Bundesliga,31-217,1994,3.1,8,2.63,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1938,Xaver Schlager,at AUT,MF,RB Leipzig,de Bundesliga,28-064,1997,3.8,13,3.45,13,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1939,Keven Schlotterbeck,de GER,DF,Augsburg,de Bundesliga,28-217,1997,6.4,9,1.41,8,0,0,1,0,0,1,0.16,1,0,0,0,0,0,Matches
1940,Nico Schlotterbeck,de GER,DF,Dortmund,de Bundesliga,26-000,1999,8.0,15,1.87,11,0,0,1,2,1,5,0.62,4,0,0,0,1,0,Matches
1941,Romano Schmid,at AUT,"MF,FW",Werder Bremen,de Bundesliga,25-308,2000,11.6,66,5.69,48,9,1,4,1,3,3,0.26,3,0,0,0,0,0,Matches
1942,Isaac Schmidt,ch SUI,"DF,MF",Werder Bremen,de Bundesliga,25-359,1999,1.4,7,4.88,4,2,1,0,0,0,1,0.70,0,0,1,0,0,0,Matches
1943,Joël Schmied,ch SUI,DF,Köln,de Bundesliga,27-069,1998,8.8,5,0.57,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
1944,Jan Schöppner,de GER,MF,Heidenheim,de Bundesliga,26-172,1999,9.3,14,1.50,11,0,0,1,2,0,3,0.32,3,0,0,0,0,0,Matches
1945,Marvin Schwäbe,de GER,GK,Köln,de Bundesliga,30-220,1995,12.0,4,0.33,2,2,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
1946,Léo Scienza,br BRA,"MF,FW",Heidenheim,de Bundesliga,27-079,1998,2.0,5,2.50,3,1,0,0,1,0,1,0.50,0,0,0,0,1,0,Matches
1947,Alex Scott,eng ENG,MF,Bournemouth,eng Premier League,22-102,2003,9.1,26,2.86,13,3,1,3,4,2,1,0.11,1,0,0,0,0,0,Matches
1948,Simone Scuffet,it ITA,GK,Pisa,it Serie A,29-184,1996,1.0,2,2.00,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1949,Sebastian Sebulonsen,no NOR,DF,Köln,de Bundesliga,25-308,2000,10.0,22,2.20,18,2,1,1,0,0,1,0.10,1,0,0,0,0,0,Matches
1950,Jenson Seelt,nl NED,DF,Sunderland,eng Premier League,22-192,2003,1.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1951,Jenson Seelt,nl NED,DF,Wolfsburg,de Bundesliga,22-192,2003,4.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1952,Alidu Seidu,gh GHA,DF,Rennes,fr Ligue 1,25-180,2000,4.8,7,1.44,6,0,1,0,0,0,1,0.21,1,0,0,0,0,0,Matches
1953,Nicolas Seiwald,at AUT,MF,RB Leipzig,de Bundesliga,24-211,2001,11.1,15,1.36,14,0,0,0,1,0,1,0.09,1,0,0,0,0,0,Matches
1954,Ayumu Seko,jp JPN,MF,Le Havre,fr Ligue 1,25-177,2000,13.2,19,1.44,19,0,0,0,0,0,1,0.08,1,0,0,0,0,0,Matches
1955,Matz Sels,be BEL,GK,Nott'ham Forest,eng Premier League,33-278,1992,13.0,3,0.23,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1956,Antoine Semenyo,gh GHA,"FW,MF",Bournemouth,eng Premier League,25-328,2000,12.0,42,3.50,28,4,6,2,1,1,7,0.58,4,0,3,0,0,0,Matches
1957,Adrian Šemper,hr CRO,GK,Pisa,it Serie A,27-323,1998,12.0,3,0.25,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1958,Marvin Senaya,tg TOG,DF,Auxerre,fr Ligue 1,24-307,2001,11.5,14,1.21,10,2,0,2,0,0,1,0.09,0,0,0,1,0,0,Matches
1959,Marcos Senesi,ar ARG,DF,Bournemouth,eng Premier League,28-205,1997,12.9,27,2.10,24,0,0,1,0,2,4,0.31,4,0,0,0,0,0,Matches
1960,Suat Serdar,de GER,MF,Hellas Verona,it Serie A,28-234,1997,8.4,27,3.21,21,0,2,3,0,1,1,0.12,0,0,0,0,0,1,Matches
1961,Nicolás Serrano,es ESP,FW,Athletic Club,es La Liga,22-271,2003,1.4,4,2.83,2,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1962,Benjamin Šeško,si SVN,FW,Manchester Utd,eng Premier League,22-184,2003,6.9,13,1.89,10,0,0,2,0,1,2,0.29,1,0,0,1,0,0,Matches
1963,Ryan Sessegnon,eng ENG,DF,Fulham,eng Premier League,25-197,2000,11.3,18,1.59,15,1,0,1,0,1,1,0.09,1,0,0,0,0,0,Matches
1964,Stephan El Shaarawy,it ITA,"MF,FW",Roma,it Serie A,33-035,1992,2.0,3,1.48,2,0,0,1,0,0,1,0.49,1,0,0,0,0,0,Matches
1965,Luke Shaw,eng ENG,DF,Manchester Utd,eng Premier League,30-142,1995,12.3,12,0.98,9,0,0,1,0,2,3,0.24,1,0,0,1,0,1,Matches
1966,Kwasi Sibo,gh GHA,MF,Oviedo,es La Liga,27-160,1998,3.6,3,0.83,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1967,Djibril Sidibé,fr FRA,"DF,MF",Toulouse,fr Ligue 1,33-125,1992,9.2,17,1.84,16,1,0,0,0,0,2,0.22,2,0,0,0,0,0,Matches
1968,Armindo Sieb,de GER,"FW,MF",Mainz 05,de Bundesliga,22-287,2003,3.6,9,2.48,6,1,0,2,0,0,1,0.28,1,0,0,0,0,0,Matches
1969,Jamil Siebert,de GER,DF,Lecce,it Serie A,23-243,2002,0.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1970,Francisco Sierralta,cl CHI,DF,Auxerre,fr Ligue 1,28-209,1997,9.6,5,0.52,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1971,Tim Siersleben,de GER,DF,Heidenheim,de Bundesliga,25-267,2000,8.0,4,0.50,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1972,André Silva,pt POR,FW,Elche,es La Liga,30-025,1995,8.5,23,2.70,14,0,2,6,1,0,1,0.12,1,0,0,0,0,0,Matches
1973,Bernardo Silva,pt POR,MF,Manchester City,eng Premier League,31-113,1994,9.0,22,2.45,19,3,0,0,0,0,3,0.33,3,0,0,0,0,0,Matches
1974,Caio Henrique Oliveira Silva,br BRA,DF,Monaco,fr Ligue 1,28-123,1997,8.6,19,2.21,9,10,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1975,Fábio Silva,pt POR,"MF,FW",Dortmund,de Bundesliga,23-135,2002,0.7,8,11.25,5,0,2,1,0,0,1,1.41,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
1976,Jota Silva,pt POR,FW,Nott'ham Forest,eng Premier League,26-122,1999,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1977,Marco Silvestri,it ITA,GK,Cremonese,it Serie A,34-274,1991,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1978,Abdallah Sima,sn SEN,MF,Lens,fr Ligue 1,24-167,2001,1.7,5,2.87,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1979,Giovanni Simeone,ar ARG,FW,Torino,it Serie A,30-149,1995,8.3,22,2.64,13,0,5,1,2,1,4,0.48,2,0,2,0,0,0,Matches
1980,Giuliano Simeone,ar ARG,"MF,FW",Atlético Madrid,es La Liga,22-348,2002,10.4,36,3.45,24,0,6,2,2,2,9,0.86,5,0,3,1,0,0,Matches
1981,Moses Simon,ng NGA,"FW,MF",Paris FC,fr Ligue 1,30-142,1995,11.2,25,2.23,15,4,3,3,0,0,3,0.27,3,0,0,0,0,0,Matches
1982,Unai Simón,es ESP,GK,Athletic Club,es La Liga,28-173,1997,14.0,3,0.21,1,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1983,Xavi Simons,nl NED,"MF,FW",Tottenham,eng Premier League,22-224,2003,6.8,14,2.07,10,1,0,1,2,0,1,0.15,0,1,0,0,0,0,Matches
1984,Xavi Simons,nl NED,MF,RB Leipzig,de Bundesliga,22-224,2003,1.0,3,3.00,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1985,Danel Sinani,lu LUX,"MF,FW",St. Pauli,de Bundesliga,28-240,1997,9.5,36,3.79,27,4,2,2,1,0,3,0.32,1,1,0,1,0,0,Matches
1986,Lassine Sinayoko,ml MLI,"FW,MF",Auxerre,fr Ligue 1,25-358,1999,13.0,41,3.16,31,0,4,2,2,2,4,0.31,2,0,0,0,1,1,Matches
1987,Antonio Sivera,es ESP,GK,Alavés,es La Liga,29-112,1996,14.0,1,0.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1988,Telli Siwe,fr FRA,DF,Auxerre,fr Ligue 1,20-352,2004,2.5,1,0.40,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
1989,Tim Skarke,de GER,"MF,DF",Union Berlin,de Bundesliga,29-085,1996,3.7,6,1.62,5,0,0,0,1,0,1,0.27,1,0,0,0,0,0,Matches
1990,Ellyes Skhiri,tn TUN,MF,Eint Frankfurt,de Bundesliga,30-205,1995,5.6,8,1.42,8,0,0,0,0,0,1,0.18,1,0,0,0,0,0,Matches
