Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Unnamed: 8_level_0_90s,SCA_SCA,SCA_SCA90,SCA Types_PassLive,SCA Types_PassDead,SCA Types_TO,SCA Types_Sh,SCA Types_Fld,SCA Types_Def,GCA_GCA,GCA_GCA90,GCA Types_PassLive,GCA Types_PassDead,GCA Types_TO,GCA Types_Sh,GCA Types_Fld,GCA Types_Def,Unnamed: 25_level_0_Matches
447,Nathaniel Clyne,eng ENG,DF,Crystal Palace,eng Premier League,34-240,1991,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
448,Saúl Coco,gq EQG,DF,Torino,it Serie A,26-295,1999,12.0,8,0.67,6,0,0,0,2,0,2,0.17,2,0,0,0,0,0,Matches
449,Séamus Coleman,ie IRL,"DF,FW",Everton,eng Premier League,37-051,1988,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
450,Maxime Colin,fr FRA,DF,Metz,fr Ligue 1,34-016,1991,6.9,7,1.02,6,1,0,0,0,0,1,0.15,0,1,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
451,Nathan Collins,ie IRL,DF,Brentford,eng Premier League,24-215,2001,13.0,10,0.77,9,0,0,0,1,0,1,0.08,1,0,0,0,0,0,Matches
452,Nnamdi Collins,de GER,DF,Eint Frankfurt,de Bundesliga,21-325,2004,6.4,6,0.93,6,0,0,0,0,0,1,0.16,1,0,0,0,0,0,Matches
453,Michele Collocolo,it ITA,MF,Cremonese,it Serie A,26-023,1999,3.2,4,1.26,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
454,Santiago Colombatto,ar ARG,MF,Oviedo,es La Liga,28-318,1997,7.9,17,2.15,10,5,0,0,1,1,2,0.25,0,2,0,0,0,0,Matches
455,Lorenzo Colombo,it ITA,"FW,MF",Genoa,it Serie A,23-268,2002,7.9,10,1.27,5,0,0,2,3,0,3,0.38,2,0,0,0,1,0,Matches
456,Eray Cömert,ch SUI,DF,Valencia,es La Liga,27-300,1998,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
457,Santi Comesaña,es ESP,MF,Villarreal,es La Liga,29-057,1996,9.8,26,2.65,22,1,1,0,1,1,4,0.41,4,0,0,0,0,0,Matches
458,Pietro Comuzzo,it ITA,DF,Fiorentina,it Serie A,20-284,2005,4.3,3,0.69,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
459,Francisco Conceição,pt POR,"MF,FW",Juventus,it Serie A,22-352,2002,7.4,31,4.18,15,3,8,2,2,1,3,0.40,1,0,2,0,0,0,Matches
460,Sirlord Conteh,de GER,"FW,MF",Heidenheim,de Bundesliga,29-145,1996,2.6,7,2.68,6,0,0,0,1,0,1,0.38,1,0,0,0,0,0,Matches
461,Lewis Cook,eng ENG,"DF,MF",Bournemouth,eng Premier League,28-301,1997,2.4,12,5.02,10,1,0,0,0,1,1,0.42,1,0,0,0,0,0,Matches
462,Copete,es ESP,DF,Valencia,es La Liga,26-052,1999,8.8,12,1.37,7,0,2,2,0,1,0,0.00,0,0,0,0,0,0,Matches
463,Diego Coppola,it ITA,DF,Brighton,eng Premier League,21-338,2003,0.2,1,5.29,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
464,Francis Coquelin,fr FRA,MF,Nantes,fr Ligue 1,34-202,1991,1.7,2,1.21,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
465,Derek Cornelius,ca CAN,DF,Marseille,fr Ligue 1,28-006,1997,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
466,Maxwel Cornet,ci CIV,"FW,DF",Genoa,it Serie A,29-065,1996,0.8,4,4.80,2,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
467,Félix Correia,pt POR,FW,Lille,fr Ligue 1,24-313,2001,11.2,55,4.90,42,6,2,4,1,0,8,0.71,7,0,1,0,0,0,Matches
468,Thierry Correia,pt POR,DF,Valencia,es La Liga,26-267,1999,5.7,14,2.44,10,0,0,1,2,1,0,0.00,0,0,0,0,0,0,Matches
469,Edoardo Corvi,it ITA,GK,Parma,it Serie A,24-253,2001,2.0,1,0.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
470,Coba da Costa,es ESP,"MF,FW",Getafe,es La Liga,23-128,2002,3.1,10,3.18,6,0,3,1,0,0,1,0.32,1,0,0,0,0,0,Matches
471,Danny da Costa,de GER,DF,Mainz 05,de Bundesliga,32-141,1993,10.7,12,1.13,9,0,1,1,0,1,0,0.00,0,0,0,0,0,0,Matches
472,Samu Costa,pt POR,MF,Mallorca,es La Liga,25-004,2000,9.6,13,1.36,10,0,0,1,1,1,2,0.21,2,0,0,0,0,0,Matches
473,David Costas,es ESP,DF,Oviedo,es La Liga,30-250,1995,7.9,2,0.25,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
474,Grégoire Coudert,fr FRA,GK,Brest,fr Ligue 1,26-242,1999,4.4,1,0.23,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
475,Vladimír Coufal,cz CZE,DF,Hoffenheim,de Bundesliga,33-101,1992,11.9,34,2.86,24,7,1,1,1,0,7,0.59,6,0,1,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
476,Abdoul Coulibaly,de GER,DF,Werder Bremen,de Bundesliga,18-192,2007,10.9,6,0.55,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
477,Lassana Coulibaly,ml MLI,MF,Lecce,it Serie A,29-235,1996,11.1,16,1.44,15,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
478,Lasso Coulibaly,ci CIV,"MF,DF",Auxerre,fr Ligue 1,23-043,2002,2.3,2,0.87,0,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
479,Mamadou Coulibaly,fr FRA,MF,Monaco,fr Ligue 1,21-224,2004,6.6,10,1.51,10,0,0,0,0,0,1,0.15,1,0,0,0,0,0,Matches
480,Soumaïla Coulibaly,fr FRA,DF,Brest,fr Ligue 1,22-048,2003,6.0,5,0.83,5,0,0,0,0,0,2,0.33,2,0,0,0,0,0,Matches
481,Woyo Coulibaly,ml MLI,DF,Sassuolo,it Serie A,26-195,1999,3.3,5,1.54,5,0,0,0,0,0,1,0.31,1,0,0,0,0,0,Matches
482,Marius Courcoul,fr FRA,MF,Angers,fr Ligue 1,18-334,2007,1.7,1,0.59,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
483,Thibaut Courtois,be BEL,GK,Real Madrid,es La Liga,33-204,1992,14.0,2,0.14,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
484,Yan Couto,br BRA,"DF,MF",Dortmund,de Bundesliga,23-181,2002,5.3,18,3.37,10,2,2,2,1,1,3,0.56,2,0,1,0,0,0,Matches
485,Patrice Čović,hr CRO,"MF,FW",Werder Bremen,de Bundesliga,18-159,2007,2.3,3,1.31,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
486,Nicolas Cozza,fr FRA,DF,Nantes,fr Ligue 1,26-327,1999,8.3,8,0.96,5,2,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
487,Ben Cremaschi,us USA,MF,Parma,it Serie A,20-274,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
488,Charlie Cresswell,eng ENG,DF,Toulouse,fr Ligue 1,23-106,2002,14.0,19,1.36,11,2,0,6,0,0,2,0.14,1,0,0,1,0,0,Matches
489,Bryan Cristante,it ITA,MF,Roma,it Serie A,30-273,1995,12.0,29,2.42,22,0,1,5,1,0,3,0.25,1,0,0,2,0,0,Matches
490,Juan Cruz Armada,es ESP,DF,Osasuna,es La Liga,33-126,1992,6.1,7,1.14,6,1,0,0,0,0,1,0.16,1,0,0,0,0,0,Matches
491,Juan Cuadrado,co COL,"DF,MF",Pisa,it Serie A,37-189,1988,3.6,17,4.68,9,4,1,2,1,0,1,0.28,0,0,0,1,0,0,Matches
492,Pau Cubarsí,es ESP,DF,Barcelona,es La Liga,18-313,2007,9.6,12,1.25,10,0,1,1,0,0,1,0.10,1,0,0,0,0,0,Matches
493,Cucho,co COL,FW,Betis,es La Liga,26-225,1999,13.4,32,2.39,26,0,4,2,0,0,4,0.30,2,0,0,2,0,0,Matches
494,Marc Cucurella,es ESP,DF,Chelsea,eng Premier League,27-132,1998,12.0,30,2.51,25,1,1,2,0,1,5,0.42,5,0,0,0,0,0,Matches
495,Jorge Cuenca,es ESP,DF,Fulham,eng Premier League,26-014,1999,1.9,1,0.53,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
496,Josh Cullen,ie IRL,MF,Burnley,eng Premier League,29-238,1996,12.4,24,1.94,20,3,0,0,1,0,4,0.32,4,0,0,0,0,0,Matches
497,Pablo Cuñat,es ESP,GK,Levante,es La Liga,23-217,2002,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
498,Jair Cunha,br BRA,DF,Nott'ham Forest,eng Premier League,20-269,2005,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
499,Matheus Cunha,br BRA,"MF,FW",Manchester Utd,eng Premier League,26-188,1999,7.6,32,4.21,19,0,6,4,2,1,1,0.13,1,0,0,0,0,0,Matches
500,Patrick Cutrone,it ITA,FW,Parma,it Serie A,27-332,1998,8.9,15,1.69,7,0,1,5,2,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
501,Lucas Da Cunha,fr FRA,MF,Como,it Serie A,24-175,2001,8.7,24,2.75,16,5,3,0,0,0,2,0.23,2,0,0,0,0,0,Matches
502,Adam Daghim,dk DEN,FW,Wolfsburg,de Bundesliga,20-064,2005,6.0,16,2.68,12,0,2,1,1,0,3,0.50,2,0,1,0,0,0,Matches
503,Finn Dahmen,de GER,GK,Augsburg,de Bundesliga,27-249,1998,12.0,7,0.58,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
504,Mahmoud Dahoud,de GER,MF,Eint Frankfurt,de Bundesliga,29-334,1996,2.0,5,2.53,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
505,Ameen Al-Dakhil,be BEL,DF,Stuttgart,de Bundesliga,23-270,2002,2.4,6,2.45,4,0,0,1,0,1,1,0.41,1,0,0,0,0,0,Matches
506,Thijs Dallinga,nl NED,FW,Bologna,it Serie A,25-120,2000,4.2,10,2.41,9,0,0,0,1,0,4,0.96,3,0,0,0,1,0,Matches
507,Diogo Dalot,pt POR,DF,Manchester Utd,eng Premier League,26-258,1999,8.0,23,2.89,17,2,1,0,3,0,6,0.75,2,1,1,0,2,0,Matches
508,Muhammed Damar,de GER,"FW,MF",Hoffenheim,de Bundesliga,21-236,2004,2.5,14,5.55,8,4,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
509,Mikkel Damsgaard,dk DEN,MF,Brentford,eng Premier League,25-151,2000,9.8,35,3.56,20,10,3,1,1,0,4,0.41,4,0,0,0,0,0,Matches
510,Arnaut Danjuma,nl NED,"FW,MF",Valencia,es La Liga,28-304,1997,10.7,13,1.22,7,0,4,1,1,0,2,0.19,1,0,1,0,0,0,Matches
511,Kévin Danois,fr FRA,MF,Auxerre,fr Ligue 1,21-156,2004,11.8,37,3.14,28,8,0,1,0,0,1,0.08,0,1,0,0,0,0,Matches
512,Kevin Danso,at AUT,DF,Tottenham,eng Premier League,27-073,1998,4.4,5,1.14,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
513,Dante,br BRA,DF,Nice,fr Ligue 1,42-044,1983,1.5,2,1.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
514,Bence Dárdai,hu HUN,MF,Wolfsburg,de Bundesliga,19-311,2006,0.4,1,2.57,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
515,Aiman Dardari,lu LUX,MF,Augsburg,de Bundesliga,20-255,2005,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
516,Sergi Darder,es ESP,"MF,FW",Mallorca,es La Liga,31-344,1993,11.5,38,3.32,26,8,0,2,2,0,1,0.09,1,0,0,0,0,0,Matches
517,Karl Darlow,wls WAL,GK,Leeds United,eng Premier League,35-054,1990,5.0,2,0.40,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
518,Matteo Darmian,it ITA,DF,Inter,it Serie A,35-364,1989,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
519,Juan David Cabal,co COL,DF,Juventus,it Serie A,24-327,2001,0.7,1,1.43,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
520,Jonathan David,ca CAN,FW,Juventus,it Serie A,25-321,2000,5.6,20,3.56,15,0,1,2,2,0,1,0.18,1,0,0,0,0,0,Matches
521,Davinchi,es ESP,DF,Getafe,es La Liga,18-046,2007,4.8,12,2.52,7,2,1,1,0,1,0,0.00,0,0,0,0,0,0,Matches
522,Keinan Davis,eng ENG,FW,Udinese,it Serie A,27-291,1998,7.6,21,2.76,16,0,3,1,1,0,3,0.39,1,0,1,0,1,0,Matches
523,Kevin De Bruyne,be BEL,MF,Napoli,it Serie A,34-156,1991,6.3,22,3.49,18,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
524,Mathys De Carvalho,fr FRA,MF,Lyon,fr Ligue 1,20-214,2005,2.3,5,2.16,3,0,0,0,1,1,0,0.00,0,0,0,0,0,0,Matches
525,Maxim De Cuyper,be BEL,"DF,FW",Brighton,eng Premier League,24-344,2000,6.0,20,3.31,14,5,0,0,0,1,1,0.17,1,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
526,Charles De Ketelaere,be BEL,"MF,FW",Atalanta,it Serie A,24-266,2001,8.1,50,6.17,37,0,4,3,5,1,5,0.62,3,0,0,1,0,1,Matches
527,Jeffrey De Lange,nl NED,GK,Marseille,fr Ligue 1,27-244,1998,3.0,1,0.33,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
528,Manuel De Luca,it ITA,FW,Cremonese,it Serie A,27-137,1998,0.2,1,6.00,0,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
529,Théo De Percin,mq MTQ,GK,Auxerre,fr Ligue 1,24-302,2001,2.5,1,0.40,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
530,Lorenzo De Silvestri,it ITA,DF,Bologna,it Serie A,37-192,1988,2.2,3,1.34,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
531,Thibault De Smet,be BEL,DF,Paris FC,fr Ligue 1,27-179,1998,9.1,10,1.09,8,0,0,1,1,0,1,0.11,1,0,0,0,0,0,Matches
532,Koni De Winter,be BEL,DF,Milan,it Serie A,23-172,2002,3.8,3,0.78,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
533,Alessandro Deiola,it ITA,"MF,DF",Cagliari,it Serie A,30-122,1995,6.6,6,0.90,5,1,0,0,0,0,2,0.30,2,0,0,0,0,0,Matches
534,Romain Del Castillo,fr FRA,"FW,MF",Brest,fr Ligue 1,29-247,1996,12.1,53,4.37,31,14,5,1,0,2,5,0.41,4,0,1,0,0,0,Matches
535,Enrico Del Prato,it ITA,DF,Parma,it Serie A,26-021,1999,13.0,14,1.08,7,2,0,4,1,0,2,0.15,0,0,0,2,0,0,Matches
536,Thomas Delaine,fr FRA,"DF,FW",Le Havre,fr Ligue 1,33-252,1992,2.2,5,2.24,3,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
537,Liam Delap,eng ENG,FW,Chelsea,eng Premier League,22-296,2003,2.9,2,0.70,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
538,Fisayo Dele-Bashiru,ng NGA,MF,Lazio,it Serie A,24-298,2001,2.6,4,1.51,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
539,Ali Dembélé,fr FRA,DF,Torino,it Serie A,21-330,2004,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
540,Ousmane Dembélé,fr FRA,FW,Paris S-G,fr Ligue 1,28-200,1997,3.4,25,7.26,21,3,0,1,0,0,4,1.16,1,2,0,1,0,0,Matches
541,Jessy Deminguet,fr FRA,MF,Metz,fr Ligue 1,27-328,1998,8.9,11,1.24,10,0,0,1,0,0,1,0.11,1,0,0,0,0,0,Matches
542,Ermedin Demirović,ba BIH,FW,Stuttgart,de Bundesliga,27-251,1998,5.5,13,2.38,8,0,1,1,2,1,3,0.55,1,0,1,0,1,0,Matches
543,Rav van den Berg,nl NED,DF,Köln,de Bundesliga,21-147,2004,2.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
544,Sepp van den Berg,nl NED,DF,Brentford,eng Premier League,23-346,2001,13.0,5,0.38,3,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
545,Leander Dendoncker,be BEL,MF,Oviedo,es La Liga,30-230,1995,12.4,13,1.05,11,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
546,Daniel Denoon,ch SUI,DF,Pisa,it Serie A,21-307,2004,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
547,Nelson Deossa,co COL,MF,Betis,es La Liga,25-298,2000,1.9,9,4.79,6,0,2,1,0,0,0,0.00,0,0,0,0,0,0,Matches
548,Rémy Descamps,fr FRA,GK,Lyon,fr Ligue 1,29-159,1996,4.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
549,Bahmed Deuff,mr MTN,"MF,FW",Nantes,fr Ligue 1,19-263,2006,1.7,2,1.17,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
550,Justin Devenny,nir NIR,"MF,FW",Crystal Palace,eng Premier League,22-051,2003,2.0,8,4.04,8,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
551,Kiernan Dewsbury-Hall,eng ENG,MF,Everton,eng Premier League,27-086,1998,11.8,39,3.31,23,9,3,1,3,0,5,0.42,3,1,1,0,0,0,Matches
552,Michele Di Gregorio,it ITA,GK,Juventus,it Serie A,28-127,1997,11.0,3,0.27,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
553,Giovanni Di Lorenzo,it ITA,"DF,MF",Napoli,it Serie A,32-119,1993,13.0,26,2.00,21,0,1,2,2,0,6,0.46,3,0,1,0,2,0,Matches
554,Alessandro Di Pardo,it ITA,DF,Cagliari,it Serie A,26-136,1999,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
555,Boulaye Dia,sn SEN,"FW,MF",Lazio,it Serie A,29-015,1996,8.9,10,1.12,6,0,1,1,1,1,2,0.22,0,0,0,1,0,1,Matches
556,Bambo Diaby,sn SEN,DF,Elche,es La Liga,27-349,1997,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
557,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,28-347,1996,5.0,6,1.19,5,0,0,0,1,0,2,0.40,2,0,0,0,0,0,Matches
558,Bafodé Diakité,fr FRA,DF,Bournemouth,eng Premier League,24-329,2001,9.5,7,0.74,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
559,Amad Diallo,ci CIV,"DF,MF",Manchester Utd,eng Premier League,23-143,2002,10.4,48,4.63,36,0,4,4,3,1,6,0.58,5,0,0,0,1,0,Matches
560,Habib Diallo,sn SEN,FW,Metz,fr Ligue 1,30-166,1995,8.7,16,1.83,8,0,2,3,3,0,4,0.46,1,0,1,1,1,0,Matches
561,Grady Diangana,cd COD,MF,Elche,es La Liga,27-226,1998,2.8,4,1.43,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
562,Assane Diao,sn SEN,FW,Como,it Serie A,20-085,2005,2.6,4,1.55,2,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
563,Soriba Diaoune,fr FRA,FW,Lille,fr Ligue 1,18-109,2007,0.0,2,180.00,1,0,1,0,0,0,1,90.00,1,0,0,0,0,0,Matches
564,Habib Diarra,sn SEN,MF,Sunderland,eng Premier League,21-332,2004,3.8,6,1.57,3,0,1,1,1,0,1,0.26,0,0,0,0,1,0,Matches
565,Moussa Diarra,ml MLI,DF,Alavés,es La Liga,25-021,2000,2.4,2,0.83,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
566,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,28-201,1997,12.1,8,0.66,7,0,0,1,0,0,2,0.17,2,0,0,0,0,0,Matches
567,Krépin Diatta,sn SEN,"DF,FW",Monaco,fr Ligue 1,26-279,1999,7.2,16,2.22,16,0,0,0,0,0,2,0.28,2,0,0,0,0,0,Matches
568,Mory Diaw,sn SEN,GK,Le Havre,fr Ligue 1,32-162,1993,14.0,6,0.43,6,0,0,0,0,0,2,0.14,2,0,0,0,0,0,Matches
569,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,es La Liga,26-120,1999,3.3,13,3.93,12,0,0,0,0,1,3,0.91,3,0,0,0,0,0,Matches
570,Junior Diaz,ci CIV,DF,Brest,fr Ligue 1,22-131,2003,7.2,4,0.55,2,0,0,1,1,0,1,0.14,0,0,0,0,1,0,Matches
571,Luis Díaz,co COL,FW,Bayern Munich,de Bundesliga,28-322,1997,10.9,46,4.21,37,0,5,3,1,0,10,0.92,5,0,3,1,1,0,Matches
572,Pedro Díaz,es ESP,"MF,FW",Rayo Vallecano,es La Liga,27-179,1998,8.6,23,2.69,17,1,2,3,0,0,0,0.00,0,0,0,0,0,0,Matches
573,Tyler Dibling,eng ENG,FW,Everton,eng Premier League,19-264,2006,0.8,3,3.55,1,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
574,Nouha Dicko,ml MLI,FW,Paris FC,fr Ligue 1,33-201,1992,0.6,3,5.19,1,0,0,1,1,0,1,1.73,0,0,0,1,0,0,Matches
575,Bamba Dieng,sn SEN,"FW,MF",Lorient,fr Ligue 1,25-253,2000,0.5,2,4.19,0,0,0,2,0,0,1,2.09,0,0,0,1,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
576,Eric Dier,eng ENG,DF,Monaco,fr Ligue 1,31-320,1994,6.0,8,1.33,7,0,0,0,0,1,1,0.17,1,0,0,0,0,0,Matches
577,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,32-134,1993,10.6,23,2.17,13,9,0,1,0,0,5,0.47,3,2,0,0,0,0,Matches
578,Kevin Diks,id IDN,DF,Gladbach,de Bundesliga,29-056,1996,10.8,13,1.20,11,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
579,Federico Dimarco,it ITA,DF,Inter,it Serie A,28-021,1997,10.6,53,4.99,34,16,0,2,0,1,5,0.47,4,1,0,0,0,0,Matches
580,Junior Dina Ebimbe,fr FRA,"FW,MF",Brest,fr Ligue 1,25-010,2000,3.7,2,0.54,1,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
581,Eren Dinkçi,de GER,"MF,FW",Freiburg,de Bundesliga,23-353,2001,2.8,6,2.18,5,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
582,Sinaly Diomande,ci CIV,DF,Auxerre,fr Ligue 1,24-236,2001,3.7,1,0.27,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
583,Yan Diomandé,ci CIV,FW,RB Leipzig,de Bundesliga,19-017,2006,7.9,36,4.55,27,0,7,1,1,0,6,0.76,4,0,2,0,0,0,Matches
584,Issa Diop,fr FRA,DF,Fulham,eng Premier League,28-326,1997,2.5,1,0.40,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
585,Sérigné Diop,sn SEN,FW,Brest,fr Ligue 1,20-203,2005,0.1,1,7.50,0,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
586,Sofiane Diop,ma MAR,"MF,FW",Nice,fr Ligue 1,25-175,2000,9.3,29,3.11,24,0,2,1,2,0,3,0.32,3,0,0,0,0,0,Matches
587,Andy Diouf,fr FRA,"MF,DF",Inter,it Serie A,22-198,2003,0.6,4,6.21,4,0,0,0,0,0,1,1.55,1,0,0,0,0,0,Matches
588,Andy Diouf,fr FRA,MF,Lens,fr Ligue 1,22-198,2003,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
589,El Hadji Malick Diouf,sn SEN,DF,West Ham,eng Premier League,20-338,2004,12.5,16,1.28,11,3,2,0,0,0,4,0.32,3,1,0,0,0,0,Matches
590,Yehvann Diouf,sn SEN,GK,Nice,fr Ligue 1,26-015,1999,14.0,1,0.07,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
591,Assane Dioussé,sn SEN,MF,Auxerre,fr Ligue 1,28-072,1997,1.7,6,3.53,5,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
592,Matías Dituro,ar ARG,GK,Elche,es La Liga,38-207,1987,6.0,4,0.67,2,2,0,0,0,0,2,0.33,0,2,0,0,0,0,Matches
593,Djené,tg TOG,DF,Getafe,es La Liga,33-335,1991,10.6,4,0.38,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
594,Harouna Djibrin,cm CMR,FW,Angers,fr Ligue 1,19-026,2006,1.2,5,4.13,4,0,0,1,0,0,1,0.83,0,0,0,1,0,0,Matches
595,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,32-285,1993,10.7,8,0.75,7,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
596,Marko Dmitrović,rs SRB,GK,Espanyol,es La Liga,33-311,1992,14.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
597,Ritsu Doan,jp JPN,"FW,MF",Eint Frankfurt,de Bundesliga,27-168,1998,10.9,37,3.39,19,8,2,3,4,1,9,0.82,4,1,2,2,0,0,Matches
598,Dodô,br BRA,DF,Fiorentina,it Serie A,27-014,1998,12.1,32,2.65,22,2,4,1,3,0,2,0.17,1,0,1,0,0,0,Matches
599,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,27-154,1998,12.0,14,1.17,8,0,0,3,0,3,2,0.17,1,0,0,1,0,0,Matches
600,Matt Doherty,ie IRL,DF,Wolves,eng Premier League,33-319,1992,3.2,4,1.24,3,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
