Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err,Matches
166,Valentín Barco,ar ARG,"MF,DF",Strasbourg,fr Ligue 1,21-084,2004,6.3,18,11,9,7,2,13,84.6,2,3,0,3,4,22,7,0,Matches
167,Bradley Barcola,fr FRA,FW,Paris S-G,fr Ligue 1,23-043,2002,4.5,5,1,2,2,1,3,33.3,2,1,0,1,3,8,0,0,Matches
168,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,24-343,2000,6.5,7,4,6,0,1,11,18.2,9,3,1,2,4,11,21,1,Matches
169,Roony Bardghji,se SWE,FW,Barcelona,es La Liga,19-334,2005,1.5,2,1,1,0,1,2,100.0,0,1,0,1,0,2,0,0,Matches
170,Nicolò Barella,it ITA,MF,Inter,it Serie A,28-250,1997,5.3,8,4,2,4,2,5,0.0,5,5,0,5,1,9,4,0,Matches
171,Kike Barja,es ESP,"MF,FW",Osasuna,es La Liga,28-197,1997,0.3,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
172,Ross Barkley,eng ENG,MF,Aston Villa,eng Premier League,31-314,1993,0.1,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
173,Harvey Barnes,eng ENG,"FW,MF",Newcastle Utd,eng Premier League,27-310,1997,3.5,2,1,0,2,0,3,66.7,1,3,0,3,0,2,2,0,Matches
174,Ander Barrenetxea,es ESP,"MF,FW",Real Sociedad,es La Liga,23-292,2001,7.2,6,4,4,1,1,4,0.0,4,8,1,7,3,9,7,0,Matches
175,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,22-122,2003,7.2,10,7,4,3,3,7,42.9,4,6,0,6,14,24,4,3,Matches
176,Thierno Barry,fr FRA,FW,Everton,eng Premier League,22-359,2002,2.3,0,0,0,0,0,0,,0,1,1,0,1,1,3,0,Matches
177,Davide Bartesaghi,it ITA,DF,Milan,it Serie A,19-290,2005,1.4,3,2,2,1,0,2,100.0,0,2,0,2,1,4,3,0,Matches
178,Marc Bartra,es ESP,DF,Betis,es La Liga,34-273,1991,4.5,14,6,9,4,1,12,58.3,5,10,6,4,6,20,31,2,Matches
179,Federico Baschirotto,it ITA,DF,Cremonese,it Serie A,29-025,1996,6.0,0,0,0,0,0,1,0.0,1,10,7,3,4,4,43,0,Matches
180,Toma Bašić,hr CRO,MF,Lazio,it Serie A,28-324,1996,1.7,2,2,0,2,0,4,25.0,3,1,0,1,1,3,5,0,Matches
181,Calvin Bassey,ng NGA,DF,Fulham,eng Premier League,25-288,1999,7.0,10,5,8,2,0,13,61.5,5,6,4,2,3,13,27,2,Matches
182,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,26-185,1999,4.6,5,5,4,1,0,3,100.0,0,2,0,2,4,9,15,0,Matches
183,Augusto Batalla,ar ARG,GK,Rayo Vallecano,es La Liga,29-168,1996,8.0,1,1,1,0,0,1,100.0,0,0,0,0,0,1,8,1,Matches
184,Michy Batshuayi,be BEL,FW,Eint Frankfurt,de Bundesliga,32-013,1993,0.6,1,1,0,1,0,1,100.0,0,0,0,0,0,1,1,0,Matches
185,Martin Baturina,hr CRO,"FW,MF",Como,it Serie A,22-241,2003,0.9,2,1,0,1,1,4,25.0,3,1,0,1,0,2,0,0,Matches
186,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,35-135,1990,6.0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,5,1,Matches
187,Christoph Baumgartner,at AUT,MF,RB Leipzig,de Bundesliga,26-075,1999,5.1,11,6,2,7,2,13,23.1,10,3,0,3,3,14,13,0,Matches
188,Altay Bayındır,tr TUR,GK,Manchester Utd,eng Premier League,27-184,1998,6.0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,6,1,Matches
189,Vakoun Bayo,ci CIV,FW,Udinese,it Serie A,28-278,1997,1.2,0,0,0,0,0,0,,0,2,0,2,0,0,0,0,Matches
190,Ihlas Bebou,tg TOG,FW,Hoffenheim,de Bundesliga,31-175,1994,0.5,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,Matches
191,Samu Becerra,es ESP,"DF,MF",Rayo Vallecano,es La Liga,19-287,2006,0.1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
192,Adrian Beck,de GER,"MF,FW",Heidenheim,de Bundesliga,28-128,1997,1.6,2,2,1,0,1,5,20.0,4,1,0,1,0,2,1,0,Matches
193,Sheraldo Becker,sr SUR,MF,Osasuna,es La Liga,30-248,1995,0.9,0,0,0,0,0,0,,0,0,0,0,1,1,2,0,Matches
194,Donny van de Beek,nl NED,MF,Girona,es La Liga,28-180,1997,0.5,0,0,0,0,0,0,,0,1,1,0,0,0,2,0,Matches
195,Maximilian Beier,de GER,"MF,FW",Dortmund,de Bundesliga,22-363,2002,4.2,0,0,0,0,0,4,0.0,4,5,1,4,1,1,2,0,Matches
196,Ismael Bekhoucha,ma MAR,DF,Getafe,es La Liga,20-329,2004,1.2,6,5,3,2,1,8,62.5,3,1,0,1,2,8,4,0,Matches
197,Reda Belahyane,ma MAR,MF,Lazio,it Serie A,21-136,2004,1.7,6,5,1,3,2,2,100.0,0,2,0,2,2,8,3,0,Matches
198,Rafik Belghali,dz ALG,"DF,FW",Hellas Verona,it Serie A,23-130,2002,4.3,3,2,3,0,0,3,66.7,1,2,0,2,5,8,5,0,Matches
199,Haris Belkebla,dz ALG,MF,Angers,fr Ligue 1,31-260,1994,6.9,11,8,9,2,0,10,50.0,5,4,1,3,9,20,10,1,Matches
200,Yassin Belkhdim,fr FRA,MF,Angers,fr Ligue 1,23-243,2002,6.7,17,13,10,6,1,13,53.8,6,8,2,6,6,23,8,0,Matches
201,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,34-052,1991,2.0,4,3,3,1,0,3,100.0,0,4,3,1,2,6,19,0,Matches
202,Armel Bella Kotchap,de GER,DF,Hellas Verona,it Serie A,23-308,2001,0.8,0,0,0,0,0,0,,0,2,1,1,2,2,3,0,Matches
203,Raoul Bellanova,it ITA,DF,Atalanta,it Serie A,25-151,2000,4.9,7,3,4,1,2,4,50.0,2,3,1,2,0,7,13,0,Matches
204,Jean-Ricner Bellegarde,ht HAI,"MF,FW",Wolves,eng Premier League,27-110,1998,2.8,6,4,4,2,0,1,100.0,0,2,0,2,2,8,3,1,Matches
205,Héctor Bellerín,es ESP,DF,Betis,es La Liga,30-210,1995,6.9,5,3,3,2,0,7,14.3,6,5,0,5,4,9,35,0,Matches
206,Jobe Bellingham,eng ENG,MF,Dortmund,de Bundesliga,20-022,2005,2.1,4,3,1,2,1,2,50.0,1,2,0,2,4,8,4,0,Matches
207,Jude Bellingham,eng ENG,MF,Real Madrid,es La Liga,22-108,2003,1.3,11,8,4,4,3,5,100.0,0,0,0,0,1,12,1,0,Matches
208,Jeanuël Belocian,fr FRA,MF,Leverkusen,de Bundesliga,20-240,2005,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
209,Andrea Belotti,it ITA,FW,Cagliari,it Serie A,31-299,1993,2.1,0,0,0,0,0,1,0.0,1,0,0,0,3,3,1,0,Matches
210,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,26-254,1999,2.4,3,2,1,2,0,1,0.0,1,3,1,2,4,7,1,0,Matches
211,Lucas Beltrán,ar ARG,FW,Valencia,es La Liga,24-200,2001,1.9,3,1,0,3,0,2,100.0,0,3,0,3,1,4,0,0,Matches
212,Eliesse Ben Seghir,ma MAR,"MF,FW",Monaco,fr Ligue 1,20-241,2005,0.5,2,0,1,0,1,1,0.0,1,1,0,1,0,2,0,1,Matches
213,Eliesse Ben Seghir,ma MAR,MF,Leverkusen,de Bundesliga,20-241,2005,1.4,0,0,0,0,0,0,,0,0,0,0,1,1,0,0,Matches
214,Carlos Benavídez,uy URU,MF,Alavés,es La Liga,27-199,1998,0.1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
215,Adrian Benedyczak,pl POL,"MF,DF",Parma,it Serie A,24-325,2000,0.8,2,2,0,0,2,1,100.0,0,0,0,0,0,2,1,0,Matches
216,Yassine Benhattab,fr FRA,"MF,FW",Nantes,fr Ligue 1,22-331,2002,3.8,6,4,3,2,1,2,50.0,1,2,0,2,0,6,2,0,Matches
217,Iker Benito,es ESP,"FW,DF",Osasuna,es La Liga,23-066,2002,1.1,1,0,0,1,0,3,33.3,2,1,1,0,2,3,2,0,Matches
218,Ramy Bensebaini,dz ALG,DF,Dortmund,de Bundesliga,30-182,1995,6.0,5,2,5,0,0,5,60.0,2,6,4,2,7,12,44,1,Matches
219,Nabil Bentaleb,dz ALG,MF,Lille,fr Ligue 1,30-325,1994,2.1,2,0,0,2,0,2,50.0,1,2,1,1,0,2,4,0,Matches
220,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,28-112,1997,4.6,10,5,4,5,1,8,62.5,3,8,1,7,3,13,11,1,Matches
221,Lucas Beraldo,br BRA,DF,Paris S-G,fr Ligue 1,21-325,2003,4.8,10,6,8,2,0,9,66.7,3,5,3,2,4,14,28,0,Matches
222,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,31-075,1994,4.9,6,6,2,2,2,6,50.0,3,4,0,4,4,10,9,0,Matches
223,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,35-247,1990,7.5,8,4,4,2,2,8,62.5,3,11,1,10,5,13,26,0,Matches
224,Álex Berenguer,es ESP,"FW,MF",Athletic Club,es La Liga,30-103,1995,4.8,6,2,0,5,1,4,50.0,2,7,0,7,1,7,4,0,Matches
225,Sander Berge,no NOR,MF,Fulham,eng Premier League,27-243,1998,6.6,10,8,5,4,1,8,62.5,3,9,4,5,5,15,7,0,Matches
226,Lucas Bergvall,se SWE,MF,Tottenham,eng Premier League,19-255,2006,4.1,9,6,1,8,0,6,50.0,3,1,0,1,1,10,8,1,Matches
227,Medon Berisha,al ALB,MF,Lecce,it Serie A,21-359,2003,2.9,9,7,5,3,1,4,75.0,1,3,1,2,2,11,1,0,Matches
228,Anthony Bermont,fr FRA,"DF,MF",Lens,fr Ligue 1,20-247,2005,0.5,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
229,Adrian Bernabe,es ESP,MF,Parma,it Serie A,24-142,2001,5.6,10,6,6,4,0,14,64.3,5,5,1,4,3,13,2,0,Matches
230,Marc Bernal,es ESP,MF,Barcelona,es La Liga,18-142,2007,0.1,1,1,1,0,0,0,,0,0,0,0,0,1,1,0,Matches
231,Federico Bernardeschi,it ITA,"MF,FW",Bologna,it Serie A,31-241,1994,2.0,1,1,0,0,1,0,,0,1,0,1,0,1,1,1,Matches
232,Bernardo,br BRA,DF,Hoffenheim,de Bundesliga,30-154,1995,5.9,21,14,7,6,8,17,64.7,6,17,4,13,8,29,27,1,Matches
233,Lorenzo Bernasconi,it ITA,DF,Atalanta,it Serie A,21-333,2003,1.1,7,2,1,5,1,3,33.3,2,1,1,0,2,9,4,0,Matches
234,Antoine Bernede,fr FRA,MF,Hellas Verona,it Serie A,26-142,1999,5.5,11,3,4,7,0,15,40.0,9,15,2,13,5,16,2,0,Matches
235,Nicolò Bertola,it ITA,DF,Udinese,it Serie A,22-206,2003,2.6,1,1,0,1,0,1,0.0,1,2,2,0,3,4,15,1,Matches
236,Jan-Niklas Beste,de GER,FW,Freiburg,de Bundesliga,26-284,1999,3.5,8,6,2,6,0,6,50.0,3,7,0,7,2,10,5,0,Matches
237,Beto,gw GNB,FW,Everton,eng Premier League,27-257,1998,4.7,4,2,1,2,1,1,100.0,0,4,1,3,0,4,5,0,Matches
238,Sam Beukema,nl NED,DF,Napoli,it Serie A,26-332,1998,3.0,2,2,1,1,0,2,100.0,0,4,4,0,2,4,15,1,Matches
239,Matteo Bianchetti,it ITA,DF,Cremonese,it Serie A,32-212,1993,5.4,11,9,8,2,1,8,75.0,2,8,5,3,5,16,31,0,Matches
240,Mika Biereth,dk DEN,"FW,MF",Monaco,fr Ligue 1,22-249,2003,4.8,5,3,1,1,3,6,33.3,4,5,0,5,0,5,3,0,Matches
241,Pedro Bigas,es ESP,DF,Elche,es La Liga,35-030,1990,6.7,14,8,10,4,0,8,62.5,3,10,7,3,12,26,27,2,Matches
242,Cristiano Biraghi,it ITA,"DF,MF",Torino,it Serie A,33-044,1992,4.1,6,5,3,2,1,8,50.0,4,2,0,2,2,8,5,0,Matches
243,Tom Bischof,de GER,"MF,DF",Bayern Munich,de Bundesliga,20-109,2005,1.4,1,1,0,1,0,3,33.3,2,2,1,1,3,4,0,0,Matches
244,Leonardo Bittencourt,de GER,MF,Werder Bremen,de Bundesliga,31-300,1993,1.7,5,3,2,1,2,6,66.7,2,2,0,2,2,7,1,0,Matches
245,Emmanuel Biumla,fr FRA,DF,Angers,fr Ligue 1,20-160,2005,1.5,4,2,3,1,0,5,60.0,2,1,0,1,1,5,8,2,Matches
246,Marco Bizot,nl NED,GK,Aston Villa,eng Premier League,34-219,1991,2.0,0,0,0,0,0,0,,0,0,0,0,0,0,2,0,Matches
247,Antonio Blanco,es ESP,MF,Alavés,es La Liga,25-084,2000,6.8,20,12,6,14,0,14,57.1,6,6,0,6,11,31,14,1,Matches
248,Ludovic Blas,fr FRA,"MF,FW",Rennes,fr Ligue 1,27-288,1997,4.1,4,3,0,3,1,9,22.2,7,4,0,4,4,8,3,0,Matches
249,Daley Blind,nl NED,DF,Girona,es La Liga,35-220,1990,6.9,17,11,9,6,2,9,55.6,4,11,6,5,10,27,30,1,Matches
250,Adam Boayar,ma MAR,MF,Elche,es La Liga,20-002,2005,0.1,1,0,1,0,0,0,,0,0,0,0,0,1,0,0,Matches
251,Oscar Bobb,no NOR,"FW,MF",Manchester City,eng Premier League,22-095,2003,4.0,5,3,2,1,2,5,40.0,3,7,0,7,1,6,1,0,Matches
252,Ben Bobzien,de GER,FW,Mainz 05,de Bundesliga,22-169,2003,0.1,2,2,0,2,0,1,100.0,0,0,0,0,0,2,0,0,Matches
253,Arnaud Bodart,be BEL,GK,Lille,fr Ligue 1,27-218,1998,1.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
254,Sacha Boey,fr FRA,DF,Bayern Munich,de Bundesliga,25-032,2000,3.5,6,4,2,3,1,4,50.0,2,4,0,4,4,10,8,1,Matches
255,Jeremie Boga,ci CIV,"MF,FW",Nice,fr Ligue 1,28-285,1997,3.8,2,2,0,2,0,2,50.0,1,0,0,0,3,5,0,1,Matches
256,Lamare Bogarde,nl NED,MF,Aston Villa,eng Premier League,21-283,2004,3.1,4,3,2,1,1,3,33.3,2,2,1,1,0,4,3,1,Matches
257,Jayden Bogle,eng ENG,DF,Leeds United,eng Premier League,25-080,2000,6.8,21,11,11,8,2,21,61.9,8,4,1,3,11,32,20,0,Matches
258,Adama Boiro,es ESP,DF,Athletic Club,es La Liga,23-115,2002,0.5,1,0,1,0,0,1,100.0,0,0,0,0,0,1,1,0,Matches
259,Morgan Bokelé Mputu,cm CMR,"DF,FW",Metz,fr Ligue 1,21-216,2004,1.5,2,1,0,2,0,3,0.0,3,3,1,2,0,2,1,0,Matches
260,Daniel Boloca,ro ROU,MF,Sassuolo,it Serie A,26-297,1998,1.5,2,2,1,0,1,2,50.0,1,0,0,0,2,4,3,0,Matches
261,Moïse Bombito,ca CAN,DF,Nice,fr Ligue 1,25-199,2000,1.6,2,2,1,1,0,2,100.0,0,3,3,0,2,4,6,0,Matches
262,Federico Bonazzoli,it ITA,FW,Cremonese,it Serie A,28-147,1997,2.8,2,1,0,2,0,1,0.0,1,3,0,3,0,2,2,0,Matches
263,Warren Bondo,fr FRA,MF,Cremonese,it Serie A,22-030,2003,4.8,13,5,6,5,2,8,87.5,1,3,1,2,2,15,2,1,Matches
264,Giovanni Bonfanti,it ITA,DF,Pisa,it Serie A,22-271,2003,2.8,8,2,4,3,1,2,0.0,2,2,1,1,1,9,9,0,Matches
265,Victor Boniface,ng NGA,"FW,MF",Werder Bremen,de Bundesliga,24-296,2000,1.0,1,0,0,1,0,0,,0,1,0,1,0,1,3,0,Matches
266,Rahim Bonkano,ne NIG,DF,Oviedo,es La Liga,23-287,2002,7.2,15,8,10,4,1,13,84.6,2,10,5,5,8,23,27,1,Matches
267,Ange-Yoan Bonny,fr FRA,FW,Inter,it Serie A,21-355,2003,1.5,3,1,2,1,0,0,,0,0,0,0,0,3,1,0,Matches
268,Gennaro Borrelli,it ITA,FW,Cagliari,it Serie A,25-219,2000,2.3,6,2,4,2,0,2,100.0,0,1,0,1,0,6,6,0,Matches
269,Sven Botman,nl NED,DF,Newcastle Utd,eng Premier League,25-276,2000,3.8,3,1,1,2,0,0,,0,6,5,1,5,8,29,0,Matches
270,Ayyoub Bouaddi,fr FRA,MF,Lille,fr Ligue 1,18-013,2007,5.8,10,6,4,5,1,8,62.5,3,14,4,10,9,19,7,0,Matches
271,Badredine Bouanani,dz ALG,MF,Nice,fr Ligue 1,20-311,2004,1.0,0,0,0,0,0,1,0.0,1,1,0,1,1,1,0,0,Matches
272,Badredine Bouanani,dz ALG,FW,Stuttgart,de Bundesliga,20-311,2004,1.6,2,1,0,1,1,0,,0,1,0,1,3,5,2,0,Matches
273,Hicham Boudaoui,dz ALG,MF,Nice,fr Ligue 1,26-022,1999,5.8,4,3,2,2,0,4,50.0,2,2,0,2,5,9,8,0,Matches
274,Justin Bourgault,fr FRA,"MF,DF",Brest,fr Ligue 1,20-031,2005,0.2,0,0,0,0,0,0,,0,0,0,0,1,1,1,0,Matches
275,Jarrod Bowen,eng ENG,"FW,MF",West Ham,eng Premier League,28-299,1996,7.0,6,3,1,3,2,6,33.3,4,2,0,2,6,12,7,0,Matches
276,Lucas Boyé,ar ARG,"FW,MF",Alavés,es La Liga,29-229,1996,3.1,4,3,1,1,2,2,50.0,1,2,0,2,2,6,1,0,Matches
277,Enzo Boyomo,cm CMR,DF,Osasuna,es La Liga,24-008,2001,8.0,20,10,14,5,1,13,84.6,2,16,8,8,4,24,42,1,Matches
278,Domagoj Bradarić,hr CRO,"DF,FW",Hellas Verona,it Serie A,25-309,1999,5.6,9,5,5,3,1,6,66.7,2,8,1,7,3,12,6,0,Matches
279,Conor Bradley,nir NIR,DF,Liverpool,eng Premier League,22-098,2003,2.6,3,3,1,2,0,5,40.0,3,7,1,6,4,7,6,0,Matches
280,Bilal Brahimi,dz ALG,FW,Nice,fr Ligue 1,25-215,2000,0.0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
281,Julian Brandt,de GER,"MF,FW",Dortmund,de Bundesliga,29-166,1996,2.9,3,2,1,2,0,4,50.0,2,2,0,2,0,3,4,0,Matches
282,Lilian Brassier,fr FRA,DF,Rennes,fr Ligue 1,25-347,1999,2.4,6,2,3,3,0,3,100.0,0,2,2,0,1,7,8,0,Matches
283,Iker Bravo,es ESP,FW,Udinese,it Serie A,20-275,2005,1.8,1,1,1,0,0,3,33.3,2,1,0,1,0,1,0,0,Matches
284,Josip Brekalo,hr CRO,FW,Oviedo,es La Liga,27-114,1998,3.0,2,2,0,2,0,3,0.0,3,5,0,5,1,3,0,0,Matches
285,Gleison Bremer,br BRA,DF,Juventus,it Serie A,28-211,1997,3.8,2,1,1,1,0,1,100.0,0,3,2,1,2,4,22,0,Matches
286,Marco Brescianini,it ITA,MF,Atalanta,it Serie A,25-268,2000,0.8,2,2,0,1,1,2,50.0,1,2,1,1,1,3,3,0,Matches
287,Abel Bretones,es ESP,"DF,MF",Osasuna,es La Liga,25-055,2000,6.0,13,7,10,3,0,15,53.3,7,10,2,8,7,20,18,0,Matches
288,Sascha Britschgi,ch SUI,DF,Parma,it Serie A,19-049,2006,1.5,1,1,0,0,1,2,0.0,2,1,0,1,1,2,3,0,Matches
289,Brian Brobbey,nl NED,FW,Sunderland,eng Premier League,23-256,2002,0.7,0,0,0,0,0,1,0.0,1,0,0,0,0,0,2,0,Matches
290,Marius Broholm,no NOR,FW,Lille,fr Ligue 1,20-293,2004,1.0,2,2,1,1,0,4,50.0,2,0,0,0,0,2,1,0,Matches
291,Armando Broja,al ALB,FW,Burnley,eng Premier League,24-035,2001,0.5,2,0,2,0,0,1,100.0,0,0,0,0,0,2,1,0,Matches
292,David Brooks,wls WAL,"FW,MF",Bournemouth,eng Premier League,28-099,1997,5.0,6,5,2,2,2,14,21.4,11,5,0,5,2,8,5,0,Matches
293,Nathaniel Brown,de GER,"DF,FW",Eint Frankfurt,de Bundesliga,22-121,2003,4.2,13,10,7,4,2,11,72.7,3,5,0,5,3,16,5,0,Matches
294,Brugui,es ESP,MF,Levante,es La Liga,28-345,1996,5.9,7,3,2,3,2,8,0.0,8,4,1,3,1,8,5,1,Matches
295,Paris Brunner,de GER,FW,Monaco,fr Ligue 1,19-242,2006,0.9,1,1,0,0,1,2,0.0,2,0,0,0,1,2,0,0,Matches
296,Jacob Bruun Larsen,dk DEN,"FW,MF",Burnley,eng Premier League,27-026,1998,2.6,1,1,1,0,0,0,,0,2,0,2,2,3,4,0,Matches
297,Tajon Buchanan,ca CAN,MF,Villarreal,es La Liga,26-249,1999,5.8,11,9,5,4,2,15,60.0,6,5,0,5,8,19,5,0,Matches
298,Ante Budimir,hr CRO,FW,Osasuna,es La Liga,34-085,1991,7.1,4,3,1,3,0,3,33.3,2,6,1,5,0,4,7,0,Matches
299,Emi Buendía,ar ARG,"MF,FW",Aston Villa,eng Premier League,28-294,1996,3.3,10,7,4,5,1,9,44.4,5,7,1,6,1,11,7,0,Matches
300,Hugo Bueno,es ESP,"DF,MF",Wolves,eng Premier League,23-027,2002,4.9,19,11,11,6,2,15,66.7,5,5,1,4,9,28,12,0,Matches
301,Manu Bueno,es ESP,MF,Sevilla,es La Liga,21-080,2004,0.1,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0,Matches
302,Santiago Bueno,uy URU,DF,Wolves,eng Premier League,26-340,1998,3.4,14,6,11,3,0,11,72.7,3,3,1,2,8,22,12,0,Matches
303,Louis Buffon,it ITA,FW,Pisa,it Serie A,17-291,2007,0.2,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
304,Adam Buksa,pl POL,FW,Udinese,it Serie A,29-095,1996,1.1,2,1,0,2,0,2,50.0,1,0,0,0,0,2,2,0,Matches
305,Andrija Bulatović,me MNE,MF,Lens,fr Ligue 1,18-292,2006,0.0,2,0,2,0,0,1,100.0,0,1,0,1,0,2,0,0,Matches
306,Marius Bülter,de GER,FW,Köln,de Bundesliga,32-200,1993,3.3,3,2,1,1,1,1,0.0,1,2,1,1,2,5,8,0,Matches
307,Facundo Buonanotte,ar ARG,MF,Chelsea,eng Premier League,20-296,2004,0.5,1,0,0,0,1,0,,0,1,0,1,0,1,0,0,Matches
308,Alessandro Buongiorno,it ITA,DF,Napoli,it Serie A,26-131,1999,2.1,5,4,3,1,1,4,50.0,2,4,2,2,3,8,14,0,Matches
309,Wouter Burger,nl NED,MF,Hoffenheim,de Bundesliga,24-241,2001,4.3,8,5,3,5,0,10,40.0,6,3,0,3,2,10,18,0,Matches
310,Jonathan Burkardt,de GER,FW,Eint Frankfurt,de Bundesliga,25-096,2000,3.7,0,0,0,0,0,0,,0,4,0,4,1,1,1,0,Matches
311,Oliver Burke,sct SCO,"MF,FW",Union Berlin,de Bundesliga,28-191,1997,3.4,3,1,1,1,1,6,33.3,4,7,1,6,4,7,0,0,Matches
312,Vincent Burlet,be BEL,DF,Lille,fr Ligue 1,20-022,2005,0.2,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,Matches
313,Dan Burn,eng ENG,DF,Newcastle Utd,eng Premier League,33-159,1992,7.0,9,6,6,0,3,13,30.8,9,5,1,4,9,18,40,0,Matches
314,Marnon Busch,de GER,DF,Heidenheim,de Bundesliga,30-311,1994,3.1,8,4,7,1,0,9,55.6,4,5,0,5,5,13,15,0,Matches
315,Aurélio Buta,pt POR,DF,Eint Frankfurt,de Bundesliga,28-247,1997,1.5,6,6,4,2,0,5,60.0,2,2,1,1,0,6,4,0,Matches
316,Jean Butez,fr FRA,GK,Como,it Serie A,30-129,1995,6.0,1,1,1,0,0,0,,0,0,0,0,1,2,4,0,Matches
317,Sam Byram,eng ENG,DF,Leeds United,eng Premier League,32-029,1993,0.1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,Matches
318,William Bøving,dk DEN,MF,Mainz 05,de Bundesliga,22-228,2003,0.7,0,0,0,0,0,0,,0,3,0,3,0,0,0,0,Matches
319,Jorge Cabello,es ESP,DF,Levante,es La Liga,21-173,2004,2.7,4,3,2,1,1,3,66.7,1,2,2,0,0,4,17,1,Matches
320,Pape Cabral,fr FRA,MF,Monaco,fr Ligue 1,18-268,2007,0.1,1,1,1,0,0,1,0.0,1,1,0,1,1,2,0,0,Matches
321,Leandro Cabrera,uy URU,DF,Espanyol,es La Liga,34-120,1991,7.0,5,2,4,1,0,4,75.0,1,6,4,2,5,10,41,0,Matches
322,Anthony Caci,fr FRA,"DF,MF",Mainz 05,de Bundesliga,28-106,1997,3.4,5,3,1,1,3,1,0.0,1,5,1,4,3,8,8,0,Matches
323,Noah Cadiou,gp GLP,MF,Lorient,fr Ligue 1,26-354,1998,0.5,3,1,2,1,0,1,0.0,1,0,0,0,2,5,0,0,Matches
324,Mathieu Cafaro,fr FRA,"FW,MF",Paris FC,fr Ligue 1,28-204,1997,0.4,0,0,0,0,0,0,,0,1,0,1,0,0,0,0,Matches
325,Moisés Caicedo,ec ECU,MF,Chelsea,eng Premier League,23-347,2001,7.0,28,14,13,10,5,22,77.3,5,11,5,6,18,46,7,0,Matches
326,Tom Cairney,sct SCO,MF,Fulham,eng Premier League,34-268,1991,1.3,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0,Matches
327,Arturo Calabresi,it ITA,DF,Pisa,it Serie A,29-212,1996,0.6,1,1,0,1,0,5,20.0,4,0,0,0,0,1,3,0,Matches
328,Riccardo Calafiori,it ITA,DF,Arsenal,eng Premier League,23-149,2002,5.8,11,7,6,2,3,9,77.8,2,4,1,3,4,15,15,0,Matches
329,Calebe,br BRA,"MF,FW",Alavés,es La Liga,25-168,2000,1.2,7,6,4,1,2,6,66.7,2,0,0,0,0,7,0,0,Matches
330,Fernando Calero,es ESP,DF,Espanyol,es La Liga,30-031,1995,5.0,7,6,6,1,0,5,60.0,2,14,10,4,5,12,31,0,Matches
331,Duje Ćaleta-Car,hr CRO,DF,Real Sociedad,es La Liga,29-028,1996,6.7,4,2,2,2,0,3,66.7,1,8,7,1,7,11,28,0,Matches
332,Hakan Çalhanoğlu,tr TUR,MF,Inter,it Serie A,31-249,1994,3.3,3,1,1,1,1,8,37.5,5,1,0,1,1,4,2,0,Matches
333,Dominic Calvert-Lewin,eng ENG,FW,Leeds United,eng Premier League,28-213,1997,4.0,2,1,0,2,0,1,0.0,1,2,0,2,1,3,2,0,Matches
334,Dani Calvo,es ESP,DF,Oviedo,es La Liga,31-197,1994,6.0,7,3,5,2,0,6,83.3,1,7,4,3,2,9,42,0,Matches
335,Adama Camara,fr FRA,MF,Paris FC,fr Ligue 1,28-362,1996,4.4,14,9,2,10,2,8,62.5,3,7,2,5,5,19,7,0,Matches
336,Amady Camara,ml MLI,"MF,FW",Nantes,fr Ligue 1,20-140,2005,1.3,2,2,1,1,0,1,100.0,0,0,0,0,1,3,0,0,Matches
337,Dawda Camara,mr MTN,FW,Girona,es La Liga,22-345,2002,0.8,1,0,0,0,1,0,,0,0,0,0,1,2,0,0,Matches
338,Lamine Camara,sn SEN,MF,Monaco,fr Ligue 1,21-287,2004,3.7,6,2,1,5,0,6,33.3,4,5,0,5,7,13,0,1,Matches
