Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Unnamed: 8_level_0_90s,Unnamed: 9_level_0_Att,Pass Types_Live,Pass Types_Dead,Pass Types_FK,Pass Types_TB,Pass Types_Sw,Pass Types_Crs,Pass Types_TI,Pass Types_CK,Corner Kicks_In,Corner Kicks_Out,Corner Kicks_Str,Outcomes_Cmp,Outcomes_Off,Outcomes_Blocks,Unnamed: 24_level_0_Matches
557,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,28-347,1996,5.0,248,236,10,9,0,0,0,1,0,0,0,0,213,2,0,Matches
558,Bafodé Diakité,fr FRA,DF,Bournemouth,eng Premier League,24-329,2001,9.5,527,510,17,17,0,2,0,0,0,0,0,0,475,0,3,Matches
559,Amad Diallo,ci CIV,"DF,MF",Manchester Utd,eng Premier League,23-143,2002,10.4,442,398,43,2,3,2,15,40,0,0,0,0,376,1,10,Matches
560,Habib Diallo,sn SEN,FW,Metz,fr Ligue 1,30-166,1995,8.7,112,100,12,0,0,0,3,2,0,0,0,0,73,0,5,Matches
561,Grady Diangana,cd COD,MF,Elche,es La Liga,27-226,1998,2.8,94,88,6,2,0,0,5,1,3,0,0,0,79,0,4,Matches
562,Assane Diao,sn SEN,FW,Como,it Serie A,20-085,2005,2.6,90,86,4,2,2,0,5,2,0,0,0,0,65,0,4,Matches
563,Soriba Diaoune,fr FRA,FW,Lille,fr Ligue 1,18-109,2007,0.0,4,3,1,0,0,0,0,0,0,0,0,0,4,0,0,Matches
564,Habib Diarra,sn SEN,MF,Sunderland,eng Premier League,21-332,2004,3.8,121,121,0,0,0,0,8,0,0,0,0,0,93,0,6,Matches
565,Moussa Diarra,ml MLI,DF,Alavés,es La Liga,25-021,2000,2.4,93,64,29,1,0,1,1,28,0,0,0,0,61,0,4,Matches
566,Rúben Dias,pt POR,DF,Manchester City,eng Premier League,28-201,1997,12.1,830,802,28,17,1,4,3,1,0,0,0,0,775,0,4,Matches
567,Krépin Diatta,sn SEN,"DF,FW",Monaco,fr Ligue 1,26-279,1999,7.2,371,306,62,2,0,1,27,60,0,0,0,0,285,3,8,Matches
568,Mory Diaw,sn SEN,GK,Le Havre,fr Ligue 1,32-162,1993,14.0,538,387,147,53,0,2,0,0,0,0,0,0,406,4,0,Matches
569,Brahim Díaz,ma MAR,"FW,MF",Real Madrid,es La Liga,26-120,1999,3.3,128,122,6,2,2,0,5,3,1,0,0,0,114,0,4,Matches
570,Junior Diaz,ci CIV,DF,Brest,fr Ligue 1,22-131,2003,7.2,285,279,5,4,0,6,0,1,0,0,0,0,242,1,5,Matches
571,Luis Díaz,co COL,FW,Bayern Munich,de Bundesliga,28-322,1997,10.9,515,483,29,0,4,4,24,15,1,0,0,0,421,3,13,Matches
572,Pedro Díaz,es ESP,"MF,FW",Rayo Vallecano,es La Liga,27-179,1998,8.6,330,323,6,0,1,1,16,1,4,2,1,0,273,1,13,Matches
573,Tyler Dibling,eng ENG,FW,Everton,eng Premier League,19-264,2006,0.8,25,25,0,0,0,0,1,0,0,0,0,0,22,0,1,Matches
574,Nouha Dicko,ml MLI,FW,Paris FC,fr Ligue 1,33-201,1992,0.6,12,11,1,0,1,0,2,0,0,0,0,0,7,0,1,Matches
575,Bamba Dieng,sn SEN,"FW,MF",Lorient,fr Ligue 1,25-253,2000,0.5,4,4,0,0,0,0,0,0,0,0,0,0,1,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
576,Eric Dier,eng ENG,DF,Monaco,fr Ligue 1,31-320,1994,6.0,489,474,14,11,0,2,2,1,0,0,0,0,451,1,1,Matches
577,Lucas Digne,fr FRA,DF,Aston Villa,eng Premier League,32-134,1993,10.6,492,372,120,16,1,1,53,81,23,17,1,0,362,0,22,Matches
578,Kevin Diks,id IDN,DF,Gladbach,de Bundesliga,29-056,1996,10.8,625,573,51,19,1,5,3,12,0,0,0,0,567,1,3,Matches
579,Federico Dimarco,it ITA,DF,Inter,it Serie A,28-021,1997,10.6,576,491,80,8,0,9,108,37,35,9,22,0,422,5,16,Matches
580,Junior Dina Ebimbe,fr FRA,"FW,MF",Brest,fr Ligue 1,25-010,2000,3.7,64,63,0,0,0,0,2,0,0,0,0,0,41,1,3,Matches
581,Eren Dinkçi,de GER,"MF,FW",Freiburg,de Bundesliga,23-353,2001,2.8,96,93,2,1,0,1,10,1,0,0,0,0,63,1,6,Matches
582,Sinaly Diomande,ci CIV,DF,Auxerre,fr Ligue 1,24-236,2001,3.7,155,147,7,3,0,0,0,2,0,0,0,0,142,1,0,Matches
583,Yan Diomandé,ci CIV,FW,RB Leipzig,de Bundesliga,19-017,2006,7.9,310,307,2,0,4,3,8,2,0,0,0,0,248,1,14,Matches
584,Issa Diop,fr FRA,DF,Fulham,eng Premier League,28-326,1997,2.5,110,106,4,4,0,0,1,0,0,0,0,0,90,0,4,Matches
585,Sérigné Diop,sn SEN,FW,Brest,fr Ligue 1,20-203,2005,0.1,3,2,1,0,0,0,1,0,1,0,1,0,2,0,1,Matches
586,Sofiane Diop,ma MAR,"MF,FW",Nice,fr Ligue 1,25-175,2000,9.3,343,321,21,3,8,5,10,3,4,3,0,0,264,1,12,Matches
587,Andy Diouf,fr FRA,"MF,DF",Inter,it Serie A,22-198,2003,0.6,37,36,1,0,0,0,2,1,0,0,0,0,31,0,2,Matches
588,Andy Diouf,fr FRA,MF,Lens,fr Ligue 1,22-198,2003,1.0,40,37,3,2,0,0,0,0,1,0,0,0,33,0,1,Matches
589,El Hadji Malick Diouf,sn SEN,DF,West Ham,eng Premier League,20-338,2004,12.5,550,440,107,5,3,2,50,95,7,6,1,0,394,3,16,Matches
590,Yehvann Diouf,sn SEN,GK,Nice,fr Ligue 1,26-015,1999,14.0,455,366,87,33,0,2,0,1,0,0,0,0,354,2,0,Matches
591,Assane Dioussé,sn SEN,MF,Auxerre,fr Ligue 1,28-072,1997,1.7,104,96,8,7,0,2,4,1,0,0,0,0,92,0,1,Matches
592,Matías Dituro,ar ARG,GK,Elche,es La Liga,38-207,1987,6.0,369,319,50,22,0,2,0,0,0,0,0,0,291,0,1,Matches
593,Djené,tg TOG,DF,Getafe,es La Liga,33-335,1991,10.6,292,283,9,8,0,0,0,0,0,0,0,0,227,0,2,Matches
594,Harouna Djibrin,cm CMR,FW,Angers,fr Ligue 1,19-026,2006,1.2,25,25,0,0,0,0,3,0,0,0,0,0,17,0,3,Matches
595,Berat Djimsiti,al ALB,DF,Atalanta,it Serie A,32-285,1993,10.7,659,619,39,17,0,0,2,16,0,0,0,0,583,1,7,Matches
596,Marko Dmitrović,rs SRB,GK,Espanyol,es La Liga,33-311,1992,14.0,417,297,119,45,0,2,0,0,0,0,0,0,258,1,1,Matches
597,Ritsu Doan,jp JPN,"FW,MF",Eint Frankfurt,de Bundesliga,27-168,1998,10.9,442,400,42,8,3,1,51,7,27,18,2,0,328,0,13,Matches
598,Dodô,br BRA,DF,Fiorentina,it Serie A,27-014,1998,12.1,494,411,82,8,0,4,48,74,0,0,0,0,353,1,12,Matches
599,Danilho Doekhi,nl NED,DF,Union Berlin,de Bundesliga,27-154,1998,12.0,384,377,6,6,0,3,2,0,0,0,0,0,289,1,3,Matches
600,Matt Doherty,ie IRL,DF,Wolves,eng Premier League,33-319,1992,3.2,149,133,14,3,0,2,4,11,0,0,0,0,120,2,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
601,Josh Doig,sct SCO,DF,Sassuolo,it Serie A,23-197,2002,9.5,414,327,86,8,1,1,16,77,1,0,0,0,326,1,5,Matches
602,Jeremy Doku,be BEL,"MF,FW",Manchester City,eng Premier League,23-188,2002,8.7,325,324,1,0,9,0,29,1,0,0,0,0,258,0,11,Matches
603,Tyrhys Dolan,eng ENG,"MF,FW",Espanyol,es La Liga,23-338,2001,10.8,296,282,11,4,1,0,54,0,7,0,6,0,209,3,7,Matches
604,Marc Domenech,es ESP,"FW,MF",Mallorca,es La Liga,19-334,2006,2.4,41,39,0,0,0,0,7,0,0,0,0,0,20,2,5,Matches
605,Benjamín Domínguez,ar ARG,FW,Bologna,it Serie A,22-073,2003,2.2,49,49,0,0,0,1,1,0,0,0,0,0,38,0,2,Matches
606,Carlos Dominguez,es ESP,DF,Celta Vigo,es La Liga,24-293,2001,4.8,320,314,6,6,0,1,0,0,0,0,0,0,292,0,1,Matches
607,Nicolás Domínguez,ar ARG,"FW,MF",Nott'ham Forest,eng Premier League,27-156,1998,2.4,102,95,7,2,1,0,7,0,4,0,3,0,88,0,1,Matches
608,Jean-Luc Dompé,fr FRA,"FW,MF",Hamburger SV,de Bundesliga,30-111,1995,8.1,242,222,20,1,4,1,56,7,12,11,0,0,162,0,9,Matches
609,John Donald,es ESP,"MF,DF",Elche,es La Liga,25-093,2000,2.0,119,110,9,2,0,1,0,7,0,0,0,0,105,0,3,Matches
610,Gianluigi Donnarumma,it ITA,GK,Manchester City,eng Premier League,26-279,1999,10.0,278,228,50,25,0,0,0,0,0,0,0,0,215,0,2,Matches
611,Patrick Dorgu,dk DEN,DF,Manchester Utd,eng Premier League,21-036,2004,7.6,317,259,58,0,1,2,25,58,0,0,0,0,219,0,11,Matches
612,Niklas Dorsch,de GER,MF,Heidenheim,de Bundesliga,27-320,1998,7.9,322,293,27,21,0,7,3,1,4,0,0,1,282,2,3,Matches
613,Lohann Doucet,fr FRA,MF,Paris FC,fr Ligue 1,23-078,2002,1.3,57,56,0,0,0,1,0,0,0,0,0,0,51,1,0,Matches
614,Fodé Doucouré,ml MLI,"MF,FW",Le Havre,fr Ligue 1,24-301,2001,6.9,289,265,21,1,0,0,48,17,3,3,0,0,207,3,7,Matches
615,Désiré Doué,fr FRA,"FW,MF",Paris S-G,fr Ligue 1,20-181,2005,3.5,217,199,17,0,0,4,12,6,5,1,1,0,179,1,2,Matches
616,Guela Doué,ci CIV,DF,Strasbourg,fr Ligue 1,23-045,2002,9.2,554,487,66,15,3,0,16,51,0,0,0,0,461,1,8,Matches
617,Ismaël Doukouré,fr FRA,"DF,MF",Strasbourg,fr Ligue 1,22-130,2003,8.2,491,457,31,14,2,2,1,8,0,0,0,0,433,3,7,Matches
618,Kamory Doumbia,ml MLI,MF,Brest,fr Ligue 1,22-286,2003,8.5,289,259,30,3,3,0,16,3,14,7,5,0,231,0,3,Matches
619,Anastasios Douvikas,gr GRE,FW,Como,it Serie A,26-121,1999,6.3,108,101,7,0,1,1,0,0,0,0,0,0,83,0,4,Matches
620,Artem Dovbyk,ua UKR,FW,Roma,it Serie A,28-163,1997,3.6,68,67,1,0,1,0,0,0,0,0,0,0,48,0,4,Matches
621,Max Dowman,eng ENG,FW,Arsenal,eng Premier League,15-335,2009,0.3,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
622,Domingos Duarte,pt POR,DF,Getafe,es La Liga,30-266,1995,11.5,312,291,20,16,0,2,0,4,0,0,0,0,237,1,2,Matches
623,Martin Dúbravka,sk SVK,GK,Burnley,eng Premier League,36-320,1989,13.0,488,298,189,47,0,0,0,0,0,0,0,0,266,1,0,Matches
624,Denzel Dumfries,nl NED,DF,Inter,it Serie A,29-227,1996,8.0,282,236,46,2,0,1,22,44,0,0,0,0,208,0,10,Matches
625,Lewis Dunk,eng ENG,DF,Brighton,eng Premier League,34-010,1991,12.5,967,862,104,40,0,4,1,1,0,0,0,0,889,1,5,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
626,Pablo Durán,es ESP,"FW,MF",Celta Vigo,es La Liga,24-190,2001,6.7,150,144,5,0,1,2,4,0,0,0,0,0,96,1,7,Matches
627,Hugo Duro,es ESP,FW,Valencia,es La Liga,26-021,1999,7.2,149,134,14,0,1,0,0,0,0,0,0,0,107,1,2,Matches
628,Paulo Dybala,ar ARG,"FW,MF",Roma,it Serie A,32-016,1993,5.3,249,200,46,12,4,2,42,0,28,11,15,0,184,3,10,Matches
629,Edin Džeko,ba BIH,FW,Fiorentina,it Serie A,39-259,1986,2.5,78,75,3,0,0,0,1,0,0,0,0,0,57,0,2,Matches
630,Adam Dźwigała,pl POL,DF,St. Pauli,de Bundesliga,30-067,1995,4.5,244,219,24,3,0,0,0,3,0,0,0,0,203,1,5,Matches
631,Aron Dønnum,no NOR,"MF,DF",Toulouse,fr Ligue 1,27-225,1998,13.0,539,456,82,16,5,7,83,26,40,25,12,0,386,1,17,Matches
632,Simon Ebonog,cm CMR,MF,Le Havre,fr Ligue 1,21-107,2004,5.7,133,129,4,0,1,0,3,1,0,0,0,0,102,0,1,Matches
633,Enzo Ebosse,cm CMR,DF,Hellas Verona,it Serie A,26-265,1999,0.6,30,29,1,1,0,0,0,0,0,0,0,0,26,0,0,Matches
634,Claudio Echeverri,ar ARG,"MF,DF",Leverkusen,de Bundesliga,19-333,2006,1.4,75,62,13,4,0,0,5,3,3,2,0,0,67,0,0,Matches
635,Éderson,br BRA,MF,Atalanta,it Serie A,26-147,1999,7.3,482,468,14,9,0,9,2,3,0,0,0,0,437,0,4,Matches
636,Noah Edjouma,fr FRA,"FW,MF",Toulouse,fr Ligue 1,20-058,2005,2.5,62,60,2,0,1,0,11,1,1,0,0,0,41,0,2,Matches
637,Odsonne Édouard,fr FRA,FW,Crystal Palace,eng Premier League,27-319,1998,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Matches
638,Odsonne Édouard,fr FRA,FW,Lens,fr Ligue 1,27-319,1998,7.5,119,107,12,0,2,0,1,0,0,0,0,0,93,0,2,Matches
639,Marcus Edwards,eng ENG,"FW,MF",Burnley,eng Premier League,26-363,1998,0.3,9,9,0,0,0,0,2,0,0,0,0,0,7,0,1,Matches
640,CJ Egan-Riley,eng ENG,DF,Marseille,fr Ligue 1,22-333,2003,4.6,403,390,12,6,2,1,1,5,0,0,0,0,374,1,2,Matches
641,Maximilian Eggestein,de GER,MF,Freiburg,de Bundesliga,28-358,1996,12.0,543,524,18,11,1,0,4,7,0,0,0,0,458,1,6,Matches
642,Kingsley Ehizibue,nl NED,DF,Udinese,it Serie A,30-190,1995,6.0,202,151,50,2,0,0,18,48,0,0,0,0,142,1,7,Matches
643,Ovie Ejaria,eng ENG,MF,Oviedo,es La Liga,28-013,1997,1.9,82,78,4,3,1,0,0,0,0,0,0,0,71,0,2,Matches
644,Chidera Ejuke,ng NGA,"FW,MF",Sevilla,es La Liga,27-333,1998,4.2,153,152,1,0,2,4,6,1,0,0,0,0,126,0,4,Matches
645,Hjalmar Ekdal,se SWE,DF,Burnley,eng Premier League,27-041,1998,5.9,165,164,1,1,1,1,1,0,0,0,0,0,138,0,3,Matches
646,Jeff Ekhator,it ITA,FW,Genoa,it Serie A,19-020,2006,3.4,66,63,2,0,0,0,3,1,0,0,0,0,36,1,3,Matches
647,Hugo Ekitike,fr FRA,FW,Liverpool,eng Premier League,23-164,2002,7.7,140,135,5,0,0,0,4,0,0,0,0,0,100,0,5,Matches
648,Jurgen Ekkelenkamp,nl NED,MF,Udinese,it Serie A,25-240,2000,5.4,139,127,11,3,0,0,12,4,4,4,0,0,97,1,4,Matches
649,Jacques Ekomie,ga GAB,DF,Angers,fr Ligue 1,22-104,2003,9.9,398,311,84,5,1,0,28,79,0,0,0,0,299,3,10,Matches
650,Caleb Ekuban,gh GHA,FW,Genoa,it Serie A,31-253,1994,3.5,64,59,4,0,0,0,4,0,1,0,0,0,39,1,1,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
651,Anthony Elanga,se SWE,"FW,MF",Newcastle Utd,eng Premier League,23-218,2002,5.5,211,199,12,0,1,0,38,6,5,2,3,0,144,0,6,Matches
652,Daniel Elfadli,ly LBY,DF,Hamburger SV,de Bundesliga,28-239,1997,8.3,426,408,17,17,0,3,0,0,0,0,0,0,404,1,3,Matches
653,Unai Elgezabal,es ESP,"DF,MF",Levante,es La Liga,32-220,1993,10.4,396,383,10,9,1,0,0,0,0,0,0,0,334,3,3,Matches
654,Mikael Ellertsson,is ISL,"DF,FW",Genoa,it Serie A,23-265,2002,10.0,247,208,39,4,0,0,7,33,1,0,0,0,177,0,3,Matches
655,Harvey Elliott,eng ENG,"MF,FW",Liverpool,eng Premier League,22-241,2003,0.0,8,8,0,0,0,0,0,0,0,0,0,0,4,0,0,Matches
656,Harvey Elliott,eng ENG,"MF,FW",Aston Villa,eng Premier League,22-241,2003,1.1,62,59,3,0,1,0,3,2,0,0,0,0,53,0,0,Matches
657,Elif Elmas,mk MKD,"MF,FW",Napoli,it Serie A,26-068,1999,3.9,138,123,15,4,1,0,10,2,8,6,1,0,110,0,4,Matches
658,Aritz Elustondo,es ESP,DF,Real Sociedad,es La Liga,31-248,1994,2.1,103,93,9,1,0,0,2,7,0,0,0,0,87,1,4,Matches
659,Nico Elvedi,ch SUI,DF,Gladbach,de Bundesliga,29-062,1996,12.0,659,629,30,18,1,3,0,1,0,0,0,0,614,0,1,Matches
660,Breel Embolo,ch SUI,FW,Rennes,fr Ligue 1,28-290,1997,7.7,126,125,0,0,0,1,2,0,0,0,0,0,88,1,4,Matches
661,Emanuel Emegha,nl NED,FW,Strasbourg,fr Ligue 1,22-301,2003,4.6,43,41,2,0,0,0,0,0,0,0,0,0,35,0,2,Matches
662,Emersonn,br BRA,FW,Toulouse,fr Ligue 1,21-138,2004,7.1,96,94,1,0,0,0,5,0,0,0,0,0,68,1,7,Matches
663,Julio Enciso,py PAR,"MF,FW",Strasbourg,fr Ligue 1,21-312,2004,4.8,167,150,16,1,0,0,6,0,4,2,1,0,137,1,5,Matches
664,Wataru Endo,jp JPN,"MF,DF",Liverpool,eng Premier League,32-295,1993,0.4,22,22,0,0,0,0,0,0,0,0,0,0,19,0,0,Matches
665,Endrick,br BRA,FW,Real Madrid,es La Liga,19-133,2006,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
666,Yannik Engelhardt,de GER,MF,Gladbach,de Bundesliga,24-297,2001,8.9,374,364,9,8,0,1,2,1,0,0,0,0,332,1,5,Matches
667,Christian Eriksen,dk DEN,"MF,FW",Wolfsburg,de Bundesliga,33-290,1992,5.7,264,238,23,9,5,2,14,2,6,2,4,0,199,3,10,Matches
668,Aarón Escandell,es ESP,GK,Oviedo,es La Liga,30-065,1995,14.0,526,404,121,35,0,1,0,0,0,0,0,0,384,1,0,Matches
669,Carlos Espí,es ESP,FW,Levante,es La Liga,20-130,2005,0.8,18,17,1,0,0,0,0,0,0,0,0,0,11,0,0,Matches
670,Alfonso Espino,uy URU,"FW,DF",Rayo Vallecano,es La Liga,33-330,1992,2.1,129,113,16,0,2,0,10,16,0,0,0,0,91,0,4,Matches
671,Francesco Esposito,it ITA,FW,Inter,it Serie A,20-156,2005,4.1,101,100,1,0,1,1,0,0,0,0,0,0,69,0,3,Matches
672,Sebastiano Esposito,it ITA,"FW,MF",Cagliari,it Serie A,23-152,2002,9.6,289,246,38,11,1,8,35,3,15,3,9,0,192,5,14,Matches
673,Romain Esse,eng ENG,FW,Crystal Palace,eng Premier League,20-202,2005,0.3,7,7,0,0,0,0,0,0,0,0,0,0,5,0,1,Matches
674,Samuel Essende,cd COD,FW,Augsburg,de Bundesliga,27-312,1998,3.4,62,55,7,1,0,0,1,1,0,0,0,0,43,0,1,Matches
675,Marco Esteban,es ESP,DF,Oviedo,es La Liga,19-334,2006,0.5,13,12,1,1,0,0,0,0,0,0,0,0,11,0,0,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
676,Maxime Estève,fr FRA,DF,Burnley,eng Premier League,23-189,2002,12.9,476,468,7,7,0,6,0,0,0,0,0,0,423,1,3,Matches
677,Nahuel Estévez,ar ARG,MF,Parma,it Serie A,30-017,1995,4.0,154,129,24,17,0,0,12,1,6,3,3,0,97,1,2,Matches
678,Pervis Estupiñán,ec ECU,DF,Milan,it Serie A,27-314,1998,4.9,242,199,43,4,1,1,4,39,0,0,0,0,202,0,3,Matches
679,Karl Etta Eyong,cm CMR,FW,Villarreal,es La Liga,22-048,2003,2.8,29,28,0,0,0,0,0,0,0,0,0,0,23,1,1,Matches
680,Karl Etta Eyong,cm CMR,FW,Levante,es La Liga,22-048,2003,9.8,147,132,14,0,0,0,4,0,0,0,0,0,97,1,6,Matches
681,Evanilson,br BRA,FW,Bournemouth,eng Premier League,26-056,1999,9.9,152,144,6,0,0,1,2,0,0,0,0,0,120,2,5,Matches
682,Edu Expósito,es ESP,MF,Espanyol,es La Liga,29-122,1996,9.8,497,415,80,30,5,2,98,4,42,16,21,2,356,2,8,Matches
683,Eberechi Eze,eng ENG,"MF,FW",Arsenal,eng Premier League,27-155,1998,8.7,283,269,13,2,5,1,5,1,1,1,0,0,239,1,3,Matches
684,Eberechi Eze,eng ENG,MF,Crystal Palace,eng Premier League,27-155,1998,0.9,25,19,6,3,0,1,4,0,2,2,0,0,16,0,0,Matches
685,Abde Ezzalzouli,ma MAR,FW,Betis,es La Liga,23-349,2001,7.7,289,277,11,4,1,1,16,6,1,0,0,0,221,1,14,Matches
686,Giovanni Fabbian,it ITA,MF,Bologna,it Serie A,22-321,2003,4.8,106,103,3,2,0,2,3,1,0,0,0,0,85,0,5,Matches
687,Alieu Fadera,gm GAM,FW,Sassuolo,it Serie A,24-028,2001,4.7,127,121,5,1,1,0,15,0,4,4,0,0,97,1,10,Matches
688,Nicolò Fagioli,it ITA,MF,Fiorentina,it Serie A,24-292,2001,6.6,383,340,41,25,0,2,20,1,9,7,0,0,331,2,4,Matches
689,Omar Falah,es ESP,"DF,MF",Oviedo,es La Liga,22-083,2003,0.2,9,7,2,0,0,1,0,2,0,0,0,0,8,0,1,Matches
690,Wladimiro Falcone,it ITA,GK,Lecce,it Serie A,30-233,1995,13.0,398,274,121,63,0,0,0,0,0,0,0,0,196,3,0,Matches
691,Ansu Fati,es ESP,"MF,FW",Monaco,fr Ligue 1,23-031,2002,4.7,167,162,5,1,0,0,2,2,0,0,0,0,136,0,6,Matches
692,Abdoulaye Faye,sn SEN,DF,Lorient,fr Ligue 1,21-070,2004,6.4,357,324,33,8,0,1,0,1,0,0,0,0,314,0,1,Matches
693,Jacopo Fazzini,it ITA,"MF,FW",Fiorentina,it Serie A,22-260,2003,4.3,127,122,3,1,1,0,5,0,2,2,0,0,95,2,3,Matches
694,Aleix Febas,es ESP,MF,Elche,es La Liga,29-302,1996,14.0,865,846,16,8,2,2,9,2,0,0,0,0,777,3,7,Matches
695,Mattia Felici,it ITA,"FW,DF",Cagliari,it Serie A,24-228,2001,4.6,138,115,22,3,1,0,23,9,10,4,4,0,86,1,7,Matches
696,Luiz Felipe,it ITA,DF,Rayo Vallecano,es La Liga,28-254,1997,2.4,119,106,13,1,0,1,0,0,0,0,0,0,110,0,0,Matches
697,Robin Fellhauer,de GER,"MF,DF",Augsburg,de Bundesliga,27-314,1998,10.5,382,333,47,2,0,0,22,44,0,0,0,0,292,2,16,Matches
698,Kiko Femenía,es ESP,"DF,FW",Getafe,es La Liga,34-302,1991,7.5,280,218,61,4,1,1,13,57,0,0,0,0,219,1,7,Matches
699,Evan Ferguson,ie IRL,FW,Roma,it Serie A,21-043,2004,4.2,93,87,6,0,0,1,2,0,0,0,0,0,74,0,4,Matches
700,Lewis Ferguson,sct SCO,MF,Bologna,it Serie A,26-099,1999,5.9,414,378,36,23,0,3,8,2,7,0,5,0,369,0,4,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks,Matches
701,Bruno Fernandes,pt POR,MF,Manchester Utd,eng Premier League,31-084,1994,12.9,825,722,97,62,8,11,55,5,27,21,1,2,655,6,18,Matches
702,Mateus Fernandes,pt POR,"MF,FW",West Ham,eng Premier League,21-144,2004,9.0,366,337,28,11,4,2,14,1,5,1,4,0,323,1,3,Matches
703,Enzo Fernández,ar ARG,MF,Chelsea,eng Premier League,24-318,2001,11.8,653,609,43,18,4,3,27,2,17,12,0,0,533,1,9,Matches
704,Ezequiél Fernández,ar ARG,MF,Leverkusen,de Bundesliga,23-129,2002,3.3,264,263,1,1,1,1,0,0,0,0,0,0,236,0,1,Matches
705,Manu Fernández,es ESP,DF,Celta Vigo,es La Liga,24-222,2001,5.2,338,329,9,6,1,2,0,3,0,0,0,0,307,0,2,Matches
706,Pedro Fernandez,es ESP,"MF,FW",Barcelona,es La Liga,17-323,2008,0.8,40,38,2,0,0,0,0,0,0,0,0,0,34,0,1,Matches
707,Pelayo Fernandez,es ESP,DF,Rayo Vallecano,es La Liga,22-216,2003,0.5,35,33,2,1,0,0,0,0,0,0,0,0,30,0,0,Matches
708,Roberto Férnandez,es ESP,"FW,MF",Espanyol,es La Liga,23-151,2002,10.6,155,144,10,0,0,0,1,0,0,0,0,0,111,1,6,Matches
709,Toni Fernández,es ESP,FW,Barcelona,es La Liga,17-139,2008,0.5,9,9,0,0,0,0,0,0,0,0,0,0,7,0,1,Matches
710,Matias Fernandez-Pardo,be BEL,FW,Lille,fr Ligue 1,20-301,2005,9.8,316,309,7,0,2,0,31,1,6,2,2,0,246,0,19,Matches
711,Max Finkgräfe,de GER,FW,RB Leipzig,de Bundesliga,21-249,2004,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches
712,Junior Firpo,do DOM,DF,Betis,es La Liga,29-101,1996,4.8,280,237,43,3,0,0,11,40,0,0,0,0,225,0,6,Matches
713,Jonathan Fischer,dk DEN,GK,Metz,fr Ligue 1,24-022,2001,13.2,556,466,90,25,0,0,0,0,0,0,0,0,464,0,0,Matches
714,Kilian Fischer,de GER,DF,Wolfsburg,de Bundesliga,25-050,2000,6.7,360,297,63,8,0,2,14,55,0,0,0,0,284,0,14,Matches
715,Mark Flekken,nl NED,GK,Leverkusen,de Bundesliga,32-171,1993,12.0,448,357,91,22,0,0,0,0,0,0,0,0,349,0,2,Matches
716,Zian Flemming,nl NED,"FW,MF",Burnley,eng Premier League,27-122,1998,5.6,91,89,2,0,1,0,0,2,0,0,0,0,58,0,4,Matches
717,Romano Floriani,it ITA,"DF,FW",Cremonese,it Serie A,22-308,2003,5.2,138,129,9,0,0,0,15,9,0,0,0,0,95,0,6,Matches
718,Phil Foden,eng ENG,MF,Manchester City,eng Premier League,25-187,2000,9.9,554,492,61,6,7,6,67,2,53,28,22,0,454,1,10,Matches
719,Malick Fofana,be BEL,FW,Lyon,fr Ligue 1,20-245,2005,8.0,233,228,5,1,2,1,24,4,0,0,0,0,175,0,17,Matches
720,Rayan Fofana,fr FRA,FW,Lens,fr Ligue 1,19-292,2006,4.7,81,71,9,0,0,0,2,1,0,0,0,0,56,1,2,Matches
721,Seko Fofana,ci CIV,MF,Rennes,fr Ligue 1,30-208,1995,7.1,354,350,3,3,1,2,7,0,0,0,0,0,315,1,2,Matches
722,Wesley Fofana,fr FRA,DF,Chelsea,eng Premier League,24-349,2000,4.4,267,256,10,3,0,0,0,7,0,0,0,0,240,1,2,Matches
