Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Comp,Unnamed: 6_level_0_Age,Unnamed: 7_level_0_Born,Unnamed: 8_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 23_level_0_Ast,Unnamed: 24_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 27_level_0_KP,Unnamed: 28_level_0_1/3,Unnamed: 29_level_0_PPA,Unnamed: 30_level_0_CrsPA,Unnamed: 31_level_0_PrgP,Unnamed: 32_level_0_Matches
38,Nayef Aguerd,ma MAR,DF,Marseille,fr Ligue 1,29-241,1996,7.9,698,739,94.5,11782,4347,316,323,97.8,324,334,97.0,42,61,68.9,0,0.1,0.2,-0.1,2,56,0,0,40,Matches
39,Ruben Aguilar,fr FRA,DF,Lens,fr Ligue 1,32-214,1993,11.0,469,592,79.2,6760,2667,295,322,91.6,144,190,75.8,20,49,40.8,0,1.0,1.2,-1.0,12,36,16,7,43,Matches
40,Honest Ahanor,it ITA,DF,Atalanta,it Serie A,17-276,2008,5.7,261,289,90.3,4151,1149,127,136,93.4,126,135,93.3,5,10,50.0,0,0.0,0.1,0.0,0,21,1,0,15,Matches
41,Lucas Ahijado,es ESP,DF,Oviedo,es La Liga,30-300,1995,4.1,146,193,75.6,2525,959,70,84,83.3,64,78,82.1,11,25,44.0,1,0.5,0.6,+0.5,3,7,4,1,11,Matches
42,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,30-058,1995,1.2,37,41,90.2,644,157,13,13,100.0,23,26,88.5,1,1,100.0,0,0.0,0.0,0.0,0,0,0,0,0,Matches
43,Ola Aina,ng NGA,DF,Nott'ham Forest,eng Premier League,29-049,1996,3.0,125,157,79.6,2161,962,58,59,98.3,56,70,80.0,9,21,42.9,0,0.1,0.3,-0.1,2,13,2,1,11,Matches
44,Abdelhamid Ait Boudlal,ma MAR,DF,Rennes,fr Ligue 1,19-224,2006,4.2,148,175,84.6,2589,911,70,80,87.5,61,62,98.4,12,25,48.0,1,0.3,0.3,+0.7,1,10,2,0,14,Matches
45,Rayan Aït-Nouri,dz ALG,DF,Manchester City,eng Premier League,24-173,2001,2.3,109,125,87.2,1576,386,67,74,90.5,40,41,97.6,2,5,40.0,0,0.2,0.5,-0.2,2,6,0,0,7,Matches
46,Tosin Aiyegun,bj BEN,"MF,FW",Lorient,fr Ligue 1,27-153,1998,7.9,100,134,74.6,1501,360,61,74,82.4,31,42,73.8,6,8,75.0,0,0.8,0.5,-0.8,8,16,4,0,17,Matches
47,Junior Ajayi,ci CIV,FW,Hellas Verona,it Serie A,21-046,2004,0.0,1,1,100.0,15,0,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
48,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,27-223,1998,5.2,121,171,70.8,2064,824,57,70,81.4,50,64,78.1,10,26,38.5,1,0.7,0.5,+0.3,1,8,3,0,16,Matches
49,Ludovic Ajorque,fr FRA,FW,Brest,fr Ligue 1,31-274,1994,12.9,225,327,68.8,3683,403,114,163,69.9,72,98,73.5,24,33,72.7,4,1.2,1.1,+2.8,16,13,0,0,18,Matches
50,Manuel Akanji,ch SUI,DF,Inter,it Serie A,30-130,1995,10.0,700,771,90.8,13340,3589,252,268,94.0,366,391,93.6,78,96,81.3,0,0.2,0.5,-0.2,3,59,5,2,46,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
51,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,30-281,1995,2.3,155,171,90.6,2687,967,62,62,100.0,83,93,89.2,8,14,57.1,0,0.1,0.2,-0.1,1,18,3,2,20,Matches
52,Ilias Akhomach,ma MAR,"MF,FW",Villarreal,es La Liga,21-224,2004,1.8,45,60,75.0,789,208,22,22,100.0,17,25,68.0,6,9,66.7,0,0.7,0.3,-0.7,5,4,3,1,6,Matches
53,Ebenezer Akinsanmiro,ng NGA,MF,Pisa,it Serie A,21-001,2004,8.3,200,239,83.7,3617,1007,81,89,91.0,94,107,87.9,17,28,60.7,1,0.8,0.5,+0.2,7,34,4,1,39,Matches
54,Maghnes Akliouche,fr FRA,"MF,FW",Monaco,fr Ligue 1,23-274,2002,10.4,382,471,81.1,5994,1696,199,229,86.9,128,153,83.7,33,48,68.8,2,2.2,2.6,-0.2,15,44,16,2,57,Matches
55,Clément Akpa,ci CIV,DF,Auxerre,fr Ligue 1,24-002,2001,11.0,473,589,80.3,9226,3532,171,184,92.9,236,256,92.2,57,127,44.9,0,0.3,0.5,-0.3,6,40,5,1,37,Matches
56,Jean-Daniel Akpa-Akpro,ci CIV,MF,Hellas Verona,it Serie A,33-046,1992,5.5,84,121,69.4,1253,578,52,66,78.8,25,35,71.4,4,7,57.1,0,0.1,0.1,-0.1,4,11,1,0,10,Matches
57,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,30-221,1995,0.3,5,9,55.6,91,37,2,3,66.7,3,6,50.0,0,0,,0,0.0,0.0,0.0,0,1,0,0,0,Matches
58,David Alaba,at AUT,DF,Real Madrid,es La Liga,33-155,1992,0.6,48,50,96.0,800,324,22,22,100.0,25,25,100.0,1,3,33.3,0,0.0,0.0,0.0,0,0,0,0,2,Matches
59,Raúl Albiol,es ESP,DF,Pisa,it Serie A,40-083,1985,2.0,116,126,92.1,2451,1116,32,34,94.1,64,66,97.0,20,24,83.3,0,0.1,0.0,-0.1,1,8,1,0,10,Matches
60,Carlos Alcaraz,ar ARG,"FW,MF",Everton,eng Premier League,22-361,2002,2.8,78,99,78.8,1280,173,40,47,85.1,30,36,83.3,7,9,77.8,0,0.0,0.1,0.0,1,4,1,0,6,Matches
61,Omar Alderete,py PAR,DF,Sunderland,eng Premier League,28-335,1996,7.4,311,369,84.3,6308,2643,98,108,90.7,173,187,92.5,39,69,56.5,1,0.1,0.3,+0.9,2,26,3,2,31,Matches
62,Alexandre Alemão,br BRA,FW,Rayo Vallecano,es La Liga,27-239,1998,5.9,57,92,62.0,812,163,34,47,72.3,16,29,55.2,3,4,75.0,0,0.1,0.1,-0.1,3,3,2,0,6,Matches
63,Carles Aleñá,es ESP,"MF,FW",Alavés,es La Liga,27-325,1998,8.9,334,420,79.5,5135,1291,185,202,91.6,114,130,87.7,21,55,38.2,3,1.0,1.2,+2.0,12,38,7,5,28,Matches
64,Trent Alexander-Arnold,eng ENG,DF,Real Madrid,es La Liga,27-050,1998,2.8,172,226,76.1,3032,850,85,92,92.4,52,69,75.4,27,52,51.9,0,0.7,0.7,-0.7,5,16,3,2,8,Matches
65,Alfon,es ESP,"FW,DF",Sevilla,es La Liga,26-206,1999,2.7,48,63,76.2,682,153,29,33,87.9,17,24,70.8,1,2,50.0,0,0.2,0.1,-0.2,5,5,2,0,6,Matches
66,Mohamed Ali Cho,fr FRA,FW,Nice,fr Ligue 1,21-311,2004,4.2,90,114,78.9,1286,412,54,62,87.1,31,36,86.1,2,6,33.3,2,1.1,1.0,+0.9,9,8,13,4,18,Matches
67,Alisson,br BRA,GK,Liverpool,eng Premier League,33-055,1992,7.0,237,282,84.0,5565,3658,62,62,100.0,123,124,99.2,52,96,54.2,0,0.0,0.0,0.0,0,3,0,0,4,Matches
68,Jim Allevinah,ga GAB,"FW,DF",Angers,fr Ligue 1,30-272,1995,0.9,10,13,76.9,143,34,6,6,100.0,4,5,80.0,0,1,0.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
69,Thiago Almada,ar ARG,"MF,FW",Atlético Madrid,es La Liga,24-214,2001,3.3,162,193,83.9,2641,621,78,85,91.8,70,77,90.9,8,18,44.4,1,0.7,0.5,+0.3,6,12,5,1,20,Matches
70,Domingos André Ribeiro Almeida,pt POR,"MF,FW",Valencia,es La Liga,25-180,2000,3.6,160,196,81.6,2976,810,62,70,88.6,68,78,87.2,25,39,64.1,0,0.6,0.5,-0.6,4,21,6,1,31,Matches
71,Pontus Almqvist,se SWE,"DF,MF",Parma,it Serie A,26-139,1999,3.9,60,80,75.0,862,233,41,48,85.4,13,19,68.4,5,8,62.5,0,1.0,0.7,-1.0,7,1,4,3,3,Matches
72,Marcos Alonso,es ESP,DF,Celta Vigo,es La Liga,34-333,1990,8.9,642,716,89.7,11797,3581,256,270,94.8,310,335,92.5,63,88,71.6,0,0.4,0.7,-0.4,4,73,5,2,60,Matches
73,Adrià Altimira,es ESP,DF,Villarreal,es La Liga,24-243,2001,0.1,8,8,100.0,130,48,5,5,100.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,2,0,0,1,Matches
74,Sergi Altimira,es ESP,MF,Betis,es La Liga,24-093,2001,5.0,261,283,92.2,4274,1039,133,140,95.0,98,106,92.5,24,29,82.8,1,0.2,0.2,+0.8,4,22,0,0,12,Matches
75,Carlos Álvarez,es ESP,"MF,FW",Levante,es La Liga,22-112,2003,9.4,243,320,75.9,3957,1383,122,141,86.5,94,121,77.7,19,37,51.4,1,2.3,2.3,-1.3,15,37,15,0,52,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
76,Hugo Álvarez,es ESP,"FW,MF",Celta Vigo,es La Liga,22-147,2003,3.8,130,160,81.3,1872,427,72,85,84.7,46,52,88.5,5,7,71.4,0,0.2,0.2,-0.2,6,4,5,0,15,Matches
77,Julián Álvarez,ar ARG,FW,Atlético Madrid,es La Liga,25-299,2000,11.1,315,398,79.1,5209,1397,162,185,87.6,111,127,87.4,30,57,52.6,2,3.6,2.7,-1.6,27,19,25,3,51,Matches
78,Skelly Alvero,fr FRA,DF,Werder Bremen,de Bundesliga,23-206,2002,0.4,23,24,95.8,447,103,8,8,100.0,14,14,100.0,1,2,50.0,0,0.0,0.0,0.0,0,2,0,0,2,Matches
79,Giuseppe Ambrosino,it ITA,FW,Napoli,it Serie A,22-077,2003,0.4,1,4,25.0,5,0,1,3,33.3,0,1,0.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
80,Aurele Amenda,ch SUI,DF,Eint Frankfurt,de Bundesliga,22-118,2003,1.2,74,89,83.1,1610,550,22,23,95.7,43,46,93.5,9,19,47.4,0,0.0,0.0,0.0,0,6,1,0,6,Matches
81,Kelvin Amian,fr FRA,DF,Nantes,fr Ligue 1,27-291,1998,13.0,484,614,78.8,7709,3272,249,281,88.6,214,257,83.3,18,61,29.5,1,0.6,0.8,+0.4,4,40,6,3,57,Matches
82,Mohamed Amine Sbai,fr FRA,FW,Angers,fr Ligue 1,25-021,2000,4.4,101,157,64.3,1253,408,72,87,82.8,21,38,55.3,2,15,13.3,1,0.8,0.5,+0.2,6,10,3,0,13,Matches
83,Michael Amir Murillo,pa PAN,DF,Marseille,fr Ligue 1,29-288,1996,8.7,381,459,83.0,6242,1463,185,205,90.2,162,187,86.6,25,44,56.8,0,0.7,0.9,-0.7,10,22,10,4,33,Matches
84,Nadiem Amiri,de GER,MF,Mainz 05,de Bundesliga,29-030,1996,10.5,494,636,77.7,9212,3606,217,245,88.6,204,236,86.4,65,125,52.0,1,1.5,2.8,-0.5,20,70,32,1,93,Matches
85,Samuel Amo-Ameyaw,eng ENG,"DF,MF",Strasbourg,fr Ligue 1,19-131,2006,3.4,112,134,83.6,1735,424,67,73,91.8,41,53,77.4,4,7,57.1,1,0.4,0.4,+0.6,5,10,6,1,12,Matches
86,Mathis Amougou,fr FRA,MF,Strasbourg,fr Ligue 1,19-312,2006,2.6,110,120,91.7,1478,452,68,73,93.2,38,41,92.7,0,1,0.0,0,0.2,0.1,-0.2,2,9,2,0,14,Matches
87,Mohamed Amoura,dz ALG,FW,Wolfsburg,de Bundesliga,25-201,2000,7.9,128,185,69.2,1950,232,64,84,76.2,49,62,79.0,7,13,53.8,1,1.9,0.9,-0.9,15,5,6,1,11,Matches
88,Ethan Ampadu,wls WAL,MF,Leeds United,eng Premier League,25-073,2000,9.7,493,591,83.4,8941,2331,205,227,90.3,231,260,88.8,49,86,57.0,0,0.1,0.2,-0.1,4,48,4,2,36,Matches
89,Sofyan Amrabat,ma MAR,MF,Betis,es La Liga,29-097,1996,6.7,394,439,89.7,6969,1873,172,187,92.0,175,188,93.1,35,45,77.8,0,0.2,0.2,-0.2,4,29,2,0,43,Matches
90,Joachim Andersen,dk DEN,DF,Fulham,eng Premier League,29-179,1996,10.5,596,705,84.5,12327,4292,183,198,92.4,319,341,93.5,86,147,58.5,0,0.7,1.0,-0.7,2,61,4,0,39,Matches
91,Elliot Anderson,eng ENG,MF,Nott'ham Forest,eng Premier League,23-020,2002,12.0,734,882,83.2,12895,4071,329,362,90.9,333,370,90.0,64,125,51.2,1,1.8,1.5,-0.8,18,99,15,5,100,Matches
92,André,br BRA,MF,Wolves,eng Premier League,24-133,2001,8.8,361,398,90.7,6186,1658,171,179,95.5,160,171,93.6,26,37,70.3,0,0.1,0.2,-0.1,1,29,2,1,29,Matches
93,Benjamin André,fr FRA,MF,Lille,fr Ligue 1,35-115,1990,9.9,437,526,83.1,7457,1989,199,225,88.4,185,218,84.9,39,49,79.6,1,0.8,1.0,+0.2,8,48,11,2,73,Matches
94,Robert Andrich,de GER,"MF,DF",Leverkusen,de Bundesliga,31-065,1994,7.7,391,449,87.1,6551,1442,183,205,89.3,168,188,89.4,31,42,73.8,0,0.2,0.4,-0.2,4,25,4,0,21,Matches
95,Miguel Ángel Rubio,es ESP,DF,Espanyol,es La Liga,27-260,1998,1.5,41,51,80.4,633,287,19,21,90.5,19,23,82.6,2,6,33.3,0,0.0,0.0,0.0,0,1,0,0,1,Matches
96,Angeliño,es ESP,"DF,MF",Roma,it Serie A,28-326,1997,4.3,183,244,75.0,3214,1065,76,84,90.5,87,111,78.4,16,32,50.0,0,0.1,0.6,-0.1,3,13,9,2,25,Matches
97,Samuele Angori,it ITA,DF,Pisa,it Serie A,22-050,2003,5.9,111,182,61.0,2215,831,44,50,88.0,48,74,64.9,17,45,37.8,1,1.4,1.2,-0.4,8,7,3,3,6,Matches
98,Faustino Anjorin,eng ENG,"MF,FW",Torino,it Serie A,24-003,2001,0.7,15,26,57.7,239,89,7,11,63.6,7,11,63.6,1,1,100.0,0,0.0,0.0,0.0,0,3,0,0,3,Matches
99,Ilyas Ansah,de GER,"MF,FW",Union Berlin,de Bundesliga,21-018,2004,8.4,99,126,78.6,1297,253,65,71,91.5,26,33,78.8,4,6,66.7,0,0.4,0.5,-0.4,5,6,5,0,16,Matches
100,Aaron Anselmino,ar ARG,DF,Dortmund,de Bundesliga,20-211,2005,1.8,122,134,91.0,2067,715,50,52,96.2,69,77,89.6,3,4,75.0,0,0.0,0.1,0.0,0,12,1,0,13,Matches
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,A-xAG,KP,1/3,PPA,CrsPA,PrgP,Matches
101,Jaidon Anthony,eng ENG,"MF,FW",Burnley,eng Premier League,25-360,1999,10.6,211,300,70.3,3236,702,114,146,78.1,69,90,76.7,14,33,42.4,1,0.5,1.2,+0.5,13,15,8,4,14,Matches
102,Waldemar Anton,de GER,DF,Dortmund,de Bundesliga,29-129,1996,11.0,805,891,90.3,15236,4929,241,250,96.4,512,543,94.3,43,75,57.3,0,0.1,0.4,-0.1,3,68,6,2,64,Matches
103,Antoniu,es ESP,"FW,MF",Espanyol,es La Liga,23-082,2002,1.0,23,30,76.7,381,128,10,11,90.9,11,14,78.6,1,1,100.0,0,0.1,0.2,-0.1,2,1,2,2,5,Matches
104,Antony,br BRA,FW,Betis,es La Liga,25-275,2000,8.5,354,452,78.3,4989,1278,204,232,87.9,105,137,76.6,20,41,48.8,1,1.2,1.8,-0.2,15,21,13,2,43,Matches
105,Youssef El-Arabi,ma MAR,FW,Nantes,fr Ligue 1,38-296,1987,4.5,63,103,61.2,1128,333,26,45,57.8,27,38,71.1,6,12,50.0,0,0.3,0.4,-0.3,5,4,3,0,9,Matches
106,Mauro Arambarri,uy URU,MF,Getafe,es La Liga,30-057,1995,12.8,226,302,74.8,3716,1012,112,138,81.2,82,102,80.4,25,40,62.5,0,0.1,0.2,-0.1,3,25,2,0,36,Matches
107,Jon Aramburu,ve VEN,DF,Real Sociedad,es La Liga,23-126,2002,11.0,453,604,75.0,7444,2922,232,257,90.3,185,250,74.0,31,64,48.4,0,0.2,0.3,-0.2,5,51,5,5,50,Matches
108,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,26-264,1999,7.2,444,480,92.5,7651,2735,184,189,97.4,230,243,94.7,24,37,64.9,0,0.0,0.1,0.0,1,34,0,0,29,Matches
109,Carlens Arcus,ht HAI,DF,Angers,fr Ligue 1,29-151,1996,11.7,540,615,87.8,9304,3359,234,250,93.6,248,271,91.5,44,68,64.7,0,0.2,0.3,-0.2,3,24,3,1,36,Matches
110,Alphonse Areola,fr FRA,GK,West Ham,eng Premier League,32-272,1993,8.0,152,275,55.3,4821,3694,28,28,100.0,62,62,100.0,62,184,33.7,1,0.0,0.0,+1.0,1,6,0,0,0,Matches
111,Jesús Areso,es ESP,DF,Athletic Club,es La Liga,26-147,1999,8.2,294,403,73.0,5142,1613,135,155,87.1,126,180,70.0,27,49,55.1,1,0.6,0.5,+0.4,8,17,9,6,20,Matches
112,Iñigo Arguibide,es ESP,DF,Osasuna,es La Liga,20-221,2005,0.2,5,6,83.3,84,37,3,4,75.0,2,2,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,1,Matches
113,Jhon Arias,co COL,FW,Wolves,eng Premier League,28-066,1997,6.3,191,228,83.8,3058,605,104,115,90.4,74,89,83.1,11,19,57.9,0,0.5,0.4,-0.5,9,12,5,2,19,Matches
114,Harrison Armstrong,eng ENG,FW,Everton,eng Premier League,18-311,2007,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,Matches
