rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,passes_completed,passes_attempted,pass_completion_pct,total_distance,progressive_distance,assists,expected_assists,expected_assists_minus_xag,key_passes,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes,expected_assists_xa,season,table_type,processed_at
1307,Silas Katompa,COD,"FW,MF",Stuttgart,Bundesliga,24,1998,10.0,210,279,75.3,3355,617,2,2.3,-0.3,15,6,15,0,25,1.7,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1308,Panos Katseris,GRE,DF,Lorient,Ligue 1,22,2001,11.6,275,393,70.0,4101,1231,1,0.8,0.2,9,13,4,2,21,0.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1309,Mikkel Kaufmann,DEN,FW,Union Berlin,Bundesliga,22,2001,5.4,67,126,53.2,956,318,0,1.0,-1.0,4,13,1,0,11,0.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1310,Michael Kayode,ITA,DF,Fiorentina,Serie A,19,2004,22.9,1056,1297,81.4,19700,5416,1,1.1,-0.1,15,68,23,15,80,1.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1311,Moise Kean,ITA,FW,Juventus,Serie A,23,2000,7.3,66,96,68.8,911,134,0,0.7,-0.7,5,3,0,0,6,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1312,Michael Keane,ENG,DF,Everton,Premier League,30,1993,4.9,171,221,77.4,3519,1261,0,0.0,0.0,0,15,0,0,14,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1313,Ibrahima Kebe,MLI,MF,Girona,La Liga,22,2000,0.1,5,8,62.5,67,10,0,0.0,0.0,0,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1314,Kévin Keben Biakolo,CMR,DF,Toulouse,Ligue 1,19,2004,5.8,209,260,80.4,3723,1447,0,0.1,-0.1,3,13,0,0,13,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1315,Yassine Kechta,MAR,MF,Le Havre,Ligue 1,21,2002,20.5,778,960,81.0,13063,3630,1,2.2,-1.2,27,87,11,0,122,1.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1316,Thilo Kehrer,GER,"DF,MF",West Ham,Premier League,26,1996,0.2,9,9,100.0,86,36,0,0.0,0.0,0,0,0,0,1,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1317,Thilo Kehrer,GER,DF,Monaco,Ligue 1,26,1996,14.7,859,966,88.9,16369,6851,1,1.1,-0.1,5,88,2,0,90,0.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1318,Habib Keita,MLI,MF,Clermont Foot,Ligue 1,21,2002,14.2,591,675,87.6,11080,2447,0,0.6,-0.6,10,45,7,0,53,0.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1319,Naby Keïta,GUI,"MF,DF",Werder Bremen,Bundesliga,28,1995,1.2,52,67,77.6,844,293,0,0.0,0.0,0,8,2,0,13,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1320,Yannik Keitel,GER,"DF,MF",Freiburg,Bundesliga,23,2000,10.2,443,560,79.1,8934,3894,0,0.4,-0.4,2,49,4,0,48,0.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1321,Caoimhín Kelleher,IRL,GK,Liverpool,Premier League,24,1998,10.0,359,442,81.2,8077,5323,0,0.0,0.0,1,9,0,0,1,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1322,Thomas Keller,GER,"MF,FW",Heidenheim,Bundesliga,23,1999,0.0,5,7,71.4,73,37,0,0.0,0.0,0,1,0,0,2,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1323,Lloyd Kelly,ENG,DF,Bournemouth,Premier League,24,1998,17.3,673,906,74.3,13526,4407,1,1.2,-0.2,9,76,7,4,56,0.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1324,Omari Kellyman,ENG,FW,Aston Villa,Premier League,17,2005,0.4,6,7,85.7,78,11,0,0.0,0.0,0,2,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1325,Aljoscha Kemlein,GER,MF,Union Berlin,Bundesliga,18,2004,0.3,7,9,77.8,122,52,0,0.0,0.0,0,1,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1326,Tobias Kempe,GER,MF,Darmstadt 98,Bundesliga,34,1989,15.0,413,557,74.1,6804,2095,2,2.1,-0.1,28,38,5,3,44,2.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1327,Milos Kerkez,HUN,DF,Bournemouth,Premier League,19,2003,21.9,613,844,72.6,9811,3390,1,0.8,0.2,12,34,14,9,44,1.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1328,Kaine Kesler-Hayden,ENG,"MF,DF",Aston Villa,Premier League,20,2002,0.1,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1329,Reda Khadra,GER,"FW,MF",Reims,Ligue 1,22,2001,15.2,289,389,74.3,4676,1169,3,3.5,-0.5,22,21,19,9,40,2.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1330,Wahbi Khazri,TUN,FW,Montpellier,Ligue 1,32,1991,12.6,227,318,71.4,3892,1215,0,1.2,-1.2,10,21,5,2,33,0.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1331,Rani Khedira,GER,MF,Union Berlin,Bundesliga,29,1994,14.9,329,450,73.1,5258,1287,0,0.1,-0.1,5,21,5,1,35,0.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1332,Abdukodir Khusanov,UZB,DF,Lens,Ligue 1,19,2004,9.0,383,439,87.2,7213,2415,0,0.1,-0.1,1,28,1,0,23,0.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1333,Kiké,ESP,"FW,MF",Alavés,La Liga,33,1989,15.8,200,301,66.4,2973,589,2,2.0,0.0,18,15,8,2,32,1.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1334,Luca Kilian,GER,DF,Köln,Bundesliga,23,1999,7.1,241,317,76.0,4399,1173,0,0.0,0.0,1,11,0,0,12,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1335,Max Kilman,ENG,DF,Wolves,Premier League,26,1997,38.0,1979,2309,85.7,36846,13119,0,1.4,-1.4,17,109,11,1,117,1.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1336,Joshua Kimmich,GER,"MF,DF",Bayern Munich,Bundesliga,28,1995,24.2,1951,2267,86.1,35635,10089,6,7.1,-1.1,72,188,51,18,229,9.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1337,Jakub Kiwior,POL,DF,Arsenal,Premier League,23,2000,10.5,523,625,83.7,8555,3042,3,0.9,2.1,6,43,8,3,55,0.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1338,Simon Kjær,DEN,DF,Milan,Serie A,34,1989,13.0,735,833,88.2,13856,5025,1,0.8,0.2,4,42,1,0,52,0.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1339,Davy Klaassen,NED,MF,Inter,Serie A,30,1993,2.3,82,95,86.3,1290,289,0,0.2,-0.2,3,6,1,0,7,0.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1340,Christoph Klarer,AUT,DF,Darmstadt 98,Bundesliga,23,2000,26.2,1044,1200,87.0,20473,6575,2,0.9,1.1,12,58,4,1,64,1.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1341,Tim Kleindienst,GER,FW,Heidenheim,Bundesliga,27,1995,31.9,516,874,59.0,7296,1708,3,3.3,-0.3,27,58,10,2,73,2.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1342,Lukas Klostermann,GER,DF,RB Leipzig,Bundesliga,27,1996,16.0,1035,1155,89.6,19235,6293,0,0.4,-0.4,5,77,7,0,90,0.9,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1343,Justin Kluivert,NED,"MF,FW",Bournemouth,Premier League,24,1999,21.3,288,421,68.4,4393,1193,1,1.9,-0.9,21,10,24,2,50,1.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1344,Ansgar Knauff,GER,"MF,DF",Eint Frankfurt,Bundesliga,21,2002,23.4,475,747,63.6,7063,2278,2,2.3,-0.3,18,25,26,10,57,2.7,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1345,Robin Knoche,GER,DF,Union Berlin,Bundesliga,31,1992,21.3,931,1153,80.7,18490,7064,0,0.3,-0.3,3,49,3,0,71,0.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1346,Gregor Kobel,SUI,GK,Dortmund,Bundesliga,25,1997,26.3,974,1175,82.9,24299,15016,0,0.0,0.0,0,13,1,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1347,Robin Koch,GER,DF,Eint Frankfurt,Bundesliga,27,1996,30.4,1902,2161,88.0,36596,12775,0,0.2,-0.2,4,97,4,0,116,0.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1348,Philipp Köhn,SUI,GK,Monaco,Ligue 1,25,1998,22.0,479,667,71.8,13030,9307,0,0.0,0.0,0,4,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1349,Dominik Kohr,GER,"DF,MF",Mainz 05,Bundesliga,29,1994,24.3,876,1159,75.6,16488,5668,0,1.2,-1.2,15,87,15,5,99,1.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1350,Koke,ESP,MF,Atlético Madrid,La Liga,31,1992,27.7,2037,2263,90.0,33074,10659,4,3.6,0.4,26,196,33,1,212,3.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1351,Sead Kolašinac,BIH,DF,Atalanta,Serie A,30,1993,24.2,1077,1278,84.3,16702,6039,0,1.1,-1.1,8,79,7,2,94,0.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1352,Luca Koleosho,ITA,"MF,FW",Burnley,Premier League,18,2004,10.8,192,274,70.1,2509,475,1,1.3,-0.3,11,9,6,2,19,1.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1353,Randal Kolo Muani,FRA,"FW,MF",Paris S-G,Ligue 1,24,1998,14.1,259,359,72.1,3749,980,5,3.3,1.7,26,23,14,3,42,1.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1354,Randal Kolo Muani,FRA,FW,Eint Frankfurt,Bundesliga,24,1998,1.7,17,26,65.4,227,67,0,0.0,0.0,0,2,1,0,3,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1355,Mert Kömür,GER,"MF,DF",Augsburg,Bundesliga,18,2005,1.3,30,34,88.2,462,132,0,0.0,0.0,1,1,2,0,4,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1356,Cheick Konaté,MLI,DF,Clermont Foot,Ligue 1,19,2004,11.9,319,484,65.9,5214,1779,1,1.6,-0.6,16,27,13,6,37,1.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1357,Ibrahima Konaté,FRA,DF,Liverpool,Premier League,24,1999,17.5,1286,1463,87.9,22733,9043,0,0.4,-0.4,8,145,8,0,118,0.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1358,Geoffrey Kondogbia,CTA,MF,Marseille,Ligue 1,30,1993,16.3,832,952,87.4,14691,4488,0,0.5,-0.5,11,105,11,1,93,1.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1359,Abdoul Koné,FRA,DF,Reims,Ligue 1,18,2005,2.1,53,85,62.4,1041,401,0,0.7,-0.7,2,6,1,0,5,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1360,Amadou Koné,MLI,MF,Reims,Ligue 1,18,2005,5.3,204,256,79.7,3787,1027,0,0.2,-0.2,3,19,1,0,28,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1361,Ibrahima Koné,MLI,FW,Almería,La Liga,24,1999,3.1,38,56,67.9,533,141,0,0.1,-0.1,2,0,0,0,3,0.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1362,Ibrahima Koné,MLI,FW,Lorient,Ligue 1,24,1999,0.4,2,3,66.7,16,7,0,0.0,0.0,0,1,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1363,Manu Koné,FRA,MF,Gladbach,Bundesliga,22,2001,17.3,583,688,84.7,8747,2218,0,1.2,-1.2,24,45,12,0,70,0.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1364,Ezri Konsa,ENG,DF,Aston Villa,Premier League,25,1997,34.1,1907,2094,91.1,31947,10672,0,0.5,-0.5,8,132,14,2,136,1.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1365,Teun Koopmeiners,NED,MF,Atalanta,Serie A,25,1998,29.2,1092,1419,77.0,18824,6491,5,5.9,-0.9,60,126,45,17,169,5.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1366,Odilon Kossounou,CIV,DF,Leverkusen,Bundesliga,22,2001,20.1,1274,1428,89.2,19913,6199,0,0.7,-0.7,10,155,16,0,141,1.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1367,Filip Kostić,SRB,DF,Juventus,Serie A,30,1992,20.2,726,997,72.8,12641,4579,4,5.4,-1.4,40,53,30,19,88,4.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1368,N'Guessan Kouadio,CIV,"MF,FW",Metz,Ligue 1,20,2003,1.2,37,46,80.4,682,151,0,0.0,0.0,0,3,0,0,5,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1369,Christian Kouamé,CIV,FW,Fiorentina,Serie A,25,1997,12.1,325,448,72.5,4901,1038,1,1.8,-0.8,12,15,18,1,41,1.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1370,Rominigue Kouamé,MLI,MF,Cádiz,La Liga,26,1996,9.1,355,411,86.4,6129,1351,0,0.1,-0.1,4,41,5,1,34,0.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1371,Koffi Kouao,CIV,DF,Metz,Ligue 1,25,1998,9.6,317,401,79.1,5434,2296,2,1.5,0.5,6,23,7,4,29,0.7,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1372,Tomáš Koubek,CZE,GK,Augsburg,Bundesliga,30,1992,3.0,69,98,70.4,2113,1604,0,0.0,0.0,0,1,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1373,Therence Koudou,FRA,DF,Reims,Ligue 1,18,2004,3.5,142,173,82.1,2412,704,0,0.3,-0.3,5,8,3,2,14,0.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1374,Jules Koundé,FRA,DF,Barcelona,La Liga,24,1998,32.2,2478,2757,89.9,41514,13135,2,2.2,-0.2,23,267,20,5,245,2.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1375,Boubakar Kouyaté,MLI,DF,Montpellier,Ligue 1,26,1997,21.4,719,873,82.4,14305,5064,2,1.3,0.7,5,49,1,0,58,0.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1376,Cheikhou Kouyaté,SEN,MF,Nott'ham Forest,Premier League,33,1989,2.4,47,74,63.5,604,159,0,0.0,0.0,1,3,0,0,5,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1377,Mateo Kovačić,CRO,MF,Manchester City,Premier League,29,1994,17.2,1435,1527,94.0,20506,4603,0,1.6,-1.6,21,120,15,0,100,1.9,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1378,Viktor Kovalenko,UKR,MF,Empoli,Serie A,27,1996,6.8,179,250,71.6,2662,743,1,0.8,0.2,8,15,5,2,20,0.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1379,Matej Kovar,CZE,GK,Leverkusen,Bundesliga,23,2000,1.0,17,17,100.0,376,274,0,0.0,0.0,0,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1380,Dawid Kownacki,POL,FW,Werder Bremen,Bundesliga,26,1997,4.2,69,109,63.3,942,199,0,0.4,-0.4,5,10,1,0,10,0.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1381,Emil Krafth,SWE,DF,Newcastle Utd,Premier League,28,1994,10.1,488,580,84.1,7498,2971,0,1.0,-1.0,9,26,13,7,29,0.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1382,Alex Král,CZE,MF,Union Berlin,Bundesliga,25,1998,15.2,340,487,69.8,5624,1533,0,0.4,-0.4,5,32,6,2,44,0.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1383,Andrej Kramarić,CRO,"MF,FW",Hoffenheim,Bundesliga,32,1991,24.4,904,1139,79.4,13884,3748,6,7.3,-1.3,78,67,22,3,119,7.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1384,Christoph Kramer,GER,MF,Gladbach,Bundesliga,32,1991,2.8,145,183,79.2,1896,667,0,0.1,-0.1,2,14,1,0,17,0.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1385,Frans Krätzig,GER,DF,Bayern Munich,Bundesliga,20,2003,0.6,45,50,90.0,705,183,0,0.3,-0.3,2,3,1,0,7,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1386,Tom Krauß,GER,MF,Mainz 05,Bundesliga,22,2001,15.0,486,651,74.7,7591,2399,2,0.4,1.6,7,42,9,2,68,0.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1387,Rasmus Kristensen,DEN,DF,Roma,Serie A,26,1997,19.4,799,1037,77.0,12574,3602,1,0.9,0.1,12,35,11,8,40,1.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1388,Thomas Kristensen,DEN,DF,Udinese,Serie A,21,2002,23.3,662,863,76.7,12745,5457,1,0.4,0.6,4,33,2,0,47,0.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1389,Toni Kroos,GER,MF,Real Madrid,La Liga,33,1990,23.6,2291,2505,91.5,42164,15443,8,4.9,3.1,62,327,23,5,290,5.9,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1390,Nikola Krstović,MNE,FW,Lecce,Serie A,23,2000,26.4,354,526,67.3,4950,1126,1,3.0,-2.0,41,28,14,1,52,1.7,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1391,Rade Krunić,BIH,MF,Milan,Serie A,29,1993,7.6,388,431,90.0,5999,1258,0,0.5,-0.5,5,17,2,0,24,0.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1392,Lukas Kübler,GER,DF,Freiburg,Bundesliga,30,1992,20.5,805,1030,78.2,13760,4910,0,0.3,-0.3,4,74,4,2,70,0.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1393,Takefusa Kubo,JPN,"FW,MF",Real Sociedad,La Liga,22,2001,23.9,611,862,70.9,9540,2892,4,6.4,-2.4,58,38,31,5,89,6.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1394,Mahmut Kücüksahin,None,MF,Augsburg,Bundesliga,19,2004,0.0,4,4,100.0,59,17,0,0.0,0.0,0,1,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1395,Mohammed Kudus,GHA,"FW,MF",West Ham,Premier League,22,2000,27.6,677,875,77.4,11263,1764,6,3.5,2.5,28,32,29,16,80,3.7,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1396,Christian Kühlwetter,GER,MF,Heidenheim,Bundesliga,27,1996,0.1,1,2,50.0,24,11,1,0.6,0.4,1,0,0,0,0,0.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1397,Dejan Kulusevski,SWE,"FW,MF",Tottenham,Premier League,23,2000,30.7,953,1234,77.2,13509,3584,3,7.7,-4.7,66,55,73,19,144,6.7,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1398,Sael Kumbedi,FRA,DF,Lyon,Ligue 1,18,2005,10.3,470,592,79.4,7036,1816,1,0.7,0.3,5,30,11,4,42,0.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1399,Marash Kumbulla,ALB,DF,Sassuolo,Serie A,23,2000,4.0,83,106,78.3,1761,785,0,0.0,0.0,0,5,2,0,3,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1400,Justin Kumi,ITA,FW,Sassuolo,Serie A,19,2004,0.0,2,2,100.0,41,15,0,0.0,0.0,0,1,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1401,Layvin Kurzawa,FRA,DF,Paris S-G,Ligue 1,30,1992,0.1,13,13,100.0,206,38,0,0.0,0.0,0,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1402,Berkan Kutlu,TUR,MF,Genoa,Serie A,25,1998,2.2,46,64,71.9,867,363,0,0.3,-0.3,5,7,4,3,5,0.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1403,Daler Kuzyaev,RUS,MF,Le Havre,Ligue 1,30,1993,23.2,824,1050,78.5,12347,3407,2,1.3,0.7,29,87,21,1,119,1.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1404,Khvicha Kvaratskhelia,GEO,FW,Napoli,Serie A,22,2001,30.4,965,1200,80.4,15513,2850,6,6.8,-0.8,63,46,34,2,89,5.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1405,Giorgi Kvernadze,GEO,"FW,DF",Frosinone,Serie A,20,2003,0.7,31,36,86.1,498,57,0,0.0,0.0,0,1,0,0,1,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1406,Moritz-Broni Kwarteng,GHA,FW,Bochum,Bundesliga,25,1998,3.1,67,94,71.3,990,208,1,0.5,0.5,4,3,2,0,6,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1407,Grejohn Kyei,FRA,FW,Clermont Foot,Ligue 1,27,1995,11.4,198,265,74.7,2891,584,1,1.2,-0.2,12,19,12,1,30,1.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1408,Giorgos Kyriakopoulos,GRE,DF,Monza,Serie A,27,1996,19.0,891,1080,82.5,15032,4779,3,1.4,1.6,21,62,20,12,70,2.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1409,Luca de la Torre,USA,MF,Celta Vigo,La Liga,25,1998,21.7,620,764,81.2,7881,2176,4,1.4,2.6,17,58,7,0,93,1.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1410,Gaëtan Laborde,FRA,"FW,MF",Nice,Ligue 1,29,1994,21.2,366,558,65.6,5696,1386,2,1.8,0.2,27,25,26,12,46,2.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1411,Alexandre Lacazette,FRA,FW,Lyon,Ligue 1,32,1991,25.5,397,561,70.8,5653,1574,2,1.9,0.1,21,38,17,2,61,2.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1412,Maxence Lacroix,FRA,DF,Wolfsburg,Bundesliga,23,2000,26.2,1228,1449,84.7,24787,9524,1,0.8,0.2,8,91,6,2,79,1.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1413,Alban Lafont,CIV,GK,Nantes,Ligue 1,24,1999,27.7,720,1006,71.6,19485,13677,0,0.0,0.0,0,14,0,0,3,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1414,Yoel Lago,ESP,DF,Celta Vigo,La Liga,19,2004,1.0,82,86,95.3,1376,591,0,0.0,0.0,0,0,0,0,2,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1415,Aïssa Laïdouni,TUN,MF,Union Berlin,Bundesliga,26,1996,11.9,404,512,78.9,6574,1856,3,1.0,2.0,12,38,17,5,56,1.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1416,Konrad Laimer,AUT,"DF,MF",Bayern Munich,Bundesliga,26,1997,19.7,1294,1457,88.8,19611,5056,3,3.9,-0.9,24,104,26,7,127,4.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1417,Stefan Lainer,AUT,"DF,MF",Gladbach,Bundesliga,30,1992,8.3,375,483,77.6,5727,1973,1,0.7,0.3,8,22,12,4,37,1.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1418,Kenny Lala,MAD,DF,Brest,Ligue 1,31,1991,33.0,1713,2195,78.0,35548,12428,3,3.3,-0.3,35,164,45,19,200,4.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1419,Adam Lallana,ENG,"MF,FW",Brighton,Premier League,35,1988,9.4,451,509,88.6,4936,1088,1,1.7,-0.7,15,21,16,1,39,2.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1420,Mathis Lambourde,FRA,FW,Rennes,Ligue 1,17,2006,0.1,4,5,80.0,45,13,0,0.0,0.0,0,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1421,Érik Lamela,ARG,"FW,MF",Sevilla,La Liga,31,1992,5.1,142,174,81.6,1854,451,0,1.0,-1.0,12,11,6,2,17,0.7,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1422,Mohamed Lamine Bayo,GUI,FW,Le Havre,Ligue 1,25,1998,15.4,201,310,64.8,2723,559,1,0.6,0.4,13,17,11,1,20,0.6,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1423,Didier Lamkel Zé,CMR,"FW,MF",Metz,Ligue 1,26,1996,6.1,137,190,72.1,2652,608,0,0.9,-0.9,6,14,3,0,19,0.2,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1424,Tariq Lamptey,GHA,"DF,FW",Brighton,Premier League,22,2000,10.2,379,454,83.5,5485,916,3,1.2,1.8,10,6,12,6,17,0.8,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1425,Bruno Langa,MOZ,DF,Almería,La Liga,25,1997,9.1,307,400,76.8,5062,2470,0,0.4,-0.4,7,18,8,3,25,0.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1426,Gianluca Lapadula,PER,FW,Cagliari,Serie A,33,1990,13.4,120,171,70.2,1645,217,1,1.1,-0.1,19,2,3,2,4,0.7,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1427,Aymeric Laporte,ESP,DF,Manchester City,Premier League,29,1994,0.1,11,11,100.0,202,48,0,0.0,0.0,0,0,0,0,0,0.0,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1428,Julien Laporte,FRA,DF,Lorient,Ligue 1,29,1993,20.2,883,1023,86.3,18687,7085,0,0.0,0.0,1,66,7,1,56,0.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1429,Cyle Larin,CAN,FW,Mallorca,La Liga,28,1995,20.3,184,294,62.6,2419,410,2,1.4,0.6,11,8,1,0,13,0.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1430,Yasser Larouci,ALG,DF,Sheffield Utd,Premier League,22,2001,5.9,131,185,70.8,1969,714,0,0.3,-0.3,2,11,0,0,14,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1431,Hugo Larsson,SWE,MF,Eint Frankfurt,Bundesliga,19,2004,21.0,835,965,86.5,13897,3346,1,1.4,-0.4,10,52,8,4,68,1.5,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1432,Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,29,1993,12.0,669,774,86.4,11616,3694,0,0.1,-0.1,2,38,1,0,31,0.1,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1433,Juanmi Latasa,ESP,FW,Getafe,La Liga,22,2001,17.3,192,368,52.2,2382,380,0,1.5,-1.5,19,13,8,0,16,1.4,2023-2024,stats_passing,2025-10-18 04:36:48.434403
1434,Toni Lato,ESP,DF,Mallorca,La Liga,25,1997,17.2,595,788,75.5,9743,3108,1,1.3,-0.3,10,26,14,9,39,1.3,2023-2024,stats_passing,2025-10-18 04:36:48.434403
