rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,passes_attempted,passes_live,passes_dead,passes_free_kick,passes_through_ball,passes_switched,passes_crosses,passes_throw_in,passes_corner_kick,passes_in,passes_out,passes_straight,passes_completed,passes_offsides,passes_blocks,season,table_type,processed_at
1453,Jeremías Ledesma,ARG,GK,Cádiz,La Liga,30,1993,33.9,1186,734,447,163,0,1,0,0,0,0,0,0,689,5,5,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1454,Pierre Lees-Melou,FRA,MF,Brest,Ligue 1,30,1993,28.0,1673,1618,54,48,6,32,31,5,1,0,0,0,1425,1,26,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1455,Diogo Leite,POR,DF,Union Berlin,Bundesliga,24,1999,30.0,1581,1471,98,54,1,6,4,14,0,0,0,0,1263,12,15,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1456,Maxim Leitsch,GER,DF,Mainz 05,Bundesliga,25,1998,4.2,171,169,2,2,0,0,0,0,0,0,0,0,133,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1457,Florian Lejeune,FRA,DF,Rayo Vallecano,La Liga,32,1991,37.0,2031,1850,167,117,1,35,7,4,1,1,0,0,1636,14,13,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1458,Stefan Lekovic,SRB,DF,Villarreal,La Liga,19,2004,0.3,14,14,0,0,0,0,0,0,0,0,0,0,12,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1459,Iñigo Lekue,ESP,DF,Athletic Club,La Liga,30,1993,22.2,1273,1036,233,23,2,4,37,207,0,0,0,0,1012,4,29,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1460,Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,27,1995,1.8,84,81,3,0,1,0,6,1,2,2,0,0,71,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1461,Mario Lemina,GAB,MF,Wolves,Premier League,29,1993,33.0,1470,1432,31,21,8,12,15,9,0,0,0,0,1261,7,9,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1462,Álvaro Lemos,ESP,DF,Las Palmas,La Liga,30,1993,2.8,185,146,39,4,0,1,5,35,0,0,0,0,145,0,6,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1463,Ruben Lendinez,ESP,DF,Valencia,La Liga,20,2003,0.1,6,6,0,0,0,0,0,0,0,0,0,0,6,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1464,Clément Lenglet,FRA,DF,Aston Villa,Premier League,28,1995,12.8,918,859,58,40,0,8,3,4,0,0,0,0,822,1,3,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1465,Bernd Leno,GER,GK,Fulham,Premier League,31,1992,38.0,1577,1281,292,91,0,2,0,0,0,0,0,0,1250,4,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1466,Christopher Lenz,GER,"DF,MF",RB Leipzig,Bundesliga,28,1994,0.5,49,37,12,2,0,0,5,8,2,0,1,0,38,0,1,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1467,Christopher Lenz,GER,DF,Eint Frankfurt,Bundesliga,28,1994,0.1,9,6,3,2,0,0,0,1,0,0,0,0,5,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1468,Johann Lepenant,FRA,MF,Lyon,Ligue 1,20,2002,2.8,186,179,6,5,1,0,2,1,0,0,0,0,165,1,4,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1469,Jefferson Lerma,COL,"MF,DF",Crystal Palace,Premier League,28,1994,26.7,1250,1209,36,30,8,13,14,6,0,0,0,0,1018,5,20,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1470,Léo Leroy,FRA,MF,Montpellier,Ligue 1,23,2000,5.5,184,183,0,0,1,3,1,0,0,0,0,0,132,1,6,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1471,Robert Lewandowski,POL,FW,Barcelona,La Liga,34,1988,30.6,592,569,16,2,9,5,18,1,0,0,0,0,416,7,23,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1472,Jamie Leweling,GER,"FW,MF",Stuttgart,Bundesliga,22,2001,16.9,599,580,19,1,2,2,46,16,1,0,0,0,470,0,22,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1473,Rico Lewis,ENG,"DF,MF",Manchester City,Premier League,18,2004,9.0,568,525,43,9,1,0,1,34,0,0,0,0,518,0,11,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1474,Keane Lewis-Potter,ENG,"FW,DF",Brentford,Premier League,22,2001,16.0,415,404,10,3,2,4,50,6,0,0,0,0,289,1,13,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1475,Philipp Lienhart,AUT,DF,Freiburg,Bundesliga,27,1996,14.1,982,914,65,31,2,8,4,17,0,0,0,0,814,3,6,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1476,Matthijs de Ligt,NED,DF,Bayern Munich,Bundesliga,23,1999,15.4,1193,1169,23,19,0,3,2,1,0,0,0,0,1120,1,4,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1477,Victor Lindelöf,SWE,DF,Manchester Utd,Premier League,29,1994,14.8,927,854,73,8,2,5,1,50,0,0,0,0,826,0,7,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1478,Jesper Lindstrøm,DEN,"FW,MF",Napoli,Serie A,23,2000,4.8,229,215,14,4,1,2,12,6,4,1,2,1,188,0,11,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1479,Jesper Lindstrøm,DEN,FW,Eint Frankfurt,Bundesliga,23,2000,0.9,32,31,1,0,0,0,1,0,0,0,0,0,24,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1480,Karol Linetty,POL,MF,Torino,Serie A,28,1995,20.6,884,849,31,24,0,7,19,2,5,2,3,0,755,4,8,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1481,Samuel Lino,BRA,"DF,MF",Atlético Madrid,La Liga,23,1999,23.1,1015,961,48,4,5,8,41,42,2,0,0,0,816,6,35,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1482,Luca Lipani,ITA,MF,Sassuolo,Serie A,18,2005,4.3,160,157,3,3,0,2,5,0,0,0,0,0,123,0,3,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1483,Pol Lirola,ESP,DF,Frosinone,Serie A,25,1997,17.1,722,627,93,15,2,2,25,78,0,0,0,0,556,2,20,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1484,Marcin Listkowski,POL,FW,Lecce,Serie A,25,1998,0.1,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1485,Valentino Livramento,ENG,DF,Newcastle Utd,Premier League,20,2002,14.6,802,697,105,4,0,1,26,101,0,0,0,0,689,0,12,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1486,Dejan Ljubicic,AUT,"MF,FW",Köln,Bundesliga,25,1997,22.8,843,833,8,2,5,6,31,5,0,0,0,0,670,2,22,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1487,Javier Llabrés,ESP,"MF,FW",Mallorca,La Liga,20,2002,2.7,97,91,6,0,0,0,20,1,5,2,3,0,64,0,3,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1488,Diego Llorente,ESP,DF,Roma,Serie A,29,1993,24.1,1648,1592,55,28,1,3,6,8,0,0,0,0,1501,1,11,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1489,Marcos Llorente,ESP,"MF,DF",Atlético Madrid,La Liga,28,1995,28.5,1219,1135,80,1,1,3,70,79,0,0,0,0,974,4,46,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1490,Gautier Lloris,FRA,DF,Le Havre,Ligue 1,28,1995,30.9,1398,1369,27,18,2,3,3,8,0,0,0,0,1194,2,14,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1491,Abou Lô,SEN,"MF,DF",Metz,Ligue 1,23,2000,2.2,74,73,1,1,0,0,0,0,0,0,0,0,65,0,1,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1492,Giovani Lo Celso,ARG,MF,Tottenham,Premier League,27,1996,5.6,503,466,32,23,2,0,13,2,7,5,0,0,449,5,8,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1493,Stanislav Lobotka,SVK,MF,Napoli,Serie A,28,1994,36.5,2278,2209,63,37,4,14,3,2,0,0,0,0,2081,6,14,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1494,Manuel Locatelli,ITA,MF,Juventus,Serie A,25,1998,33.4,1988,1871,108,98,5,34,10,10,0,0,0,0,1703,9,15,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1495,Bradley Locko,FRA,DF,Brest,Ligue 1,21,2002,32.9,1852,1528,320,44,1,18,94,276,0,0,0,0,1544,4,32,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1496,Tom Lockyer,WAL,DF,Luton Town,Premier League,28,1994,13.0,422,401,20,17,1,5,1,2,0,0,0,0,301,1,7,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1497,Renan Lodi,BRA,DF,Marseille,Ligue 1,25,1998,13.7,748,603,141,32,0,2,70,94,15,1,14,0,579,4,18,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1498,Ruben Loftus-Cheek,ENG,MF,Milan,Serie A,27,1996,23.0,733,724,7,1,1,1,13,1,0,0,0,0,619,2,8,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1499,Elysée Logbo,FRA,FW,Le Havre,Ligue 1,19,2004,2.8,40,38,2,0,0,0,1,0,0,0,0,0,31,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1500,Enzo Loiodice,FRA,MF,Las Palmas,La Liga,22,2000,19.9,1129,1096,29,9,8,6,23,2,13,7,4,0,935,4,29,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1501,Sean Longstaff,ENG,MF,Newcastle Utd,Premier League,25,1997,30.5,1241,1193,46,19,8,8,25,5,2,0,1,1,991,2,30,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1502,Ademola Lookman,NGA,"FW,MF",Atalanta,Serie A,25,1997,21.0,838,759,79,6,6,4,69,8,52,20,17,0,635,0,28,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1503,Noah Loosli,SUI,DF,Bochum,Bundesliga,26,1997,3.8,127,120,6,1,0,0,2,5,0,0,0,0,81,1,4,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1504,Anthony Lopes,POR,GK,Lyon,Ligue 1,32,1990,31.0,1035,770,265,69,1,0,0,0,0,0,0,0,773,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1505,David López,ESP,DF,Girona,La Liga,33,1989,21.8,1582,1499,81,33,0,3,0,2,0,0,0,0,1468,2,4,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1506,Diego López,ESP,"MF,FW",Valencia,La Liga,21,2002,29.5,791,761,27,2,4,3,65,17,0,0,0,0,512,3,42,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1507,Fermin López,ESP,"MF,FW",Barcelona,La Liga,20,2003,16.1,631,614,12,1,3,10,17,3,0,0,0,0,522,5,20,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1508,Javi López,ESP,DF,Alavés,La Liga,21,2002,26.5,1129,865,258,14,2,12,105,244,0,0,0,0,775,6,47,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1509,Maxime Lopez,FRA,MF,Fiorentina,Serie A,25,1997,8.9,673,646,27,14,0,3,16,1,11,0,10,0,595,0,5,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1510,Maxime Lopez,FRA,MF,Sassuolo,Serie A,25,1997,1.6,136,134,2,2,1,1,0,0,0,0,0,0,124,0,1,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1511,Pau López,ESP,GK,Marseille,Ligue 1,28,1994,32.7,1195,964,229,80,0,0,0,0,0,0,0,0,924,2,1,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1512,Unai López,ESP,MF,Rayo Vallecano,La Liga,27,1995,23.4,1462,1340,109,53,3,18,73,10,43,22,8,1,1184,13,19,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1513,Dion Lopy,SEN,MF,Almería,La Liga,21,2002,21.3,882,855,25,18,2,15,7,7,0,0,0,0,745,2,11,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1514,Anthony Losilla,FRA,MF,Bochum,Bundesliga,37,1986,28.6,896,881,13,4,2,3,6,2,0,0,0,0,649,2,21,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1515,Jordan Lotomba,SUI,DF,Nice,Ligue 1,24,1998,20.0,994,799,193,36,0,2,20,156,1,0,0,0,834,2,22,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1516,Tom Louchet,FRA,"MF,DF",Nice,Ligue 1,20,2003,4.5,257,211,46,12,0,0,33,21,13,6,7,0,195,0,5,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1517,Imran Louza,MAR,MF,Lorient,Ligue 1,24,1999,9.6,583,493,87,37,1,4,53,6,37,19,13,0,465,3,4,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1518,Matteo Lovato,ITA,DF,Torino,Serie A,23,2000,6.0,272,266,6,5,0,0,0,1,0,0,0,0,243,0,1,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1519,Matteo Lovato,ITA,DF,Salernitana,Serie A,23,2000,10.5,400,366,30,28,0,1,1,1,0,0,0,0,323,4,2,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1520,Dejan Lovren,CRO,DF,Lyon,Ligue 1,34,1989,8.0,440,418,22,10,0,2,3,1,0,0,0,0,371,0,5,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1521,Sandi Lovrić,SVN,MF,Udinese,Serie A,25,1998,22.1,718,621,92,37,2,7,82,10,43,15,22,0,543,5,17,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1522,Max Lowe,ENG,"DF,MF",Sheffield Utd,Premier League,26,1997,5.6,130,113,17,0,0,0,8,15,2,2,0,0,84,0,6,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1523,Anthony Lozano,HON,"MF,FW",Getafe,La Liga,30,1993,1.0,16,16,0,0,0,0,1,0,0,0,0,0,10,0,1,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1524,Anthony Lozano,HON,FW,Almería,La Liga,30,1993,8.6,136,120,15,0,0,0,4,0,0,0,0,0,98,1,4,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1525,Lucas,BRA,DF,Cádiz,La Liga,22,2001,17.1,807,632,169,14,2,4,72,145,10,6,2,0,595,6,14,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1526,Lorenzo Lucca,ITA,FW,Udinese,Serie A,22,2000,28.8,454,432,18,0,0,3,8,2,0,0,0,0,271,4,15,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1527,Jhon Lucumí,COL,DF,Bologna,Serie A,25,1998,24.6,1857,1771,84,57,0,13,1,16,0,0,0,0,1734,2,8,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1528,José Luis Gayà,ESP,DF,Valencia,La Liga,28,1995,19.9,1062,851,206,24,1,11,82,182,0,0,0,0,801,5,28,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1529,José Luis Morales,ESP,"FW,MF",Villarreal,La Liga,36,1987,11.6,214,204,7,0,1,2,10,0,0,0,0,0,154,3,9,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1530,José Luis Palomino,ARG,DF,Atalanta,Serie A,33,1990,0.3,32,31,1,1,0,0,0,0,0,0,0,0,25,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1531,Douglas Luiz,BRA,MF,Aston Villa,Premier League,25,1998,33.3,2101,1857,237,129,11,13,115,6,100,61,7,2,1800,7,21,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1532,Romelu Lukaku,BEL,FW,Roma,Serie A,30,1993,29.3,621,574,40,0,0,1,13,0,0,0,0,0,438,7,26,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1533,Castello Lukeba,FRA,DF,RB Leipzig,Bundesliga,20,2002,24.3,1885,1839,45,34,1,10,5,5,0,0,0,0,1726,1,12,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1534,Dodi Lukebakio,BEL,"FW,MF",Sevilla,La Liga,25,1997,12.5,351,337,11,4,1,4,36,2,2,1,1,0,269,3,16,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1535,Saša Lukić,SRB,MF,Fulham,Premier League,26,1996,12.5,496,472,21,15,4,1,4,0,0,0,0,0,428,3,7,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1536,Karlo Lulić,CRO,MF,Frosinone,Serie A,27,1996,0.2,12,12,0,0,0,0,0,0,0,0,0,0,8,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1537,Andriy Lunin,UKR,GK,Real Madrid,La Liga,24,1999,21.0,666,531,133,17,0,1,0,0,0,0,0,0,580,2,2,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1538,Sebastiano Luperto,ITA,DF,Empoli,Serie A,26,1996,37.8,1785,1657,122,71,2,8,12,33,0,0,0,0,1455,6,10,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1539,Mateus Lusuardi,BRA,DF,Frosinone,Serie A,19,2004,2.4,154,134,19,4,0,0,1,15,0,0,0,0,134,1,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1540,Andreas Luthe,GER,GK,Bochum,Bundesliga,36,1987,1.0,49,37,12,5,0,0,0,0,0,0,0,0,25,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1541,Zito Luvumbo,ANG,"FW,MF",Cagliari,Serie A,21,2002,21.6,388,354,29,3,2,2,82,10,8,0,3,0,246,5,23,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1542,Charalampos Lykogiannis,GRE,DF,Bologna,Serie A,29,1993,10.0,594,496,96,9,0,8,59,84,3,2,1,0,451,2,16,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1543,Senne Lynen,BEL,MF,Werder Bremen,Bundesliga,24,1999,20.0,903,863,39,24,2,6,4,1,0,0,0,0,746,1,13,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1544,Joshua M'Bahia,CIV,MF,Clermont Foot,Ligue 1,18,2005,0.2,15,14,1,0,0,0,0,1,0,0,0,0,12,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1545,Othmane Maamma,MAR,FW,Montpellier,Ligue 1,17,2005,1.0,32,32,0,0,0,0,4,0,0,0,0,0,25,0,1,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1546,Ian Maatsen,NED,"FW,MF",Chelsea,Premier League,21,2002,2.3,138,126,12,0,1,0,8,11,1,0,1,0,97,0,1,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1547,Ian Maatsen,NED,DF,Dortmund,Bundesliga,21,2002,14.0,1060,945,112,17,3,8,26,94,1,1,0,0,928,3,20,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1548,Alexis Mac Allister,ARG,MF,Liverpool,Premier League,24,1998,28.9,1967,1900,61,38,14,11,32,2,11,2,9,0,1704,6,32,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1549,Deiver Machado,COL,DF,Lens,Ligue 1,29,1993,12.5,488,396,91,3,0,0,29,87,0,0,0,0,383,1,17,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1550,Darwin Machís,VEN,MF,Cádiz,La Liga,30,1993,8.7,290,253,36,10,0,6,64,6,20,12,3,0,177,1,16,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1551,James Maddison,ENG,MF,Tottenham,Premier League,26,1996,23.7,1500,1322,167,59,14,6,133,10,96,45,34,0,1210,11,30,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1552,Noni Madueke,ENG,FW,Chelsea,Premier League,21,2002,11.7,486,472,10,2,2,0,22,6,2,1,0,0,412,4,6,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1553,Pablo Maffeo,ESP,DF,Mallorca,La Liga,26,1997,16.2,603,482,119,2,2,2,67,116,1,0,0,0,374,2,20,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1554,Gabriel Magalhães,BRA,DF,Arsenal,Premier League,25,1997,33.8,2157,2030,122,53,2,4,4,4,0,0,0,0,1914,5,22,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1555,Soungoutou Magassa,FRA,"DF,MF",Monaco,Ligue 1,19,2003,15.0,998,977,21,18,1,21,3,3,0,0,0,0,871,0,14,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1556,Giulio Maggiore,ITA,MF,Salernitana,Serie A,25,1998,20.0,797,777,13,12,1,4,3,0,0,0,0,0,619,7,23,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1557,Matej Maglica,CRO,DF,Darmstadt 98,Bundesliga,24,1998,18.9,999,955,41,37,1,8,7,4,0,0,0,0,759,3,14,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1558,Giangiacomo Magnani,ITA,DF,Hellas Verona,Serie A,27,1995,27.2,994,939,49,48,0,21,12,1,0,0,0,0,785,6,6,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1559,Hugo Magnetti,FRA,MF,Brest,Ligue 1,25,1998,26.0,1143,1105,36,13,1,7,20,10,2,0,0,0,1008,2,17,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1560,Yohann Magnin,FRA,MF,Clermont Foot,Ligue 1,26,1997,18.7,836,810,25,13,1,4,14,9,3,3,0,0,698,1,12,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1561,Frank Magri,CMR,"FW,MF",Toulouse,Ligue 1,23,1999,16.0,333,323,9,0,3,1,17,4,0,0,0,0,231,1,11,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1562,Harry Maguire,ENG,DF,Manchester Utd,Premier League,30,1993,18.4,1103,1018,83,36,0,13,3,2,0,0,0,0,917,2,3,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1563,Jon Magunazelaia,ESP,"FW,MF",Real Sociedad,La Liga,22,2001,1.3,45,45,0,0,0,0,3,0,0,0,0,0,30,0,3,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1564,Adel Mahamoud,COM,FW,Nantes,Ligue 1,20,2003,0.1,4,4,0,0,0,0,0,0,0,0,0,0,2,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1565,Arne Maier,GER,MF,Augsburg,Bundesliga,24,1999,11.1,593,498,92,21,0,2,85,8,61,17,34,0,449,3,12,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1566,Habib Maïga,CIV,"MF,FW",Metz,Ligue 1,27,1996,1.6,63,62,0,0,0,0,1,0,0,0,0,0,47,1,1,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1567,Mike Maignan,FRA,GK,Milan,Serie A,28,1995,29.0,1228,1027,190,43,0,2,0,0,0,0,0,0,1033,11,2,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1568,Linton Maina,GER,"FW,MF",Köln,Bundesliga,24,1999,21.1,661,613,47,3,0,1,74,40,3,1,1,0,484,1,43,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1569,Patrick Mainka,GER,DF,Heidenheim,Bundesliga,28,1994,34.0,1555,1523,29,25,0,3,0,4,0,0,0,0,1289,3,16,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1570,Kobbie Mainoo,ENG,MF,Manchester Utd,Premier League,18,2005,21.4,868,863,5,4,8,3,6,0,0,0,0,0,748,0,16,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1571,Ainsley Maitland-Niles,ENG,"DF,MF",Lyon,Ligue 1,25,1997,15.9,796,694,98,9,1,5,21,86,3,1,0,0,663,4,12,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1572,Radosław Majecki,POL,GK,Monaco,Ligue 1,23,1999,12.0,376,271,105,25,0,0,0,0,0,0,0,0,277,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1573,Lovro Majer,CRO,MF,Rennes,Ligue 1,25,1998,0.2,16,15,1,0,0,0,1,0,1,0,1,0,14,0,1,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1574,Lovro Majer,CRO,"MF,FW",Wolfsburg,Bundesliga,25,1998,23.4,1039,968,68,18,1,2,89,3,42,21,17,0,760,3,40,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1575,Jean-Victor Makengo,FRA,"MF,FW",Lorient,Ligue 1,25,1998,5.3,277,271,6,4,0,2,5,1,1,0,0,0,244,0,6,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1576,Jordy Makengo,FRA,DF,Freiburg,Bundesliga,21,2001,11.4,545,479,66,9,0,1,23,57,0,0,0,0,449,0,10,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1577,Antoine Makoumbou,CGO,MF,Cagliari,Serie A,25,1998,30.0,1210,1171,33,23,4,19,11,8,0,0,0,0,1065,6,11,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1578,Nemanja Maksimović,SRB,MF,Getafe,La Liga,28,1995,36.3,1036,969,63,19,1,3,5,5,0,0,0,0,844,4,16,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1579,Julián Malatini,ARG,DF,Werder Bremen,Bundesliga,22,2001,6.7,364,346,16,14,0,1,6,2,0,0,0,0,295,2,8,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1580,Daniel Maldini,ITA,"MF,FW",Monza,Serie A,21,2001,3.7,114,103,11,2,1,0,9,0,8,3,2,0,89,0,1,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1581,Daniel Maldini,ITA,"FW,MF",Empoli,Serie A,21,2001,2.9,80,68,10,3,0,1,5,1,1,1,0,0,61,2,3,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1582,Youssef Maleh,MAR,MF,Empoli,Serie A,24,1998,28.9,1028,975,44,18,4,5,47,7,9,4,4,0,790,9,27,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1583,Donyell Malen,NED,"FW,MF",Dortmund,Bundesliga,24,1999,19.8,546,525,18,4,6,4,39,9,4,0,0,0,410,3,23,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1584,Ruslan Malinovskyi,UKR,MF,Genoa,Serie A,30,1993,17.2,719,688,26,15,5,9,19,5,5,4,0,1,573,5,13,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1585,Lennard Maloney,USA,MF,Heidenheim,Bundesliga,23,1999,25.4,942,921,19,15,0,15,4,3,0,0,0,0,698,2,21,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1586,Aaron Malouda,FRA,FW,Lille,Ligue 1,17,2005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1587,Giorgi Mamardashvili,GEO,GK,Valencia,La Liga,22,2000,36.5,1111,714,395,150,0,0,0,0,0,0,0,0,589,2,1,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
1588,David Mamutovic,GER,"FW,DF",Mainz 05,Bundesliga,22,2000,0.1,10,10,0,0,0,0,1,0,0,0,0,0,7,0,0,2023-2024,stats_passing_types,2025-10-18 04:36:48.649035
