rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,goals_against,penalty_kicks_allowed,free_kick_goals_against,corner_kick_goals_against,own_goals_against,post_shot_expected_goals,post_shot_expected_goals_per_shot,post_shot_expected_goals_plus_minus,post_shot_expected_goals_plus_minus_per_90,launches,launch_pct,avg_launch_distance,goal_kicks,crosses_faced,crosses_stopped,cross_stop_pct,defensive_actions_outside_penalty_area,defensive_actions_outside_penalty_area_per_90,avg_distance_defensive_actions,opponent_penalty_area_entries_stopped,keeper_stops,keeper_stop_pct,keeper_opa,keeper_opa_per_90,keeper_avg_distance,season,table_type,processed_at
95,Andreas Luthe,GER,GK,Bochum,Bundesliga,36,1987,1.0,4,0,0,0,1,2.7,0.68,-0.3,-0.3,20,43,46.5,42,2,85.7,51.3,0,0,0,13,0,0.0,0,0.0,7.7,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
96,Mike Maignan,FRA,GK,Milan,Serie A,28,1995,29.0,34,7,2,3,0,29.8,0.19,-4.2,-0.14,119,284,41.9,1070,188,21.1,28.2,0,0,0,339,37,10.9,36,1.24,15.2,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
97,Radosław Majecki,POL,GK,Monaco,Ligue 1,23,1999,12.0,10,0,0,0,1,14.7,0.29,5.7,0.47,39,121,32.2,296,68,31.1,32.0,0,0,0,160,13,8.1,7,0.58,11.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
98,Giorgi Mamardashvili,GEO,GK,Valencia,La Liga,22,2000,36.5,41,3,0,4,2,49.2,0.31,10.2,0.28,185,671,27.6,864,142,57.3,41.4,0,0,0,530,45,8.5,31,0.85,12.3,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
99,Steve Mandanda,FRA,GK,Rennes,Ligue 1,38,1985,34.0,46,3,0,5,3,38.2,0.25,-4.8,-0.14,134,416,32.2,1017,149,29.9,31.5,0,0,0,451,36,8.0,37,1.09,15.1,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
100,Christos Mandas,GRE,GK,Lazio,Serie A,21,2001,8.0,6,0,0,2,0,7.0,0.25,1.0,0.12,38,114,33.3,240,29,42.5,37.7,0,0,0,99,6,6.1,5,0.62,13.1,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
101,Vito Mannone,ITA,GK,Lille,Ligue 1,35,1988,1.0,2,0,0,0,0,1.7,0.35,-0.3,-0.26,5,16,31.3,37,1,40.5,35.9,0,0,0,11,2,18.2,4,3.96,15.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
102,Diego Mariño,ESP,GK,Almería,La Liga,33,1990,1.0,2,2,0,0,0,2.1,0.02,0.1,0.05,1,5,20.0,25,6,20.0,24.1,0,0,0,6,0,0.0,2,2.0,22.7,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
103,Unai Marrero,ESP,GK,Real Sociedad,La Liga,21,2001,1.6,3,1,0,0,0,2.9,0.37,-0.1,-0.09,10,25,40.0,37,5,45.9,37.0,0,0,0,27,1,3.7,4,2.54,20.1,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
104,Tommaso Martinelli,ITA,GK,Fiorentina,Serie A,17,2006,1.0,2,0,0,0,0,1.4,0.45,-0.6,-0.65,4,15,26.7,40,3,30.0,32.3,0,0,0,14,0,0.0,0,0.0,11.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
105,Emiliano Martínez,ARG,GK,Aston Villa,Premier League,30,1992,33.5,48,1,0,10,4,50.6,0.37,6.6,0.2,121,332,36.4,1270,157,21.0,27.7,0,0,0,373,45,12.1,69,2.06,17.5,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
106,Josep Martinez,ESP,GK,Genoa,Serie A,25,1998,36.0,43,3,1,4,1,38.9,0.28,-3.1,-0.09,227,583,38.9,1253,107,37.4,35.9,0,0,0,580,45,7.8,40,1.11,12.2,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
107,Marc Martínez,ESP,GK,Granada,La Liga,33,1990,3.0,11,2,0,3,0,12.1,0.46,1.1,0.37,17,39,43.6,74,9,33.8,33.3,0,0,0,30,0,0.0,10,3.33,23.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
108,Remi Matthews,ENG,GK,Crystal Palace,Premier League,29,1994,0.0,1,0,0,0,0,0.1,0.15,-0.9,-19.2,0,5,0.0,4,0,100.0,53.8,0,0,0,1,1,100.0,0,0.0,3.5,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
109,Luís Maximiano,POR,GK,Almería,La Liga,24,1999,33.0,63,4,0,7,0,59.7,0.32,-3.3,-0.1,158,543,29.1,995,146,38.4,35.5,0,0,0,551,25,4.5,38,1.15,14.5,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
110,Alex Meret,ITA,GK,Napoli,Serie A,26,1997,30.8,40,2,1,5,0,38.0,0.33,-2.0,-0.07,56,174,32.2,774,120,18.5,27.9,0,0,0,334,9,2.7,29,0.94,15.4,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
111,Alexander Meyer,GER,GK,Dortmund,Bundesliga,32,1991,7.7,9,0,0,0,1,7.8,0.3,-0.2,-0.03,27,81,33.3,334,29,20.1,28.3,0,0,0,107,8,7.5,7,0.91,14.5,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
112,Vanja Milinković-Savić,SRB,GK,Torino,Serie A,26,1997,36.0,31,6,0,4,0,33.8,0.21,2.8,0.08,264,783,33.7,1288,171,44.8,38.3,0,0,0,407,38,9.3,37,1.03,13.6,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
113,Antonio Mirante,ITA,GK,Milan,Serie A,40,1983,2.0,3,0,0,1,0,3.1,0.41,0.1,0.05,5,14,35.7,46,5,26.1,29.2,0,0,0,17,1,5.9,1,0.51,11.9,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
114,Lorenzo Montipò,ITA,GK,Hellas Verona,Serie A,27,1996,37.0,49,2,0,6,1,40.7,0.26,-7.3,-0.2,323,763,42.3,960,109,54.5,41.1,0,0,0,487,22,4.5,43,1.16,15.3,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
115,Kevin Müller,GER,GK,Heidenheim,Bundesliga,32,1991,34.0,55,7,0,7,3,53.6,0.27,1.6,0.05,249,595,41.8,1164,167,35.2,35.9,0,0,0,495,24,4.8,17,0.5,13.2,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
116,Arijanet Muric,KVX,GK,Burnley,Premier League,24,1998,10.0,16,1,0,1,1,21.7,0.26,6.7,0.67,77,219,35.2,547,54,36.4,34.3,0,0,0,143,20,14.0,31,3.1,17.2,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
117,Juan Musso,ARG,GK,Atalanta,Serie A,29,1994,11.0,12,2,0,2,1,9.8,0.23,-1.2,-0.11,40,120,33.3,299,70,24.4,29.6,0,0,0,110,10,9.1,16,1.45,16.7,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
118,Yvon Mvogo,SUI,GK,Lorient,Ligue 1,29,1994,34.0,66,8,1,8,1,64.0,0.28,-1.0,-0.03,139,378,36.8,921,162,29.1,31.4,0,0,0,591,24,4.1,13,0.38,8.9,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
119,Lapo Nava,ITA,GK,Milan,Serie A,19,2004,0.0,1,0,0,0,0,0.9,0.5,-0.1,-2.83,1,1,100.0,1,0,100.0,43.0,0,0,0,0,0,0.0,0,0.0,0.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
120,Keylor Navas,CRC,GK,Paris S-G,Ligue 1,36,1986,4.0,6,1,0,0,0,4.7,0.31,-1.3,-0.33,4,9,44.4,80,12,10.0,23.5,0,0,0,37,0,0.0,5,1.25,16.3,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
121,Massamba Ndiaye,SEN,GK,Clermont Foot,Ligue 1,21,2001,4.0,6,1,0,1,0,7.8,0.29,1.8,0.45,20,55,36.4,148,28,29.7,30.9,0,0,0,75,7,9.3,3,0.75,10.1,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
122,Neto,BRA,GK,Bournemouth,Premier League,34,1989,32.0,55,5,1,3,1,55.2,0.31,1.2,0.04,172,494,34.8,833,154,44.1,36.9,0,0,0,413,26,6.3,34,1.06,13.7,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
123,Manuel Neuer,GER,GK,Bayern Munich,Bundesliga,37,1986,22.8,33,2,1,1,0,29.1,0.29,-3.9,-0.17,73,159,45.9,779,110,18.6,27.7,0,0,0,231,9,3.9,32,1.4,17.5,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
124,Moritz Nicolas,GER,GK,Gladbach,Bundesliga,25,1997,27.0,49,4,0,6,0,45.1,0.26,-3.9,-0.14,112,315,35.6,888,140,26.0,29.7,0,0,0,460,21,4.6,22,0.81,13.2,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
125,Alexander Nübel,GER,GK,Stuttgart,Bundesliga,26,1996,30.0,36,3,0,5,3,30.8,0.27,-2.2,-0.07,126,291,43.3,1103,132,23.1,28.7,0,0,0,341,30,8.8,57,1.9,17.3,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
126,Ørjan Nyland,NOR,GK,Sevilla,La Liga,32,1990,24.0,27,3,1,1,1,29.8,0.26,3.8,0.16,166,449,37.0,583,108,49.9,39.4,0,0,0,359,20,5.6,17,0.71,13.5,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
127,Jan Oblak,SVN,GK,Atlético Madrid,La Liga,30,1993,38.0,43,1,0,3,0,39.8,0.28,-3.2,-0.08,114,336,33.9,740,180,27.6,31.5,0,0,0,579,36,6.2,22,0.58,11.8,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
128,Guillermo Ochoa,MEX,GK,Salernitana,Serie A,38,1985,21.0,44,7,0,3,1,37.2,0.27,-5.8,-0.28,85,323,26.3,479,73,46.3,37.5,0,0,0,342,9,2.6,11,0.52,13.6,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
129,Maduka Okoye,NGA,GK,Udinese,Serie A,23,1999,21.0,25,3,2,3,1,23.9,0.24,-0.1,0.0,99,263,37.6,286,45,55.9,41.7,0,0,0,365,7,1.9,2,0.1,8.7,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
130,Robin Olsen,SWE,GK,Aston Villa,Premier League,33,1990,4.5,13,0,1,0,0,11.1,0.3,-1.9,-0.43,15,48,31.3,176,19,20.5,27.1,0,0,0,46,6,13.0,1,0.22,8.4,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
131,Jonas Omlin,SUI,GK,Gladbach,Bundesliga,29,1994,7.0,18,2,0,1,0,13.3,0.24,-4.7,-0.67,32,90,35.6,242,37,30.2,32.3,0,0,0,78,7,9.0,12,1.71,15.3,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
132,André Onana,CMR,GK,Manchester Utd,Premier League,27,1996,38.0,58,7,1,11,1,59.7,0.27,2.7,0.07,149,513,29.0,1351,140,31.0,31.2,0,0,0,601,42,7.0,37,0.97,12.9,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
133,Stefan Ortega,GER,GK,Manchester City,Premier League,30,1992,7.1,7,0,0,1,0,9.0,0.33,2.0,0.28,28,68,41.2,247,24,24.7,27.9,0,0,0,65,6,9.2,13,1.84,16.8,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
134,Alexandre Oukidja,ALG,GK,Metz,Ligue 1,35,1988,33.2,57,6,1,7,0,52.3,0.26,-4.7,-0.14,209,666,31.4,708,125,57.3,42.4,0,0,0,569,46,8.1,22,0.66,10.3,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
135,Jesús Owono,EQG,GK,Alavés,La Liga,22,2001,4.0,8,0,0,1,0,6.4,0.27,-1.6,-0.4,36,77,46.8,88,9,54.5,41.7,0,0,0,29,4,13.8,8,2.0,15.2,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
136,Rui Patrício,POR,GK,Roma,Serie A,35,1988,23.0,27,2,0,2,2,23.4,0.29,-1.6,-0.07,90,211,42.7,492,86,31.5,31.0,0,0,0,309,16,5.2,8,0.35,11.7,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
137,Jiří Pavlenka,CZE,GK,Werder Bremen,Bundesliga,31,1992,7.0,17,2,0,1,0,13.1,0.3,-3.9,-0.56,31,85,36.5,177,37,37.9,34.2,0,0,0,109,7,6.4,9,1.29,14.4,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
138,Iñaki Peña,ESP,GK,Barcelona,La Liga,24,1999,10.0,17,0,0,0,0,13.9,0.36,-3.1,-0.31,21,49,42.9,249,46,13.3,23.7,0,0,0,116,2,1.7,5,0.5,10.6,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
139,Daniel Peretz,ISR,GK,Bayern Munich,Bundesliga,23,2000,0.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,4,0.0,15,3,26.7,33.1,0,0,0,2,0,0.0,0,0.0,0.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
140,Simone Perilli,ITA,GK,Hellas Verona,Serie A,28,1995,1.0,2,0,0,0,0,2.7,0.29,0.7,0.75,8,28,28.6,32,2,75.0,49.5,0,0,0,5,0,0.0,2,2.0,18.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
141,Mattia Perin,ITA,GK,Juventus,Serie A,30,1992,2.5,1,0,0,0,0,1.2,0.25,0.2,0.1,5,15,33.3,54,9,25.9,29.4,0,0,0,29,2,6.9,3,1.2,16.7,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
142,Samuele Perisan,ITA,GK,Empoli,Serie A,25,1997,1.0,2,0,0,0,0,0.7,0.14,-1.3,-1.32,1,8,12.5,22,8,27.3,26.3,0,0,0,18,0,0.0,1,1.0,21.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
143,Pavao Pervan,AUT,GK,Wolfsburg,Bundesliga,35,1987,9.0,17,0,2,2,1,11.5,0.32,-4.5,-0.51,40,104,38.5,263,39,33.5,32.8,0,0,0,127,1,0.8,3,0.33,12.1,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
144,Denis Petrić,SRB,GK,Nantes,Ligue 1,35,1988,0.3,1,0,0,1,0,0.3,0.28,-0.7,-2.71,1,2,50.0,7,2,28.6,30.7,0,0,0,4,0,0.0,0,0.0,0.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
145,Đorđe Petrović,SRB,GK,Chelsea,Premier League,23,1999,22.1,38,1,0,5,3,28.3,0.26,-6.7,-0.3,67,214,31.3,655,97,22.1,27.8,0,0,0,312,20,6.4,20,0.91,12.7,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
146,Jordan Pickford,ENG,GK,Everton,Premier League,29,1994,38.0,51,8,0,9,3,52.4,0.28,4.4,0.12,360,901,40.0,1297,141,56.7,41.6,0,0,0,570,30,5.3,54,1.42,15.9,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
147,Carlo Pinsoglio,ITA,GK,Juventus,Serie A,33,1990,0.5,0,0,0,0,0,0.5,0.18,0.5,1.06,2,5,40.0,21,1,23.8,31.4,0,0,0,17,0,0.0,0,0.0,5.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
148,Nick Pope,ENG,GK,Newcastle Utd,Premier League,31,1992,14.9,16,0,1,2,0,16.8,0.3,0.8,0.06,41,118,34.7,304,88,21.1,28.6,0,0,0,143,9,6.3,28,1.87,19.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
149,Ivan Provedel,ITA,GK,Lazio,Serie A,29,1994,30.0,33,2,0,1,0,30.0,0.23,-3.0,-0.1,101,252,40.1,841,103,22.6,30.8,0,0,0,377,15,4.0,18,0.6,13.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
150,Ionuț Radu,ROU,GK,Bournemouth,Premier League,26,1997,2.0,7,0,0,3,0,2.9,0.27,-4.1,-2.04,5,15,33.3,57,10,19.3,26.9,0,0,0,19,2,10.5,0,0.0,9.6,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
151,Boris Radunović,SRB,GK,Cagliari,Serie A,27,1996,7.0,12,0,0,1,1,10.1,0.38,-0.9,-0.13,41,91,45.1,156,31,35.9,37.0,0,0,0,98,6,6.1,4,0.57,11.2,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
152,Predrag Rajković,SRB,GK,Mallorca,La Liga,27,1995,36.0,43,4,1,4,1,41.8,0.27,-0.2,-0.01,322,795,40.5,946,117,60.9,44.7,0,0,0,502,33,6.6,28,0.78,13.7,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
153,Aaron Ramsdale,ENG,GK,Arsenal,Premier League,25,1998,6.0,5,0,0,1,0,3.7,0.26,-1.3,-0.22,19,69,27.5,169,30,34.9,33.3,0,0,0,46,8,17.4,9,1.5,14.6,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
154,Federico Ravaglia,ITA,GK,Bologna,Serie A,23,1999,5.9,3,0,1,0,0,5.5,0.25,2.5,0.43,14,49,28.6,172,23,18.0,25.4,0,0,0,73,1,1.4,4,0.67,17.1,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
155,David Raya,ESP,GK,Arsenal,Premier League,27,1995,32.0,24,2,1,5,1,20.4,0.26,-2.6,-0.08,138,372,37.1,969,159,32.2,30.7,0,0,0,329,40,12.2,50,1.56,17.9,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
156,Pepe Reina,ESP,GK,Villarreal,La Liga,40,1982,2.0,2,0,0,0,0,1.9,0.21,-0.1,-0.05,6,18,33.3,58,12,24.1,30.2,0,0,0,38,1,2.6,0,0.0,5.3,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
157,Álex Remiro,ESP,GK,Real Sociedad,La Liga,28,1995,36.4,36,5,0,5,1,37.9,0.26,2.9,0.08,182,440,41.4,1090,111,30.6,32.0,0,0,0,383,18,4.7,54,1.48,16.9,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
158,Guillaume Restes,FRA,GK,Toulouse,Ligue 1,18,2005,34.0,46,4,2,6,0,45.3,0.3,-0.7,-0.02,92,285,32.3,702,93,27.4,29.3,0,0,0,490,7,1.4,16,0.47,10.7,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
159,Manuel Riemann,GER,GK,Bochum,Bundesliga,34,1988,33.0,70,9,0,9,3,59.6,0.27,-7.4,-0.22,430,1041,41.3,1498,89,61.0,42.5,0,0,0,510,35,6.9,104,3.15,19.8,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
160,Rémy Riou,FRA,GK,Lyon,Ligue 1,35,1987,3.0,6,0,1,0,0,4.7,0.33,-1.3,-0.44,5,24,20.8,81,13,16.0,26.1,0,0,0,32,3,9.4,3,1.0,13.4,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
161,Francesco Rossi,ITA,GK,Atalanta,Serie A,32,1991,0.1,0,0,0,0,0,0.8,0.75,0.8,13.52,0,1,0.0,1,1,0.0,14.0,0,0,0,2,0,0.0,0,0.0,0.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
162,Frederik Rønnow,DEN,GK,Union Berlin,Bundesliga,30,1992,33.0,56,5,2,7,1,51.7,0.28,-3.3,-0.1,198,525,37.7,1096,174,35.2,33.6,0,0,0,539,54,10.0,37,1.12,12.9,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
163,José Sá,POR,GK,Wolves,Premier League,30,1993,33.7,58,8,1,7,1,65.9,0.31,8.9,0.26,87,424,20.5,841,190,33.3,33.0,0,0,0,522,45,8.6,28,0.83,12.6,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
164,Brice Samba,FRA,GK,Lens,Ligue 1,29,1994,33.0,35,6,0,6,1,42.3,0.27,8.3,0.25,163,369,44.2,948,143,31.8,31.5,0,0,0,388,32,8.2,39,1.18,14.8,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
165,Robert Sánchez,ESP,GK,Chelsea,Premier League,25,1997,15.9,25,2,0,3,0,24.2,0.28,-0.8,-0.05,61,147,41.5,516,87,21.3,28.1,0,0,0,202,19,9.4,27,1.7,15.8,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
166,Marcel Schuhen,GER,GK,Darmstadt 98,Bundesliga,30,1993,31.0,76,1,2,7,2,68.0,0.34,-6.0,-0.19,245,618,39.6,1204,182,36.3,34.8,0,0,0,453,24,5.3,51,1.65,16.5,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
167,Marvin Schwäbe,GER,GK,Köln,Bundesliga,28,1995,34.0,60,3,0,10,0,62.0,0.36,2.0,0.06,135,372,36.3,1148,101,28.4,31.4,0,0,0,504,14,2.8,21,0.62,13.4,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
168,Alexander Schwolow,GER,GK,Union Berlin,Bundesliga,31,1992,1.0,2,0,0,0,0,1.2,0.2,-0.8,-0.81,4,10,40.0,28,4,32.1,34.1,0,0,0,13,0,0.0,0,0.0,5.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
169,Simone Scuffet,ITA,GK,Cagliari,Serie A,27,1996,31.0,55,3,3,9,2,45.1,0.33,-7.9,-0.25,161,452,35.6,684,106,43.3,37.1,0,0,0,482,22,4.6,20,0.65,12.1,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
170,Matz Sels,BEL,GK,Nott'ham Forest,Premier League,31,1992,16.0,27,1,0,9,2,17.1,0.27,-7.9,-0.5,75,179,41.9,283,51,45.9,36.6,0,0,0,222,11,5.0,4,0.25,9.4,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
171,Matz Sels,BEL,GK,Strasbourg,Ligue 1,31,1992,19.0,24,1,0,2,2,18.0,0.28,-4.0,-0.21,88,226,38.9,505,68,37.4,34.5,0,0,0,257,6,2.3,19,1.0,13.9,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
172,James Shea,ENG,GK,Luton Town,Premier League,32,1991,0.2,0,0,0,0,0,0.1,0.06,0.1,0.75,3,6,50.0,6,1,83.3,50.8,0,0,0,3,0,0.0,1,6.0,19.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
173,Rui Silva,POR,GK,Betis,La Liga,29,1994,27.5,36,7,2,3,2,37.5,0.26,3.5,0.13,129,380,33.9,772,119,36.0,33.5,0,0,0,375,31,8.3,34,1.24,14.9,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
174,Marco Silvestri,ITA,GK,Udinese,Serie A,32,1991,17.0,28,6,0,2,0,25.7,0.29,-2.3,-0.14,57,168,33.9,345,68,33.6,32.3,0,0,0,282,5,1.8,7,0.41,13.1,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
175,Unai Simón,ESP,GK,Athletic Club,La Liga,26,1997,35.4,33,1,0,2,4,38.0,0.28,9.0,0.26,220,679,32.4,982,144,48.5,38.7,0,0,0,450,31,6.9,46,1.3,16.3,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
176,Antonio Sivera,ESP,GK,Alavés,La Liga,26,1996,34.0,38,8,0,3,2,38.4,0.25,2.4,0.07,279,701,39.8,807,116,62.3,44.6,0,0,0,501,25,5.0,29,0.85,13.1,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
177,Łukasz Skorupski,POL,GK,Bologna,Serie A,32,1991,32.0,29,3,1,3,1,26.6,0.23,-1.4,-0.05,103,297,34.7,829,136,26.3,29.6,0,0,0,432,12,2.8,15,0.47,12.2,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
178,Daniele Sommariva,ITA,GK,Genoa,Serie A,26,1997,0.1,0,0,0,0,0,0.0,0.0,0.0,0.0,0,3,0.0,2,0,100.0,54.5,0,0,0,2,1,50.0,0,0.0,15.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
179,Yann Sommer,SUI,GK,Inter,Serie A,34,1988,34.0,19,2,0,3,0,25.5,0.23,6.5,0.19,104,226,46.0,1033,120,17.4,26.1,0,0,0,395,18,4.6,14,0.41,12.1,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
180,David Soria,ESP,GK,Getafe,La Liga,30,1993,37.9,52,5,0,6,0,53.9,0.29,1.9,0.05,339,908,37.3,979,123,66.2,45.8,0,0,0,458,17,3.7,62,1.63,17.3,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
181,Alessandro Sorrentino,ITA,GK,Monza,Serie A,21,2002,6.1,16,4,0,1,0,14.4,0.34,-1.6,-0.27,18,56,32.1,151,29,26.5,30.6,0,0,0,62,3,4.8,3,0.49,16.8,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
182,Marco Sportiello,ITA,GK,Milan,Serie A,31,1992,7.0,11,1,0,0,1,8.9,0.25,-1.1,-0.15,20,51,39.2,230,40,20.4,26.9,0,0,0,81,5,6.2,9,1.29,15.4,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
183,Jason Steele,ENG,GK,Brighton,Premier League,32,1990,17.0,34,3,1,5,2,25.7,0.32,-6.3,-0.37,47,132,35.6,617,69,20.1,26.6,0,0,0,173,7,4.0,41,2.41,20.6,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
184,Thomas Strakosha,ALB,GK,Brentford,Premier League,28,1995,1.5,2,0,0,0,0,1.5,0.2,-0.5,-0.3,12,30,40.0,56,5,41.1,35.8,0,0,0,37,2,5.4,1,0.67,10.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
185,Mile Svilar,SRB,GK,Roma,Serie A,23,1999,15.0,19,1,0,3,1,20.2,0.24,2.2,0.14,44,116,37.9,516,77,15.9,25.3,0,0,0,208,16,7.7,7,0.47,12.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
186,Wojciech Szczęsny,POL,GK,Juventus,Serie A,33,1990,35.0,30,2,0,4,2,28.3,0.24,0.3,0.01,147,340,43.2,828,134,32.0,32.8,0,0,0,555,26,4.7,20,0.57,11.6,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
187,Arnau Tenas,ESP,GK,Paris S-G,Ligue 1,22,2001,5.9,7,0,0,2,0,6.0,0.24,-1.0,-0.17,14,46,30.4,174,19,23.0,29.6,0,0,0,71,2,2.8,5,0.85,14.8,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
188,Marc-André ter Stegen,GER,GK,Barcelona,La Liga,31,1992,28.0,27,2,0,1,0,27.7,0.25,0.7,0.03,92,167,55.1,871,115,14.4,26.3,0,0,0,334,13,3.9,31,1.11,15.6,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
189,Pietro Terracciano,ITA,GK,Fiorentina,Serie A,33,1990,33.0,35,6,3,5,0,40.2,0.27,5.2,0.16,164,382,42.9,1051,120,29.0,32.1,0,0,0,307,7,2.3,23,0.7,14.6,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
190,James Trafford,ENG,GK,Burnley,Premier League,20,2002,28.0,62,5,0,10,2,54.1,0.3,-5.9,-0.21,138,606,22.8,1332,162,33.9,31.3,0,0,0,419,30,7.2,43,1.54,15.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
