rank,player_name,nation,position,squad,competition,age,birth_year,nineties_played,goals_against,penalty_kicks_allowed,free_kick_goals_against,corner_kick_goals_against,own_goals_against,post_shot_expected_goals,post_shot_expected_goals_per_shot,post_shot_expected_goals_plus_minus,post_shot_expected_goals_plus_minus_per_90,launches,launch_pct,avg_launch_distance,goal_kicks,crosses_faced,crosses_stopped,cross_stop_pct,defensive_actions_outside_penalty_area,defensive_actions_outside_penalty_area_per_90,avg_distance_defensive_actions,opponent_penalty_area_entries_stopped,keeper_stops,keeper_stop_pct,keeper_opa,keeper_opa_per_90,keeper_avg_distance,season,table_type,processed_at
14,Etrit Berisha,ALB,GK,Empoli,Serie A,34,1989,14.0,25,2,0,5,1,20.7,0.24,-3.3,-0.24,44,184,23.9,400,75,34.8,33.0,0,0,0,236,11,4.7,10,0.71,12.4,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
15,Dimitry Bertaud,COD,GK,Montpellier,Ligue 1,25,1998,4.0,11,0,0,1,0,10.9,0.32,-0.1,-0.02,18,61,29.5,118,26,42.4,38.0,0,0,0,56,3,5.4,0,0.0,9.6,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
16,Marco Bizot,NED,GK,Brest,Ligue 1,32,1991,32.0,34,2,0,4,0,36.2,0.27,2.2,0.07,232,482,48.1,908,134,39.3,35.1,0,0,0,382,18,4.7,41,1.28,15.7,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
17,Rubén Blanco,ESP,GK,Marseille,Ligue 1,28,1995,1.3,2,0,0,0,0,1.3,0.21,-0.7,-0.55,5,12,41.7,41,6,26.8,28.4,0,0,0,24,4,16.7,1,0.74,10.4,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
18,Janis Blaswich,GER,GK,RB Leipzig,Bundesliga,32,1991,21.0,30,4,0,7,0,25.3,0.28,-4.7,-0.22,57,155,36.8,822,89,14.7,25.7,0,0,0,251,16,6.4,37,1.76,17.6,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
19,Yassine Bounou,MAR,GK,Sevilla,La Liga,32,1991,1.0,2,0,0,0,0,1.1,0.37,-0.9,-0.88,6,16,37.5,24,4,41.7,36.1,0,0,0,9,0,0.0,0,0.0,0.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
20,Claudio Bravo,CHI,GK,Betis,La Liga,40,1983,7.0,5,0,0,0,1,5.5,0.27,1.5,0.21,38,80,47.5,169,30,30.2,30.6,0,0,0,101,4,4.0,6,0.86,12.6,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
21,Fabian Bredlow,GER,GK,Stuttgart,Bundesliga,28,1995,4.0,3,0,0,1,0,5.0,0.23,2.0,0.49,22,61,36.1,168,15,31.5,31.0,0,0,0,55,1,1.8,5,1.25,16.6,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
22,Alexander Brunst,GER,GK,Darmstadt 98,Bundesliga,28,1995,3.0,10,0,0,2,0,6.3,0.37,-3.7,-1.25,33,72,45.8,129,13,41.1,36.0,0,0,0,51,3,5.9,9,3.0,19.1,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
23,Marcin Bułka,POL,GK,Nice,Ligue 1,23,1999,34.0,29,5,0,1,1,30.7,0.22,2.7,0.08,74,189,39.2,1086,158,14.4,23.9,0,0,0,376,32,8.5,21,0.62,12.2,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
24,Elia Caprile,ITA,GK,Empoli,Serie A,21,2001,23.0,27,4,0,5,0,27.6,0.22,0.6,0.02,117,350,33.4,657,137,40.3,36.8,0,0,0,391,31,7.9,20,0.87,13.3,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
25,Dani Cárdenas,ESP,GK,Rayo Vallecano,La Liga,26,1997,1.0,1,0,0,0,0,0.9,0.93,-0.1,-0.07,2,15,13.3,36,5,36.1,36.3,0,0,0,5,0,0.0,2,2.0,17.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
26,Marco Carnesecchi,ITA,GK,Atalanta,Serie A,23,2000,26.9,30,4,0,2,0,29.3,0.22,-0.7,-0.03,121,338,35.8,680,142,30.6,33.8,0,0,0,332,20,6.0,39,1.45,14.7,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
27,Koen Casteels,BEL,GK,Wolfsburg,Bundesliga,31,1992,25.0,39,2,0,2,2,36.4,0.3,-0.6,-0.03,161,390,41.3,786,118,36.3,35.0,0,0,0,335,25,7.5,38,1.52,15.7,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
28,Michele Cerofolini,ITA,GK,Frosinone,Serie A,24,1999,7.5,11,0,0,1,1,5.9,0.22,-4.1,-0.55,18,100,18.0,171,28,47.4,37.2,0,0,0,126,4,3.2,7,0.93,14.3,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
29,Lucas Chevalier,FRA,GK,Lille,Ligue 1,21,2001,33.0,32,3,0,2,2,35.7,0.26,5.7,0.17,101,344,29.4,1059,121,26.5,29.6,0,0,0,388,25,6.4,28,0.85,12.7,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
30,Oliver Christensen,DEN,GK,Fiorentina,Serie A,24,1999,4.0,9,2,0,0,0,4.0,0.11,-5.0,-1.26,23,61,37.7,170,15,31.8,31.0,0,0,0,32,1,3.1,9,2.25,19.5,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
31,Andrea Consigli,ITA,GK,Sassuolo,Serie A,36,1987,35.0,68,7,1,7,3,51.7,0.28,-13.3,-0.38,172,540,31.9,982,143,42.3,36.9,0,0,0,545,23,4.2,22,0.63,11.8,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
32,Nikita Contini Baranovsky,ITA,GK,Napoli,Serie A,27,1996,0.2,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,3,1,0.0,17.0,0,0,0,1,0,0.0,3,15.88,37.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
33,Benoît Costil,FRA,GK,Salernitana,Serie A,36,1987,13.0,29,3,0,2,1,23.6,0.32,-4.4,-0.34,71,228,31.1,323,45,48.0,37.0,0,0,0,212,2,0.9,19,1.46,18.2,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
34,Grégoire Coudert,FRA,GK,Brest,Ligue 1,24,1999,2.0,0,0,0,0,0,0.3,0.07,0.3,0.13,12,36,33.3,70,10,41.4,37.2,0,0,0,24,0,0.0,2,0.99,23.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
35,Thibaut Courtois,BEL,GK,Real Madrid,La Liga,31,1992,3.7,0,0,0,0,0,3.1,0.22,3.1,0.85,10,19,52.6,105,25,16.2,26.7,0,0,0,47,2,4.3,5,1.36,15.3,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
36,Alessio Cragno,ITA,GK,Sassuolo,Serie A,29,1994,3.0,7,1,1,1,1,5.1,0.3,-0.9,-0.28,17,45,37.8,78,11,50.0,37.8,0,0,0,37,3,8.1,8,2.67,18.6,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
37,Cristian,ESP,GK,Valencia,La Liga,25,1998,0.6,1,0,0,1,0,0.5,0.17,-0.5,-0.75,2,5,40.0,15,4,26.7,29.1,0,0,0,12,0,0.0,0,0.0,8.3,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
38,Iván Cuéllar,ESP,GK,Mallorca,La Liga,39,1984,1.0,1,0,0,0,0,1.2,0.19,0.2,0.17,1,11,9.1,32,8,31.3,33.0,0,0,0,6,1,16.7,0,0.0,7.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
39,Finn Dahmen,GER,GK,Augsburg,Bundesliga,25,1998,31.0,52,7,0,10,2,49.3,0.26,-0.7,-0.02,169,450,37.6,1151,92,30.8,32.4,0,0,0,484,28,5.8,50,1.61,15.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
40,Rémy Descamps,FRA,GK,Nantes,Ligue 1,27,1996,6.0,11,1,0,0,0,12.5,0.35,1.5,0.26,51,125,40.8,141,28,51.1,40.3,0,0,0,116,8,6.9,0,0.0,7.8,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
41,Arthur Desmas,FRA,GK,Le Havre,Ligue 1,29,1994,33.0,43,1,0,5,2,47.0,0.3,6.0,0.18,155,454,34.1,719,135,46.9,37.1,0,0,0,470,32,6.8,24,0.73,12.5,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
42,Raffaele Di Gennaro,ITA,GK,Inter,Serie A,29,1993,0.3,0,0,0,0,0,0.5,0.13,0.5,2.08,1,2,50.0,15,3,13.3,25.2,0,0,0,4,0,0.0,0,0.0,0.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
43,Michele Di Gregorio,ITA,GK,Monza,Serie A,26,1997,31.9,35,3,1,5,0,45.4,0.26,10.4,0.33,179,430,41.6,1126,201,27.8,30.6,0,0,0,469,19,4.1,18,0.56,11.5,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
44,Mory Diaw,SEN,GK,Clermont Foot,Ligue 1,30,1993,30.0,54,6,0,5,1,57.1,0.28,4.1,0.14,206,558,36.9,1065,129,42.8,36.7,0,0,0,439,39,8.9,46,1.53,14.4,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
45,Guillaume Dietsch,FRA,GK,Metz,Ligue 1,22,2001,0.8,1,0,0,0,0,0.8,0.31,-0.2,-0.21,6,16,37.5,19,3,47.4,36.4,0,0,0,14,1,7.1,0,0.0,3.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
46,Stole Dimitrievski,MKD,GK,Rayo Vallecano,La Liga,29,1993,37.0,47,1,1,5,2,46.9,0.31,1.9,0.05,168,598,28.1,928,171,47.1,39.4,0,0,0,529,23,4.3,38,1.03,14.6,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
47,Yehvann Diouf,SEN,GK,Reims,Ligue 1,23,1999,34.0,47,6,1,4,1,42.7,0.27,-3.3,-0.1,124,353,35.1,1135,179,25.2,30.1,0,0,0,522,38,7.3,46,1.35,14.2,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
48,Marko Dmitrović,SRB,GK,Sevilla,La Liga,31,1992,13.0,25,2,0,3,1,22.4,0.3,-1.6,-0.12,52,148,35.1,314,70,32.5,32.7,0,0,0,152,11,7.2,15,1.15,15.4,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
49,Jaume Doménech,ESP,GK,Valencia,La Liga,32,1990,0.9,3,0,1,2,0,1.7,0.14,-1.3,-1.52,4,20,20.0,24,2,62.5,40.5,0,0,0,19,1,5.3,1,1.14,11.4,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
50,Gianluigi Donnarumma,ITA,GK,Paris S-G,Ligue 1,24,1999,24.1,20,3,0,2,0,30.4,0.25,10.4,0.43,36,94,38.3,641,113,11.4,24.2,0,0,0,294,15,5.1,23,0.95,13.2,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
51,Martin Dúbravka,SVK,GK,Newcastle Utd,Premier League,34,1989,22.1,42,4,0,5,0,42.2,0.29,0.2,0.01,56,165,33.9,480,143,15.6,25.4,0,0,0,296,20,6.8,22,1.0,12.9,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
52,Ederson,BRA,GK,Manchester City,Premier League,29,1993,30.9,27,3,0,2,1,27.2,0.3,1.2,0.04,114,246,46.3,1120,137,18.3,27.2,0,0,0,247,25,10.1,50,1.62,17.3,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
53,Aarón Escandell,ESP,GK,Las Palmas,La Liga,27,1995,1.7,3,0,0,0,0,2.5,0.62,-0.5,-0.3,9,26,34.6,73,10,27.4,30.4,0,0,0,24,1,4.2,4,2.35,18.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
54,Łukasz Fabiański,POL,GK,West Ham,Premier League,38,1985,8.0,21,3,0,3,1,19.8,0.33,-0.2,-0.02,50,123,40.7,182,44,50.0,39.0,0,0,0,114,8,7.0,1,0.12,7.6,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
55,Wladimiro Falcone,ITA,GK,Lecce,Serie A,28,1995,38.0,54,5,1,7,1,51.0,0.26,-2.0,-0.05,152,489,31.1,893,159,42.6,34.9,0,0,0,522,20,3.8,20,0.53,11.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
56,Aitor Fernández,ESP,GK,Osasuna,La Liga,32,1991,6.1,9,1,0,2,0,6.1,0.26,-2.9,-0.47,47,113,41.6,174,19,56.3,42.5,0,0,0,69,1,1.4,15,2.45,24.8,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
57,Raúl Fernández,ESP,GK,Granada,La Liga,35,1988,3.1,11,0,0,1,1,7.8,0.46,-2.2,-0.71,14,47,29.8,88,10,37.5,35.7,0,0,0,36,4,11.1,11,3.54,17.3,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
58,Fernando,ESP,GK,Almería,La Liga,33,1990,4.0,10,0,0,1,0,8.5,0.37,-1.5,-0.36,22,67,32.8,133,28,39.8,35.6,0,0,0,72,4,5.6,7,1.75,14.5,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
59,André Ferreira,POR,GK,Granada,La Liga,27,1996,14.9,29,3,0,2,1,27.8,0.33,-0.2,-0.01,73,186,39.2,388,88,31.4,32.2,0,0,0,195,6,3.1,13,0.87,12.6,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
60,Vincenzo Fiorillo,ITA,GK,Salernitana,Serie A,33,1990,4.0,8,0,0,4,0,7.3,0.28,-0.7,-0.18,27,96,28.1,72,9,68.1,44.9,0,0,0,77,4,5.2,1,0.25,7.6,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
61,Mark Flekken,NED,GK,Brentford,Premier League,30,1993,36.5,63,2,0,6,0,55.4,0.31,-7.6,-0.21,242,647,37.4,1288,131,36.6,34.5,0,0,0,568,44,7.7,37,1.01,12.6,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
62,Wes Foderingham,ENG,GK,Sheffield Utd,Premier League,32,1991,29.4,79,5,0,8,5,70.4,0.33,-3.6,-0.12,205,618,33.2,783,101,54.5,40.2,0,0,0,468,28,6.0,42,1.43,14.7,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
63,Daniel Fuzato,BRA,GK,Getafe,La Liga,26,1997,0.1,2,0,0,1,0,1.3,0.63,-0.7,-9.63,2,7,28.6,6,1,50.0,39.2,0,0,0,5,1,20.0,0,0.0,10.7,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
64,Paulo Gazzaniga,ARG,GK,Girona,La Liga,31,1992,38.0,46,5,0,8,0,51.0,0.28,5.0,0.13,155,420,36.9,1140,178,25.6,30.0,0,0,0,534,41,7.7,33,0.87,13.2,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
65,Luca Gemello,ITA,GK,Torino,Serie A,23,2000,2.0,5,1,0,0,0,3.6,0.31,-1.4,-0.72,10,29,34.5,104,8,26.9,31.1,0,0,0,24,3,12.5,3,1.5,12.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
66,David Gil,ESP,GK,Cádiz,La Liga,29,1994,4.1,8,0,0,0,1,5.3,0.26,-1.7,-0.4,51,125,40.8,104,8,76.9,49.3,0,0,0,91,7,7.7,0,0.0,7.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
67,Pierluigi Gollini,ITA,GK,Napoli,Serie A,28,1995,7.0,8,0,0,1,0,8.2,0.34,0.2,0.02,27,68,39.7,213,28,22.1,29.5,0,0,0,82,5,6.1,9,1.29,16.2,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
68,Mathieu Gorgelin,FRA,GK,Le Havre,Ligue 1,32,1990,1.0,2,1,0,0,0,2.9,0.39,0.9,0.92,3,9,33.3,17,0,47.1,33.1,0,0,0,12,0,0.0,1,1.0,14.5,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
69,Jens Grahl,GER,GK,Eint Frankfurt,Bundesliga,34,1988,2.0,2,0,0,0,0,1.4,0.15,-0.6,-0.31,4,29,13.8,77,15,31.2,34.4,0,0,0,33,4,12.1,4,2.0,15.7,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
70,Ivo Grbić,CRO,GK,Sheffield Utd,Premier League,27,1996,8.6,25,0,0,4,2,14.7,0.25,-8.3,-0.97,65,199,32.7,207,25,57.5,41.2,0,0,0,193,11,5.7,14,1.63,14.4,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
71,Dominik Greif,SVK,GK,Mallorca,La Liga,26,1997,1.0,0,0,0,0,0,0.7,0.16,0.7,0.66,10,18,55.6,23,3,52.2,42.0,0,0,0,12,0,0.0,1,1.0,23.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
72,Vicente Guaita,ESP,GK,Celta Vigo,La Liga,36,1987,26.7,39,4,0,5,2,39.7,0.31,2.7,0.1,137,356,38.5,589,134,39.4,35.5,0,0,0,420,23,5.5,27,1.01,13.3,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
73,Péter Gulácsi,HUN,GK,RB Leipzig,Bundesliga,33,1990,13.0,9,0,1,1,1,10.3,0.25,2.3,0.17,22,79,27.8,373,58,12.9,25.1,0,0,0,175,7,4.0,14,1.08,14.5,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
74,Dean Henderson,ENG,GK,Crystal Palace,Premier League,26,1997,18.0,30,1,0,3,1,27.4,0.31,-1.6,-0.09,59,245,24.1,377,52,46.7,38.6,0,0,0,246,5,2.0,17,0.94,13.8,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
75,Sergio Herrera,ESP,GK,Osasuna,La Liga,30,1993,31.9,47,0,0,6,0,45.6,0.34,-1.4,-0.04,282,658,42.9,961,100,52.0,40.4,0,0,0,468,29,6.2,43,1.35,16.4,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
76,Lukáš Hrádecký,FIN,GK,Leverkusen,Bundesliga,33,1989,33.0,24,0,0,4,0,27.5,0.27,3.5,0.11,71,202,35.1,736,165,20.8,27.6,0,0,0,313,27,8.6,39,1.18,16.5,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
77,Sam Johnstone,ENG,GK,Crystal Palace,Premier League,30,1993,20.0,27,2,0,4,1,20.0,0.27,-6.0,-0.3,117,355,33.0,453,63,55.0,41.2,0,0,0,339,24,7.1,12,0.6,11.2,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
78,Filip Jørgensen,DEN,GK,Villarreal,La Liga,21,2002,36.0,63,6,1,9,1,59.8,0.27,-2.2,-0.06,144,360,40.0,1055,178,24.5,29.7,0,0,0,650,34,5.2,36,1.0,13.4,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
79,Thomas Kaminski,BEL,GK,Luton Town,Premier League,30,1992,37.8,85,4,0,13,4,77.6,0.34,-3.4,-0.09,271,808,33.5,1121,150,52.0,39.5,0,0,0,558,16,2.9,76,2.01,20.5,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
80,Loris Karius,GER,GK,Newcastle Utd,Premier League,30,1993,1.0,4,0,0,1,1,2.0,0.29,-1.0,-0.99,3,18,16.7,27,5,48.1,36.3,0,0,0,10,1,10.0,3,3.0,19.5,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
81,Caoimhín Kelleher,IRL,GK,Liverpool,Premier League,24,1998,10.0,11,0,0,3,1,11.3,0.3,1.3,0.13,32,102,31.4,411,52,22.4,27.3,0,0,0,77,5,6.5,13,1.3,17.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
82,Gregor Kobel,SUI,GK,Dortmund,Bundesliga,25,1997,26.3,34,5,0,9,1,36.8,0.28,3.8,0.14,106,268,39.6,1006,106,19.6,28.1,0,0,0,359,7,1.9,17,0.65,12.5,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
83,Philipp Köhn,SUI,GK,Monaco,Ligue 1,25,1998,22.0,32,5,1,6,1,32.0,0.27,1.0,0.05,82,249,32.9,536,91,32.5,32.1,0,0,0,282,22,7.8,19,0.86,11.3,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
84,Tomáš Koubek,CZE,GK,Augsburg,Bundesliga,30,1992,3.0,8,0,0,2,0,6.7,0.29,-1.3,-0.43,16,40,40.0,74,6,36.5,34.5,0,0,0,36,2,5.6,2,0.67,11.6,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
85,Matej Kovar,CZE,GK,Leverkusen,Bundesliga,23,2000,1.0,0,0,0,0,0,0.4,0.15,0.4,0.44,0,0,0.0,17,6,0.0,22.1,0,0,0,3,1,33.3,1,1.0,15.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
86,Alban Lafont,CIV,GK,Nantes,Ligue 1,24,1999,27.7,43,8,0,2,0,42.4,0.31,-0.6,-0.02,123,388,31.7,839,145,34.2,34.0,0,0,0,385,33,8.6,33,1.19,13.0,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
87,Nicola Leali,ITA,GK,Genoa,Serie A,30,1993,2.0,2,0,0,0,0,2.8,0.31,0.8,0.4,18,48,37.5,62,3,69.4,44.7,0,0,0,27,2,7.4,1,0.51,15.2,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
88,Jean-Louis Leca,FRA,GK,Lens,Ligue 1,37,1985,1.0,2,0,0,0,0,1.0,0.49,-1.0,-1.03,1,10,10.0,22,5,31.8,29.0,0,0,0,8,0,0.0,0,0.0,9.8,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
89,Benjamin Lecomte,FRA,GK,Montpellier,Ligue 1,32,1991,30.0,37,4,2,3,3,36.8,0.24,2.8,0.09,150,436,34.4,781,137,44.2,36.6,0,0,0,471,29,6.2,13,0.43,9.5,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
90,Jeremías Ledesma,ARG,GK,Cádiz,La Liga,30,1993,33.9,47,2,0,6,0,46.4,0.3,-0.6,-0.02,313,785,39.9,897,115,60.4,44.0,0,0,0,526,53,10.1,45,1.33,12.9,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
91,Bernd Leno,GER,GK,Fulham,Premier League,31,1992,38.0,61,8,2,3,4,55.7,0.26,-1.3,-0.03,144,439,32.8,1372,167,23.7,28.5,0,0,0,472,19,4.0,40,1.05,14.2,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
92,Anthony Lopes,POR,GK,Lyon,Ligue 1,32,1990,31.0,49,4,1,7,1,43.5,0.25,-4.5,-0.15,132,362,36.5,839,156,34.1,32.4,0,0,0,438,36,8.2,28,0.9,12.4,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
93,Pau López,ESP,GK,Marseille,Ligue 1,28,1994,32.7,39,3,1,7,1,32.6,0.24,-5.4,-0.17,93,325,28.6,1044,113,24.8,29.4,0,0,0,406,15,3.7,25,0.77,13.9,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
94,Andriy Lunin,UKR,GK,Real Madrid,La Liga,24,1999,21.0,17,1,0,2,0,21.2,0.31,4.2,0.2,35,99,35.4,548,95,13.7,25.2,0,0,0,283,27,9.5,23,1.1,12.2,2023-2024,stats_keeper_adv,2025-10-18 04:36:46.636449
